2,19,1,[1]
2,0,1,[1]
2,14,1,[1]
2,18,1,[1]
2,16,1,[1]
2,8,1,[1]
2,6,1,[1]
2,4,1,[1]
2,1,1,[1]
2,5,1,[1]
2,2,1,[1]
2,12,1,[0]
2,17,1,[0]
2,15,1,[1]
2,9,1,[1]
2,11,1,[1]
2,13,1,[1]
2,3,1,[1]
2,7,1,[1]
2,10,1,[1]
"('atak', ['19', '0', '14', '18', '16', '8', '6', '4', '1', '5', '2', '15', '9', '11', '13', '3', '7', '10'])","('n_atak', ['12', '17'])"
2,19,1,[1]
2,0,1,[1]
2,14,1,[1]
2,18,1,[1]
2,16,1,[1]
2,8,1,[1]
2,6,1,[1]
2,4,1,[1]
2,1,1,[1]
2,5,1,[1]
2,2,1,[1]
2,12,1,[0]
2,17,1,[0]
2,15,1,[1]
2,9,1,[1]
2,11,1,[1]
2,13,1,[1]
2,3,1,[1]
2,7,1,[1]
2,10,1,[1]
"('atak', ['19', '0', '14', '18', '16', '8', '6', '4', '1', '5', '2', '15', '9', '11', '13', '3', '7', '10'])","('n_atak', ['12', '17'])"
3,11,1,[1]
3,3,1,[1]
3,12,1,[1]
3,14,1,[1]
3,9,1,[1]
3,0,1,[1]
3,6,1,[1]
3,18,1,[1]
3,16,1,[0]
3,2,1,[1]
3,8,1,[1]
3,17,1,[1]
3,10,1,[1]
3,5,1,[1]
3,4,1,[1]
3,19,1,[1]
3,13,1,[1]
3,7,1,[1]
3,15,1,[1]
3,1,1,[0]
"('atak', ['11', '3', '12', '14', '9', '0', '6', '18', '2', '8', '17', '10', '5', '4', '19', '13', '7', '15'])","('n_atak', ['16', '1'])"
2,19,1,[1]
2,0,1,[1]
2,14,1,[1]
2,18,1,[1]
2,16,1,[1]
2,8,1,[1]
2,6,1,[1]
2,4,1,[1]
2,1,1,[1]
2,5,1,[1]
2,2,1,[1]
2,12,1,[0]
2,17,1,[0]
2,15,1,[1]
2,9,1,[1]
2,11,1,[1]
2,13,1,[1]
2,3,1,[1]
2,7,1,[1]
2,10,1,[1]
"('atak', ['19', '0', '14', '18', '16', '8', '6', '4', '1', '5', '2', '15', '9', '11', '13', '3', '7', '10'])","('n_atak', ['12', '17'])"
3,11,1,[1]
3,3,1,[1]
3,12,1,[1]
3,14,1,[1]
3,9,1,[1]
3,0,1,[1]
3,6,1,[1]
3,18,1,[1]
3,16,1,[0]
3,2,1,[1]
3,8,1,[1]
3,17,1,[1]
3,10,1,[1]
3,5,1,[1]
3,4,1,[1]
3,19,1,[1]
3,13,1,[1]
3,7,1,[1]
3,15,1,[1]
3,1,1,[0]
"('atak', ['11', '3', '12', '14', '9', '0', '6', '18', '2', '8', '17', '10', '5', '4', '19', '13', '7', '15'])","('n_atak', ['16', '1'])"
4,4,1,[1]
4,6,1,[1]
4,7,1,[1]
4,12,1,[1]
4,14,1,[1]
4,19,1,[1]
4,16,1,[0]
4,11,1,[1]
4,10,1,[1]
4,13,1,[0]
4,15,1,[1]
4,5,1,[1]
4,0,1,[1]
4,3,1,[1]
4,1,1,[1]
4,8,1,[1]
4,18,1,[0]
4,9,1,[1]
4,17,1,[1]
4,2,1,[0]
