2,12,0,[0]
2,16,0,[0]
2,11,0,[0]
2,5,0,[0]
2,9,0,[0]
2,20,0,[0]
2,18,0,[0]
2,10,0,[0]
2,1,1,[0]
2,22,0,[0]
2,17,0,[0]
2,4,0,[0]
2,2,1,[0]
2,13,0,[0]
2,3,1,[0]
2,6,0,[0]
2,7,0,[0]
2,8,0,[0]
2,21,0,[0]
2,14,0,[0]
2,19,0,[0]
2,15,0,[0]
2,23,0,[0]
2,24,0,[0]
2,0,1,[0]
"('n_atak', ['12', '16', '11', '5', '9', '20', '18', '10', '1', '22', '17', '4', '2', '13', '3', '6', '7', '8', '21', '14', '19', '15', '23', '24', '0'])"
2,12,0,[0]
2,16,0,[0]
2,11,0,[0]
2,5,0,[0]
2,9,0,[0]
2,20,0,[0]
2,18,0,[0]
2,10,0,[0]
2,1,1,[0]
2,22,0,[0]
2,17,0,[0]
2,4,0,[0]
2,2,1,[0]
2,13,0,[0]
2,3,1,[0]
2,6,0,[0]
2,7,0,[0]
2,8,0,[0]
2,21,0,[0]
2,14,0,[0]
2,19,0,[0]
2,15,0,[0]
2,23,0,[0]
2,24,0,[0]
2,0,1,[0]
"('n_atak', ['12', '16', '11', '5', '9', '20', '18', '10', '1', '22', '17', '4', '2', '13', '3', '6', '7', '8', '21', '14', '19', '15', '23', '24', '0'])"
3,16,0,[0]
3,17,0,[0]
3,4,0,[0]
3,24,0,[0]
3,5,0,[0]
3,8,0,[0]
3,13,0,[0]
3,20,0,[0]
3,3,1,[0]
3,22,0,[0]
3,14,0,[0]
3,2,1,[0]
3,10,0,[0]
3,23,0,[0]
3,1,1,[0]
3,21,0,[0]
3,18,0,[0]
3,19,0,[0]
3,15,0,[0]
3,0,1,[0]
3,9,0,[0]
3,6,0,[0]
3,7,0,[0]
3,12,0,[0]
3,11,0,[0]
"('n_atak', ['16', '17', '4', '24', '5', '8', '13', '20', '3', '22', '14', '2', '10', '23', '1', '21', '18', '19', '15', '0', '9', '6', '7', '12', '11'])"
2,12,0,[0]
2,16,0,[0]
2,11,0,[0]
2,5,0,[0]
2,9,0,[0]
2,20,0,[0]
2,18,0,[0]
2,10,0,[0]
2,1,1,[0]
2,22,0,[0]
2,17,0,[0]
2,4,0,[0]
2,2,1,[0]
2,13,0,[0]
2,3,1,[0]
2,6,0,[0]
2,7,0,[0]
2,8,0,[0]
2,21,0,[0]
2,14,0,[0]
2,19,0,[0]
2,15,0,[0]
2,23,0,[0]
2,24,0,[0]
2,0,1,[0]
"('n_atak', ['12', '16', '11', '5', '9', '20', '18', '10', '1', '22', '17', '4', '2', '13', '3', '6', '7', '8', '21', '14', '19', '15', '23', '24', '0'])"
3,16,0,[0]
3,17,0,[0]
3,4,0,[0]
3,24,0,[0]
3,5,0,[0]
3,8,0,[0]
3,13,0,[0]
3,20,0,[0]
3,3,1,[0]
3,22,0,[0]
3,14,0,[0]
3,2,1,[0]
3,10,0,[0]
3,23,0,[0]
3,1,1,[0]
3,21,0,[0]
3,18,0,[0]
3,19,0,[0]
3,15,0,[0]
3,0,1,[0]
3,9,0,[0]
3,6,0,[0]
3,7,0,[0]
3,12,0,[0]
3,11,0,[0]
"('n_atak', ['16', '17', '4', '24', '5', '8', '13', '20', '3', '22', '14', '2', '10', '23', '1', '21', '18', '19', '15', '0', '9', '6', '7', '12', '11'])"
4,7,0,[0]
4,1,1,[0]
4,16,0,[0]
4,23,0,[0]
4,15,0,[0]
4,9,0,[0]
4,20,0,[0]
4,4,0,[0]
4,24,0,[0]
4,22,0,[0]
4,13,0,[0]
4,19,0,[0]
4,12,0,[0]
4,10,0,[0]
4,5,0,[0]
4,2,1,[0]
4,11,0,[0]
4,3,1,[0]
4,14,0,[0]
4,18,0,[0]
4,17,0,[0]
4,21,0,[0]
4,0,1,[0]
4,8,0,[0]
4,6,0,[0]
"('n_atak', ['7', '1', '16', '23', '15', '9', '20', '4', '24', '22', '13', '19', '12', '10', '5', '2', '11', '3', '14', '18', '17', '21', '0', '8', '6'])"
2,12,0,[0]
2,16,0,[0]
2,11,0,[0]
2,5,0,[0]
2,9,0,[0]
2,20,0,[0]
2,18,0,[0]
2,10,0,[0]
2,1,1,[0]
2,22,0,[0]
2,17,0,[0]
2,4,0,[0]
2,2,1,[0]
2,13,0,[0]
2,3,1,[0]
2,6,0,[0]
2,7,0,[0]
2,8,0,[0]
2,21,0,[0]
2,14,0,[0]
2,19,0,[0]
2,15,0,[0]
2,23,0,[0]
2,24,0,[0]
2,0,1,[0]
"('n_atak', ['12', '16', '11', '5', '9', '20', '18', '10', '1', '22', '17', '4', '2', '13', '3', '6', '7', '8', '21', '14', '19', '15', '23', '24', '0'])"
3,16,0,[0]
3,17,0,[0]
3,4,0,[0]
3,24,0,[0]
3,5,0,[0]
3,8,0,[0]
3,13,0,[0]
3,20,0,[0]
3,3,1,[0]
3,22,0,[0]
3,14,0,[0]
3,2,1,[0]
3,10,0,[0]
3,23,0,[0]
3,1,1,[0]
3,21,0,[0]
3,18,0,[0]
3,19,0,[0]
3,15,0,[0]
3,0,1,[0]
3,9,0,[0]
3,6,0,[0]
3,7,0,[0]
3,12,0,[0]
3,11,0,[0]
"('n_atak', ['16', '17', '4', '24', '5', '8', '13', '20', '3', '22', '14', '2', '10', '23', '1', '21', '18', '19', '15', '0', '9', '6', '7', '12', '11'])"
4,7,0,[0]
4,1,1,[0]
4,16,0,[0]
4,23,0,[0]
4,15,0,[0]
4,9,0,[0]
4,20,0,[0]
4,4,0,[0]
4,24,0,[0]
4,22,0,[0]
4,13,0,[0]
4,19,0,[0]
4,12,0,[0]
4,10,0,[0]
4,5,0,[0]
4,2,1,[0]
4,11,0,[0]
4,3,1,[0]
4,14,0,[0]
4,18,0,[0]
4,17,0,[0]
4,21,0,[0]
4,0,1,[0]
4,8,0,[0]
4,6,0,[0]
"('n_atak', ['7', '1', '16', '23', '15', '9', '20', '4', '24', '22', '13', '19', '12', '10', '5', '2', '11', '3', '14', '18', '17', '21', '0', '8', '6'])"
5,0,1,[0]
5,1,1,[0]
5,19,0,[0]
5,14,0,[0]
5,12,0,[0]
5,23,0,[0]
5,9,0,[0]
5,3,1,[0]
5,8,0,[0]
5,5,0,[0]
5,24,0,[0]
5,21,0,[0]
5,11,0,[0]
5,18,0,[0]
5,16,0,[0]
5,10,0,[0]
