Valor,Contagem
0,68
1,96
2,60
3,109
4,92
5,98
6,44
7,88
8,80
9,60
Valor,Contagem
0,88
1,138
2,85
3,62
4,50
5,80
6,60
7,84
8,48
9,103
Valor,Contagem
0,76
1,70
2,34
3,96
4,98
5,92
6,96
7,81
8,82
9,72
Valor,Contagem
0,96
1,69
2,39
3,66
4,109
5,77
6,88
7,77
8,88
9,86
Valor,Contagem
0,72
1,109
2,83
3,96
4,73
5,112
6,72
7,59
8,56
9,65
Valor,Contagem
0,88
1,120
2,77
3,74
4,97
5,62
6,47
7,138
8,62
9,32
Valor,Contagem
0,43
1,88
2,105
3,76
4,43
5,108
6,84
7,44
8,126
9,80
Valor,Contagem
0,107
1,87
2,60
3,64
4,96
5,61
6,102
7,79
8,79
9,62
Valor,Contagem
0,72
1,75
2,59
3,68
4,118
5,74
6,52
7,118
8,100
9,61
Valor,Contagem
0,99
1,84
2,66
3,114
4,64
5,86
6,51
7,72
8,107
9,54
Valor,Contagem
0,78
1,69
2,77
3,66
4,101
5,146
6,57
7,57
8,61
9,83
Valor,Contagem
0,82
1,79
2,54
3,91
4,80
5,90
6,104
7,80
8,65
9,71
Valor,Contagem
0,74
1,126
2,80
3,105
4,73
5,56
6,67
7,76
8,45
9,94
Valor,Contagem
0,66
1,84
2,88
3,63
4,112
5,64
6,94
7,73
8,60
9,91
Valor,Contagem
0,109
1,89
2,89
3,24
4,145
5,63
6,60
7,69
8,70
9,78
Valor,Contagem
0,125
1,76
2,105
3,57
4,68
5,48
6,72
7,70
8,102
9,72
Valor,Contagem
0,80
1,92
2,81
3,104
4,64
5,75
6,85
7,87
8,65
9,63
Valor,Contagem
0,72
1,60
2,79
3,112
4,100
5,88
6,59
7,75
8,72
9,79
Valor,Contagem
0,83
1,42
2,88
3,43
4,92
5,88
6,90
7,129
8,69
9,71
Valor,Contagem
0,34
1,44
2,90
3,58
4,64
5,90
6,84
7,85
8,138
9,108
Valor,Contagem
0,92
1,85
2,93
3,40
4,62
5,65
6,84
7,97
8,70
9,106
Valor,Contagem
0,72
1,114
2,92
3,86
4,57
5,95
6,79
7,86
8,44
9,71
Valor,Contagem
0,90
1,60
2,116
3,76
4,73
5,82
6,99
7,72
8,79
9,49
Valor,Contagem
0,60
1,136
2,100
3,44
4,53
5,86
6,65
7,71
8,117
9,63
Valor,Contagem
0,70
1,92
2,68
3,108
4,126
5,56
6,72
7,58
8,56
9,88
Valor,Contagem
0,79
1,117
2,60
3,105
4,52
5,68
6,79
7,79
8,97
9,60
Valor,Contagem
0,58
1,35
2,72
3,102
4,78
5,74
6,120
7,64
8,119
9,75
Valor,Contagem
0,61
1,79
2,64
3,68
4,106
5,143
6,70
7,68
8,49
9,89
Valor,Contagem
0,79
1,62
2,48
3,100
4,77
5,108
6,114
7,96
8,64
9,49
Valor,Contagem
0,58
1,66
2,103
3,96
4,57
5,72
6,95
7,91
8,93
9,65
Valor,Contagem
0,82
1,64
2,76
3,116
4,117
5,13
6,85
7,86
8,86
9,70
Valor,Contagem
0,162
1,57
2,109
3,62
4,64
5,68
6,61
7,50
8,72
9,90
Valor,Contagem
0,77
1,82
2,74
3,79
4,84
5,70
6,92
7,39
8,81
9,118
Valor,Contagem
0,81
1,91
2,64
3,74
4,96
5,59
6,70
7,71
8,109
9,81
Valor,Contagem
0,53
1,92
2,62
3,81
4,92
5,107
6,104
7,57
8,70
9,79
Valor,Contagem
0,78
1,40
2,100
3,62
4,83
5,115
6,73
7,78
8,47
9,120
Valor,Contagem
0,137
1,66
2,38
3,129
4,72
5,78
6,51
7,30
8,138
9,56
Valor,Contagem
0,59
1,94
2,62
3,58
4,108
5,87
6,96
7,66
8,113
9,53
Valor,Contagem
0,110
1,64
2,97
3,104
4,62
5,115
6,71
7,59
8,89
9,25
Valor,Contagem
0,116
1,95
2,99
3,59
4,86
5,53
6,128
7,49
8,51
9,60
Valor,Contagem
0,83
1,91
2,62
3,114
4,83
5,52
6,92
7,34
8,112
9,72
Valor,Contagem
0,77
1,93
2,73
3,96
4,44
5,78
6,57
7,56
8,120
9,101
Valor,Contagem
0,92
1,80
2,33
3,77
4,76
5,96
6,98
7,81
8,65
9,96
Valor,Contagem
0,121
1,51
2,65
3,80
4,72
5,89
6,91
7,24
8,121
9,81
Valor,Contagem
0,31
1,42
2,92
3,116
4,114
5,73
6,96
7,90
8,112
9,31
Valor,Contagem
0,68
1,68
2,107
3,44
4,102
5,89
6,68
7,82
8,97
9,71
Valor,Contagem
0,63
1,116
2,63
3,91
4,81
5,72
6,52
7,40
8,104
9,115
Valor,Contagem
0,59
1,75
2,60
3,91
4,97
5,84
6,95
7,63
8,127
9,46
Valor,Contagem
0,49
1,78
2,69
3,97
4,142
5,96
6,76
7,51
8,52
9,86
Valor,Contagem
0,97
1,61
2,129
3,63
4,78
5,80
6,84
7,60
8,73
9,71
Valor,Contagem
0,96
1,64
2,76
3,43
4,40
5,56
6,120
7,76
8,147
9,78
Valor,Contagem
0,85
1,100
2,76
3,85
4,93
5,76
6,88
7,74
8,64
9,53
Valor,Contagem
0,72
1,115
2,64
3,81
4,50
5,80
6,79
7,87
8,58
9,110
Valor,Contagem
0,52
1,77
2,96
3,72
4,95
5,64
6,68
7,80
8,73
9,119
Valor,Contagem
0,56
1,56
2,65
3,64
4,69
5,56
6,83
7,72
8,188
9,86
Valor,Contagem
0,101
1,56
2,86
3,58
4,67
5,92
6,62
7,117
8,51
9,107
Valor,Contagem
0,68
1,85
2,73
3,83
4,106
5,62
6,43
7,159
8,37
9,80
Valor,Contagem
0,77
1,72
2,102
3,70
4,87
5,62
6,74
7,69
8,92
9,91
Valor,Contagem
0,56
1,119
2,36
3,88
4,95
5,88
6,62
7,94
8,72
9,87
Valor,Contagem
0,72
1,91
2,71
3,56
4,65
5,103
6,72
7,93
8,80
9,92
Valor,Contagem
0,37
1,56
2,119
3,31
4,121
5,89
6,92
7,72
