Valor,Contagem
0,116
1,38
2,84
3,66
4,54
5,169
6,90
7,53
8,43
9,83
Valor,Contagem
0,51
1,44
2,53
3,105
4,160
5,92
6,52
7,41
8,99
9,98
Valor,Contagem
0,82
1,48
2,51
3,88
4,98
5,92
6,68
7,108
8,97
9,64
Valor,Contagem
0,87
1,48
2,96
3,52
4,64
5,85
6,32
7,89
8,100
9,142
Valor,Contagem
0,94
1,45
2,64
3,70
4,95
5,28
6,132
7,73
8,96
9,97
Valor,Contagem
0,60
1,105
2,96
3,56
4,125
5,75
6,69
7,90
8,57
9,62
Valor,Contagem
0,72
1,168
2,82
3,71
4,64
5,73
6,64
7,55
8,24
9,124
Valor,Contagem
0,108
1,83
2,54
3,60
4,143
5,67
6,109
7,49
8,79
9,44
Valor,Contagem
0,77
1,22
2,104
3,64
4,93
5,123
6,12
7,44
8,72
9,186
Valor,Contagem
0,96
1,64
2,131
3,61
4,54
5,86
6,80
7,92
8,52
9,80
Valor,Contagem
0,67
1,114
2,130
3,36
4,58
5,53
6,91
7,86
8,108
9,53
Valor,Contagem
0,73
1,105
2,154
3,69
4,51
5,96
6,23
7,47
8,100
9,78
Valor,Contagem
0,59
1,63
2,50
3,84
4,80
5,137
6,124
7,94
8,51
9,55
Valor,Contagem
0,92
1,69
2,24
3,68
4,101
5,104
6,138
7,70
8,52
9,78
Valor,Contagem
0,64
1,130
2,37
3,68
4,104
5,123
6,84
7,60
8,51
9,76
Valor,Contagem
0,62
1,88
2,96
3,83
4,69
5,56
6,56
7,93
8,121
9,72
Valor,Contagem
0,47
1,22
2,56
3,41
4,116
5,44
6,102
7,105
8,176
9,87
Valor,Contagem
0,31
1,92
2,88
3,74
4,144
5,95
6,59
7,76
8,90
9,49
Valor,Contagem
0,14
1,128
2,58
3,157
4,69
5,66
6,85
7,104
8,44
9,71
Valor,Contagem
0,72
1,80
2,64
3,100
4,43
5,98
6,75
7,36
8,98
9,130
Valor,Contagem
0,44
1,102
2,87
3,36
4,23
5,116
6,80
7,139
8,101
9,68
Valor,Contagem
0,67
1,46
2,46
3,73
4,99
5,56
6,61
7,150
8,46
9,152
Valor,Contagem
0,98
1,65
2,52
3,161
4,61
5,44
6,55
7,79
8,57
9,124
Valor,Contagem
0,34
1,59
2,150
3,74
4,77
5,40
6,57
7,51
8,90
9,164
Valor,Contagem
0,149
1,52
2,78
3,83
4,56
5,72
6,32
7,78
8,151
9,44
Valor,Contagem
0,22
1,70
2,44
3,150
4,115
5,114
6,76
7,26
8,128
9,51
Valor,Contagem
0,36
1,180
2,56
3,91
4,65
5,56
6,32
7,122
8,100
9,58
Valor,Contagem
0,75
1,34
2,108
3,87
4,74
5,113
6,113
7,55
8,72
9,64
Valor,Contagem
0,104
1,72
2,108
3,91
4,103
5,54
6,46
7,96
8,62
9,60
Valor,Contagem
0,40
1,64
2,45
3,94
4,141
5,84
6,30
7,122
8,53
9,124
Valor,Contagem
0,28
1,83
2,42
3,56
4,112
5,44
6,77
7,164
8,138
9,52
Valor,Contagem
0,60
1,136
2,95
3,80
4,40
5,68
6,154
7,86
8,45
9,31
Valor,Contagem
0,39
1,150
2,96
3,44
4,77
5,22
6,144
7,134
8,14
9,77
Valor,Contagem
0,139
1,68
2,64
3,77
4,65
5,101
6,49
7,54
8,98
9,81
Valor,Contagem
0,134
1,123
2,37
3,107
4,60
5,79
6,18
7,85
8,52
9,100
Valor,Contagem
0,76
1,77
2,52
3,74
4,120
5,76
6,33
7,80
8,94
9,113
Valor,Contagem
0,92
1,40
2,61
3,92
4,45
5,75
6,52
7,72
8,160
9,108
Valor,Contagem
0,130
1,105
2,53
3,51
4,63
5,71
6,132
7,78
8,43
9,71
Valor,Contagem
0,106
1,56
2,65
3,48
4,77
5,114
6,47
7,116
8,54
9,113
Valor,Contagem
0,61
1,129
2,52
3,48
4,96
5,90
6,54
7,61
8,94
9,109
Valor,Contagem
0,129
1,88
2,71
3,111
4,57
5,36
6,65
7,89
8,114
9,36
Valor,Contagem
0,113
1,77
2,37
3,77
4,88
5,24
6,64
7,67
8,148
9,100
Valor,Contagem
0,40
1,67
2,92
3,73
4,111
5,112
6,132
7,43
8,44
9,81
Valor,Contagem
0,53
1,89
2,63
3,108
4,28
5,121
6,50
7,175
8,77
9,32
Valor,Contagem
0,88
1,115
2,39
3,80
4,35
5,104
6,84
7,96
8,76
9,79
Valor,Contagem
0,128
1,110
2,36
3,23
4,147
5,66
6,48
7,92
8,61
9,85
Valor,Contagem
0,71
1,137
2,65
3,93
4,52
5,30
6,95
7,85
8,76
9,92
Valor,Contagem
0,27
1,62
2,40
3,153
4,56
5,68
6,80
7,125
8,100
9,84
Valor,Contagem
0,154
1,121
2,115
3,58
4,52
5,42
6,85
7,52
8,82
9,34
Valor,Contagem
0,76
1,122
2,74
3,43
4,94
5,75
6,74
7,77
8,75
9,86
Valor,Contagem
0,28
1,133
2,116
3,36
4,92
5,124
6,102
7,51
8,79
9,34
Valor,Contagem
