Valor,Contagem
0,14
1,291
2,62
3,251
4,28
5,6
6,63
7,46
8,35
Valor,Contagem
1,3
2,88
3,144
4,64
5,8
6,229
7,48
8,78
9,136
Valor,Contagem
0,11
1,80
2,40
3,28
4,102
5,232
6,3
7,87
8,147
9,68
Valor,Contagem
1,88
2,32
3,131
4,153
5,20
6,264
8,107
9,1
Valor,Contagem
0,10
1,20
2,23
3,136
4,11
5,25
6,49
7,394
8,40
9,88
Valor,Contagem
0,22
1,17
3,14
4,1
5,256
6,61
7,129
8,130
9,166
Valor,Contagem
0,112
1,31
2,44
3,4
4,3
5,23
6,300
7,89
8,188
9,3
Valor,Contagem
0,23
1,5
2,127
3,8
4,34
5,180
6,407
7,4
8,8
Valor,Contagem
0,9
2,103
3,38
4,115
5,41
6,15
7,29
8,65
9,381
Valor,Contagem
0,75
1,114
2,111
3,171
4,55
5,63
7,165
8,6
9,37
Valor,Contagem
0,11
1,438
2,52
3,134
4,12
5,56
6,38
7,17
8,2
9,36
Valor,Contagem
0,219
1,17
2,93
3,8
4,1
5,41
6,64
7,152
8,149
9,52
Valor,Contagem
0,15
1,32
2,35
3,156
4,176
6,72
7,304
9,7
Valor,Contagem
0,24
1,228
2,1
3,77
4,1
5,18
7,14
8,330
9,102
Valor,Contagem
0,40
1,10
2,67
3,37
4,21
5,4
6,154
7,4
8,138
9,320
Valor,Contagem
0,23
1,5
2,81
3,4
4,48
5,148
6,183
7,28
8,84
9,191
Valor,Contagem
0,6
1,9
2,308
3,140
4,3
5,3
6,165
7,52
8,80
9,31
Valor,Contagem
0,175
1,201
2,54
4,156
5,115
6,47
7,1
8,42
9,6
Valor,Contagem
0,120
1,62
2,168
3,52
4,245
5,3
6,71
7,32
8,27
9,16
Valor,Contagem
0,267
1,68
2,4
3,18
4,47
5,64
6,19
7,91
9,219
Valor,Contagem
0,205
1,195
2,140
3,12
4,24
5,144
6,35
7,35
8,7
Valor,Contagem
0,26
1,52
2,29
3,22
4,5
5,6
6,466
8,47
9,143
Valor,Contagem
0,25
1,248
2,12
3,289
5,29
6,26
7,81
8,32
9,54
Valor,Contagem
0,4
1,168
2,122
3,203
4,32
5,9
6,187
8,20
9,51
Valor,Contagem
0,300
1,6
2,22
3,32
4,17
5,15
6,270
7,88
8,27
9,19
Valor,Contagem
0,359
1,33
2,38
3,15
4,11
6,176
7,100
8,58
9,6
Valor,Contagem
0,148
1,57
2,292
3,21
4,136
6,4
8,138
Valor,Contagem
1,238
3,52
4,176
5,224
6,36
7,4
8,13
9,54
Valor,Contagem
0,42
2,10
3,138
4,21
5,520
7,48
8,12
9,6
Valor,Contagem
0,156
1,212
2,268
3,8
4,30
5,38
6,4
7,11
8,51
9,18
Valor,Contagem
0,76
1,167
2,281
3,6
4,77
5,5
6,11
7,169
8,2
9,1
Valor,Contagem
1,4
2,183
3,5
4,383
5,67
6,21
7,2
9,132
Valor,Contagem
0,64
1,31
2,67
3,52
4,85
5,76
7,19
8,376
9,27
Valor,Contagem
0,131
1,413
2,11
3,2
4,7
6,76
7,126
8,29
Valor,Contagem
0,3
1,132
2,121
3,6
4,15
5,36
6,319
7,80
8,80
9,4
Valor,Contagem
0,124
1,11
2,80
3,44
4,172
5,10
6,2
9,353
Valor,Contagem
0,28
1,12
2,42
3,62
4,44
5,1
6,2
7,36
9,569
Valor,Contagem
0,17
1,56
3,43
4,15
5,15
6,30
7,33
8,584
9,2
Valor,Contagem
0,71
1,8
2,18
3,33
4,200
5,202
6,10
7,132
8,4
9,117
Valor,Contagem
1,60
2,36
3,6
4,282
5,63
6,101
7,43
8,171
9,34
Valor,Contagem
0,314
1,16
2,1
3,1
4,153
5,228
7,14
8,36
9,32
Valor,Contagem
0,136
2,128
3,28
5,46
6,119
7,101
8,230
9,8
Valor,Contagem
0,2
1,132
2,124
4,255
5,267
6,4
7,6
8,4
9,3
Valor,Contagem
0,128
3,32
4,396
5,3
6,12
7,18
8,1
9,208
Valor,Contagem
0,8
1,230
2,11
3,356
4,132
5,42
6,15
8,4
Valor,Contagem
0,189
1,105
2,86
3,6
4,8
5,88
6,263
7,27
8,16
9,9
