Valor,Contagem
0,91
1,68
2,76
3,57
4,73
5,14
6,149
7,89
8,101
9,77
Valor,Contagem
0,70
1,124
2,52
3,78
4,32
5,52
6,84
7,44
8,133
9,127
Valor,Contagem
0,120
1,56
2,91
3,82
4,92
5,88
6,37
7,26
8,91
9,113
Valor,Contagem
0,83
1,24
2,130
3,44
4,184
5,116
6,56
7,56
8,36
9,68
Valor,Contagem
0,139
1,163
2,64
3,108
4,60
5,31
6,36
7,124
8,24
9,48
Valor,Contagem
0,100
1,156
2,66
3,107
4,72
5,76
6,39
7,72
8,43
9,64
Valor,Contagem
0,93
1,53
2,88
3,93
4,59
5,97
6,95
7,53
8,78
9,86
Valor,Contagem
0,61
1,71
2,145
3,115
4,56
5,90
6,56
7,24
8,94
9,84
Valor,Contagem
0,60
1,176
2,80
3,68
4,104
5,40
6,39
7,135
8,33
9,61
Valor,Contagem
0,70
1,82
2,20
3,176
4,105
5,37
6,140
7,48
8,61
9,56
Valor,Contagem
0,98
1,64
2,28
3,74
4,128
5,138
6,85
7,71
8,75
9,36
Valor,Contagem
0,90
1,68
2,116
3,80
4,95
5,40
6,76
7,76
8,70
9,84
Valor,Contagem
0,52
1,24
2,97
3,151
4,64
5,72
6,76
7,60
8,74
9,126
Valor,Contagem
0,72
1,110
2,71
3,82
4,64
5,80
6,103
7,102
8,89
9,24
Valor,Contagem
0,74
1,50
2,58
3,97
4,50
5,104
6,99
7,96
8,68
9,100
Valor,Contagem
0,121
1,47
2,136
3,19
4,36
5,81
6,112
7,112
8,60
9,72
Valor,Contagem
0,37
1,108
2,127
3,108
4,57
5,52
6,68
7,103
8,72
9,64
Valor,Contagem
0,144
1,26
2,110
3,93
4,67
5,76
6,42
7,106
8,63
9,68
Valor,Contagem
0,53
1,77
2,92
3,84
4,65
5,56
6,65
7,83
8,93
9,128
Valor,Contagem
0,70
1,20
2,98
3,67
4,116
5,148
6,124
7,50
8,54
9,50
Valor,Contagem
0,37
1,143
2,124
3,137
4,51
5,64
6,54
7,65
8,84
9,37
Valor,Contagem
0,68
1,115
2,80
3,83
4,24
5,116
6,67
7,76
8,133
9,35
Valor,Contagem
0,76
1,116
2,167
3,28
4,77
5,52
6,53
7,43
8,106
9,79
Valor,Contagem
0,99
1,92
2,158
3,36
4,89
5,55
6,50
7,90
8,72
9,55
Valor,Contagem
0,48
1,85
2,67
3,69
4,38
5,110
6,161
7,104
8,45
9,69
Valor,Contagem
0,53
1,51
2,75
3,178
4,63
5,64
6,98
7,90
8,64
9,60
Valor,Contagem
0,11
1,131
2,56
3,47
4,84
5,130
6,87
7,120
8,80
9,50
Valor,Contagem
0,68
1,114
2,80
3,160
4,87
5,44
6,41
7,80
8,27
9,95
Valor,Contagem
0,84
1,47
2,83
3,132
4,120
5,60
6,106
7,44
8,59
9,61
Valor,Contagem
0,71
1,61
2,84
3,116
4,106
5,55
6,55
7,44
8,101
9,104
Valor,Contagem
0,113
1,95
2,67
3,165
4,88
5,31
6,50
7,62
8,59
9,67
Valor,Contagem
0,48
1,68
2,123
3,100
4,67
5,57
6,156
7,64
8,71
9,43
Valor,Contagem
0,71
1,30
2,109
3,68
4,102
5,56
6,64
7,55
8,96
9,145
Valor,Contagem
0,92
1,117
2,49
3,51
4,46
5,89
6,80
7,73
8,112
9,88
Valor,Contagem
0,77
1,112
2,58
3,88
4,76
5,80
6,67
7,44
8,36
9,157
Valor,Contagem
0,152
1,87
2,88
3,63
4,137
5,92
6,12
7,30
8,49
9,86
Valor,Contagem
0,115
1,49
2,40
3,38
4,79
5,73
6,129
7,27
8,116
9,130
Valor,Contagem
0,71
1,112
2,79
3,102
4,67
5,76
6,69
7,103
8,36
9,82
Valor,Contagem
0,58
1,32
2,40
3,51
4,100
5,60
6,78
7,144
8,122
9,111
Valor,Contagem
0,47
1,81
2,43
3,67
4,80
5,182
6,85
7,36
8,40
9,136
Valor,Contagem
0,87
1,96
2,68
3,111
4,28
5,68
6,108
7,84
8,64
9,84
Valor,Contagem
0,36
1,117
2,75
3,195
4,36
5,67
6,100
7,49
8,80
9,40
Valor,Contagem
0,53
1,31
2,57
3,125
4,99
5,112
6,88
7,45
8,57
9,128
Valor,Contagem
0,94
1,120
2,136
3,36
4,34
5,65
6,41
7,34
8,135
9,101
Valor,Contagem
0,58
1,74
2,117
3,102
4,115
5,115
6,58
7,59
8,68
9,30
Valor,Contagem
0,57
1,58
2,25
3,68
4,84
5,62
6,176
7,64
8,63
9,139
Valor,Contagem
0,34
1,108
2,107
3,23
4,31
5,77
6,144
7,137
8,49
9,87
Valor,Contagem
0,65
1,56
2,52
3,60
4,72
5,119
6,45
7,84
8,70
9,172
Valor,Contagem
0,51
1,48
2,125
3,62
4,24
5,177
6,52
7,57
8,63
9,137
Valor,Contagem
0,96
1,66
2,56
3,163
4,70
5,65
6,108
7,71
8,59
9,42
Valor,Contagem
0,31
1,59
2,43
3,111
4,97
5,104
6,47
7,90
8,90
9,124
Valor,Contagem
0,97
1,88
2,96
3,57
4,34
5,114
6,58
7,90
8,108
9,54
Valor,Contagem
0,41
1,85
2,82
3,79
4,100
5,46
6,73
7,76
8,84
9,129
Valor,Contagem
0,26
1,53
2,55
3,154
4,152
5,26
6,162
7,78
8,37
9,53
Valor,Contagem
0,120
1,88
2,62
3,79
4,93
5,91
6,9
7,83
8,119
9,53
Valor,Contagem
0,55
1,100
2,108
3,52
4,52
5,102
6,50
7,64
8,80
9,134
Valor,Contagem
0,164
1,95
2,64
3,50
4,41
5,79
6,91
7,104
8,80
9,28
Valor,Contagem
0,75
1,74
2,32
3,75
4,106
5,37
6,73
7,68
8,124
9,133
Valor,Contagem
0,60
1,102
2,89
3,105
4,116
5,72
6,95
7,13
8,72
9,72
Valor,Contagem
0,78
1,72
2,42
3,65
4,113
5,103
6,137
7,64
8,76
9,46
Valor,Contagem
0,24
1,40
2,60
3,222
4,88
5,69
6,84
7,68
8,53
