Valor,Contagem
0,60
1,95
2,57
3,123
4,40
5,115
6,96
7,13
8,96
9,101
Valor,Contagem
0,64
1,68
2,100
3,96
4,77
5,126
6,55
7,21
8,60
9,129
Valor,Contagem
0,124
1,51
2,75
3,68
4,49
5,114
6,73
7,51
8,91
9,100
Valor,Contagem
0,42
1,90
2,23
3,84
4,42
5,116
6,186
7,105
8,82
9,25
Valor,Contagem
0,119
1,19
2,64
3,127
4,130
5,66
6,70
7,86
8,80
9,36
Valor,Contagem
0,154
1,78
2,43
3,84
4,126
5,36
6,96
7,52
8,92
9,35
Valor,Contagem
0,110
1,24
2,123
3,104
4,105
5,73
6,91
7,30
8,85
9,51
Valor,Contagem
0,134
1,111
2,96
3,125
4,18
5,96
6,48
7,61
8,68
9,39
Valor,Contagem
0,84
1,44
2,53
3,19
4,96
5,113
6,92
7,80
8,120
9,94
Valor,Contagem
0,124
1,44
2,92
3,43
4,101
5,28
6,88
7,116
8,40
9,121
Valor,Contagem
0,91
1,84
2,23
3,79
4,65
5,56
6,111
7,110
8,60
9,118
Valor,Contagem
0,23
1,32
2,49
3,71
4,80
5,96
6,44
7,137
8,100
9,164
Valor,Contagem
0,49
1,21
2,109
3,108
4,120
5,125
6,89
7,50
8,43
9,82
Valor,Contagem
0,60
1,111
2,44
3,63
4,75
5,126
6,57
7,110
8,40
9,111
Valor,Contagem
0,36
1,60
2,107
3,93
4,107
5,40
6,100
7,77
8,105
9,71
Valor,Contagem
0,110
1,75
2,64
3,72
4,164
5,54
6,22
7,116
8,66
9,54
Valor,Contagem
0,32
1,93
2,75
3,135
4,61
5,120
6,51
7,74
8,92
9,64
Valor,Contagem
0,83
1,90
2,128
3,60
4,88
5,68
6,74
7,76
8,30
9,100
Valor,Contagem
0,44
1,47
2,53
3,70
4,105
5,60
6,95
7,133
8,131
9,59
Valor,Contagem
0,71
1,52
2,41
3,139
4,52
5,70
6,58
7,94
8,117
9,102
Valor,Contagem
0,112
1,64
2,66
3,102
4,56
5,53
6,132
7,43
8,66
9,102
Valor,Contagem
0,95
1,52
2,60
3,33
4,40
5,132
6,97
7,35
8,164
9,87
Valor,Contagem
0,53
1,139
2,70
3,84
4,147
5,38
6,40
7,81
8,72
9,72
Valor,Contagem
0,48
1,116
2,65
3,83
4,133
5,148
6,83
7,63
8,14
9,44
Valor,Contagem
0,106
1,52
2,64
3,42
4,112
5,82
6,104
7,84
8,58
9,92
Valor,Contagem
0,65
1,77
2,43
3,132
4,67
5,39
6,89
7,71
8,130
9,83
Valor,Contagem
0,84
1,48
2,136
3,93
4,83
5,53
6,48
7,68
8,84
9,99
Valor,Contagem
0,50
1,113
2,49
3,103
4,75
5,64
6,57
7,47
8,154
9,84
Valor,Contagem
0,112
1,131
2,109
3,38
4,45
5,107
6,79
7,31
8,113
9,31
Valor,Contagem
0,24
1,125
2,146
3,56
4,96
5,70
6,68
7,72
8,56
9,82
Valor,Contagem
0,44
1,83
2,105
3,60
4,31
5,156
6,96
7,100
8,46
9,76
Valor,Contagem
0,37
1,91
2,67
3,70
4,151
5,124
6,128
7,73
8,30
9,24
Valor,Contagem
0,51
1,85
2,54
3,150
4,64
5,37
6,76
7,32
8,96
9,151
Valor,Contagem
0,112
1,42
2,43
3,38
4,99
5,131
6,19
7,51
8,177
9,84
Valor,Contagem
0,37
1,81
2,48
3,60
4,24
5,54
6,103
7,132
8,141
9,115
Valor,Contagem
0,44
1,84
2,52
3,73
4,144
5,72
6,100
7,76
8,42
9,108
Valor,Contagem
0,54
1,126
2,78
3,114
4,40
5,72
6,88
7,93
8,51
9,80
Valor,Contagem
0,52
1,61
2,77
3,94
4,80
5,91
6,58
7,132
8,77
9,74
Valor,Contagem
0,35
1,151
2,60
3,23
4,39
5,51
6,170
7,109
8,92
9,66
Valor,Contagem
0,95
1,53
2,68
3,148
4,72
5,61
6,39
7,59
8,86
9,115
Valor,Contagem
0,120
1,29
2,113
3,99
4,64
5,91
6,42
7,80
8,45
9,113
Valor,Contagem
0,119
1,57
2,53
3,81
4,52
5,88
6,52
7,54
8,142
9,99
Valor,Contagem
0,35
1,60
2,156
3,167
4,52
5,61
6,128
7,47
8,43
9,48
Valor,Contagem
0,68
1,70
2,57
3,58
4,164
5,112
6,56
7,50
8,99
9,64
Valor,Contagem
0,48
1,107
2,79
3,69
4,96
5,55
6,81
7,85
8,76
9,100
Valor,Contagem
0,107
1,68
2,58
3,170
4,48
5,37
6,60
7,72
8,69
9,106
Valor,Contagem
0,120
1,103
2,92
3,113
4,128
5,34
6,46
7,40
8,63
9,58
Valor,Contagem
0,57
1,59
2,203
3,56
4,32
5,90
6,88
7,52
8,95
9,65
Valor,Contagem
0,94
1,64
2,37
3,26
4,220
5,97
6,72
7,51
8,44
9,90
Valor,Contagem
0,82
1,61
2,88
3,36
4,120
5,72
6,91
7,112
8,40
9,94
Valor,Contagem
0,97
1,96
2,112
3,92
4,56
5,91
6,63
7,88
8,65
9,36
Valor,Contagem
0,108
1,120
2,64
3,78
4,51
5,92
6,82
7,40
8,88
9,73
Valor,Contagem
0,139
1,79
2,98
3,35
4,100
5,62
6,140
7,64
8,25
9,53
Valor,Contagem
0,95
1,107
2,92
3,120
4,83
5,79
6,78
7,56
8,61
9,26
Valor,Contagem
0,33
1,84
2,135
3,80
4,121
5,92
6,57
7,68
8,88
9,38
Valor,Contagem
0,72
1,62
2,107
3,67
4,40
5,46
6,31
7,106
8,164
9,100
Valor,Contagem
0,113
1,36
2,66
3,129
4,95
5,42
6,66
7,68
8,52
9,128
Valor,Contagem
0,92
1,101
2,98
3,47
4,63
5,60
6,40
7,101
8,114
9,80
Valor,Contagem
0,23
1,121
2,120
3,101
4,71
5,27
6,87
7,72
8,98
9,77
Valor,Contagem
0,58
1,88
2,60
3,22
4,124
5,44
6,60
7,166
8,76
9,97
Valor,Contagem
0,84
1,74
2,109
3,116
4,64
5,34
6,60
7,94
8,79
9,81
Valor,Contagem
0,33
1,43
2,59
3,129
4,45
5,108
6,104
7,47
8,132
9,96
Valor,Contagem
0,139
1,77
2,83
3,37
4,108
5,57
6,52
7,76
8,110
9,57
Valor,Contagem
0,71
1,133
2,100
3,81
4,62
5,40
6,69
7,59
8,100
9,81
Valor,Contagem
0,64
1,29
2,105
3,109
4,85
5,146
6,84
7,44
8,108
9,21
Valor,Contagem
0,67
1,102
2,48
3,58
4,76
5,106
6,117
7,87
8,60
9,76
Valor,Contagem
0,58
1,36
2,154
3,107
4,64
5,71
6,91
7,87
8,60
9,69
Valor,Contagem
0,80
1,133
2,43
3,80
4,24
5,136
6,73
7,64
8,71
9,94
Valor,Contagem
0,80
1,100
2,109
3,32
4,78
5,36
6,112
7,72
8,94
9,82
Valor,Contagem
0,76
1,39
2,48
3,120
4,52
5,31
6,92
7,213
8,91
9,36
Valor,Contagem
0,88
1,111
2,72
3,32
4,25
5,156
6,49
7,85
8,69
9,108
Valor,Contagem
0,45
1,114
2,31
3,25
4,108
5,75
6,221
7,44
8,81
9,52
Valor,Contagem
0,94
1,101
2,88
3,64
4,68
5,114
6,48
7,76
8,62
9,82
Valor,Contagem
0,116
1,93
2,77
3,72
4,88
5,59
6,111
7,76
8,60
9,44
Valor,Contagem
0,62
1,78
2,100
3,128
4,72
5,95
6,90
7,48
8,66
9,57
Valor,Contagem
0,130
1,53
2,103
3,53
4,36
5,88
6,64
7,113
8,65
9,92
Valor,Contagem
0,89
1,122
2,75
3,84
4,50
5,99
6,102
7,93
8,30
9,52
Valor,Contagem
0,35
1,38
2,116
3,71
4,120
5,84
6,129
7,45
8,86
9,72
Valor,Contagem
0,95
1,64
2,121
3,80
4,59
5,53
6,123
7,96
8,42
9,64
Valor,Contagem
0,143
1,35
2,95
3,84
4,89
5,80
6,70
7,72
8,72
9,58
Valor,Contagem
0,61
1,72
2,117
3,51
4,58
5,84
6,36
7,92
8,122
9,102
Valor,Contagem
0,52
1,20
2,45
3,56
4,78
5,52
6,128
7,79
8,148
9,139
Valor,Contagem
0,50
1,98
2,64
3,112
4,20
5,89
6,49
7,125
8,56
9,132
Valor,Contagem
0,68
1,64
2,29
3,84
4,138
5,160
6,71
7,78
8,29
9,76
Valor,Contagem
0,85
1,13
2,53
3,72
4,52
5,67
6,50
7,208
8,128
9,68
Valor,Contagem
0,80
1,54
2,75
3,142
4,72
5,62
6,45
7,46
8,122
9,98
Valor,Contagem
0,64
1,92
2,104
3,75
4,141
5,85
6,100
7,44
8,63
9,30
Valor,Contagem
0,46
1,95
2,38
3,106
4,108
5,66
6,74
7,70
8,104
9,89
Valor,Contagem
0,68
1,42
2,92
3,113
4,71
5,109
6,82
7,76
8,44
9,98
Valor,Contagem
0,120
1,73
2,44
3,86
4,69
5,54
6,68
7,66
8,111
9,104
Valor,Contagem
0,98
1,52
2,87
3,134
4,97
5,45
6,46
7,105
8,64
9,68
Valor,Contagem
0,113
1,55
2,71
3,76
4,38
5,88
6,97
7,132
8,64
9,62
Valor,Contagem
0,140
1,79
2,123
3,55
4,24
5,44
6,72
7,124
8,72
9,65
Valor,Contagem
0,106
1,34
2,95
3,62
4,87
5,80
6,60
7,68
8,72
9,132
Valor,Contagem
0,93
1,146
2,103
3,53
4,163
5,46
6,55
7,28
8,44
9,66
Valor,Contagem
0,108
1,53
2,60
3,113
4,113
5,73
6,72
7,104
8,60
9,38
Valor,Contagem
0,15
1,61
2,72
3,112
4,74
5,120
6,96
7,145
8,73
9,26
Valor,Contagem
0,80
1,48
2,88
3,104
4,79
5,99
6,38
7,68
8,58
9,135
Valor,Contagem
0,139
1,100
2,48
3,91
4,114
5,28
6,63
7,68
8,62
9,82
Valor,Contagem
0,61
1,89
2,66
3,57
4,96
5,78
6,104
7,76
8,46
9,121
Valor,Contagem
0,140
1,20
2,112
3,56
4,36
5,128
6,80
7,60
8,88
9,76
Valor,Contagem
0,78
1,48
2,88
3,100
4,48
5,142
6,74
7,59
8,96
9,61
Valor,Contagem
0,75
1,146
2,137
3,39
4,56
5,93
6,53
7,58
8,56
9,83
Valor,Contagem
0,123
1,129
2,86
3,80
4,51
5,68
6,25
7,9
8,94
9,130
Valor,Contagem
0,68
1,63
2,155
3,81
4,56
5,51
6,104
7,31
8,79
9,109
Valor,Contagem
0,108
1,91
2,93
3,49
4,75
5,35
6,102
7,76
8,82
9,85
Valor,Contagem
0,123
1,111
2,87
3,73
4,84
5,79
6,72
7,48
8,48
9,72
Valor,Contagem
0,128
1,120
2,9
3,100
4,65
5,86
6,20
7,69
8,23
9,176
Valor,Contagem
0,70
1,35
2,65
3,210
4,52
5,100
6,68
7,30
8,84
9,82
Valor,Contagem
0,28
1,112
2,71
3,18
4,39
5,132
6,83
7,76
8,117
9,119
Valor,Contagem
0,111
1,24
2,76
3,81
4,127
5,104
6,36
7,37
8,126
9,73
Valor,Contagem
0,42
1,96
2,53
3,65
4,101
5,49
6,61
7,108
8,132
9,88
Valor,Contagem
0,80
1,56
2,100
3,42
4,104
5,70
6,44
7,139
8,131
9,30
Valor,Contagem
0,72
1,134
2,72
3,156
4,105
5,74
6,35
7,50
8,60
9,37
Valor,Contagem
0,36
1,82
2,65
3,164
4,80
5,93
6,60
7,68
8,64
9,84
Valor,Contagem
0,60
1,68
2,103
3,120
4,72
5,107
6,130
7,32
8,40
9,64
Valor,Contagem
0,31
1,87
2,108
3,104
4,62
5,44
6,114
7,144
8,36
9,66
Valor,Contagem
0,93
1,140
2,92
3,54
4,32
5,64
6,91
7,38
8,110
9,81
Valor,Contagem
0,111
1,43
2,131
3,91
4,120
5,102
6,71
7,59
8,56
9,13
Valor,Contagem
0,118
1,91
2,75
3,36
4,142
5,66
6,78
7,72
8,44
9,73
Valor,Contagem
0,75
1,172
2,143
3,52
4,87
5,38
6,59
7,109
8,28
9,34
Valor,Contagem
0,74
1,52
2,119
3,66
4,79
5,28
6,31
7,187
8,67
9,94
Valor,Contagem
0,100
1,119
2,36
3,66
4,49
5,91
6,75
7,95
8,60
9,106
Valor,Contagem
0,47
1,105
2,71
3,83
4,59
5,72
6,69
7,55
8,114
9,122
Valor,Contagem
0,71
1,116
2,36
3,52
4,56
5,110
6,74
7,117
8,86
9,78
Valor,Contagem
0,86
1,92
2,64
3,48
4,84
5,72
6,114
7,65
8,72
9,99
Valor,Contagem
0,112
1,116
2,48
3,24
4,140
5,96
6,78
7,43
8,63
9,77
Valor,Contagem
0,99
1,86
2,68
3,48
4,76
5,169
6,70
7,51
8,31
9,98
Valor,Contagem
0,39
1,79
2,175
3,70
4,85
5,98
6,65
7,97
8,41
9,47
Valor,Contagem
0,36
1,25
2,164
3,100
4,55
5,150
6,55
7,100
8,41
9,69
Valor,Contagem
0,41
1,84
2,80
3,79
4,79
5,39
6,54
7,109
8,116
9,116
Valor,Contagem
0,75
1,81
2,71
3,63
4,76
5,80
6,81
7,97
8,82
9,90
Valor,Contagem
0,24
1,52
2,75
3,45
4,109
5,135
6,88
7,135
8,35
9,98
Valor,Contagem
0,56
1,104
2,84
3,40
4,46
5,44
6,106
7,110
8,106
9,101
Valor,Contagem
0,76
1,91
2,87
3,54
4,48
5,106
6,72
7,70
8,76
9,116
Valor,Contagem
0,48
1,35
2,114
3,84
4,66
5,157
6,144
7,65
8,36
9,46
Valor,Contagem
0,96
1,71
2,63
3,114
4,96
5,79
6,38
7,34
8,111
9,95
Valor,Contagem
0,37
1,88
2,91
3,92
4,38
5,107
6,92
7,130
8,41
9,81
Valor,Contagem
0,52
1,50
2,72
3,90
4,101
5,79
6,34
7,44
8,75
9,200
Valor,Contagem
0,88
1,71
2,81
3,54
4,104
5,64
6,72
7,110
8,74
9,78
Valor,Contagem
0,40
1,68
2,82
3,119
4,106
5,105
6,96
7,55
8,83
9,41
Valor,Contagem
0,69
1,178
2,124
3,30
4,107
5,54
6,76
7,53
8,72
9,33
Valor,Contagem
0,56
1,119
2,48
3,67
4,66
5,72
6,67
7,134
8,103
9,65
Valor,Contagem
0,116
1,98
2,103
3,130
4,80
5,36
6,55
7,60
8,56
9,62
Valor,Contagem
0,63
1,105
2,82
3,80
4,76
5,48
6,79
7,111
8,91
9,62
Valor,Contagem
0,70
1,52
2,119
3,50
4,128
5,96
6,63
7,36
8,48
9,134
Valor,Contagem
0,84
1,105
2,73
3,87
4,66
5,49
6,68
7,75
8,60
9,128
Valor,Contagem
0,41
1,138
2,79
3,65
4,56
5,124
6,42
7,101
8,78
9,72
Valor,Contagem
0,54
1,98
2,44
3,44
4,56
5,119
6,124
7,60
8,72
9,125
Valor,Contagem
0,31
1,51
2,126
3,95
4,76
5,85
6,60
7,65
8,54
9,154
Valor,Contagem
0,76
1,70
2,106
3,81
4,68
5,52
6,54
7,126
8,103
9,60
Valor,Contagem
0,41
1,129
2,53
3,131
4,134
5,52
6,108
7,34
8,52
9,61
Valor,Contagem
0,24
1,42
2,74
3,99
4,93
5,78
6,113
7,32
8,60
9,180
Valor,Contagem
0,121
1,49
2,76
3,72
4,193
5,97
6,64
7,31
8,45
9,48
Valor,Contagem
0,36
1,155
2,76
3,40
4,60
5,109
6,127
7,40
8,100
9,55
Valor,Contagem
0,105
1,124
2,23
3,50
4,140
5,57
6,63
7,134
8,46
9,55
Valor,Contagem
0,64
1,29
2,54
3,45
4,100
5,125
6,113
7,122
8,94
9,49
Valor,Contagem
0,91
1,136
2,96
3,47
4,81
5,45
6,41
7,94
8,35
9,130
Valor,Contagem
0,108
1,118
2,126
3,48
4,61
5,51
6,65
7,124
8,60
9,36
Valor,Contagem
0,144
1,77
2,136
3,58
4,62
5,93
6,67
7,34
8,53
9,72
Valor,Contagem
0,41
1,52
2,97
3,136
4,88
5,116
6,118
7,48
8,46
9,53
Valor,Contagem
0,54
1,17
2,101
3,80
4,120
5,91
6,72
7,182
8,40
9,40
Valor,Contagem
0,112
1,94
2,104
3,78
4,11
5,66
6,69
7,109
8,44
9,108
Valor,Contagem
0,100
1,63
2,83
3,64
4,128
5,36
6,88
7,50
8,120
9,65
Valor,Contagem
0,85
1,39
2,95
3,140
4,102
5,119
6,56
7,47
8,82
9,32
Valor,Contagem
0,80
1,115
2,68
3,116
4,100
5,72
6,44
7,72
8,94
9,33
Valor,Contagem
0,114
1,117
2,28
3,55
4,99
5,93
6,57
7,110
8,45
9,77
Valor,Contagem
0,84
1,86
2,75
3,77
4,69
5,39
6,44
7,128
8,68
9,125
Valor,Contagem
0,69
1,70
2,65
3,80
4,88
5,76
6,102
7,65
8,92
9,87
Valor,Contagem
0,59
1,92
2,71
3,18
4,42
5,116
6,75
7,55
8,151
9,118
Valor,Contagem
0,86
1,104
2,111
3,77
4,78
5,65
6,61
7,41
8,110
9,63
Valor,Contagem
0,71
1,47
2,91
3,57
4,36
5,108
6,79
7,133
8,138
9,36
Valor,Contagem
0,44
1,25
2,143
3,82
4,74
5,71
6,120
7,43
8,86
9,108
Valor,Contagem
0,85
1,79
2,106
3,74
4,44
5,69
6,56
7,118
8,69
9,95
Valor,Contagem
0,76
1,114
2,62
3,117
4,57
5,49
6,54
7,102
8,97
9,67
Valor,Contagem
0,55
1,148
2,14
3,51
4,103
5,107
6,69
7,76
8,128
9,45
Valor,Contagem
0,38
1,67
2,88
3,64
4,150
5,68
6,62
7,87
8,82
9,91
Valor,Contagem
0,134
1,108
2,72
3,49
4,92
5,76
6,35
7,88
8,106
9,36
Valor,Contagem
0,63
1,186
2,48
3,39
4,120
5,90
6,72
7,38
8,99
9,41
Valor,Contagem
0,54
1,121
2,82
3,113
4,58
5,44
6,67
7,91
8,81
9,85
Valor,Contagem
0,99
1,136
2,124
3,52
4,65
5,34
6,35
7,141
8,24
9,87
Valor,Contagem
0,84
1,92
2,76
3,68
4,159
5,74
6,26
7,74
8,75
9,68
Valor,Contagem
0,52
1,107
2,56
3,48
4,112
5,120
6,60
7,112
8,95
9,35
Valor,Contagem
0,124
1,78
2,92
3,20
4,71
5,68
6,123
7,65
8,73
9,83
Valor,Contagem
0,143
1,55
2,62
3,88
4,19
5,109
6,100
7,52
8,69
9,99
Valor,Contagem
0,72
1,105
2,18
3,86
4,70
5,46
6,68
7,32
8,241
9,58
Valor,Contagem
0,124
1,107
2,51
3,42
4,57
5,31
6,110
7,74
8,140
9,60
Valor,Contagem
0,104
1,180
2,118
3,63
4,47
5,70
6,52
7,29
8,37
9,97
Valor,Contagem
0,76
1,40
2,56
3,124
4,42
5,77
6,80
7,60
8,72
9,169
Valor,Contagem
0,73
1,85
2,32
3,83
4,132
5,99
6,60
7,120
8,53
9,60
Valor,Contagem
0,104
1,81
2,80
3,67
4,111
5,21
6,40
7,132
8,96
9,66
Valor,Contagem
