0,8,16
2,6,16
3,769,16
5,12,16
8,1,16
1,37,4
2,6,4
3,118,4
4,109,4
8,528,4
0,21,12
1,296,12
4,2,12
6,45,12
8,13,12
9,420,12
0,51,15
5,684,15
6,9,15
8,54,15
1,592,2
2,15,2
3,32,2
4,113,2
6,47,2
0,16,17
1,27,17
2,51,17
3,28,17
4,64,17
5,282,17
7,216,17
8,112,17
0,236,8
1,328,8
2,40,8
4,171,8
5,1,8
7,20,8
0,170,0
2,67,0
6,6,0
9,556,0
2,4,3
3,796,3
1,5,11
2,734,11
4,4,11
5,4,11
6,3,11
7,48,11
3,4,10
7,48,10
9,746,10
0,22,9
1,106,9
4,15,9
7,21,9
8,3,9
9,630,9
0,2,5
2,20,5
6,11,5
8,176,5
9,589,5
2,402,13
4,2,13
5,394,13
0,656,16
2,69,16
3,12,16
6,4,16
8,44,16
9,12,16
0,13,6
2,739,6
3,19,6
4,22,6
5,4,6
0,84,7
1,294,7
3,288,7
4,21,7
6,100,7
9,9,7
9,797,19
1,77,18
2,152,18
3,454,18
4,32,18
6,15,18
7,8,18
8,59,18
2,1,1
5,679,1
7,16,1
8,74,1
9,28,1
0,484,14
5,267,14
7,47,14
3,11,3
4,109,3
8,336,3
9,342,3
1,1,2
4,15,2
7,7,2
9,776,2
2,6,0
3,64,0
4,687,0
7,36,0
9,5,0
3,578,4
8,220,4
0,6,1
1,96,1
2,41,1
3,1,1
4,24,1
7,1,1
8,33,1
9,593,1
6,544,10
7,251,10
8,3,10
0,4,13
2,6,13
5,5,13
7,32,13
8,363,13
9,388,13
1,8,12
4,6,12
5,12,12
7,5,12
8,462,12
9,303,12
0,60,19
1,3,19
2,133,19
4,82,19
5,7,19
6,4,19
7,2,19
8,506,19
1,13,14
3,1,14
4,5,14
6,26,14
7,743,14
8,9,14
1,7,15
2,32,15
3,107,15
4,501,15
7,144,15
8,7,15
1,4,6
4,679,6
7,1,6
9,114,6
0,44,11
6,11,11
7,744,11
2,101,17
3,196,17
4,10,17
5,487,17
9,3,17
2,580,18
3,136,18
6,5,18
8,76,18
2,323,16
3,3,16
4,284,16
8,136,16
9,52,16
1,2,8
4,261,8
7,535,8
1,569,7
3,3,7
4,127,7
6,90,7
8,5,7
9,4,7
0,327,5
1,59,5
2,7,5
3,9,5
5,67,5
6,12,5
8,316,5
0,430,9
1,41,9
2,81,9
3,52,9
4,28,9
7,148,9
9,16,9
3,796,16
9,3,16
0,795,0
2,4,0
2,195,1
5,245,1
6,5,1
7,45,1
9,308,1
1,19,10
2,654,10
4,1,10
6,12,10
7,16,10
8,86,10
9,8,10
2,60,3
5,56,3
8,72,3
9,608,3
0,53,2
3,322,2
4,297,2
8,123,2
9,2,2
0,448,15
2,8,15
4,116,15
5,168,15
6,58,15
2,695,9
4,87,9
5,16,9
6,1,9
1,273,13
3,5,13
7,176,13
9,344,13
0,364,17
1,110,17
8,146,17
9,178,17
0,160,6
2,80,6
3,359,6
4,3,6
5,192,6
6,1,6
7,2,6
1,184,12
2,28,12
4,369,12
7,213,12
8,4,12
1,8,8
4,741,8
6,43,8
7,4,8
8,2,8
0,411,14
3,197,14
4,36,14
5,148,14
8,5,14
4,1,7
5,499,7
6,293,7
7,4,7
1,784,11
4,10,11
5,1,11
7,4,11
2,85,5
3,488,5
4,225,5
0,147,18
1,2,18
4,2,18
7,646,18
9,1,18
1,32,19
4,16,19
5,750,19
2,1,4
3,233,4
6,464,4
8,90,4
9,10,4
0,16,0
1,171,0
2,5,0
3,96,0
4,292,0
7,84,0
8,132,0
3,1,6
5,559,6
6,195,6
9,43,6
1,4,10
3,505,10
9,289,10
1,146,15
2,11,15
4,637,15
5,4,15
0,589,8
2,47,8
4,12,8
5,120,8
8,31,8
0,15,7
1,568,7
2,18,7
3,52,7
5,2,7
6,10,7
7,131,7
2,140,9
