Valor,Contagem
0,97
1,96
2,95
3,31
4,91
5,55
6,49
7,73
8,135
9,74
Valor,Contagem
0,72
1,53
2,78
3,88
4,92
5,50
6,67
7,128
8,80
9,90
Valor,Contagem
0,104
1,109
2,67
3,66
4,74
5,60
6,71
7,112
8,71
9,63
Valor,Contagem
0,68
1,113
2,104
3,59
4,104
5,59
6,83
7,36
8,102
9,69
Valor,Contagem
0,103
1,68
2,85
3,51
4,77
5,114
6,88
7,80
8,88
9,43
Valor,Contagem
0,63
1,92
2,72
3,72
4,73
5,122
6,128
7,41
8,62
9,72
Valor,Contagem
0,60
1,58
2,65
3,113
4,53
5,107
6,92
7,76
8,38
9,134
Valor,Contagem
0,71
1,35
2,116
3,121
4,57
5,72
6,39
7,86
8,62
9,136
Valor,Contagem
0,49
1,117
2,104
3,65
4,88
5,62
6,52
7,91
8,62
9,106
Valor,Contagem
0,55
1,75
2,112
3,39
4,62
5,64
6,110
7,117
8,64
9,97
Valor,Contagem
0,72
1,78
2,98
3,88
4,73
5,68
6,62
7,79
8,74
9,104
Valor,Contagem
0,88
1,70
2,78
3,124
4,72
5,101
6,50
7,77
8,32
9,103
Valor,Contagem
0,75
1,108
2,96
3,48
4,64
5,120
6,87
7,44
8,92
9,62
Valor,Contagem
0,114
1,76
2,88
3,41
4,77
5,92
6,48
7,68
8,97
9,95
Valor,Contagem
0,116
1,91
2,65
3,105
4,41
5,76
6,102
7,89
8,75
9,35
Valor,Contagem
0,108
1,79
2,73
3,104
4,59
5,89
6,93
7,96
8,38
9,56
Valor,Contagem
0,50
1,104
2,87
3,76
4,93
5,88
6,80
7,67
8,108
9,43
Valor,Contagem
0,72
1,85
2,76
3,84
4,133
5,56
6,58
7,72
8,59
9,101
Valor,Contagem
0,53
1,100
2,66
3,63
4,55
5,80
6,85
7,85
8,150
9,59
Valor,Contagem
0,83
1,64
2,71
3,73
4,94
5,140
6,60
7,92
8,73
9,45
Valor,Contagem
0,46
1,95
2,165
3,104
4,65
5,69
6,48
7,50
8,64
9,88
Valor,Contagem
0,70
1,96
2,84
3,73
4,62
5,52
6,125
7,73
8,95
9,67
Valor,Contagem
0,73
1,102
2,94
3,66
4,53
5,83
6,76
7,74
8,56
9,119
Valor,Contagem
0,91
1,49
2,81
3,76
4,80
5,91
6,96
7,88
8,58
9,88
Valor,Contagem
0,78
1,76
2,102
3,59
4,56
5,56
6,66
7,116
8,104
9,82
Valor,Contagem
0,94
1,60
2,74
3,37
4,71
5,107
6,71
7,131
8,67
9,85
Valor,Contagem
0,84
1,109
2,72
3,55
4,62
5,112
6,91
7,72
8,62
9,77
Valor,Contagem
0,67
1,135
2,100
3,64
4,56
5,66
6,72
7,52
8,84
9,100
Valor,Contagem
0,81
1,83
2,114
3,68
4,116
5,84
6,70
7,64
8,77
9,38
Valor,Contagem
0,96
1,96
2,92
3,131
4,67
5,66
6,48
7,37
8,112
9,51
Valor,Contagem
0,47
1,31
2,164
3,46
4,60
5,91
6,81
7,81
8,44
9,150
Valor,Contagem
0,124
1,64
2,64
3,69
4,88
5,64
6,53
7,48
8,136
9,87
Valor,Contagem
0,116
1,88
2,40
3,66
4,75
5,46
6,105
7,96
8,80
9,84
Valor,Contagem
0,117
1,72
2,128
3,36
4,100
5,61
6,64
7,76
8,89
9,54
Valor,Contagem
0,108
1,82
2,48
3,60
4,113
5,100
6,99
7,37
8,74
9,76
Valor,Contagem
0,79
1,89
2,64
3,76
4,60
5,104
6,86
7,115
8,60
9,64
Valor,Contagem
0,77
