Valor,Contagem
0,71
1,94
2,35
3,91
4,82
5,98
6,72
7,53
8,109
9,91
Valor,Contagem
0,46
1,106
2,96
3,65
4,64
5,84
6,97
7,31
8,101
9,105
Valor,Contagem
0,62
1,89
2,54
3,100
4,88
5,72
6,96
7,44
8,112
9,78
Valor,Contagem
0,53
1,141
2,102
3,92
4,68
5,78
6,50
7,40
8,88
9,84
Valor,Contagem
0,57
1,72
2,66
3,165
4,65
5,58
6,86
7,49
8,76
9,101
Valor,Contagem
0,59
1,105
2,54
3,48
4,81
5,120
6,59
7,92
8,108
9,70
Valor,Contagem
0,59
1,56
2,80
3,112
4,64
5,81
6,79
7,127
8,70
9,68
Valor,Contagem
0,83
1,89
2,74
3,94
4,92
5,36
6,92
7,84
8,59
9,93
Valor,Contagem
0,85
1,92
2,84
3,97
4,51
5,111
6,42
7,72
8,90
9,73
Valor,Contagem
0,76
1,51
2,98
3,90
4,60
5,56
6,108
7,71
8,125
9,62
Valor,Contagem
0,117
1,39
2,53
3,69
4,102
5,75
6,64
7,95
8,62
9,120
Valor,Contagem
0,53
1,126
2,90
3,56
4,88
5,72
6,104
7,40
8,96
9,70
Valor,Contagem
0,84
1,49
2,94
3,58
4,72
5,66
6,129
7,52
8,119
9,73
Valor,Contagem
0,28
1,60
2,131
3,40
4,99
5,121
6,79
7,104
8,79
9,56
Valor,Contagem
0,60
1,66
2,123
3,72
4,79
5,64
6,117
7,42
8,94
9,78
Valor,Contagem
0,62
1,104
2,119
3,59
4,83
5,127
6,64
7,54
8,47
9,78
Valor,Contagem
0,64
1,72
2,104
3,73
4,72
5,63
6,73
7,130
8,72
9,72
Valor,Contagem
0,66
1,81
2,91
3,77
4,87
5,83
6,83
7,85
8,59
9,84
Valor,Contagem
0,86
1,45
2,87
3,47
4,56
5,77
6,59
7,149
8,82
9,108
Valor,Contagem
0,71
1,95
2,112
3,100
4,54
5,46
6,76
7,104
8,69
9,69
Valor,Contagem
0,128
1,76
2,56
3,61
