Valor,Contagem
0,43
1,105
2,59
3,70
4,101
5,55
6,46
7,176
8,99
9,42
Valor,Contagem
0,30
1,76
2,131
3,35
4,115
5,68
6,72
7,112
8,56
9,100
Valor,Contagem
0,116
1,123
2,68
3,60
4,62
5,103
6,63
7,109
8,71
9,22
Valor,Contagem
0,140
1,36
2,24
3,32
4,50
5,112
6,171
7,105
8,86
9,39
Valor,Contagem
0,47
1,104
2,120
3,52
4,85
5,69
6,145
7,80
8,32
9,60
Valor,Contagem
0,109
1,89
2,44
3,37
4,61
5,56
6,140
7,63
8,125
9,70
Valor,Contagem
0,36
1,68
2,126
3,94
4,71
5,142
6,17
7,72
8,139
9,32
Valor,Contagem
0,23
1,54
2,88
3,151
4,55
5,127
6,60
7,82
8,44
9,113
Valor,Contagem
0,134
1,41
2,101
3,71
4,139
5,48
6,92
7,73
8,64
9,32
Valor,Contagem
0,65
1,180
2,44
3,52
4,117
5,96
6,106
7,38
8,44
9,54
Valor,Contagem
0,100
1,115
2,52
3,90
4,51
5,64
6,99
7,41
8,144
9,41
Valor,Contagem
0,126
1,93
2,47
3,76
4,42
5,60
6,115
7,86
8,37
9,114
Valor,Contagem
0,72
1,37
2,53
3,32
4,121
5,28
6,88
7,233
8,90
9,40
Valor,Contagem
0,56
1,92
2,31
3,80
4,65
5,69
6,104
7,96
8,120
9,82
Valor,Contagem
0,42
1,72
2,69
3,102
4,142
5,55
6,134
7,75
8,58
9,48
Valor,Contagem
0,79
1,138
2,86
3,99
4,90
5,68
6,51
7,58
8,39
9,88
Valor,Contagem
0,76
1,60
2,59
3,73
4,84
5,76
6,81
7,92
8,144
9,51
Valor,Contagem
0,116
1,26
2,57
3,69
4,39
5,132
6,129
7,65
8,91
9,72
Valor,Contagem
0,58
1,80
2,102
3,75
4,60
5,46
6,141
7,109
8,76
9,48
Valor,Contagem
0,89
1,74
2,125
3,72
4,42
5,85
6,91
7,73
8,31
9,113
Valor,Contagem
0,85
1,95
2,148
3,80
4,110
5,79
6,47
7,57
8,34
9,62
Valor,Contagem
0,123
1,43
2,67
3,61
4,91
5,89
6,82
7,59
8,91
9,91
Valor,Contagem
0,144
1,24
2,44
3,24
4,160
5,96
6,93
7,109
8,51
9,51
Valor,Contagem
0,52
1,61
2,120
3,100
4,94
5,124
6,48
7,112
8,58
9,26
Valor,Contagem
0,48
1,91
2,107
3,84
4,79
5,94
6,28
7,90
8,84
9,92
Valor,Contagem
0,60
1,78
2,50
3,116
4,102
5,125
6,55
7,49
8,86
9,76
Valor,Contagem
0,94
1,156
2,27
3,61
4,63
5,91
6,51
7,72
8,108
9,73
Valor,Contagem
0,89
1,51
2,36
3,131
4,94
5,88
6,112
7,59
8,47
9,91
Valor,Contagem
0,108
1,38
2,92
3,39
4,80
5,60
6,142
7,124
8,71
9,43
Valor,Contagem
0,95
1,88
2,77
3,74
4,70
5,76
6,117
7,99
8,44
9,56
Valor,Contagem
0,136
1,55
2,76
3,87
4,73
5,41
6,130
7,53
8,28
9,116
Valor,Contagem
0,22
1,32
2,76
3,112
4,40
5,144
6,145
7,56
8,79
9,89
Valor,Contagem
0,28
1,100
2,156
3,82
4,138
5,70
6,31
7,111
8,49
9,31
Valor,Contagem
0,63
1,55
2,140
3,92
4,50
5,80
6,84
7,54
8,109
9,70
