Valor,Contagem
0,44
1,109
2,98
3,69
4,67
5,96
6,69
7,64
8,72
9,108
Valor,Contagem
0,57
1,92
2,90
3,108
4,71
5,73
6,103
7,57
8,80
9,64
Valor,Contagem
0,56
1,71
2,103
3,60
4,110
5,49
6,111
7,62
8,79
9,96
Valor,Contagem
0,65
1,41
2,102
3,97
4,88
5,103
6,68
7,72
8,84
9,75
Valor,Contagem
0,73
1,62
2,92
3,74
4,92
5,96
6,104
7,79
8,35
9,89
Valor,Contagem
0,94
1,88
2,82
3,76
4,52
5,88
6,115
7,78
8,38
9,84
Valor,Contagem
0,99
1,59
2,108
3,98
4,56
5,56
6,56
7,72
8,77
9,116
Valor,Contagem
0,76
1,44
2,97
3,81
4,49
5,90
6,116
7,89
8,65
9,88
Valor,Contagem
0,73
1,97
2,70
3,109
4,57
5,96
6,61
7,71
8,90
9,71
Valor,Contagem
0,63
1,74
2,57
3,64
4,43
5,88
6,108
7,123
8,116
9,60
Valor,Contagem
0,104
1,109
2,45
3,119
4,68
5,116
6,37
7,60
8,51
9,86
Valor,Contagem
0,80
1,60
2,49
3,120
4,56
5,47
6,107
7,73
8,48
9,155
Valor,Contagem
0,81
1,102
2,40
3,96
4,68
5,42
6,56
7,96
8,92
9,121
Valor,Contagem
0,64
1,116
2,60
3,37
4,81
5,70
6,80
7,40
8,144
9,102
Valor,Contagem
0,108
1,68
2,79
3,139
4,76
5,86
6,80
7,44
8,37
9,80
Valor,Contagem
0,107
1,148
2,92
3,54
4,61
5,67
6,61
7,53
8,104
9,49
Valor,Contagem
0,68
1,78
2,92
3,88
4,64
5,104
6,46
7,124
8,44
9,86
Valor,Contagem
0,111
1,47
2,100
3,58
4,61
5,135
6,55
7,41
8,56
9,132
Valor,Contagem
0,80
1,75
2,100
3,85
4,75
5,80
6,44
7,88
8,76
9,93
Valor,Contagem
0,96
1,56
2,115
3,53
4,63
5,79
6,85
7,60
8,48
9,142
Valor,Contagem
0,81
1,57
2,84
3,70
4,101
5,88
6,92
7,85
8,60
9,76
Valor,Contagem
0,61
1,44
2,76
3,96
4,117
5,64
6,51
7,132
8,88
9,66
Valor,Contagem
0,113
1,49
2,64
3,60
4,100
5,92
6,87
7,103
8,66
9,61
Valor,Contagem
0,94
1,74
2,92
3,54
4,102
5,128
6,83
7,37
8,82
9,50
Valor,Contagem
0,84
1,58
2,38
3,72
4,96
5,117
6,73
7,95
8,56
9,108
Valor,Contagem
0,50
1,82
2,88
3,101
4,76
5,49
6,100
7,108
8,44
9,98
Valor,Contagem
0,119
1,92
2,101
3,63
4,47
5,78
6,42
7,24
8,95
9,136
Valor,Contagem
0,119
1,60
2,66
3,80
4,38
5,68
6,84
7,77
8,77
9,127
Valor,Contagem
0,46
1,68
2,49
3,107
4,95
5,112
6,84
7,79
8,84
9,73
Valor,Contagem
0,55
1,47
2,56
3,96
4,83
5,124
6,51
7,93
8,118
9,74
Valor,Contagem
0,62
1,66
2,75
3,120
4,75
5,72
6,88
7,121
8,68
9,50
Valor,Contagem
0,100
1,110
2,96
3,79
4,84
5,60
6,52
7,76
8,60
9,77
Valor,Contagem
0,52
1,105
2,77
3,54
4,93
5,77
6,66
7,112
8,84
9,76
Valor,Contagem
0,121
1,71
2,145
