Valor,Contagem
0,14
1,59
2,201
3,132
4,35
5,80
6,60
7,58
8,89
9,68
Valor,Contagem
0,41
1,107
2,123
3,52
4,62
5,104
6,144
7,25
8,24
9,114
Valor,Contagem
0,16
1,65
2,108
3,28
4,48
5,55
6,70
7,89
8,113
9,204
Valor,Contagem
0,88
1,87
2,74
3,27
4,236
5,55
6,52
7,86
8,34
9,57
Valor,Contagem
0,127
1,38
2,103
3,49
4,48
5,124
6,60
7,38
8,74
9,136
Valor,Contagem
0,43
1,106
2,85
3,72
4,92
5,18
6,82
7,183
8,14
9,101
Valor,Contagem
0,16
1,25
2,70
3,116
4,88
5,60
6,15
7,147
8,113
9,145
Valor,Contagem
0,81
1,81
2,122
3,80
4,140
5,21
6,92
7,34
8,92
9,53
Valor,Contagem
0,137
1,54
2,19
3,66
4,30
5,29
6,87
7,114
8,60
9,200
Valor,Contagem
0,37
1,57
2,15
3,186
4,231
5,90
6,81
7,7
8,29
9,63
Valor,Contagem
0,20
1,108
2,37
3,62
4,158
5,71
6,54
7,157
8,88
9,41
Valor,Contagem
0,230
1,57
2,80
3,48
4,41
5,34
6,66
7,125
8,68
9,46
Valor,Contagem
0,66
1,30
2,245
3,39
4,76
5,89
6,12
7,140
8,23
9,76
Valor,Contagem
0,56
1,21
2,210
3,72
4,32
5,39
6,18
7,160
8,107
9,83
Valor,Contagem
0,57
1,168
2,33
3,69
4,91
5,67
6,154
7,16
8,16
9,124
Valor,Contagem
0,209
1,88
2,80
3,44
4,195
5,44
6,22
7,72
8,24
9,18
Valor,Contagem
0,92
1,140
2,26
3,28
4,92
5,127
6,108
7,34
8,73
9,74
Valor,Contagem
0,35
1,200
2,88
3,107
5,38
6,24
7,163
8,68
9,72
Valor,Contagem
0,138
1,52
2,195
3,40
4,56
5,64
6,8
7,117
8,89
9,38
Valor,Contagem
0,123
1,196
2,26
3,15
4,104
5,120
6,88
7,6
8,96
9,24
Valor,Contagem
0,80
1,31
2,189
3,20
4,56
5,64
6,19
7,66
8,146
9,124
Valor,Contagem
0,125
1,106
2,45
3,42
4,66
5,161
6,43
7,11
8,180
9,17
Valor,Contagem
0,36
1,146
2,64
3,38
4,2
5,147
6,155
7,10
8,152
9,47
Valor,Contagem
0,128
1,154
2,173
3,55
4,8
5,140
6,22
7,26
8,46
9,44
Valor,Contagem
0,54
1,68
2,191
3,100
4,76
5,44
6,26
7,35
8,99
9,104
Valor,Contagem
0,85
1,177
2,163
3,30
4,54
5,95
6,18
7,21
8,72
9,80
Valor,Contagem
0,150
1,104
2,22
3,17
4,127
5,93
6,58
7,12
8,152
9,60
Valor,Contagem
0,133
1,30
2,9
3,269
4,14
5,40
6,161
7,17
8,45
9,76
Valor,Contagem
0,104
1,11
2,212
3,46
4,90
5,22
6,65
7,26
8,118
9,103
Valor,Contagem
0,40
1,89
2,77
3,56
4,163
5,120
6,66
7,115
8,40
9,30
Valor,Contagem
0,48
1,60
2,116
3,62
4,94
5,36
6,46
7,146
8,66
9,121
Valor,Contagem
0,126
1,67
2,223
3,43
4,6
5,66
6,101
7,47
8,4
9,113
Valor,Contagem
0,89
1,64
2,44
3,39
4,128
5,67
6,151
7,71
8,104
9,40
Valor,Contagem
0,40
1,71
2,140
3,87
4,106
5,27
6,37
7,79
8,137
9,73
Valor,Contagem
0,59
1,21
2,106
3,60
4,70
5,63
6,67
7,137
8,192
9,21
Valor,Contagem
0,143
1,13
2,29
3,64
4,192
5,54
6,153
7,68
8,31
9,49
Valor,Contagem
0,186
1,57
2,185
3,16
4,58
5,72
6,20
7,115
8,13
9,73
Valor,Contagem
0,27
1,160
2,31
3,160
4,90
5,36
6,116
7,28
8,18
9,132
Valor,Contagem
0,110
1,152
2,150
3,45
4,42
5,64
6,64
7,12
8,58
9,98
Valor,Contagem
0,48
1,50
2,63
3,108
4,7
5,99
6,288
7,12
8,60
9,62
Valor,Contagem
0,72
1,8
2,35
3,30
4,15
5,186
6,55
7,99
8,264
9,33
Valor,Contagem
0,40
1,13
2,125
3,56
4,116
5,56
6,63
7,36
8,42
9,248
Valor,Contagem
0,36
1,20
2,107
3,151
4,96
5,62
6,176
7,101
8,4
9,42
Valor,Contagem
0,140
1,86
2,86
3,99
4,29
5,44
6,79
7,66
8,40
9,127
Valor,Contagem
0,153
1,56
2,32
3,140
4,55
5,110
6,55
7,120
8,23
9,54
Valor,Contagem
0,98
1,26
2,104
3,61
4,51
5,176
6,94
7,54
8,37
9,94
Valor,Contagem
0,55
1,28
2,99
3,184
4,44
5,22
6,41
7,131
8,28
9,163
Valor,Contagem
0,71
1,252
2,30
3,39
4,40
5,36
6,107
7,72
8,80
9,68
Valor,Contagem
0,164
1,134
2,33
3,150
4,77
5,4
6,24
7,88
8,105
9,16
Valor,Contagem
0,92
1,98
2,28
3,132
4,62
5,113
6,34
7,23
8,110
9,104
Valor,Contagem
0,65
1,76
2,78
3,76
4,27
5,160
6,135
7,57
8,46
9,76
Valor,Contagem
0,32
1,18
2,99
3,93
4,192
5,48
6,55
7,152
8,85
9,22
Valor,Contagem
0,89
1,58
2,131
3,104
4,51
5,31
6,146
7,75
8,52
9,60
Valor,Contagem
0,101
1,42
2,32
3,111
4,78
5,54
6,75
7,92
8,89
9,122
Valor,Contagem
0,159
1,194
2,54
3,117
4,112
5,53
6,44
7,10
8,22
9,30
Valor,Contagem
0,196
1,75
2,16
3,68
4,230
5,83
6,10
7,6
8,56
9,56
Valor,Contagem
0,40
1,8
2,142
3,49
4,60
5,116
6,62
7,114
8,39
9,165
Valor,Contagem
0,78
1,61
2,64
3,92
4,26
5,52
6,76
7,160
8,140
9,46
Valor,Contagem
0,77
1,131
2,70
3,159
4,80
5,31
6,8
7,94
8,58
9,88
Valor,Contagem
0,39
1,148
2,55
3,20
4,194
5,97
6,12
7,43
8,91
9,97
Valor,Contagem
0,20
1,56
2,117
3,152
4,82
5,104
6,91
7,15
8,68
9,91
Valor,Contagem
0,68
1,57
2,86
3,143
4,148
5,35
6,98
7,80
8,66
9,14
Valor,Contagem
0,121
1,39
2,55
3,71
4,17
5,236
6,58
7,129
8,21
9,49
Valor,Contagem
0,70
1,77
2,38
3,132
4,77
5,30
6,193
7,44
8,78
9,56
Valor,Contagem
0,110
1,120
2,76
3,39
4,61
5,64
6,72
7,135
8,58
9,62
Valor,Contagem
0,36
1,5
2,78
3,39
4,134
5,11
6,26
7,10
8,401
9,56
Valor,Contagem
0,80
1,37
2,28
3,142
4,204
5,81
6,72
7,45
8,44
9,60
Valor,Contagem
0,87
1,95
2,93
3,127
4,57
5,53
6,53
7,54
8,138
9,39
Valor,Contagem
0,58
1,9
2,24
3,91
4,53
5,40
6,83
7,137
8,224
9,78
Valor,Contagem
0,66
1,33
2,36
3,112
4,87
5,64
6,88
7,98
8,51
9,160
Valor,Contagem
0,108
1,93
2,91
3,40
4,94
5,36
6,71
7,88
8,112
9,63
Valor,Contagem
0,54
1,76
2,130
3,14
4,156
5,119
6,63
7,97
8,29
9,58
Valor,Contagem
0,100
1,20
2,35
3,75
4,141
5,156
6,144
7,60
8,35
9,31
Valor,Contagem
0,41
1,28
2,67
3,136
4,95
5,55
6,34
7,192
8,61
9,88
Valor,Contagem
0,124
1,21
2,117
3,72
4,88
5,89
6,77
7,45
8,89
9,74
Valor,Contagem
0,112
1,26
2,62
3,108
4,196
5,81
6,10
7,92
8,68
9,41
Valor,Contagem
0,98
1,20
2,83
3,172
4,12
5,68
6,52
7,177
8,97
9,17
Valor,Contagem
0,98
1,223
2,131
3,40
4,32
5,37
6,58
7,82
8,43
9,52
Valor,Contagem
0,145
1,52
2,118
3,79
4,110
5,43
6,45
7,65
8,54
9,84
Valor,Contagem
0,69
1,88
2,48
3,64
4,236
5,4
6,132
7,12
8,61
9,82
Valor,Contagem
0,67
1,32
2,23
3,112
4,124
5,276
6,24
7,8
8,65
9,65
Valor,Contagem
0,76
1,22
2,28
3,60
4,95
5,16
6,188
7,29
8,57
9,225
Valor,Contagem
0,252
1,36
2,76
3,70
4,14
5,144
6,18
7,44
8,34
9,108
Valor,Contagem
0,119
1,106
2,48
3,156
4,19
5,56
6,77
7,29
8,95
9,90
Valor,Contagem
0,35
1,8
2,79
3,109
4,103
5,89
6,84
7,80
8,68
9,140
Valor,Contagem
0,19
1,103
2,90
3,63
4,129
5,40
6,62
7,162
8,68
9,61
Valor,Contagem
0,123
1,160
2,141
3,34
4,67
5,81
6,1
7,28
8,6
9,154
Valor,Contagem
0,184
1,16
2,17
3,26
4,244
5,55
6,33
7,52
8,73
9,96
Valor,Contagem
0,53
1,147
2,65
3,64
4,31
5,21
6,39
7,182
8,84
9,110
Valor,Contagem
0,80
1,124
2,100
3,45
4,39
5,111
6,36
7,88
8,12
9,161
Valor,Contagem
0,34
1,106
2,104
3,59
4,84
5,20
6,257
7,46
8,79
9,7
Valor,Contagem
0,64
1,56
2,184
3,40
4,35
5,100
6,204
7,57
8,12
9,44
Valor,Contagem
0,7
1,113
2,52
3,83
4,147
5,84
6,72
7,74
8,121
9,43
Valor,Contagem
0,124
1,64
2,52
3,76
4,98
5,25
6,88
7,96
8,60
9,114
Valor,Contagem
0,129
1,18
2,57
3,52
4,115
5,57
6,51
7,132
8,150
9,36
Valor,Contagem
0,62
1,44
2,115
3,84
4,52
5,142
6,18
7,96
8,158
9,25
Valor,Contagem
0,114
1,28
2,6
3,92
4,132
5,113
6,57
7,144
8,94
9,15
Valor,Contagem
0,61
1,137
2,162
3,92
4,35
5,45
6,80
7,32
8,117
9,35
Valor,Contagem
0,65
1,44
2,184
3,54
4,48
5,52
6,70
7,64
8,48
9,164
Valor,Contagem
0,114
1,84
2,8
3,103
4,180
5,57
6,32
7,59
8,76
9,83
Valor,Contagem
0,18
1,184
2,42
3,36
4,86
5,138
6,102
7,117
8,11
9,63
Valor,Contagem
0,10
1,90
2,75
3,63
4,52
5,47
6,92
7,87
8,222
9,58
Valor,Contagem
0,113
1,194
2,65
3,79
4,30
5,76
6,46
7,46
8,80
9,67
Valor,Contagem
0,104
1,86
2,127
3,44
4,224
5,12
6,21
7,122
8,55
9,2
Valor,Contagem
0,20
1,20
2,54
3,56
4,51
5,28
6,241
7,153
8,72
9,103
Valor,Contagem
0,18
1,260
2,58
3,72
4,36
5,12
6,193
7,58
8,78
9,11
Valor,Contagem
0,64
1,169
2,73
3,116
4,42
5,107
6,101
7,41
8,64
9,19
Valor,Contagem
0,80
1,68
2,203
3,35
4,156
5,80
6,37
7,37
8,58
9,41
Valor,Contagem
0,40
1,31
2,168
3,175
4,71
5,71
6,34
7,58
8,115
9,33
Valor,Contagem
0,24
1,92
2,24
3,111
4,139
5,83
6,145
7,44
8,78
9,57
Valor,Contagem
0,98
1,37
2,4
3,82
4,64
5,10
6,185
7,75
8,20
9,221
Valor,Contagem
0,48
1,72
2,32
3,164
4,74
5,36
6,151
7,139
8,57
9,24
Valor,Contagem
0,3
1,108
