Valor,Contagem
0,634
2,5
3,78
5,60
6,2
7,19
Valor,Contagem
3,12
6,780
7,6
Valor,Contagem
3,437
6,57
7,288
8,16
Valor,Contagem
2,27
4,24
6,43
8,705
Valor,Contagem
1,6
2,274
6,49
7,468
Valor,Contagem
1,11
5,768
8,18
9,2
Valor,Contagem
1,30
2,31
5,540
6,196
7,1
Valor,Contagem
4,35
5,220
6,31
7,507
9,5
Valor,Contagem
0,130
3,1
4,57
7,610
Valor,Contagem
3,59
5,503
6,125
8,49
9,62
Valor,Contagem
0,644
5,152
9,3
Valor,Contagem
0,268
6,458
9,73
Valor,Contagem
1,132
5,1
6,654
9,12
Valor,Contagem
6,26
7,92
8,680
Valor,Contagem
0,27
1,77
3,678
4,5
9,10
Valor,Contagem
0,147
5,462
7,176
9,12
Valor,Contagem
1,12
2,4
4,25
5,17
6,359
8,381
Valor,Contagem
1,2
3,636
5,158
6,1
Valor,Contagem
2,1
4,9
5,788
Valor,Contagem
2,19
3,307
5,105
7,368
Valor,Contagem
5,25
6,1
7,3
9,769
Valor,Contagem
0,39
2,20
3,20
4,12
5,476
6,80
7,42
8,2
9,105
Valor,Contagem
0,48
1,8
2,684
6,56
8,1
Valor,Contagem
1,39
5,492
7,1
8,265
Valor,Contagem
3,19
9,779
Valor,Contagem
1,270
3,3
7,525
Valor,Contagem
2,39
3,8
4,437
5,8
6,206
7,100
Valor,Contagem
0,688
1,14
3,60
5,7
6,3
7,24
Valor,Contagem
3,1
4,13
7,689
9,93
Valor,Contagem
3,135
4,1
6,2
7,321
8,220
9,118
Valor,Contagem
0,5
1,49
2,39
3,4
6,95
8,605
Valor,Contagem
1,1
2,74
6,438
7,24
9,260
Valor,Contagem
0,464
1,123
2,183
3,27
8,1
Valor,Contagem
0,383
6,169
9,247
Valor,Contagem
0,199
2,87
5,312
8,201
Valor,Contagem
0,110
1,682
2,1
5,4
Valor,Contagem
2,6
4,227
5,565
Valor,Contagem
0,128
1,375
3,27
4,160
5,2
7,100
9,4
Valor,Contagem
2,109
3,332
5,23
6,316
8,18
Valor,Contagem
2,623
3,15
7,77
8,18
9,65
Valor,Contagem
0,774
1,1
7,24
Valor,Contagem
0,11
2,424
6,1
8,81
9,280
Valor,Contagem
0,9
1,603
4,1
5,140
6,22
7,21
Valor,Contagem
0,432
4,159
5,155
8,10
9,41
Valor,Contagem
2,100
6,292
9,406
Valor,Contagem
1,490
6,293
7,13
Valor,Contagem
0,487
3,13
5,120
6,147
8,31
Valor,Contagem
0,276
1,12
3,11
4,381
6,118
Valor,Contagem
0,24
3,503
4,18
5,129
6,15
9,108
Valor,Contagem
1,10
2,56
4,107
5,113
6,16
7,459
8,36
Valor,Contagem
1,636
3,163
Valor,Contagem
1,62
3,212
4,32
5,270
6,6
7,207
8,8
9,1
Valor,Contagem
3,1
5,98
6,696
8,2
Valor,Contagem
2,799
Valor,Contagem
0,9
1,94
2,683
5,4
6,4
8,4
Valor,Contagem
4,5
5,404
6,388
8,1
Valor,Contagem
0,144
1,3
2,45
3,18
4,370
5,205
8,12
Valor,Contagem
0,387
1,180
3,70
4,160
8,2
Valor,Contagem
2,8
3,1
4,358
7,12
8,264
9,156
Valor,Contagem
3,2
4,364
7,357
9,74
Valor,Contagem
1,25
2,178
7,556
8,34
9,4
Valor,Contagem
1,29
3,493
4,230
7,42
8,4
Valor,Contagem
1,220
2,40
6,4
7,507
8,7
9,19
Valor,Contagem
0,32
1,5
2,282
5,437
9,40
Valor,Contagem
0,119
4,29
6,46
8,604
Valor,Contagem
2,1
4,793
7,4
Valor,Contagem
0,159
1,1
2,629
3,1
5,6
9,1
Valor,Contagem
1,132
6,51
9,616
Valor,Contagem
1,71
8,465
9,263
Valor,Contagem
1,504
6,10
7,182
9,103
Valor,Contagem
0,20
2,16
4,8
6,307
8,445
Valor,Contagem
1,2
2,72
5,11
7,443
8,262
9,8
Valor,Contagem
0,20
1,3
2,496
5,4
6,227
7,28
9,20
Valor,Contagem
0,32
1,749
2,7
3,7
4,2
Valor,Contagem
0,628
4,31
5,13
6,1
7,124
Valor,Contagem
2,4
3,38
5,436
6,1
9,318
Valor,Contagem
3,2
6,523
9,274
Valor,Contagem
3,7
5,50
8,741
Valor,Contagem
0,5
2,14
3,338
4,1
6,32
7,1
8,406
Valor,Contagem
2,4
5,755
6,2
9,38
Valor,Contagem
0,87
1,18
5,4
6,617
7,10
9,62
Valor,Contagem
4,219
5,1
6,2
7,39
8,537
Valor,Contagem
1,24
3,160
4,594
5,9
6,3
8,8
Valor,Contagem
1,138
2,17
5,40
8,601
Valor,Contagem
0,319
1,102
2,1
4,163
5,30
6,183
Valor,Contagem
2,313
5,304
9,182
Valor,Contagem
1,88
3,21
4,4
5,4
7,225
8,454
Valor,Contagem
0,30
1,168
3,68
5,11
9,520
Valor,Contagem
1,37
4,724
7,36
8,1
Valor,Contagem
4,1
5,580
6,7
8,210
Valor,Contagem
4,688
9,110
Valor,Contagem
1,27
4,692
5,15
6,56
9,8
Valor,Contagem
0,4
3,718
5,68
6,8
Valor,Contagem
0,405
2,382
6,9
7,2
Valor,Contagem
0,12
2,6
3,4
6,290
7,32
8,427
9,26
Valor,Contagem
3,541
5,44
6,45
7,8
9,159
Valor,Contagem
0,76
1,2
3,524
4,4
5,61
6,112
8,6
9,13
Valor,Contagem
0,49
1,169
2,445
7,30
8,104
Valor,Contagem
2,129
4,300
6,32
8,1
9,334
Valor,Contagem
0,144
4,103
7,100
8,345
9,105
Valor,Contagem
1,18
4,146
5,328
6,192
7,5
8,108
Valor,Contagem
0,4
1,4
5,662
6,128
Valor,Contagem
0,572
1,2
3,41
6,183
Valor,Contagem
0,142
1,359
2,3
3,9
4,148
8,137
Valor,Contagem
0,72
1,33
3,7
5,557
6,124
7,3
Valor,Contagem
3,71
4,2
5,3
7,352
9,370
Valor,Contagem
1,116
4,13
5,614
7,20
8,35
Valor,Contagem
0,3
2,436
4,20
5,4
7,335
Valor,Contagem
2,275
3,12
4,340
5,46
7,119
8,6
Valor,Contagem
1,149
5,52
6,140
7,334
8,30
9,91
Valor,Contagem
0,336
1,28
8,8
9,428
Valor,Contagem
0,528
3,20
4,42
5,190
9,18
Valor,Contagem
4,112
6,33
7,182
9,471
Valor,Contagem
3,583
5,68
6,1
8,145
Valor,Contagem
1,4
3,733
6,45
7,16
Valor,Contagem
0,83
1,524
2,63
4,15
5,89
6,22
9,1
Valor,Contagem
0,744
4,4
8,11
9,40
Valor,Contagem
4,517
8,44
9,236
Valor,Contagem
3,436
5,40
7,258
9,64
Valor,Contagem
2,49
3,12
5,1
8,75
9,660
Valor,Contagem
4,788
5,10
Valor,Contagem
0,36
2,516
3,24
4,202
6,21
Valor,Contagem
0,24
1,4
4,452
7,317
Valor,Contagem
1,9
2,368
3,179
4,27
6,213
8,1
Valor,Contagem
0,15
2,18
3,720
8,35
9,10
Valor,Contagem
1,765
5,34
Valor,Contagem
1,6
4,2
9,791
Valor,Contagem
0,104
2,600
4,90
5,3
Valor,Contagem
0,48
1,24
4,280
6,157
7,289
Valor,Contagem
0,305
2,292
3,16
4,108
8,1
9,73
Valor,Contagem
0,9
2,587
3,2
7,92
9,108
Valor,Contagem
0,108
2,217
6,12
9,460
Valor,Contagem
0,4
4,32
6,1
8,760
Valor,Contagem
4,662
5,104
6,4
7,28
Valor,Contagem
3,744
8,4
9,52
Valor,Contagem
1,56
6,18
7,724
Valor,Contagem
0,518
1,200
7,9
9,71
Valor,Contagem
1,5
2,67
3,623
4,1
7,1
9,100
Valor,Contagem
2,167
3,4
5,163
6,27
7,435
8,2
Valor,Contagem
0,236
1,9
2,455
5,97
Valor,Contagem
0,14
1,1
2,717
6,66
Valor,Contagem
1,2
3,2
4,24
5,52
6,714
7,3
Valor,Contagem
0,118
2,19
4,503
6,86
8,3
9,69
Valor,Contagem
4,781
9,18
Valor,Contagem
0,372
1,128
3,272
4,1
8,13
9,10
Valor,Contagem
1,47
2,1
7,120
8,583
9,46
Valor,Contagem
0,43
1,63
3,677
4,4
5,11
Valor,Contagem
2,59
3,30
4,656
6,23
9,30
Valor,Contagem
0,344
6,454
Valor,Contagem
0,15
2,42
5,235
6,507
Valor,Contagem
3,38
4,172
5,452
6,12
7,124
Valor,Contagem
0,60
1,146
2,12
3,406
4,174
Valor,Contagem
0,392
4,42
5,135
7,220
8,7
9,1
Valor,Contagem
0,53
1,693
2,20
4,31
Valor,Contagem
0,54
2,48
3,678
4,16
5,2
Valor,Contagem
0,3
2,2
5,317
7,2
9,474
Valor,Contagem
3,1
6,72
7,125
8,161
9,439
Valor,Contagem
1,89
2,1
3,276
5,29
8,401
Valor,Contagem
1,366
3,8
4,3
5,380
9,41
Valor,Contagem
1,106
4,5
8,7
9,680
Valor,Contagem
0,1
3,362
4,331
6,104
Valor,Contagem
0,8
1,644
4,5
6,10
9,131
Valor,Contagem
0,3
3,66
5,1
6,330
8,19
9,378
Valor,Contagem
0,496
1,14
4,60
6,172
9,56
Valor,Contagem
2,200
3,166
5,104
9,328
Valor,Contagem
0,289
1,52
3,178
4,132
7,76
9,70
Valor,Contagem
0,49
1,10
2,8
3,2
5,684
6,45
Valor,Contagem
3,7
4,442
5,1
8,348
Valor,Contagem
0,94
2,36
8,136
9,533
Valor,Contagem
0,109
1,241
3,10
6,423
9,14
Valor,Contagem
1,37
2,748
3,5
5,8
Valor,Contagem
0,171
3,79
7,413
8,128
9,7
Valor,Contagem
0,368
1,22
2,204
3,5
4,9
6,3
7,187
Valor,Contagem
2,504
4,4
5,1
8,215
9,73
Valor,Contagem
1,164
2,450
4,155
7,8
8,21
Valor,Contagem
0,287
2,86
4,100
5,4
6,7
7,314
Valor,Contagem
0,54
1,381
3,80
4,8
6,112
7,22
8,140
Valor,Contagem
0,156
7,552
9,91
Valor,Contagem
0,1
1,44
3,368
4,64
5,2
8,318
Valor,Contagem
1,1
2,212
5,2
6,295
8,116
9,172
Valor,Contagem
4,9
5,1
7,782
8,5
Valor,Contagem
0,436
3,16
4,24
7,4
9,317
Valor,Contagem
5,2
6,8
8,788
Valor,Contagem
0,195
3,1
5,17
6,582
9,2
Valor,Contagem
3,700
6,75
7,24
Valor,Contagem
1,1
2,21
3,399
4,228
5,28
9,120
Valor,Contagem
3,27
5,111
7,611
8,50
Valor,Contagem
1,509
8,290
Valor,Contagem
0,34
1,52
2,36
4,40
6,490
7,47
9,99
Valor,Contagem
0,72
2,720
7,2
8,4
Valor,Contagem
0,193
2,3
4,3
5,593
8,6
Valor,Contagem
0,4
1,773
4,7
8,14
Valor,Contagem
0,76
2,4
3,139
5,2
6,1
7,576
Valor,Contagem
1,236
3,55
5,84
7,415
8,8
Valor,Contagem
0,481
5,274
8,43
Valor,Contagem
0,308
1,15
3,50
4,12
5,176
7,60
9,176
Valor,Contagem
2,401
6,384
7,8
9,4
Valor,Contagem
1,47
2,12
3,20
4,5
6,2
8,705
9,5
Valor,Contagem
1,4
2,231
4,3
5,400
7,158
9,2
Valor,Contagem
0,195
2,8
3,164
6,284
7,146
9,1
Valor,Contagem
0,776
1,23
Valor,Contagem
0,647
1,28
5,6
7,115
8,2
Valor,Contagem
2,368
4,8
5,123
7,220
8,77
9,2
Valor,Contagem
1,563
5,157
6,75
9,4
Valor,Contagem
0,232
4,1
6,352
9,213
Valor,Contagem
1,539
6,43
8,216
Valor,Contagem
2,457
3,325
4,14
Valor,Contagem
0,111
1,254
2,321
3,38
5,38
7,2
8,27
9,6
Valor,Contagem
1,9
2,128
3,361
5,296
6,1
7,1
Valor,Contagem
6,80
7,656
8,63
Valor,Contagem
2,15
4,680
8,102
9,1
Valor,Contagem
5,345
6,448
7,5
Valor,Contagem
1,1
2,389
6,352
8,55
Valor,Contagem
2,20
4,22
7,754
8,3
Valor,Contagem
1,8
3,42
6,2
8,692
9,54
Valor,Contagem
4,48
5,560
6,191
Valor,Contagem
1,7
2,17
3,763
7,12
Valor,Contagem
0,26
1,484
4,65
5,30
6,17
7,173
9,2
Valor,Contagem
1,305
3,44
6,183
7,222
8,44
Valor,Contagem
1,527
3,220
5,20
8,31
Valor,Contagem
0,178
1,1
2,48
4,396
6,26
7,148
Valor,Contagem
0,2
2,31
3,76
4,226
6,87
7,9
9,367
Valor,Contagem
0,43
4,27
5,398
7,316
8,13
Valor,Contagem
1,285
3,8
5,303
7,20
8,181
Valor,Contagem
0,64
1,230
6,500
8,3
9,1
Valor,Contagem
0,29
1,318
3,71
5,152
6,68
8,160
Valor,Contagem
0,4
1,7
2,12
3,190
4,32
5,207
6,257
7,88
Valor,Contagem
1,12
3,1
4,36
6,329
7,419
Valor,Contagem
0,3
2,90
3,35
4,8
6,120
8,540
Valor,Contagem
2,292
5,8
7,487
9,12
Valor,Contagem
0,16
1,285
3,368
6,116
9,13
Valor,Contagem
1,2
2,460
3,8
4,132
6,162
9,33
Valor,Contagem
0,11
1,88
2,76
5,184
6,322
8,11
9,106
Valor,Contagem
3,53
4,672
7,74
Valor,Contagem
2,172
7,627
Valor,Contagem
0,380
1,32
2,6
8,355
9,26
Valor,Contagem
1,354
2,106
3,60
5,85
6,72
9,120
Valor,Contagem
1,124
2,237
3,211
5,121
8,105
Valor,Contagem
0,8
1,70
3,8
6,111
7,1
8,588
9,11
Valor,Contagem
2,426
5,314
6,59
Valor,Contagem
1,120
2,283
5,4
7,193
8,172
9,24
Valor,Contagem
4,98
5,23
8,678
Valor,Contagem
0,5
1,14
2,166
3,610
4,1
6,1
Valor,Contagem
2,760
5,16
6,23
Valor,Contagem
0,8
4,6
6,725
8,60
Valor,Contagem
0,1
1,1
3,1
4,12
5,47
6,210
7,27
8,464
9,33
Valor,Contagem
1,376
4,28
6,231
7,164
Valor,Contagem
0,32
7,203
8,561
9,3
Valor,Contagem
4,797
8,1
Valor,Contagem
0,12
1,284
2,1
4,392
7,77
9,32
Valor,Contagem
0,1
1,1
2,4
3,439
4,202
5,48
7,98
9,3
Valor,Contagem
2,224
3,4
8,468
9,103
Valor,Contagem
0,2
1,4
6,792
Valor,Contagem
3,637
4,6
5,104
8,3
9,48
Valor,Contagem
0,184
1,27
5,72
7,4
8,440
9,69
Valor,Contagem
0,68
1,30
5,3
6,624
8,72
Valor,Contagem
0,232
6,1
