Valor,Contagem
0,2
1,246
2,534
4,1
8,15
Valor,Contagem
3,8
4,447
5,343
Valor,Contagem
2,77
3,604
6,8
7,42
8,66
Valor,Contagem
2,2
3,638
5,152
7,6
Valor,Contagem
0,42
2,141
5,28
7,478
8,109
Valor,Contagem
0,12
3,5
9,782
Valor,Contagem
0,393
1,7
5,92
9,306
Valor,Contagem
1,166
2,444
4,1
5,155
8,32
Valor,Contagem
0,1
2,740
3,31
8,27
Valor,Contagem
1,12
5,4
6,772
7,9
Valor,Contagem
1,524
3,31
6,7
8,8
9,228
Valor,Contagem
1,49
3,185
4,255
5,81
6,25
7,2
8,200
Valor,Contagem
2,18
5,52
6,590
8,129
9,8
Valor,Contagem
2,37
3,5
4,37
5,308
6,399
8,11
Valor,Contagem
1,3
3,133
4,105
5,274
6,9
7,138
8,40
9,95
Valor,Contagem
0,47
1,303
2,234
3,7
4,11
8,10
9,186
Valor,Contagem
0,736
1,8
9,53
Valor,Contagem
0,4
1,16
3,244
4,531
7,4
Valor,Contagem
1,55
3,43
5,121
7,442
8,105
9,31
Valor,Contagem
1,580
3,131
5,86
8,2
Valor,Contagem
0,57
2,491
3,12
4,1
6,168
7,60
9,8
Valor,Contagem
0,39
4,243
5,208
6,196
8,79
9,34
Valor,Contagem
5,27
8,88
9,684
Valor,Contagem
1,19
2,18
6,623
8,68
9,70
Valor,Contagem
0,384
1,2
2,401
5,4
8,5
Valor,Contagem
0,226
2,200
6,8
8,6
9,356
Valor,Contagem
0,264
1,358
5,175
Valor,Contagem
2,88
3,108
5,216
7,2
8,384
Valor,Contagem
0,524
1,10
3,28
4,225
7,9
Valor,Contagem
0,1
1,51
2,37
3,2
5,114
6,580
9,12
Valor,Contagem
1,166
2,422
5,3
6,41
7,60
9,105
Valor,Contagem
0,1
3,633
7,164
Valor,Contagem
0,26
2,148
5,14
7,561
8,48
Valor,Contagem
0,3
1,327
2,2
4,381
7,10
8,75
Valor,Contagem
0,16
4,772
7,4
8,4
Valor,Contagem
2,618
3,56
5,21
6,99
8,4
Valor,Contagem
0,33
4,212
5,15
6,189
9,349
Valor,Contagem
0,284
1,180
5,198
6,130
8,2
9,4
Valor,Contagem
0,323
1,47
2,1
4,389
6,4
