Valor,Contagem
0,57
1,124
2,40
3,65
4,65
5,118
6,108
7,38
8,91
9,88
Valor,Contagem
0,93
1,169
2,104
3,36
4,66
5,116
6,76
7,39
8,72
9,24
Valor,Contagem
0,100
1,109
2,40
3,39
4,24
5,111
6,83
7,49
8,71
9,170
Valor,Contagem
0,148
1,48
2,95
3,98
4,69
5,58
6,75
7,103
8,53
9,50
Valor,Contagem
0,164
1,100
2,118
3,56
4,20
5,41
6,76
7,55
8,117
9,48
Valor,Contagem
0,64
1,39
2,81
3,140
4,78
5,72
6,73
7,70
8,106
9,72
Valor,Contagem
0,52
1,29
2,134
3,79
4,30
5,57
6,68
7,115
8,196
9,36
Valor,Contagem
0,128
1,60
2,56
3,48
4,90
5,31
6,146
7,64
8,86
9,85
Valor,Contagem
0,92
1,64
2,108
3,44
4,147
5,45
6,79
7,80
8,44
9,92
Valor,Contagem
0,150
1,36
2,69
3,115
4,45
5,61
6,81
7,76
8,82
9,80
Valor,Contagem
0,72
1,70
2,70
3,70
4,94
5,122
6,147
7,64
8,45
9,42
Valor,Contagem
0,72
1,108
2,118
3,23
4,115
5,49
6,57
7,105
8,37
9,112
Valor,Contagem
0,64
1,59
2,84
3,127
4,80
5,147
6,76
7,14
8,82
9,63
Valor,Contagem
0,112
1,57
2,119
3,59
4,54
5,103
6,48
7,52
8,115
9,79
Valor,Contagem
0,107
1,65
2,90
3,74
4,61
5,95
6,143
7,25
8,54
9,82
Valor,Contagem
0,71
1,120
2,30
3,136
4,24
5,96
6,72
7,37
8,148
9,63
Valor,Contagem
0,67
1,100
2,125
3,110
4,52
5,32
6,92
7,27
8,94
9,97
Valor,Contagem
0,66
1,96
2,93
3,99
4,60
5,77
6,39
7,56
8,109
9,101
Valor,Contagem
0,64
1,108
2,69
3,31
4,41
5,145
6,60
7,116
8,75
9,86
Valor,Contagem
0,64
1,77
2,103
3,43
4,86
5,86
6,92
7,84
8,35
9,126
Valor,Contagem
0,100
1,76
2,90
3,93
4,75
5,31
6,95
7,57
8,78
9,101
Valor,Contagem
0,17
1,69
2,81
3,117
4,86
5,106
6,44
7,97
8,77
9,101
Valor,Contagem
0,71
1,53
2,52
3,55
4,94
5,74
6,80
7,148
8,77
9,92
Valor,Contagem
0,31
1,59
2,149
3,21
4,78
5,40
6,94
7,79
8,124
9,121
Valor,Contagem
0,19
1,104
2,85
3,184
4,112
5,49
6,67
7,100
8,50
9,26
Valor,Contagem
0,62
1,16
2,35
3,160
4,159
5,55
6,80
7,120
8,34
9,75
Valor,Contagem
0,60
1,87
2,123
3,110
4,48
5,88
6,63
7,47
8,120
9,50
Valor,Contagem
0,95
1,43
2,100
3,102
4,103
5,69
6,147
7,41
8,51
9,46
Valor,Contagem
0,128
1,123
2,71
3,46
4,17
5,67
6,111
7,84
8,69
9,80
Valor,Contagem
0,31
1,35
2,79
3,59
4,56
5,103
6,170
7,89
8,30
9,145
Valor,Contagem
0,46
1,36
2,114
3,63
4,83
5,156
6,38
7,77
8,128
9,56
Valor,Contagem
0,86
1,99
2,62
3,118
4,26
5,112
6,136
7,42
8,80
9,35
Valor,Contagem
0,100
1,117
2,51
3,68
4,101
5,46
6,56
7,58
8,41
9,157
Valor,Contagem
0,73
1,76
2,113
3,112
4,72
5,98
6,47
7,40
8,103
9,64
Valor,Contagem
0,125
1,192
2,49
3,43
4,58
5,26
6,45
7,108
8,76
9,74
Valor,Contagem
0,77
1,72
2,56
3,85
4,64
5,90
6,93
7,126
8,79
9,55
Valor,Contagem
0,109
1,94
2,123
3,80
4,92
5,86
6,40
7,68
8,28
9,75
Valor,Contagem
0,52
1,106
2,57
3,117
4,38
5,96
6,56
7,122
8,96
9,56
Valor,Contagem
0,45
1,120
2,18
3,86
4,160
5,88
6,60
7,38
8,155
9,27
Valor,Contagem
0,52
1,50
2,78
3,126
4,99
5,69
6,129
7,94
8,70
9,28
Valor,Contagem
0,99
1,166
2,61
3,39
4,76
5,72
6,98
7,77
8,36
9,73
Valor,Contagem
0,37
1,44
2,105
3,93
4,55
5,43
6,61
7,99
8,166
9,92
Valor,Contagem
0,70
1,75
2,104
3,55
4,49
5,74
6,49
7,154
8,98
9,68
Valor,Contagem
0,58
1,60
2,123
3,56
4,57
5,103
6,64
7,122
8,100
9,53
Valor,Contagem
0,31
1,118
2,63
3,101
4,65
5,88
6,122
7,76
8,50
9,81
Valor,Contagem
0,57
1,76
2,72
3,99
4,45
5,78
6,88
7,80
8,96
9,104
Valor,Contagem
0,68
1,41
2,60
3,141
4,44
5,75
6,64
7,73
8,174
9,56
Valor,Contagem
0,81
1,91
2,80
3,51
4,54
5,112
6,120
7,70
8,84
9,52
Valor,Contagem
0,37
1,60
2,92
3,134
4,96
5,76
6,44
7,45
8,104
9,106
Valor,Contagem
0,88
1,94
2,47
3,24
4,60
5,74
6,141
7,156
8,64
9,48
Valor,Contagem
0,122
1,67
2,63
3,45
4,84
5,117
6,57
7,80
8,96
9,65
Valor,Contagem
0,32
1,93
2,69
3,85
4,94
5,78
6,75
7,44
8,136
9,90
Valor,Contagem
0,66
1,129
2,87
3,80
4,99
5,96
6,71
7,79
8,39
9,52
Valor,Contagem
0,131
1,53
2,159
3,27
4,52
5,88
6,30
7,53
8,146
9,58
Valor,Contagem
0,116
1,83
2,54
3,19
4,34
5,73
6,124
7,150
8,46
9,98
Valor,Contagem
0,94
1,99
2,53
3,110
4,66
5,143
6,66
7,49
8,53
9,63
Valor,Contagem
0,115
1,127
2,88
3,108
4,72
5,95
6,48
7,29
8,64
9,50
Valor,Contagem
0,124
1,61
2,119
3,127
4,52
5,89
6,52
7,74
8,37
9,60
Valor,Contagem
0,47
1,81
2,91
3,41
4,142
5,115
6,90
7,87
8,20
9,83
Valor,Contagem
0,142
1,31
2,55
3,118
4,63
5,106
6,67
7,73
8,66
9,76
Valor,Contagem
0,99
1,24
2,64
3,87
4,83
5,72
6,95
7,75
8,60
9,137
Valor,Contagem
0,110
1,42
2,79
3,116
4,36
5,89
6,62
7,110
8,72
9,80
Valor,Contagem
0,140
1,48
2,100
3,104
4,44
5,86
6,87
7,64
8,92
9,32
Valor,Contagem
0,108
1,94
2,85
3,82
4,39
5,54
6,92
7,124
8,48
9,69
Valor,Contagem
0,41
1,44
2,18
3,92
4,146
5,69
6,70
7,185
8,50
9,80
Valor,Contagem
0,85
1,164
2,95
3,20
4,101
5,89
6,95
7,27
8,25
9,95
Valor,Contagem
0,100
1,120
2,56
3,48
4,87
5,102
6,36
7,80
8,94
9,72
Valor,Contagem
0,141
1,116
2,79
3,45
4,45
5,66
6,130
7,62
8,66
9,45
Valor,Contagem
0,72
1,109
2,68
3,56
4,50
5,73
6,84
7,160
8,46
9,77
Valor,Contagem
0,61
1,78
2,131
3,50
4,137
5,86
6,66
7,107
8,29
9,51
Valor,Contagem
0,74
1,47
2,47
3,84
4,60
5,88
6,49
7,138
8,106
9,104
Valor,Contagem
0,108
1,82
2,39
3,105
4,66
5,45
6,109
7,110
8,77
9,54
Valor,Contagem
0,110
1,45
2,40
3,84
4,130
5,70
6,104
7,81
8,76
9,55
Valor,Contagem
0,39
1,84
2,87
3,103
4,95
5,28
6,137
7,28
8,100
9,95
Valor,Contagem
0,57
1,102
2,68
3,80
4,118
5,60
6,88
7,77
8,45
9,101
Valor,Contagem
0,80
1,47
2,57
3,80
4,48
5,168
6,86
7,47
8,57
9,126
Valor,Contagem
0,72
1,74
2,69
3,56
4,109
5,49
6,59
7,72
8,161
9,74
Valor,Contagem
0,52
1,75
2,52
3,137
4,53
5,79
6,31
7,46
8,136
9,134
Valor,Contagem
0,106
1,64
2,54
3,120
4,119
5,74
6,21
7,81
8,72
9,85
Valor,Contagem
0,41
1,17
2,74
3,61
4,86
5,61
6,88
7,122
8,103
9,143
Valor,Contagem
0,28
1,75
2,92
3,73
4,127
5,120
6,104
7,38
8,78
9,63
Valor,Contagem
0,67
1,110
2,80
3,66
4,109
5,142
6,31
7,40
8,115
9,37
Valor,Contagem
0,13
1,88
2,60
3,72
4,87
5,84
6,57
7,75
8,182
9,78
Valor,Contagem
0,102
1,24
2,72
3,65
4,101
5,79
6,52
7,112
8,115
9,74
Valor,Contagem
0,44
1,88
2,199
3,36
4,53
5,71
6,34
7,116
8,80
9,74
Valor,Contagem
0,98
1,142
2,36
3,56
4,73
5,76
6,16
7,174
8,67
9,59
Valor,Contagem
0,83
1,81
2,55
3,84
4,89
5,114
6,82
7,26
8,47
9,135
Valor,Contagem
0,120
1,76
2,84
3,51
4,113
5,116
6,49
7,94
8,51
9,42
Valor,Contagem
0,47
1,92
2,80
3,118
4,83
5,112
6,63
7,40
8,136
9,24
