Valor,Contagem
0,125
1,106
2,73
3,62
4,73
5,61
6,76
7,94
8,60
9,65
Valor,Contagem
0,68
1,83
2,55
3,139
4,62
5,108
6,92
7,66
8,48
9,75
Valor,Contagem
0,92
1,72
2,68
3,49
4,40
5,161
6,65
7,72
8,113
9,64
Valor,Contagem
0,92
1,69
2,109
3,66
4,112
5,104
6,77
7,61
8,44
9,62
Valor,Contagem
0,68
1,54
2,65
3,86
4,105
5,92
6,48
7,117
8,58
9,102
Valor,Contagem
0,60
1,83
2,89
3,108
4,88
5,41
6,81
7,36
8,108
9,101
Valor,Contagem
0,80
1,41
2,112
3,96
4,72
5,45
6,65
7,68
8,109
9,106
Valor,Contagem
0,71
1,48
2,86
3,67
4,85
5,52
6,72
7,128
8,120
9,67
Valor,Contagem
0,68
1,96
2,116
3,68
4,51
5,72
6,112
7,36
8,67
9,112
Valor,Contagem
0,92
1,91
2,109
3,50
4,44
5,93
6,68
7,91
8,85
9,73
Valor,Contagem
0,100
1,72
2,79
3,70
4,42
5,90
6,102
7,60
8,120
9,60
Valor,Contagem
0,30
1,92
2,114
3,84
4,76
5,96
6,86
7,88
8,49
9,81
Valor,Contagem
0,37
1,124
2,116
3,62
4,74
5,53
6,84
7,67
8,76
9,103
Valor,Contagem
0,49
1,61
2,99
3,60
4,60
5,102
6,86
7,69
8,98
9,112
Valor,Contagem
0,88
1,131
2,121
3,71
4,70
5,72
6,38
7,83
8,60
9,61
Valor,Contagem
0,95
1,63
2,72
3,61
4,187
5,42
6,68
7,75
8,93
9,41
Valor,Contagem
0,91
1,45
2,71
3,102
4,46
5,96
6,71
7,88
8,76
9,110
Valor,Contagem
0,95
1,46
2,52
3,70
4,56
5,94
6,85
7,115
8,103
9,80
Valor,Contagem
0,91
1,60
2,76
3,104
4,68
5,90
6,51
7,58
8,72
9,128
Valor,Contagem
0,56
1,106
2,50
3,27
4,176
5,91
6,40
7,50
8,133
9,68
Valor,Contagem
0,53
1,115
2,92
3,117
