Valor,Contagem
3,375
5,25
7,2
8,1
9,395
Valor,Contagem
0,216
1,7
2,52
3,3
6,299
7,221
Valor,Contagem
0,2
5,169
6,124
8,503
Valor,Contagem
1,4
2,16
3,265
6,405
8,107
Valor,Contagem
0,784
3,4
5,1
6,9
Valor,Contagem
1,53
2,8
4,3
7,720
9,14
Valor,Contagem
2,66
3,16
4,33
5,2
7,39
8,515
9,126
Valor,Contagem
0,2
3,718
9,79
Valor,Contagem
0,312
1,390
3,24
7,2
8,60
9,10
Valor,Contagem
1,6
2,4
3,21
4,9
7,7
8,599
9,151
Valor,Contagem
1,739
2,21
3,2
4,4
5,14
6,8
7,2
9,7
Valor,Contagem
4,18
5,1
6,139
7,631
8,9
Valor,Contagem
2,643
4,4
5,1
9,150
Valor,Contagem
1,112
3,40
5,641
7,3
9,2
Valor,Contagem
4,93
5,11
8,694
Valor,Contagem
1,51
3,8
5,511
6,4
8,224
Valor,Contagem
0,71
7,8
8,23
9,696
Valor,Contagem
1,208
2,4
3,13
4,34
6,538
Valor,Contagem
0,190
2,516
6,2
7,61
9,28
Valor,Contagem
2,152
3,1
4,9
6,8
7,5
9,620
Valor,Contagem
0,49
2,169
3,188
4,14
5,3
6,27
9,347
Valor,Contagem
0,104
1,107
5,194
7,2
8,391
Valor,Contagem
2,15
3,11
5,360
7,411
Valor,Contagem
0,365
3,1
5,120
6,312
Valor,Contagem
0,2
4,352
5,417
7,3
8,24
Valor,Contagem
3,174
5,28
6,94
7,502
Valor,Contagem
3,178
6,614
9,7
Valor,Contagem
0,542
2,246
5,1
6,8
Valor,Contagem
2,15
4,101
5,540
7,115
9,26
Valor,Contagem
0,184
3,64
6,320
7,93
9,135
Valor,Contagem
1,26
8,772
Valor,Contagem
0,8
4,172
5,16
6,604
Valor,Contagem
0,104
2,87
4,68
7,538
Valor,Contagem
1,119
4,11
6,336
7,332
Valor,Contagem
0,15
1,4
2,765
5,15
Valor,Contagem
0,236
1,8
2,32
4,79
5,388
7,23
8,28
9,4
Valor,Contagem
0,2
1,501
3,6
4,26
5,263
Valor,Contagem
2,4
3,8
4,1
6,3
7,782
Valor,Contagem
0,465
2,18
6,15
7,55
8,38
9,207
Valor,Contagem
0,171
1,156
2,1
3,426
5,11
9,32
Valor,Contagem
0,519
1,4
4,194
5,6
7,2
8,26
9,46
Valor,Contagem
1,29
3,47
4,653
6,11
7,56
9,1
Valor,Contagem
5,43
7,755
8,1
Valor,Contagem
1,142
2,432
4,95
8,129
Valor,Contagem
4,16
5,495
7,2
8,262
9,23
Valor,Contagem
5,9
6,335
7,451
8,4
Valor,Contagem
1,369
2,22
3,282
4,2
6,22
7,92
8,7
Valor,Contagem
1,97
7,4
8,691
9,6
Valor,Contagem
0,44
5,2
8,752
Valor,Contagem
1,4
3,25
4,192
8,576
Valor,Contagem
0,2
1,322
3,37
4,4
5,109
7,156
8,160
9,4
Valor,Contagem
1,764
3,35
Valor,Contagem
0,345
3,1
4,265
6,4
7,21
9,160
Valor,Contagem
7,332
9,467
Valor,Contagem
0,1
2,1
3,69
5,726
Valor,Contagem
1,653
5,104
6,20
7,21
Valor,Contagem
0,57
1,8
3,591
7,44
8,35
9,62
Valor,Contagem
0,3
1,1
2,1
4,4
5,12
9,777
Valor,Contagem
1,5
5,103
6,40
8,649
Valor,Contagem
0,1
2,115
3,144
5,385
6,140
8,12
Valor,Contagem
1,36
2,3
4,24
5,2
6,503
8,30
9,200
Valor,Contagem
4,800
Valor,Contagem
0,69
1,70
5,655
8,4
Valor,Contagem
1,36
3,1
4,64
5,7
6,562
7,128
Valor,Contagem
0,2
1,755
2,2
3,32
7,4
9,3
Valor,Contagem
0,88
1,15
2,26
3,142
4,1
5,313
6,3
7,117
8,84
9,8
Valor,Contagem
0,319
1,22
3,84
6,161
8,212
Valor,Contagem
1,175
2,251
3,4
4,4
7,337
9,26
Valor,Contagem
0,4
1,65
5,488
6,221
8,20
Valor,Contagem
0,21
1,6
2,30
3,43
4,49
5,12
6,325
8,310
Valor,Contagem
3,791
8,4
9,4
Valor,Contagem
3,216
4,432
5,47
6,26
7,25
8,38
9,13
Valor,Contagem
0,3
6,12
9,783
Valor,Contagem
1,102
3,17
4,659
5,18
6,2
Valor,Contagem
1,54
7,6
8,432
9,306
Valor,Contagem
0,26
5,29
9,744
Valor,Contagem
0,227
1,56
2,13
5,501
Valor,Contagem
0,588
4,16
8,188
9,6
Valor,Contagem
0,314
1,310
4,174
Valor,Contagem
2,9
4,20
6,131
8,16
9,622
Valor,Contagem
0,4
2,4
4,60
6,47
8,682
Valor,Contagem
1,105
2,255
3,92
4,37
6,174
7,88
8,45
Valor,Contagem
1,308
3,24
4,1
5,1
6,51
8,104
9,308
Valor,Contagem
0,1
2,52
3,32
7,38
8,489
9,185
Valor,Contagem
0,1
1,38
2,4
7,116
8,640
Valor,Contagem
0,19
1,1
5,206
7,559
8,7
9,6
Valor,Contagem
3,2
7,3
8,692
9,101
Valor,Contagem
0,133
2,65
4,84
5,9
7,12
8,267
9,227
Valor,Contagem
2,115
4,382
5,283
6,4
7,3
8,11
Valor,Contagem
0,176
2,361
3,262
Valor,Contagem
0,8
2,8
3,141
9,642
Valor,Contagem
0,16
3,7
4,600
6,54
9,121
Valor,Contagem
0,297
3,6
8,495
Valor,Contagem
4,658
5,52
8,88
Valor,Contagem
1,434
4,104
8,223
9,37
Valor,Contagem
1,221
3,227
4,172
5,10
7,158
9,8
Valor,Contagem
0,144
4,198
8,82
9,373
Valor,Contagem
0,542
2,240
8,4
9,12
Valor,Contagem
1,217
6,572
8,9
Valor,Contagem
0,3
2,240
6,424
8,36
9,94
Valor,Contagem
0,3
4,89
6,10
8,542
9,153
Valor,Contagem
0,558
2,47
4,10
5,2
6,15
7,165
Valor,Contagem
1,8
4,240
6,410
8,1
9,140
Valor,Contagem
2,1
3,62
4,2
5,97
7,573
9,62
Valor,Contagem
0,156
1,31
4,4
5,193
8,413
Valor,Contagem
2,600
3,14
4,176
6,3
7,1
9,4
Valor,Contagem
2,20
4,24
6,12
7,678
8,64
Valor,Contagem
1,534
4,23
5,20
8,222
Valor,Contagem
2,1
6,771
7,26
Valor,Contagem
1,401
2,397
Valor,Contagem
0,20
1,1
2,342
4,435
Valor,Contagem
2,2
5,353
6,51
9,392
Valor,Contagem
1,284
3,1
4,258
5,255
Valor,Contagem
1,29
2,754
8,16
Valor,Contagem
1,14
7,1
8,698
9,84
Valor,Contagem
0,1
1,3
3,69
4,336
6,4
9,384
Valor,Contagem
0,5
1,181
2,16
4,3
6,19
8,4
9,569
Valor,Contagem
0,39
1,1
4,27
5,3
9,728
Valor,Contagem
0,522
4,193
7,82
Valor,Contagem
1,25
2,18
3,10
4,5
5,19
7,586
8,1
9,132
Valor,Contagem
0,8
1,1
2,160
3,259
7,15
8,356
Valor,Contagem
4,24
6,440
8,56
9,277
Valor,Contagem
1,4
2,726
3,6
4,23
6,8
8,31
Valor,Contagem
2,5
4,194
5,4
6,286
7,267
8,11
9,30
Valor,Contagem
0,3
3,109
4,22
6,664
Valor,Contagem
0,4
1,187
2,540
3,29
6,19
7,19
Valor,Contagem
0,255
1,441
4,3
6,4
7,6
9,88
Valor,Contagem
2,447
4,20
6,308
9,23
Valor,Contagem
0,525
1,8
4,4
5,28
6,26
7,194
9,12
Valor,Contagem
0,2
3,4
5,619
9,172
Valor,Contagem
0,107
1,644
4,13
6,28
7,4
Valor,Contagem
3,248
4,1
6,6
7,24
8,12
9,505
Valor,Contagem
3,342
5,27
6,424
8,1
9,4
Valor,Contagem
0,7
1,119
2,50
3,1
4,158
7,4
8,456
9,1
Valor,Contagem
0,125
1,2
2,567
3,56
4,2
7,45
Valor,Contagem
0,192
5,16
6,56
7,535
Valor,Contagem
2,280
4,109
5,2
6,67
9,340
Valor,Contagem
0,45
1,19
2,101
4,359
5,81
6,192
Valor,Contagem
1,31
2,566
4,7
5,12
6,182
Valor,Contagem
2,13
3,119
5,1
6,1
7,663
Valor,Contagem
0,36
1,537
3,200
8,7
9,16
Valor,Contagem
0,57
2,16
3,316
5,400
6,9
Valor,Contagem
1,590
4,3
7,14
8,192
Valor,Contagem
2,753
3,16
5,27
Valor,Contagem
2,213
3,4
5,4
8,164
9,412
Valor,Contagem
0,32
2,1
4,31
5,713
6,7
7,11
8,3
Valor,Contagem
3,417
5,24
6,212
8,145
Valor,Contagem
1,695
3,16
4,8
6,77
7,1
Valor,Contagem
5,175
7,443
9,180
Valor,Contagem
1,7
4,294
7,498
Valor,Contagem
2,46
3,1
4,167
7,25
9,559
Valor,Contagem
1,51
3,415
5,39
6,226
8,60
9,7
Valor,Contagem
0,116
1,308
2,216
5,1
6,91
8,67
Valor,Contagem
0,24
4,467
5,2
7,27
8,279
Valor,Contagem
6,6
9,793
Valor,Contagem
1,111
2,92
4,2
5,2
7,176
8,28
9,386
Valor,Contagem
1,271
5,214
6,83
9,230
Valor,Contagem
2,435
5,188
6,20
7,155
Valor,Contagem
1,768
4,23
9,8
Valor,Contagem
4,492
5,49
6,192
7,64
Valor,Contagem
0,13
4,38
6,551
7,191
8,4
Valor,Contagem
2,124
3,253
5,6
6,382
8,32
Valor,Contagem
0,440
2,77
4,11
7,1
8,214
9,53
Valor,Contagem
0,438
3,215
6,8
7,3
8,8
9,126
Valor,Contagem
3,24
5,24
7,83
9,667
Valor,Contagem
3,64
5,68
6,89
7,517
8,40
9,20
Valor,Contagem
2,414
3,68
8,307
9,9
Valor,Contagem
1,649
2,4
4,12
5,67
6,67
Valor,Contagem
1,112
5,8
7,630
8,48
Valor,Contagem
0,1
4,344
5,238
7,193
8,20
9,1
Valor,Contagem
5,274
6,43
8,481
Valor,Contagem
2,7
3,3
4,3
5,8
6,625
7,28
8,2
9,121
Valor,Contagem
0,37
2,360
3,24
4,220
6,158
Valor,Contagem
1,117
7,4
8,676
Valor,Contagem
2,1
3,35
4,638
5,8
6,104
7,12
Valor,Contagem
0,17
1,253
2,408
3,19
5,6
6,84
8,11
Valor,Contagem
1,212
2,528
7,58
Valor,Contagem
0,19
1,6
2,4
5,10
6,652
7,9
8,36
9,61
Valor,Contagem
0,59
1,46
2,57
5,143
8,493
Valor,Contagem
3,24
7,24
8,750
Valor,Contagem
1,3
2,6
3,96
5,37
7,641
8,13
Valor,Contagem
0,149
2,592
4,47
5,3
9,8
Valor,Contagem
0,124
1,3
3,48
6,36
7,579
9,8
Valor,Contagem
1,10
2,56
4,7
6,92
7,352
8,280
Valor,Contagem
1,44
2,158
4,355
7,240
8,1
Valor,Contagem
3,318
5,1
6,205
8,82
9,191
Valor,Contagem
3,138
5,1
6,561
7,4
9,93
Valor,Contagem
1,194
4,87
5,290
8,148
9,79
Valor,Contagem
0,321
1,60
2,12
3,107
5,275
6,22
Valor,Contagem
1,171
2,11
3,238
4,369
6,3
9,6
Valor,Contagem
0,116
3,51
5,3
6,272
7,17
9,340
Valor,Contagem
0,144
1,208
2,6
3,91
4,124
5,4
7,49
8,171
Valor,Contagem
2,78
4,193
6,7
8,388
9,132
Valor,Contagem
4,2
5,6
7,790
Valor,Contagem
6,4
8,17
9,778
Valor,Contagem
1,275
2,3
4,223
5,13
6,21
8,34
9,228
Valor,Contagem
0,55
4,738
9,6
Valor,Contagem
2,5
3,244
4,505
5,35
6,9
Valor,Contagem
6,344
7,356
9,98
Valor,Contagem
2,147
4,1
5,226
7,357
8,66
Valor,Contagem
1,37
6,761
Valor,Contagem
0,1
2,492
3,82
5,105
7,26
8,46
9,44
Valor,Contagem
1,176
7,413
9,210
Valor,Contagem
0,23
3,20
7,14
8,668
9,73
Valor,Contagem
0,3
3,3
4,7
5,51
6,96
7,95
9,544
Valor,Contagem
0,7
2,4
3,1
4,56
5,92
7,604
8,18
9,15
Valor,Contagem
3,20
5,32
6,401
7,4
8,185
9,155
Valor,Contagem
3,787
4,4
5,5
6,3
Valor,Contagem
0,148
2,190
4,164
5,286
9,9
Valor,Contagem
0,19
3,8
4,481
8,290
Valor,Contagem
0,33
2,54
4,4
6,673
7,4
8,29
Valor,Contagem
0,512
1,111
3,139
4,4
5,32
Valor,Contagem
3,60
6,387
7,332
9,19
Valor,Contagem
1,587
2,10
3,174
4,14
6,8
7,4
Valor,Contagem
0,2
2,85
5,10
6,701
Valor,Contagem
0,19
2,49
3,582
6,52
7,94
9,2
Valor,Contagem
0,205
1,1
2,4
4,452
8,136
Valor,Contagem
2,279
3,7
7,496
8,16
Valor,Contagem
2,348
4,68
5,3
6,98
7,281
Valor,Contagem
0,698
1,1
3,72
4,21
8,1
9,4
Valor,Contagem
3,11
4,113
5,1
6,21
9,652
Valor,Contagem
0,8
1,1
4,1
5,12
8,681
9,94
Valor,Contagem
0,56
1,397
4,136
5,10
6,156
7,28
9,14
Valor,Contagem
0,10
3,14
4,26
5,1
6,725
7,21
Valor,Contagem
0,173
1,10
3,2
4,10
5,18
6,578
7,5
Valor,Contagem
1,110
2,12
3,560
4,52
7,44
9,19
Valor,Contagem
1,3
2,370
3,16
6,359
9,50
Valor,Contagem
2,15
6,679
7,96
8,9
Valor,Contagem
1,5
2,15
4,589
7,2
8,186
Valor,Contagem
2,20
5,670
6,34
8,75
Valor,Contagem
0,113
3,17
5,665
9,3
Valor,Contagem
4,3
6,455
7,292
8,3
9,45
Valor,Contagem
1,709
2,60
5,29
Valor,Contagem
0,2
1,364
5,427
6,3
8,2
Valor,Contagem
0,1
1,21
2,181
3,95
6,8
7,68
8,424
Valor,Contagem
2,37
3,4
6,659
7,48
8,50
Valor,Contagem
3,570
6,54
7,174
Valor,Contagem
0,260
1,68
4,412
5,36
6,20
Valor,Contagem
0,96
2,7
3,324
8,359
9,12
Valor,Contagem
0,167
1,116
2,8
3,492
8,9
9,6
Valor,Contagem
2,694
4,100
5,2
8,3
Valor,Contagem
1,735
3,27
5,18
7,3
8,15
Valor,Contagem
1,568
2,7
3,214
5,1
6,8
Valor,Contagem
3,680
6,90
8,12
9,17
Valor,Contagem
0,49
2,412
8,144
9,193
Valor,Contagem
0,132
5,94
6,2
7,15
8,495
9,60
Valor,Contagem
0,296
4,2
6,202
7,296
8,1
Valor,Contagem
0,1
1,5
3,366
5,420
8,5
Valor,Contagem
1,1
2,22
4,72
5,2
6,651
9,49
Valor,Contagem
0,16
1,687
3,87
7,9
Valor,Contagem
3,120
4,361
5,246
7,66
8,3
Valor,Contagem
3,5
4,32
7,612
8,3
9,145
Valor,Contagem
3,136
8,38
9,624
Valor,Contagem
1,210
4,13
5,12
8,563
Valor,Contagem
1,272
5,171
6,88
7,264
8,2
Valor,Contagem
0,182
4,419
8,198
Valor,Contagem
0,157
1,74
3,6
4,264
5,178
7,3
9,115
Valor,Contagem
0,13
1,72
2,95
4,92
7,3
8,523
Valor,Contagem
0,16
3,143
5,71
7,6
8,559
9,2
Valor,Contagem
4,588
7,134
9,76
Valor,Contagem
1,8
6,770
9,20
Valor,Contagem
0,8
7,783
9,7
Valor,Contagem
1,80
3,12
5,3
6,620
7,84
Valor,Contagem
4,3
5,308
6,219
7,72
8,196
Valor,Contagem
2,77
5,240
8,42
9,438
Valor,Contagem
5,1
8,12
9,785
Valor,Contagem
0,13
1,28
3,625
4,36
5,2
8,86
9,6
Valor,Contagem
8,793
9,6
Valor,Contagem
5,26
6,1
7,231
8,538
9,2
Valor,Contagem
8,798
Valor,Contagem
0,44
1,7
3,1
4,5
6,740
Valor,Contagem
2,148
4,164
6,3
7,441
8,42
Valor,Contagem
0,4
3,220
5,424
6,132
8,4
9,12
Valor,Contagem
0,29
1,524
2,64
3,1
7,162
9,17
Valor,Contagem
