Valor,Contagem
0,32
1,216
2,117
3,23
4,64
5,28
6,64
7,116
8,61
9,77
Valor,Contagem
0,64
1,39
2,250
3,112
4,61
5,36
6,66
7,87
8,21
9,59
Valor,Contagem
0,173
1,48
2,96
3,72
4,100
5,68
6,65
7,30
8,60
9,82
Valor,Contagem
0,88
1,145
2,52
3,81
4,52
5,56
6,78
7,64
8,15
9,164
Valor,Contagem
0,83
1,52
2,135
3,55
4,44
5,40
6,156
7,81
8,146
9,5
Valor,Contagem
0,75
1,44
2,88
3,19
4,20
5,137
6,188
7,44
8,100
9,81
Valor,Contagem
0,40
1,181
2,71
3,126
4,67
5,32
6,99
7,113
8,35
9,33
Valor,Contagem
0,68
1,128
2,57
3,68
4,136
5,48
6,46
7,60
8,96
9,88
Valor,Contagem
0,68
1,117
2,16
3,236
4,43
5,50
6,108
7,34
8,14
9,111
Valor,Contagem
0,16
1,14
2,41
3,83
4,116
5,6
6,198
7,158
8,112
9,52
Valor,Contagem
0,156
1,27
2,138
3,110
4,8
5,23
6,32
7,63
8,68
9,172
Valor,Contagem
0,94
1,44
2,102
3,6
4,116
5,110
6,77
7,101
8,32
9,114
Valor,Contagem
0,55
1,105
2,164
3,46
4,85
5,23
6,128
7,10
8,87
9,94
Valor,Contagem
0,40
1,16
2,85
3,48
4,26
5,41
6,61
7,38
8,333
9,107
Valor,Contagem
0,20
1,84
2,32
3,76
4,140
5,11
6,38
7,224
8,70
9,104
Valor,Contagem
0,73
1,28
2,120
3,52
4,53
5,58
6,201
7,68
8,87
9,56
Valor,Contagem
0,44
1,151
2,196
3,138
4,29
5,122
6,45
7,16
8,19
9,36
Valor,Contagem
0,40
1,111
2,135
3,40
4,32
5,92
6,104
7,96
8,83
9,64
Valor,Contagem
0,21
1,180
2,16
3,28
4,92
5,46
6,186
7,48
8,70
9,109
Valor,Contagem
0,120
1,31
2,53
3,93
4,27
5,74
6,75
7,269
8,27
9,28
Valor,Contagem
0,90
1,63
2,96
3,36
4,137
5,100
6,168
7,52
8,24
9,31
Valor,Contagem
0,61
1,30
2,61
3,58
4,97
5,78
6,93
7,196
8,80
9,41
Valor,Contagem
0,30
1,56
2,230
3,51
4,46
5,108
6,36
7,100
8,79
9,60
Valor,Contagem
0,56
1,21
2,112
3,140
4,64
5,125
6,17
7,69
8,21
9,170
Valor,Contagem
0,84
1,135
2,6
3,42
4,189
5,28
6,17
7,232
8,36
9,27
Valor,Contagem
0,120
1,186
2,51
3,32
4,94
5,20
6,26
7,68
8,92
9,108
Valor,Contagem
0,150
1,120
2,60
3,50
4,195
5,26
6,25
7,4
8,55
9,112
Valor,Contagem
0,43
1,67
2,56
3,80
4,40
5,123
6,90
7,42
8,186
9,70
Valor,Contagem
0,120
1,76
2,61
3,59
4,60
5,31
6,9
7,47
8,133
9,199
Valor,Contagem
0,61
1,55
2,155
3,38
4,148
5,70
6,62
7,56
8,40
9,111
Valor,Contagem
0,45
1,155
2,67
3,47
4,84
5,47
6,55
7,76
8,73
9,147
Valor,Contagem
0,267
1,5
2,48
3,121
4,38
5,192
6,65
7,20
8,24
9,17
Valor,Contagem
0,18
1,95
2,133
3,35
4,105
5,36
6,151
7,15
8,141
9,67
Valor,Contagem
0,45
1,44
2,134
3,75
4,167
5,152
6,40
7,33
8,41
9,64
Valor,Contagem
0,255
1,91
2,48
3,58
4,35
5,88
6,153
7,24
8,33
9,11
Valor,Contagem
0,59
1,92
2,33
3,161
4,39
5,112
6,52
7,74
8,118
9,56
Valor,Contagem
0,122
1,83
2,12
3,108
4,104
5,68
6,115
7,51
8,44
9,89
Valor,Contagem
0,28
1,22
2,105
3,100
4,188
5,106
6,77
7,50
8,84
9,36
Valor,Contagem
0,26
1,26
2,54
3,69
4,18
5,195
6,39
7,111
8,108
9,151
Valor,Contagem
0,68
1,137
2,127
3,50
4,52
5,68
6,50
7,39
8,85
9,120
Valor,Contagem
0,41
1,186
2,39
3,36
4,10
5,168
6,16
7,87
8,46
9,168
Valor,Contagem
0,28
1,92
2,12
3,108
4,73
5,173
6,8
7,132
8,42
9,128
Valor,Contagem
0,70
1,26
2,28
3,87
4,116
5,152
6,190
7,69
8,13
9,45
Valor,Contagem
0,76
1,127
2,79
3,25
4,20
5,150
6,71
7,186
8,18
9,44
Valor,Contagem
0,162
1,24
2,42
3,171
4,98
5,48
6,33
7,74
8,36
9,108
Valor,Contagem
0,71
1,20
2,72
3,48
4,154
5,20
6,38
7,136
8,200
9,36
Valor,Contagem
0,139
1,74
2,167
3,68
4,80
5,28
6,104
7,55
8,12
9,70
Valor,Contagem
0,227
1,118
2,16
3,47
4,44
5,72
6,59
7,30
8,139
9,45
Valor,Contagem
0,64
1,90
2,50
3,53
4,86
5,25
6,28
7,116
8,157
9,126
Valor,Contagem
0,128
1,63
2,80
3,97
4,144
5,64
6,51
7,56
8,69
9,46
Valor,Contagem
0,50
1,56
2,164
3,12
4,39
5,256
6,115
7,53
8,33
9,18
Valor,Contagem
0,16
1,123
2,28
3,231
4,56
5,25
6,65
7,196
8,19
9,36
Valor,Contagem
0,76
1,52
2,249
3,64
4,80
5,78
6,21
7,35
8,12
9,130
Valor,Contagem
0,75
1,13
2,82
3,97
4,42
5,62
6,108
7,133
8,37
9,146
Valor,Contagem
0,106
1,52
2,38
3,187
4,46
5,58
6,18
7,30
8,151
9,110
Valor,Contagem
0,52
1,36
2,61
3,69
4,71
5,133
6,116
7,110
8,20
9,126
Valor,Contagem
0,100
1,98
2,163
3,69
4,61
5,48
6,29
7,80
8,59
9,88
Valor,Contagem
0,16
1,6
2,35
3,35
4,80
5,244
6,141
7,52
8,56
9,131
Valor,Contagem
0,192
1,19
2,98
3,32
4,44
5,101
6,14
7,54
8,156
9,86
Valor,Contagem
0,118
1,50
2,24
3,172
4,12
5,101
6,37
7,65
8,154
9,61
Valor,Contagem
0,223
1,63
2,44
3,32
4,27
5,94
6,52
7,39
8,205
9,18
Valor,Contagem
0,124
1,45
2,38
3,130
4,96
5,98
6,20
7,110
8,63
9,72
Valor,Contagem
0,55
1,49
2,128
3,55
4,85
5,80
6,116
7,52
8,144
9,32
Valor,Contagem
0,50
1,170
2,239
3,70
4,40
5,40
6,13
7,76
8,29
9,68
Valor,Contagem
0,60
1,72
2,131
3,37
4,68
5,30
6,39
7,100
8,95
9,164
Valor,Contagem
0,102
1,32
2,12
3,62
4,86
5,108
6,117
7,27
8,144
9,105
Valor,Contagem
0,144
1,188
2,111
3,20
4,20
5,40
6,12
7,122
8,46
9,94
Valor,Contagem
0,70
1,66
2,157
3,3
4,223
5,21
6,101
7,36
8,55
9,64
Valor,Contagem
0,60
1,60
2,36
3,70
4,169
5,96
6,21
7,37
8,202
9,44
Valor,Contagem
0,45
1,6
2,172
3,31
4,8
5,132
6,140
7,115
8,19
9,129
Valor,Contagem
0,59
1,125
2,48
3,61
4,52
5,135
6,81
7,36
8,136
9,64
Valor,Contagem
0,23
1,126
2,101
3,68
4,112
5,60
6,19
7,147
8,18
9,124
Valor,Contagem
0,32
1,99
2,16
3,107
4,196
5,45
6,60
7,75
8,54
9,113
Valor,Contagem
0,288
1,71
2,51
3,64
4,72
5,24
6,68
7,17
8,42
9,100
Valor,Contagem
0,80
1,39
2,108
3,4
4,292
5,96
6,15
7,82
8,31
9,48
Valor,Contagem
0,109
1,107
2,37
3,109
4,79
5,31
6,201
7,20
8,66
9,37
Valor,Contagem
0,91
1,34
2,90
3,40
4,156
5,12
6,152
7,116
8,61
9,45
Valor,Contagem
0,56
1,33
2,28
3,60
4,96
5,119
6,72
7,42
8,152
9,140
Valor,Contagem
0,63
1,78
2,84
3,55
4,126
5,78
6,18
7,22
8,54
9,219
Valor,Contagem
0,185
1,11
2,207
3,52
4,28
5,112
6,86
7,63
8,25
9,26
Valor,Contagem
0,26
1,305
2,72
3,74
4,48
5,104
6,35
7,45
8,52
9,35
Valor,Contagem
0,87
1,84
2,29
3,134
4,116
5,38
6,65
7,65
8,90
9,88
Valor,Contagem
0,80
1,12
2,126
3,77
4,9
5,54
6,13
7,285
8,108
9,31
Valor,Contagem
0,72
1,28
2,49
3,34
4,61
5,104
6,81
7,223
8,59
9,84
Valor,Contagem
0,24
1,82
2,43
3,52
4,155
5,156
6,15
7,95
8,91
9,85
Valor,Contagem
0,116
1,92
2,107
3,93
4,108
5,28
6,44
7,80
8,38
9,90
Valor,Contagem
0,155
1,16
2,109
3,57
4,36
5,170
6,142
7,45
8,13
9,53
Valor,Contagem
0,173
1,25
2,158
3,16
4,67
5,14
6,113
7,18
8,172
9,40
Valor,Contagem
0,2
1,163
2,20
3,26
4,24
5,32
6,113
7,51
8,171
9,194
Valor,Contagem
0,60
1,18
2,69
3,46
4,40
5,108
6,121
7,46
8,160
9,128
Valor,Contagem
0,150
1,150
2,24
3,58
4,34
5,191
6,60
7,54
8,63
9,12
Valor,Contagem
0,76
1,85
2,114
3,59
4,48
5,139
6,108
7,17
8,124
9,27
Valor,Contagem
0,32
1,60
2,37
3,141
4,90
5,147
6,44
7,183
8,20
9,42
Valor,Contagem
0,32
1,27
2,98
3,48
4,128
5,198
6,76
7,88
8,48
9,52
Valor,Contagem
0,4
1,51
2,109
3,78
4,76
5,100
6,77
7,85
8,113
9,103
Valor,Contagem
0,75
1,65
2,89
3,64
4,3
5,6
6,34
7,66
8,308
9,85
Valor,Contagem
0,93
1,72
2,158
3,71
4,67
5,22
6,84
7,24
8,53
9,151
Valor,Contagem
0,138
1,42
2,84
3,116
4,53
5,88
6,31
7,72
8,56
9,117
Valor,Contagem
0,17
1,52
2,45
3,70
4,159
5,6
6,72
7,144
8,64
9,168
Valor,Contagem
0,13
1,43
2,8
3,193
4,181
5,113
6,13
7,80
8,139
9,13
Valor,Contagem
0,106
1,44
2,50
3,137
4,105
5,28
6,59
7,118
8,38
9,111
Valor,Contagem
0,192
1,44
2,100
3,165
4,68
5,60
6,27
7,40
8,63
9,38
Valor,Contagem
0,4
1,51
2,60
3,90
4,79
5,154
6,99
7,85
8,76
9,99
Valor,Contagem
0,43
1,11
2,87
3,91
4,54
5,68
6,116
7,211
8,82
9,33
Valor,Contagem
0,99
1,44
2,56
3,100
4,45
5,20
6,16
7,173
8,132
9,109
Valor,Contagem
0,127
1,98
2,42
3,27
4,123
5,84
6,65
7,24
8,148
9,57
Valor,Contagem
0,67
1,102
2,63
3,161
4,47
5,160
6,66
7,40
8,77
9,13
Valor,Contagem
0,40
1,33
2,122
3,8
4,27
5,118
6,286
7,27
8,96
9,40
Valor,Contagem
0,45
1,56
2,28
3,103
4,205
5,137
6,88
7,28
8,51
9,54
Valor,Contagem
0,48
1,180
2,42
3,52
4,126
5,60
6,91
7,26
8,57
9,116
Valor,Contagem
0,33
1,44
2,47
3,179
4,193
5,35
6,14
7,132
8,54
9,66
Valor,Contagem
0,50
1,128
2,120
3,95
4,116
5,65
6,44
7,46
8,24
9,108
Valor,Contagem
0,17
1,69
2,116
3,106
4,139
5,98
6,43
7,40
8,57
9,110
Valor,Contagem
0,188
1,112
2,102
3,56
4,65
5,58
6,40
7,45
8,105
9,24
Valor,Contagem
0,96
1,3
2,16
3,32
5,197
6,70
7,157
8,93
9,131
Valor,Contagem
0,99
1,3
2,158
3,170
4,29
5,16
6,112
7,48
8,136
9,26
Valor,Contagem
0,88
1,78
2,91
3,152
4,123
5,49
7,149
8,35
9,32
Valor,Contagem
0,65
1,40
2,70
3,76
4,171
5,91
6,71
7,188
8,7
9,16
Valor,Contagem
0,29
1,118
2,152
3,49
4,116
5,28
6,76
7,120
8,63
9,46
Valor,Contagem
0,68
1,25
2,17
3,59
4,16
5,249
6,122
7,87
8,80
9,72
Valor,Contagem
0,87
1,17
2,128
3,94
4,85
5,104
6,32
7,38
8,46
9,165
Valor,Contagem
0,40
1,123
2,102
3,46
4,146
5,35
6,25
7,60
8,115
9,105
Valor,Contagem
0,96
1,8
2,4
3,96
4,101
5,97
6,96
7,5
8,201
9,92
Valor,Contagem
0,45
1,40
2,20
3,223
4,32
5,43
6,203
7,17
8,117
9,57
Valor,Contagem
0,61
1,88
2,11
3,31
4,48
5,21
6,132
7,268
8,34
9,101
Valor,Contagem
0,48
1,107
2,11
3,84
4,73
5,48
6,97
7,53
8,134
9,140
Valor,Contagem
0,80
1,81
2,32
3,69
4,194
5,12
6,33
7,44
8,153
9,97
Valor,Contagem
0,17
1,90
2,250
3,19
4,68
5,52
6,29
7,60
8,147
9,64
Valor,Contagem
0,75
1,103
2,78
3,28
4,88
5,183
6,88
7,140
8,15
Valor,Contagem
0,38
1,35
2,73
3,80
4,81
5,205
6,69
7,83
8,34
9,97
Valor,Contagem
0,121
1,123
2,12
3,54
4,11
5,95
6,216
7,83
8,5
9,76
Valor,Contagem
0,61
1,122
2,116
3,55
4,117
5,47
6,114
7,58
8,32
9,74
Valor,Contagem
0,10
1,52
2,58
3,121
4,31
5,152
6,98
7,47
8,124
9,104
Valor,Contagem
0,148
1,91
2,49
3,71
4,97
5,24
6,144
7,41
8,79
9,52
Valor,Contagem
0,132
1,125
2,75
3,136
4,25
5,41
6,99
7,54
8,103
9,7
Valor,Contagem
0,59
1,22
2,100
3,56
4,175
5,83
6,192
7,19
8,32
9,59
Valor,Contagem
0,9
1,76
2,31
3,19
4,90
5,80
6,47
7,179
8,176
9,89
Valor,Contagem
0,82
1,55
2,149
3,25
4,60
5,122
6,134
7,59
8,56
9,54
Valor,Contagem
0,108
1,39
2,19
3,224
4,117
5,90
6,28
7,52
8,111
9,8
Valor,Contagem
0,33
1,52
2,78
3,66
4,292
5,4
6,29
7,45
8,181
9,16
Valor,Contagem
0,39
1,63
2,83
3,15
4,175
5,31
6,52
7,144
8,124
9,71
Valor,Contagem
0,116
1,45
2,64
3,23
4,203
5,73
6,87
7,60
8,120
9,6
Valor,Contagem
0,68
1,100
2,33
3,151
4,43
5,160
6,11
7,109
8,91
9,30
Valor,Contagem
0,48
1,174
2,100
3,58
4,90
5,40
6,70
7,115
8,28
9,72
Valor,Contagem
0,34
1,63
2,117
3,60
4,163
5,87
6,89
7,31
8,81
9,71
Valor,Contagem
0,15
1,178
2,12
3,92
4,28
5,221
6,54
7,62
8,63
9,71
Valor,Contagem
0,23
1,108
2,148
3,14
4,60
5,54
6,59
7,173
8,44
9,114
Valor,Contagem
0,17
1,341
2,106
3,24
4,75
5,7
6,62
7,95
8,56
9,12
Valor,Contagem
0,61
1,50
2,240
3,100
4,101
5,79
6,30
7,28
8,64
9,42
Valor,Contagem
0,9
1,44
2,74
3,254
4,117
5,34
6,54
7,63
8,116
9,31
Valor,Contagem
0,44
1,78
2,46
3,67
4,99
5,244
6,51
7,35
8,48
9,84
Valor,Contagem
0,81
1,196
2,77
3,72
4,37
5,84
6,24
7,109
8,70
9,45
Valor,Contagem
0,42
1,82
2,69
3,125
4,45
5,28
6,252
7,77
8,44
9,31
Valor,Contagem
0,100
1,25
2,50
3,57
4,90
5,123
6,103
7,80
8,64
9,104
Valor,Contagem
0,134
1,72
2,43
3,23
4,14
5,48
6,81
7,168
8,90
9,123
Valor,Contagem
0,112
1,43
2,87
3,42
4,60
5,69
6,50
7,98
8,206
9,29
Valor,Contagem
0,86
1,40
2,57
3,190
4,51
5,7
6,218
7,65
8,20
9,63
Valor,Contagem
0,130
1,40
2,43
3,44
4,123
5,186
6,52
7,20
8,88
9,71
Valor,Contagem
0,85
1,91
2,26
3,118
4,30
5,88
6,40
7,220
8,94
9,5
Valor,Contagem
0,31
1,84
2,17
3,132
4,68
5,44
6,104
7,26
8,107
9,185
Valor,Contagem
0,13
1,96
2,58
3,164
4,23
5,93
6,71
7,140
8,113
9,24
Valor,Contagem
0,100
1,5
2,89
3,176
4,5
5,99
6,115
7,150
8,36
9,22
Valor,Contagem
0,140
1,109
2,59
