Valor,Contagem
0,80
1,18
2,78
3,16
4,84
5,181
6,99
7,135
8,40
9,64
Valor,Contagem
0,29
1,67
2,12
3,68
4,131
5,36
6,199
7,24
8,136
9,96
Valor,Contagem
0,34
1,84
2,172
3,56
4,24
5,68
6,142
7,80
8,82
9,54
Valor,Contagem
0,37
1,2
2,42
3,96
4,82
5,121
6,69
7,142
8,157
9,47
Valor,Contagem
0,67
1,106
2,35
3,68
4,47
5,132
6,57
7,80
8,91
9,113
Valor,Contagem
0,132
1,82
2,55
3,89
4,80
5,86
6,100
7,21
8,20
9,130
Valor,Contagem
0,68
1,32
2,44
3,120
4,75
5,68
6,86
7,64
8,140
9,101
Valor,Contagem
0,52
1,60
2,54
3,36
4,27
5,36
6,63
7,232
8,178
9,58
Valor,Contagem
0,141
1,29
2,54
3,142
4,30
5,75
6,139
7,75
8,73
9,38
Valor,Contagem
0,120
1,52
2,65
3,159
4,98
5,84
6,33
7,39
8,82
9,65
Valor,Contagem
0,96
1,38
2,32
3,182
4,26
5,32
6,113
7,23
8,126
9,129
Valor,Contagem
0,48
1,122
2,18
3,28
4,252
5,180
6,27
7,21
8,78
9,22
Valor,Contagem
0,8
1,56
2,132
3,123
4,57
5,76
6,84
7,62
8,48
9,150
Valor,Contagem
0,42
1,131
2,34
3,18
4,75
5,83
6,218
7,60
8,20
9,116
Valor,Contagem
0,169
1,193
2,42
3,32
4,90
5,40
6,64
7,56
8,28
9,81
Valor,Contagem
0,53
1,40
2,70
3,139
4,224
5,48
6,61
7,25
8,12
9,123
Valor,Contagem
0,16
1,119
2,58
3,40
4,86
5,169
6,4
7,21
8,232
9,50
Valor,Contagem
0,56
1,32
2,115
3,94
4,183
5,25
6,23
7,46
8,129
9,93
Valor,Contagem
0,88
1,14
2,75
3,179
4,14
5,12
6,113
7,155
8,102
9,44
Valor,Contagem
0,78
1,63
2,84
3,20
4,217
5,6
6,221
7,1
8,39
9,67
Valor,Contagem
0,47
1,120
2,72
3,22
4,41
5,53
6,52
7,260
8,66
9,62
Valor,Contagem
0,67
1,67
2,192
3,98
4,48
5,17
6,131
7,73
8,78
9,24
Valor,Contagem
0,133
1,54
2,90
3,114
4,24
5,52
6,84
7,57
8,179
9,8
Valor,Contagem
0,148
1,37
2,104
3,46
4,44
5,104
6,28
7,202
8,16
9,68
Valor,Contagem
0,177
1,39
2,75
3,197
4,55
5,104
6,29
7,7
8,35
9,78
Valor,Contagem
0,1
1,143
2,24
3,144
4,129
5,48
6,84
7,150
8,17
9,56
Valor,Contagem
0,224
1,126
2,41
3,28
4,126
5,40
6,24
7,51
8,51
9,85
Valor,Contagem
0,67
1,8
2,84
3,136
4,98
5,104
6,61
7,5
8,191
9,41
Valor,Contagem
0,36
1,138
2,71
3,125
4,52
5,52
6,159
7,45
8,39
9,80
Valor,Contagem
0,81
1,75
2,28
3,134
4,88
5,112
6,4
7,46
8,122
9,104
Valor,Contagem
0,60
1,43
2,40
3,129
4,55
5,18
6,92
7,96
8,162
9,101
Valor,Contagem
0,124
1,71
2,113
3,120
4,101
5,37
6,55
7,66
8,86
9,23
Valor,Contagem
0,20
1,96
2,44
3,20
4,112
5,124
6,97
7,60
8,60
9,162
Valor,Contagem
0,12
1,40
2,96
3,114
4,108
5,61
6,199
7,19
8,13
9,132
Valor,Contagem
0,79
1,98
2,60
3,99
4,68
5,123
6,8
7,148
8,28
9,87
Valor,Contagem
0,124
1,64
2,120
3,77
4,21
5,30
6,260
7,29
8,17
9,53
Valor,Contagem
0,7
1,160
2,139
3,93
4,15
5,33
6,127
7,45
8,83
9,95
Valor,Contagem
0,60
1,46
2,23
3,204
4,95
5,76
6,11
7,38
8,148
9,96
Valor,Contagem
0,104
1,67
2,56
3,137
4,12
5,83
6,30
7,33
8,227
9,47
Valor,Contagem
0,211
1,73
2,65
3,38
4,65
5,61
6,128
7,80
8,12
9,63
Valor,Contagem
0,116
1,59
2,102
3,47
4,54
5,80
6,38
7,28
8,155
9,119
Valor,Contagem
0,160
1,73
2,48
3,59
4,174
5,47
6,149
7,23
8,49
9,15
Valor,Contagem
0,89
1,46
2,136
3,213
4,32
5,69
6,85
7,24
8,23
9,79
Valor,Contagem
0,39
1,156
2,70
3,97
4,76
5,117
6,34
7,56
8,102
9,48
Valor,Contagem
0,95
1,100
2,50
3,159
4,84
5,99
6,82
7,68
8,39
9,21
Valor,Contagem
0,6
1,107
2,10
3,64
4,61
5,151
6,104
7,171
8,60
9,63
Valor,Contagem
0,22
1,64
2,82
3,17
4,18
5,9
6,215
7,225
8,56
9,88
Valor,Contagem
0,152
1,67
2,82
3,91
4,32
5,83
6,54
7,56
8,124
9,56
Valor,Contagem
0,126
1,100
2,148
3,64
4,56
5,95
6,63
7,16
8,94
9,35
Valor,Contagem
0,41
1,91
2,67
3,65
4,156
5,149
6,118
7,25
8,71
9,13
Valor,Contagem
0,20
1,50
2,57
3,52
4,128
5,55
6,129
7,236
8,37
9,32
Valor,Contagem
0,129
1,152
2,30
3,22
4,110
5,119
6,40
7,2
8,113
9,78
Valor,Contagem
0,130
1,8
2,25
3,12
4,26
5,127
6,98
7,57
8,140
9,173
Valor,Contagem
0,89
1,64
2,75
3,11
4,55
5,110
6,76
7,76
8,152
9,87
Valor,Contagem
0,51
1,140
2,46
3,29
4,10
5,77
6,88
7,17
8,181
9,156
Valor,Contagem
0,129
1,7
2,84
3,108
4,136
5,25
6,79
7,33
8,109
9,84
Valor,Contagem
0,90
1,92
2,36
3,100
4,53
5,104
6,81
7,163
8,24
9,52
Valor,Contagem
0,38
1,64
2,16
3,242
4,60
5,96
6,196
7,28
8,56
9,2
Valor,Contagem
0,41
1,64
2,154
3,62
4,16
5,105
6,17
7,19
8,182
9,136
Valor,Contagem
0,16
1,45
2,22
3,86
4,97
5,162
6,140
7,55
8,138
9,34
Valor,Contagem
0,144
1,153
2,124
3,66
4,6
5,21
6,36
7,169
8,38
9,39
Valor,Contagem
0,14
1,169
2,104
3,202
4,51
5,46
6,32
7,63
8,35
9,80
Valor,Contagem
0,16
1,53
2,70
3,15
4,86
5,207
6,148
7,89
8,87
9,25
Valor,Contagem
0,35
1,31
2,104
3,26
4,189
5,52
6,84
7,56
8,21
9,200
Valor,Contagem
0,102
1,135
2,16
3,128
4,48
5,99
6,50
7,28
8,109
9,81
Valor,Contagem
0,56
1,139
2,39
3,84
4,59
5,68
6,66
7,31
8,160
9,96
Valor,Contagem
0,90
1,64
2,64
3,53
4,43
5,152
6,42
7,44
8,182
9,62
Valor,Contagem
0,103
1,54
2,99
3,86
4,115
5,40
6,29
7,12
8,192
9,67
Valor,Contagem
0,65
1,62
2,108
3,162
4,39
5,36
6,10
7,40
8,42
9,232
Valor,Contagem
0,72
1,47
2,73
3,152
4,163
5,50
6,12
7,108
8,63
9,55
Valor,Contagem
0,72
1,106
2,60
3,244
4,15
5,128
6,106
7,35
8,4
9,26
Valor,Contagem
0,50
1,117
2,32
3,38
4,210
5,104
6,71
7,46
8,71
9,57
Valor,Contagem
0,48
1,68
2,30
3,103
4,56
5,82
6,148
7,86
8,104
9,72
Valor,Contagem
0,104
1,119
2,84
3,156
4,97
5,7
6,30
7,32
8,156
9,12
Valor,Contagem
0,40
1,31
2,96
3,16
4,147
5,70
6,87
7,101
8,49
9,160
Valor,Contagem
0,33
1,138
2,60
3,60
4,141
5,12
6,66
7,94
8,119
9,74
Valor,Contagem
0,150
1,100
2,34
3,274
4,48
5,8
6,136
7,11
8,20
9,16
Valor,Contagem
0,57
1,20
2,345
3,68
4,15
5,39
6,43
7,30
8,28
9,151
Valor,Contagem
0,47
1,234
2,32
3,55
4,62
5,65
6,53
7,44
8,49
9,154
Valor,Contagem
0,50
1,87
2,88
3,202
4,151
5,55
6,57
7,8
8,47
9,51
Valor,Contagem
0,45
1,116
2,94
3,60
4,246
5,50
6,123
7,22
8,8
9,32
Valor,Contagem
0,51
1,23
2,32
3,174
4,76
5,18
6,180
7,100
8,108
9,35
Valor,Contagem
0,68
1,247
2,12
3,100
4,138
5,11
6,25
7,135
8,16
9,45
Valor,Contagem
0,92
1,68
2,135
3,43
4,244
5,94
6,50
7,28
8,8
9,35
Valor,Contagem
0,101
1,24
2,209
3,86
4,36
5,20
6,24
7,132
8,72
9,92
Valor,Contagem
0,52
1,11
2,38
3,216
4,85
5,48
6,66
7,139
8,90
9,50
Valor,Contagem
0,114
1,2
2,50
3,17
4,145
5,106
6,108
7,112
8,82
9,60
Valor,Contagem
0,324
1,13
2,30
3,12
4,16
5,8
6,64
7,56
8,92
9,180
Valor,Contagem
0,117
1,40
2,40
3,127
4,90
5,77
6,91
7,35
8,64
9,115
Valor,Contagem
0,30
1,121
2,280
3,48
4,60
5,90
6,19
7,42
8,48
9,60
Valor,Contagem
0,153
1,59
2,112
3,28
4,140
5,45
6,126
