Valor,Contagem
0,56
1,14
2,63
3,61
5,5
6,4
7,2
8,350
9,242
Valor,Contagem
0,162
1,129
2,25
3,38
4,12
5,84
6,12
7,186
8,90
9,58
Valor,Contagem
0,30
1,24
3,492
4,59
5,53
8,81
9,58
Valor,Contagem
1,44
2,40
4,13
5,374
6,35
7,8
8,263
9,21
Valor,Contagem
0,24
1,49
2,23
3,20
4,432
5,10
6,4
7,58
8,16
9,159
Valor,Contagem
0,375
1,13
2,8
3,8
4,60
5,3
6,17
7,14
8,1
9,296
Valor,Contagem
0,36
1,336
2,204
3,106
4,8
6,8
7,4
8,17
9,77
Valor,Contagem
0,32
1,98
2,158
3,33
4,59
5,56
6,172
7,123
8,66
Valor,Contagem
0,20
1,3
2,3
3,40
4,38
5,108
6,107
7,196
8,281
Valor,Contagem
0,160
1,36
2,17
3,188
4,234
6,47
8,48
9,68
Valor,Contagem
0,91
1,51
2,432
3,57
4,6
5,96
6,13
8,32
9,16
Valor,Contagem
0,208
1,8
2,124
3,132
4,4
5,82
6,74
7,16
8,18
9,131
Valor,Contagem
0,63
1,12
2,20
3,53
4,242
5,31
6,236
7,98
8,8
9,32
Valor,Contagem
0,293
1,8
2,107
3,181
5,98
6,15
7,30
8,64
Valor,Contagem
1,1
2,2
3,168
4,176
5,40
6,258
7,4
8,4
9,143
Valor,Contagem
0,161
1,248
2,2
3,30
4,26
5,73
6,13
7,212
8,22
9,8
Valor,Contagem
1,174
2,12
4,22
5,213
6,63
7,111
8,69
9,132
Valor,Contagem
0,2
1,61
2,75
3,19
4,48
5,205
6,48
7,4
8,245
9,89
Valor,Contagem
0,4
1,148
2,8
3,416
4,5
5,4
7,32
8,104
9,76
Valor,Contagem
0,14
1,84
2,16
3,20
4,6
5,76
6,36
7,26
8,58
9,460
Valor,Contagem
0,96
1,72
2,26
3,24
4,107
5,32
6,167
7,83
8,119
9,72
Valor,Contagem
0,56
1,65
2,447
3,72
5,4
6,19
7,24
8,93
9,15
Valor,Contagem
0,21
1,140
2,66
3,4
4,318
5,118
6,1
7,126
8,2
Valor,Contagem
0,52
1,70
2,241
3,76
4,1
5,288
6,16
7,6
8,14
9,32
Valor,Contagem
1,2
2,425
3,24
4,4
5,11
6,167
7,31
8,64
9,68
Valor,Contagem
0,248
1,24
2,3
3,1
4,180
5,221
6,71
7,1
8,4
9,44
Valor,Contagem
0,113
1,50
2,78
3,5
4,59
5,120
6,266
7,16
8,3
9,86
Valor,Contagem
0,5
1,100
2,112
3,86
5,267
6,153
7,3
8,36
9,36
Valor,Contagem
0,117
1,72
3,125
4,10
5,1
6,326
7,1
8,92
9,51
Valor,Contagem
0,45
1,80
2,257
3,38
4,9
5,11
6,36
