Valor,Contagem
0,49
1,43
2,85
3,2
4,69
5,143
6,29
7,3
8,156
9,217
Valor,Contagem
0,99
1,68
2,100
3,154
4,123
6,34
7,9
8,200
9,9
Valor,Contagem
1,23
2,10
3,130
4,36
5,219
6,13
7,348
8,16
9,2
Valor,Contagem
0,185
1,139
2,1
3,34
4,185
5,172
6,7
7,10
8,3
9,60
Valor,Contagem
0,363
1,184
2,39
3,12
4,166
5,2
6,5
7,22
8,3
Valor,Contagem
0,208
1,154
2,174
3,2
4,49
5,27
6,4
7,43
8,77
9,58
Valor,Contagem
0,25
1,39
2,95
3,20
4,172
5,51
6,106
7,163
8,75
9,51
Valor,Contagem
0,5
1,54
2,400
3,170
4,98
5,12
6,6
7,44
9,7
Valor,Contagem
0,1
1,166
2,6
3,205
4,8
5,51
6,290
7,41
8,12
9,15
Valor,Contagem
0,100
1,3
2,242
3,8
4,8
5,142
6,120
7,4
8,21
9,148
Valor,Contagem
0,12
2,56
3,54
4,200
5,119
6,110
7,22
8,222
9,3
Valor,Contagem
0,27
1,171
2,117
3,64
4,20
5,25
6,113
7,84
8,166
9,10
Valor,Contagem
0,36
1,49
2,48
3,92
4,234
6,16
7,230
8,64
9,26
Valor,Contagem
0,17
1,68
2,7
3,64
4,188
5,377
7,4
8,50
9,22
Valor,Contagem
0,61
1,2
2,55
3,16
4,9
5,63
6,1
7,290
8,253
9,46
Valor,Contagem
0,8
1,2
2,14
3,97
4,48
5,97
6,55
7,7
8,84
9,384
Valor,Contagem
0,17
2,2
3,635
5,44
6,15
7,32
8,5
9,46
Valor,Contagem
0,16
1,158
2,19
3,31
4,444
5,6
6,12
7,61
8,29
9,19
Valor,Contagem
0,18
1,7
2,4
3,36
4,161
5,88
6,194
7,58
8,7
9,223
Valor,Contagem
0,52
1,76
2,116
3,64
4,20
5,204
6,57
7,24
8,9
9,173
Valor,Contagem
0,28
1,12
2,96
3,12
4,239
6,24
7,8
8,309
9,67
Valor,Contagem
0,148
2,8
3,4
4,268
5,216
6,24
7,50
8,76
9,4
Valor,Contagem
0,16
1,196
2,124
3,77
4,288
5,18
7,75
8,1
Valor,Contagem
0,90
1,33
2,87
3,77
4,106
5,344
6,4
7,11
8,31
9,13
Valor,Contagem
0,24
1,85
2,122
3,196
4,11
5,86
6,132
7,4
8,14
9,120
Valor,Contagem
0,20
1,6
2,46
3,12
4,14
5,8
6,309
7,145
8,135
9,100
Valor,Contagem
0,69
1,239
2,7
3,40
4,42
5,25
6,23
7,9
8,256
9,86
Valor,Contagem
0,89
1,20
2,13
3,31
4,176
5,4
6,133
7,17
8,15
9,298
Valor,Contagem
0,53
1,196
2,34
3,13
5,4
6,96
7,354
8,35
9,10
Valor,Contagem
0,12
1,75
2,56
3,58
4,312
5,43
6,198
7,5
8,6
9,31
Valor,Contagem
0,402
1,248
3,40
4,8
5,8
6,44
8,26
9,21
Valor,Contagem
0,251
1,11
2,9
3,23
4,31
5,101
6,51
7,19
8,12
9,288
Valor,Contagem
0,32
1,121
2,276
4,188
5,112
6,65
7,2
8,2
Valor,Contagem
0,20
1,18
2,21
4,20
5,344
6,23
7,308
9,43
Valor,Contagem
0,13
1,88
2,9
4,457
5,88
6,31
8,106
9,3
Valor,Contagem
1,68
2,40
3,45
4,349
5,43
6,12
7,118
8,120
9,2
Valor,Contagem
0,24
1,141
2,73
4,39
5,64
6,164
7,7
8,162
9,123
Valor,Contagem
1,28
2,206
3,9
4,159
5,180
6,13
7,4
8,116
9,81
Valor,Contagem
0,34
1,106
3,12
4,261
5,166
6,2
7,12
8,8
9,195
Valor,Contagem
0,166
1,40
2,263
3,39
4,72
5,2
6,32
7,44
8,6
9,133
Valor,Contagem
0,2
1,2
2,337
3,3
4,12
5,36
6,28
7,143
8,200
9,34
Valor,Contagem
0,9
1,107
3,105
4,7
5,210
6,9
7,18
8,265
9,66
Valor,Contagem
0,80
1,24
2,4
3,6
5,224
6,85
7,9
8,50
9,313
Valor,Contagem
0,52
1,18
2,111
3,62
4,152
5,54
6,68
7,279
Valor,Contagem
0,84
2,75
3,5
4,333
5,20
6,41
7,8
8,8
9,223
Valor,Contagem
0,44
1,148
2,55
3,298
5,2
6,172
7,29
8,13
9,34
Valor,Contagem
0,43
1,32
2,2
3,53
4,56
5,30
6,124
7,370
8,43
9,44
Valor,Contagem
0,318
1,18
2,2
3,104
4,108
5,23
6,176
7,16
8,3
9,28
Valor,Contagem
0,306
1,20
2,11
4,69
5,129
6,49
7,9
8,152
9,51
Valor,Contagem
0,38
1,336
2,209
4,141
5,62
6,2
7,2
8,6
Valor,Contagem
0,32
1,27
3,304
4,43
5,241
6,15
7,37
8,4
9,93
Valor,Contagem
0,44
1,2
3,178
4,29
5,114
6,124
7,16
8,33
9,256
Valor,Contagem
1,42
2,224
3,71
4,82
5,28
7,167
8,89
9,92
Valor,Contagem
0,40
1,2
2,450
3,2
4,90
5,9
6,46
7,58
8,69
9,29
Valor,Contagem
0,112
2,105
3,70
4,114
5,56
7,208
8,4
9,127
Valor,Contagem
0,9
1,341
2,44
3,1
4,152
5,114
6,2
7,29
8,78
9,26
Valor,Contagem
0,140
1,3
2,24
3,51
5,329
6,148
8,22
9,80
Valor,Contagem
1,92
2,153
3,25
4,386
5,4
6,2
7,101
8,1
9,31
Valor,Contagem
0,162
2,81
3,4
5,228
6,237
7,5
8,18
9,61
Valor,Contagem
0,19
1,1
3,32
4,190
5,301
6,39
7,8
8,110
9,97
Valor,Contagem
0,395
1,3
2,176
3,31
5,16
6,94
7,46
8,27
9,9
Valor,Contagem
0,43
1,18
2,5
3,157
4,350
5,64
6,65
7,6
9,88
Valor,Contagem
0,283
1,34
2,9
3,82
4,80
5,226
6,35
7,36
8,8
9,4
Valor,Contagem
0,16
1,3
2,129
3,5
4,16
5,204
6,8
7,380
8,33
9,1
Valor,Contagem
0,234
2,57
3,18
4,32
5,123
6,45
7,50
8,3
9,235
Valor,Contagem
0,4
1,1
2,8
3,16
4,30
5,101
6,116
7,168
8,241
9,112
Valor,Contagem
0,32
1,25
2,133
3,7
4,132
5,24
6,1
7,44
8,7
9,390
Valor,Contagem
0,1
1,170
2,33
3,106
4,3
5,9
6,4
7,192
8,182
9,95
Valor,Contagem
0,25
1,8
2,38
3,123
4,250
5,86
6,104
7,1
8,59
9,102
Valor,Contagem
0,124
1,17
2,96
4,364
5,4
6,16
7,92
8,2
9,80
Valor,Contagem
0,3
1,394
2,27
3,77
4,99
5,38
6,5
7,89
8,64
Valor,Contagem
0,8
2,372
3,10
4,99
5,54
6,101
7,97
8,53
Valor,Contagem
0,12
1,170
2,401
4,1
5,40
6,8
7,11
8,150
9,3
