Valor,Contagem
0,88
1,89
2,48
3,46
4,121
5,116
6,45
7,49
8,138
9,56
Valor,Contagem
0,41
1,164
2,52
3,10
4,74
5,75
6,28
7,148
8,112
9,92
Valor,Contagem
0,103
1,134
2,109
3,154
4,2
5,16
6,128
7,32
8,31
9,88
Valor,Contagem
0,29
1,90
2,42
3,29
4,70
5,42
6,119
7,24
8,111
9,240
Valor,Contagem
0,16
1,86
2,6
3,68
4,46
5,161
6,135
7,124
8,56
9,98
Valor,Contagem
0,86
1,176
2,121
3,101
4,40
5,76
6,36
7,57
8,52
9,50
Valor,Contagem
0,20
1,66
2,18
3,168
4,7
5,13
6,254
7,146
8,32
9,72
Valor,Contagem
0,97
1,3
2,73
3,112
4,78
5,60
6,119
7,47
8,125
9,82
Valor,Contagem
0,39
1,140
2,194
3,90
4,80
5,41
6,28
7,92
8,30
9,62
Valor,Contagem
0,74
1,32
2,179
3,106
4,128
5,16
6,79
7,76
8,25
9,81
Valor,Contagem
0,117
1,120
2,177
3,73
4,12
5,54
6,11
7,140
8,54
9,38
Valor,Contagem
0,40
1,59
2,44
3,32
4,130
5,31
6,184
7,61
8,118
9,96
Valor,Contagem
0,77
1,126
2,18
3,92
4,73
5,57
6,8
7,83
8,156
9,106
Valor,Contagem
0,109
1,104
2,16
3,138
4,8
5,36
6,32
7,89
8,37
9,227
Valor,Contagem
0,64
1,154
2,111
3,20
4,186
5,69
6,30
7,84
8,40
9,39
Valor,Contagem
0,135
1,49
2,60
3,32
4,79
5,8
6,125
7,154
8,100
9,55
Valor,Contagem
0,84
1,94
2,176
3,12
4,64
5,28
6,60
7,62
8,106
9,112
Valor,Contagem
0,126
1,39
2,69
3,28
4,73
5,102
6,45
7,26
8,236
9,52
Valor,Contagem
0,92
1,28
2,24
3,110
4,94
5,52
6,38
7,121
8,30
9,206
Valor,Contagem
0,213
1,9
2,2
3,44
4,109
5,52
6,144
7,74
8,74
9,73
Valor,Contagem
0,13
1,7
2,78
3,163
4,40
5,312
6,11
7,7
8,100
9,66
Valor,Contagem
0,133
1,53
2,100
3,72
4,74
5,120
6,28
7,59
8,100
9,56
Valor,Contagem
0,149
1,92
2,45
3,140
4,39
5,53
6,23
7,133
8,40
9,80
Valor,Contagem
0,27
1,117
2,121
3,76
4,7
5,97
6,74
7,94
8,167
9,16
Valor,Contagem
0,70
1,29
2,21
3,94
4,112
5,117
6,97
7,36
8,112
9,107
Valor,Contagem
0,84
1,61
2,30
3,32
4,88
5,101
6,98
7,148
8,124
9,30
Valor,Contagem
0,73
1,57
2,199
3,119
4,48
5,60
6,79
7,105
8,51
9,5
Valor,Contagem
0,32
1,124
2,80
3,97
4,34
5,8
6,160
7,123
8,93
9,45
Valor,Contagem
0,44
1,123
2,128
3,100
4,32
5,134
6,57
7,44
8,70
9,64
Valor,Contagem
0,56
1,78
2,120
3,31
4,36
5,172
6,71
7,28
8,108
9,97
Valor,Contagem
0,96
1,35
2,23
3,115
4,136
5,78
6,69
7,24
8,74
9,147
Valor,Contagem
0,59
1,97
2,260
3,8
4,66
5,150
6,12
7,92
8,23
9,30
Valor,Contagem
0,55
1,15
2,76
3,148
4,141
5,77
6,61
7,49
8,58
9,116
Valor,Contagem
0,12
1,116
2,165
3,149
4,81
5,126
6,38
7,53
8,24
9,30
Valor,Contagem
0,113
1,75
2,130
3,60
4,12
5,170
6,40
7,33
8,124
9,38
Valor,Contagem
0,124
1,29
2,67
3,87
4,220
5,46
6,25
7,84
8,16
9,96
Valor,Contagem
0,12
1,109
2,67
3,88
4,112
5,77
6,15
7,43
8,84
9,189
Valor,Contagem
0,26
1,159
2,96
3,68
4,64
5,111
6,52
7,28
8,73
9,120
Valor,Contagem
0,68
1,26
2,4
3,150
4,115
5,56
6,36
7,103
8,182
9,56
Valor,Contagem
0,42
1,92
2,191
3,66
4,12
5,31
6,92
7,92
8,134
9,44
Valor,Contagem
0,80
1,140
2,16
3,85
4,35
5,190
6,44
7,24
8,111
9,69
Valor,Contagem
0,56
1,69
2,40
3,41
4,57
5,88
6,51
7,129
8,167
9,99
Valor,Contagem
0,103
1,96
2,112
3,54
4,78
5,15
6,16
7,100
8,215
9,8
Valor,Contagem
0,103
1,124
2,49
3,24
4,15
5,76
6,139
7,120
8,130
9,16
Valor,Contagem
0,12
1,66
2,19
3,49
4,116
5,165
6,31
7,122
8,164
9,52
Valor,Contagem
0,274
1,124
2,68
3,89
4,33
5,34
6,30
7,43
8,67
9,34
Valor,Contagem
0,104
1,154
2,39
3,64
4,148
5,10
6,12
7,82
8,150
9,32
Valor,Contagem
0,24
1,103
2,164
3,39
4,76
5,60
6,147
7,15
8,130
9,38
Valor,Contagem
0,50
1,155
2,28
3,97
4,40
5,56
6,31
7,246
8,52
9,41
Valor,Contagem
0,80
1,45
2,152
3,17
4,151
5,128
6,32
7,22
8,130
9,39
Valor,Contagem
0,62
1,198
2,10
3,101
4,55
5,48
6,61
7,100
8,44
9,118
Valor,Contagem
0,85
1,89
2,111
3,13
4,124
5,43
6,18
7,158
8,112
9,43
Valor,Contagem
0,73
1,62
2,224
3,22
4,35
5,46
6,72
7,177
8,38
9,47
Valor,Contagem
0,208
1,23
2,116
3,47
4,26
5,65
6,43
7,149
8,45
9,74
Valor,Contagem
0,148
1,98
2,48
3,147
4,39
5,48
6,24
7,136
8,50
9,58
Valor,Contagem
0,39
1,42
2,67
3,94
4,53
5,88
6,187
7,75
8,66
9,86
Valor,Contagem
0,40
1,127
2,131
3,29
4,99
5,111
6,54
7,52
8,62
9,92
Valor,Contagem
0,108
1,109
2,104
3,56
4,26
5,52
6,134
7,76
8,95
9,34
Valor,Contagem
0,131
1,195
2,88
3,59
4,15
5,77
6,48
7,105
8,12
9,67
Valor,Contagem
0,61
1,103
2,55
3,176
4,60
5,88
6,96
7,88
8,56
9,12
Valor,Contagem
0,280
1,29
2,53
3,28
4,98
5,64
6,42
7,128
8,60
9,12
Valor,Contagem
0,125
1,8
2,56
3,56
4,18
5,206
6,21
7,133
8,162
9,12
Valor,Contagem
0,41
1,30
2,96
3,109
4,112
5,12
6,11
7,253
8,56
9,77
Valor,Contagem
0,96
1,78
2,6
3,24
