Valor,Contagem
0,80
1,104
2,92
3,70
4,104
5,73
6,66
7,56
8,88
9,64
Valor,Contagem
0,96
1,42
2,62
3,64
4,79
5,67
6,102
7,108
8,110
9,67
Valor,Contagem
0,91
1,79
2,92
3,43
4,64
5,81
6,115
7,54
8,61
9,117
Valor,Contagem
0,49
1,73
2,88
3,102
4,116
5,103
6,82
7,53
8,74
9,56
Valor,Contagem
0,77
1,66
2,88
3,36
4,77
5,113
6,80
7,109
8,53
9,96
Valor,Contagem
0,61
1,64
2,68
3,119
4,88
5,29
6,115
7,108
8,87
9,57
Valor,Contagem
0,42
1,92
2,60
3,129
4,84
5,51
6,108
7,64
8,103
9,63
Valor,Contagem
0,52
1,72
2,78
3,88
4,94
5,112
6,43
7,83
8,79
9,94
Valor,Contagem
0,56
1,67
2,97
3,56
4,74
5,76
6,82
7,91
8,122
9,76
Valor,Contagem
0,91
1,85
2,119
3,84
4,50
5,81
6,75
7,36
8,112
9,63
Valor,Contagem
0,152
1,64
2,74
3,76
4,66
5,88
6,44
7,68
8,69
9,95
Valor,Contagem
0,47
1,97
2,61
3,64
4,86
5,99
6,62
7,94
8,72
9,114
Valor,Contagem
0,48
1,75
2,77
3,82
4,51
5,61
6,92
7,138
8,54
9,117
Valor,Contagem
0,139
1,67
2,68
3,44
4,72
5,99
6,40
7,108
8,107
9,53
Valor,Contagem
0,76
1,137
2,62
3,59
4,89
5,109
6,70
7,61
8,62
9,71
Valor,Contagem
0,78
1,96
2,94
3,59
4,112
5,84
6,76
7,66
8,55
9,77
Valor,Contagem
0,68
1,93
2,49
3,84
4,119
5,69
6,53
7,128
8,61
9,72
Valor,Contagem
0,88
1,49
2,71
3,97
4,148
5,64
6,59
7,51
8,85
9,85
Valor,Contagem
0,44
1,91
2,78
3,48
4,112
5,73
6,82
7,138
8,53
9,77
Valor,Contagem
0,56
1,60
2,88
3,88
4,52
5,108
6,56
7,98
8,58
9,132
Valor,Contagem
0,68
1,64
2,92
3,92
4,96
5,104
6,62
7,54
8,64
9,99
Valor,Contagem
0,104
1,69
2,51
3,127
4,74
5,32
6,76
7,74
8,89
9,100
Valor,Contagem
0,97
1,52
2,116
3,41
4,76
5,55
6,67
7,86
8,126
9,79
Valor,Contagem
0,56
1,80
2,128
3,85
4,45
5,62
6,70
7,129
8,80
9,61
Valor,Contagem
0,86
1,55
2,156
3,103
4,55
5,68
6,69
7,77
8,52
9,75
Valor,Contagem
0,56
1,80
2,92
3,128
4,84
5,60
6,72
7,59
8,82
9,82
Valor,Contagem
0,76
1,63
2,57
3,92
4,83
5,44
6,124
7,120
8,56
9,82
Valor,Contagem
0,124
1,45
2,49
3,92
4,114
5,60
6,127
7,86
8,59
9,40
Valor,Contagem
0,57
1,88
2,79
3,101
4,58
5,91
6,89
7,119
8,80
9,34
Valor,Contagem
0,102
1,120
2,49
3,44
4,85
5,85
6,103
7,48
8,104
9,56
Valor,Contagem
0,80
1,69
2,100
3,52
4,81
5,55
6,91
7,101
8,92
9,75
Valor,Contagem
0,50
1,96
2,69
3,73
4,63
5,86
6,83
7,64
8,104
9,107
Valor,Contagem
0,88
1,68
2,79
3,71
4,85
5,82
6,49
7,66
8,104
9,104
Valor,Contagem
0,104
1,60
2,67
3,105
4,103
5,81
6,58
7,56
8,90
9,72
Valor,Contagem
0,115
1,68
2,76
3,57
4,113
5,51
6,68
7,94
8,92
9,62
Valor,Contagem
0,60
1,136
2,51
3,73
4,88
5,95
6,82
7,57
8,99
9,55
Valor,Contagem
0,36
1,77
2,84
3,86
4,92
5,64
6,87
7,48
8,100
9,122
Valor,Contagem
0,82
1,101
2,49
3,100
4,48
5,105
6,90
7,159
8,22
9,40
Valor,Contagem
0,103
1,100
2,63
3,64
4,72
5,76
6,111
7,100
8,50
9,58
Valor,Contagem
0,105
1,51
2,76
3,72
4,61
5,42
6,86
7,110
8,116
9,77
Valor,Contagem
0,116
1,103
2,123
3,81
4,56
5,76
6,58
7,74
8,74
9,36
Valor,Contagem
0,68
1,134
2,50
3,123
4,86
5,44
6,110
7,52
8,62
9,68
Valor,Contagem
0,90
1,73
2,51
3,131
4,96
5,67
6,100
7,73
8,36
9,80
Valor,Contagem
0,41
1,90
2,73
3,84
4,97
5,70
6,111
7,81
8,70
9,78
Valor,Contagem
0,58
1,77
2,81
3,42
4,108
5,86
6,82
7,88
8,75
9,99
Valor,Contagem
0,66
1,64
2,61
3,73
4,58
5,73
6,74
7,80
8,129
9,117
Valor,Contagem
0,112
1,56
2,69
3,70
4,78
5,92
6,112
7,57
8,97
9,53
Valor,Contagem
0,82
1,47
2,44
3,92
4,51
5,61
6,95
7,90
8,72
9,162
Valor,Contagem
0,68
1,80
2,128
3,54
4,91
5,81
6,88
7,62
8,84
9,59
Valor,Contagem
0,57
1,95
2,68
3,56
4,136
5,48
6,107
7,107
8,44
9,78
Valor,Contagem
0,97
1,90
2,54
3,113
4,39
5,56
6,66
7,68
8,124
9,89
Valor,Contagem
0,69
1,56
2,93
3,123
4,138
5,46
6,80
7,65
8,77
9,48
Valor,Contagem
0,137
1,59
2,98
3,80
4,74
5,50
6,100
7,88
8,57
9,53
Valor,Contagem
0,96
1,84
2,66
3,73
4,70
5,73
6,120
7,64
8,78
9,72
Valor,Contagem
0,86
1,92
2,115
3,55
4,52
5,65
6,149
7,66
8,67
9,49
Valor,Contagem
0,84
1,61
2,85
3,82
4,30
5,146
6,77
7,112
8,50
9,68
Valor,Contagem
0,28
1,57
2,124
3,76
4,95
5,65
6,81
7,148
8,67
9,54
Valor,Contagem
0,61
1,102
2,68
3,40
4,49
5,110
6,65
7,143
8,56
9,102
Valor,Contagem
0,96
1,67
2,106
3,82
4,78
5,80
6,86
7,50
8,75
9,76
Valor,Contagem
0,92
1,85
2,47
3,76
4,86
5,94
6,84
7,100
8,74
9,58
Valor,Contagem
0,89
1,65
2,76
3,63
4,59
5,137
6,100
7,79
8,97
9,31
Valor,Contagem
0,80
1,74
2,51
3,78
4,100
5,72
6,70
7,124
8,102
9,44
Valor,Contagem
0,72
1,32
2,135
3,88
4,59
5,80
6,86
7,39
8,112
9,93
Valor,Contagem
0,41
1,74
2,72
3,127
4,91
5,72
6,33
7,128
8,82
9,76
Valor,Contagem
0,61
1,66
2,105
3,91
4,145
5,45
6,87
7,60
8,64
9,72
Valor,Contagem
0,66
1,46
2,90
3,108
4,54
5,106
6,140
7,52
8,81
9,54
Valor,Contagem
0,84
1,87
2,64
3,80
4,94
5,101
6,62
7,76
8,68
9,80
Valor,Contagem
0,67
1,67
2,61
3,67
4,97
5,111
6,130
7,56
8,72
9,68
Valor,Contagem
0,95
1,80
2,64
3,121
4,73
5,109
6,75
7,35
8,56
9,89
Valor,Contagem
0,53
1,56
2,56
3,39
4,103
5,77
6,64
7,122
8,108
9,119
Valor,Contagem
0,92
1,54
2,97
3,101
4,72
5,59
6,61
7,72
8,58
9,130
Valor,Contagem
0,52
1,64
2,84
3,71
4,136
5,71
6,91
7,74
8,58
9,94
Valor,Contagem
0,85
1,101
2,82
3,104
4,52
5,73
6,58
7,65
8,96
9,78
Valor,Contagem
0,72
1,69
2,88
3,160
4,59
5,68
6,77
7,87
8,66
9,50
Valor,Contagem
0,76
1,100
2,104
3,59
4,80
5,96
6,68
7,113
8,45
9,56
Valor,Contagem
0,88
1,53
2,122
3,81
4,69
5,72
6,114
7,56
8,67
9,73
Valor,Contagem
0,52
1,80
2,78
3,78
4,80
5,83
6,98
7,100
8,84
9,64
Valor,Contagem
0,94
1,86
2,112
3,56
4,82
5,77
6,81
7,72
8,53
9,82
Valor,Contagem
0,85
1,81
2,108
3,30
4,63
5,79
6,129
7,64
8,64
9,92
Valor,Contagem
0,76
1,109
2,53
3,85
4,55
5,100
6,94
7,72
8,72
9,80
Valor,Contagem
0,44
1,84
2,100
3,126
4,30
5,64
6,80
7,136
8,41
9,91
Valor,Contagem
0,49
1,109
2,87
3,85
4,77
5,75
6,103
7,86
8,72
9,52
Valor,Contagem
0,52
1,142
2,46
3,101
4,64
5,68
6,72
7,98
8,89
9,64
Valor,Contagem
0,102
1,92
2,137
3,100
4,69
5,57
6,43
7,68
8,69
9,59
Valor,Contagem
0,100
1,88
2,29
3,83
4,72
5,71
6,165
7,40
8,84
9,64
Valor,Contagem
0,74
1,82
2,34
3,154
4,99
5,51
