Valor,Contagem
2,140
3,496
4,79
5,59
7,8
8,1
9,14
Valor,Contagem
1,568
2,2
7,71
8,34
9,122
Valor,Contagem
0,54
1,594
5,13
6,135
7,2
Valor,Contagem
2,650
3,13
4,134
Valor,Contagem
0,345
1,3
3,153
5,201
6,2
7,65
8,2
9,24
Valor,Contagem
0,256
2,35
3,245
4,142
8,120
Valor,Contagem
0,2
3,8
5,1
7,776
8,11
Valor,Contagem
2,797
4,1
Valor,Contagem
0,72
2,117
3,500
7,108
Valor,Contagem
4,4
5,683
7,24
8,74
9,12
Valor,Contagem
1,2
2,4
6,2
8,789
Valor,Contagem
0,132
1,21
3,159
7,480
8,4
9,2
Valor,Contagem
1,1
4,124
7,120
9,552
Valor,Contagem
0,244
4,19
5,534
9,1
Valor,Contagem
1,236
2,4
3,5
5,172
7,188
8,188
9,5
Valor,Contagem
1,1
2,552
6,185
8,60
Valor,Contagem
0,364
7,289
8,3
9,143
Valor,Contagem
2,374
3,420
5,4
Valor,Contagem
0,8
3,4
4,4
5,1
6,756
7,1
8,24
Valor,Contagem
0,65
1,34
2,316
4,87
5,220
8,3
9,72
Valor,Contagem
0,34
2,3
4,635
6,125
Valor,Contagem
2,123
5,172
7,470
8,34
Valor,Contagem
0,16
1,18
8,765
Valor,Contagem
3,674
4,28
6,94
7,2
Valor,Contagem
0,587
1,4
3,205
9,2
Valor,Contagem
1,1
3,626
8,172
Valor,Contagem
0,414
1,8
3,300
4,4
6,56
7,14
Valor,Contagem
0,24
1,250
6,4
9,520
Valor,Contagem
0,215
1,2
3,344
8,238
Valor,Contagem
0,10
1,2
2,578
4,168
7,31
8,5
9,4
Valor,Contagem
2,32
3,129
6,570
7,64
8,1
9,1
Valor,Contagem
2,34
5,207
8,4
9,553
Valor,Contagem
1,6
2,452
6,4
7,336
Valor,Contagem
0,328
2,105
3,73
4,4
6,41
8,247
Valor,Contagem
0,1
1,14
2,9
3,4
4,1
5,590
8,178
Valor,Contagem
0,161
2,104
6,234
8,20
9,279
Valor,Contagem
0,23
1,7
4,1
9,767
Valor,Contagem
5,707
6,92
Valor,Contagem
5,799
Valor,Contagem
0,160
1,1
4,43
8,1
9,592
Valor,Contagem
0,75
4,684
7,40
Valor,Contagem
1,54
7,657
9,88
Valor,Contagem
1,737
2,7
5,41
7,6
8,6
Valor,Contagem
1,2
2,167
3,182
4,344
7,7
8,94
Valor,Contagem
0,4
1,2
2,266
3,37
4,25
7,461
9,2
Valor,Contagem
1,199
3,56
4,63
5,340
7,122
8,19
Valor,Contagem
0,209
1,28
2,5
3,488
5,67
Valor,Contagem
1,90
2,2
3,1
6,34
7,556
9,115
Valor,Contagem
0,11
1,344
4,432
7,11
Valor,Contagem
0,11
1,4
2,344
4,64
5,2
6,271
7,96
8,5
Valor,Contagem
4,222
7,577
Valor,Contagem
0,330
2,93
3,298
5,1
7,76
Valor,Contagem
5,77
6,172
7,44
9,506
Valor,Contagem
0,48
1,427
2,221
5,38
7,64
Valor,Contagem
0,269
1,104
2,144
4,261
6,17
7,1
Valor,Contagem
0,124
1,144
7,12
8,17
9,500
Valor,Contagem
0,13
3,618
4,149
7,15
8,3
Valor,Contagem
0,758
3,8
4,20
8,2
9,10
Valor,Contagem
0,10
2,20
3,12
4,414
7,180
8,136
9,24
Valor,Contagem
1,16
2,4
4,690
5,24
6,32
7,32
Valor,Contagem
1,2
2,7
6,4
8,786
Valor,Contagem
0,655
5,144
Valor,Contagem
1,769
2,4
7,25
Valor,Contagem
0,489
6,308
8,2
Valor,Contagem
0,15
1,206
2,10
3,1
4,2
5,557
6,6
Valor,Contagem
1,84
4,88
5,4
6,558
8,64
Valor,Contagem
0,178
2,121
4,23
6,473
7,3
Valor,Contagem
3,777
5,20
6,1
Valor,Contagem
0,223
4,12
6,550
9,12
Valor,Contagem
0,61
2,72
3,25
4,612
5,1
6,26
Valor,Contagem
0,3
1,1
2,12
4,717
7,2
8,48
9,13
Valor,Contagem
0,424
2,145
5,43
7,35
9,152
Valor,Contagem
0,1
1,4
2,75
4,572
6,1
7,6
8,138
Valor,Contagem
0,268
2,79
7,13
8,12
9,426
Valor,Contagem
5,599
6,58
7,92
9,50
Valor,Contagem
1,49
4,592
5,157
Valor,Contagem
3,27
5,208
7,440
9,122
Valor,Contagem
0,577
4,168
7,1
8,52
Valor,Contagem
1,3
4,3
7,792
Valor,Contagem
3,492
5,4
8,296
9,6
Valor,Contagem
0,292
1,210
2,1
3,11
4,121
5,152
6,10
Valor,Contagem
0,20
3,303
5,209
6,7
8,259
Valor,Contagem
4,280
7,404
8,115
Valor,Contagem
0,14
2,783
8,2
Valor,Contagem
0,344
1,12
3,440
6,1
Valor,Contagem
0,99
4,11
6,579
7,44
9,64
Valor,Contagem
0,17
3,8
6,102
7,60
9,610
Valor,Contagem
0,4
2,1
5,12
6,47
7,732
8,1
Valor,Contagem
1,491
4,12
5,84
6,28
7,133
8,49
Valor,Contagem
0,86
4,646
8,57
9,9
Valor,Contagem
3,463
5,176
7,127
8,2
9,30
Valor,Contagem
0,396
1,236
2,1
3,7
6,36
7,2
8,120
Valor,Contagem
0,131
2,287
3,147
4,1
6,32
7,46
9,153
Valor,Contagem
0,169
3,4
4,108
7,516
8,1
Valor,Contagem
2,543
3,3
4,6
5,29
6,32
8,123
9,61
Valor,Contagem
0,697
3,88
5,14
Valor,Contagem
3,67
4,188
6,60
7,35
9,448
Valor,Contagem
1,22
2,136
4,446
7,188
8,6
Valor,Contagem
6,756
7,42
Valor,Contagem
0,80
3,43
4,6
5,16
6,1
7,133
8,44
9,475
Valor,Contagem
1,17
2,114
5,110
7,557
Valor,Contagem
0,18
6,780
Valor,Contagem
1,480
3,93
4,212
7,13
Valor,Contagem
0,27
1,233
2,20
4,6
6,363
7,6
9,142
Valor,Contagem
0,48
3,676
4,32
9,41
Valor,Contagem
0,140
4,39
5,21
7,14
8,562
9,22
