Valor,Contagem
0,71
1,121
2,64
3,53
4,41
5,216
6,72
7,32
8,16
9,109
Valor,Contagem
0,64
1,208
2,23
3,137
4,32
5,70
6,97
7,68
8,6
9,90
Valor,Contagem
0,17
1,148
2,23
3,155
4,92
5,52
6,152
7,77
8,35
9,47
Valor,Contagem
0,51
1,68
2,135
3,156
4,28
5,67
6,61
7,69
8,75
9,87
Valor,Contagem
0,105
1,19
2,102
3,53
4,109
5,93
6,30
7,71
8,121
9,92
Valor,Contagem
0,17
1,55
2,95
3,121
4,48
5,116
6,43
7,94
8,84
9,123
Valor,Contagem
0,69
1,117
2,120
3,11
4,105
5,216
6,66
7,8
8,32
9,52
Valor,Contagem
0,31
1,97
2,20
3,40
4,255
5,48
6,38
7,108
8,5
9,155
Valor,Contagem
0,60
1,32
2,10
3,67
4,18
5,40
6,127
7,112
8,175
9,155
Valor,Contagem
0,100
1,19
2,110
3,58
4,38
5,57
6,96
7,125
8,69
9,123
Valor,Contagem
0,154
1,12
2,105
3,36
4,200
5,56
6,68
7,60
8,46
9,56
Valor,Contagem
0,97
1,124
2,24
3,132
4,24
5,80
6,48
7,169
8,49
9,50
Valor,Contagem
0,26
1,104
2,23
3,54
4,37
5,160
6,56
7,219
8,57
9,60
Valor,Contagem
0,54
1,46
2,98
3,68
4,106
5,67
6,66
7,184
8,72
9,36
Valor,Contagem
0,44
1,80
2,73
3,39
4,28
5,16
6,35
7,216
8,78
9,187
Valor,Contagem
0,80
1,58
2,38
3,271
4,94
5,60
6,62
7,48
8,28
9,57
Valor,Contagem
0,24
1,20
2,198
3,51
4,97
5,93
6,52
7,60
8,136
9,66
Valor,Contagem
0,35
1,137
2,104
3,92
4,62
5,37
6,128
7,62
8,96
9,43
Valor,Contagem
0,18
1,124
2,86
3,99
4,16
5,204
6,91
7,9
8,26
9,124
Valor,Contagem
0,43
1,57
2,127
3,105
4,36
5,82
6,207
7,111
8,24
9,4
Valor,Contagem
0,20
1,119
2,54
3,68
4,201
5,110
6,21
7,20
8,52
9,132
Valor,Contagem
0,42
1,95
2,71
3,90
4,45
5,64
6,108
7,45
8,151
9,85
Valor,Contagem
0,45
1,30
2,52
3,53
4,223
5,47
6,104
7,46
8,81
9,115
Valor,Contagem
0,36
1,152
2,120
3,127
4,24
5,38
6,78
7,87
8,63
9,72
Valor,Contagem
0,25
1,80
2,38
3,129
4,68
5,64
6,184
7,30
8,145
9,32
Valor,Contagem
0,1
1,116
2,76
3,91
4,83
5,114
6,96
7,108
8,44
9,66
Valor,Contagem
0,110
1,52
2,152
3,55
4,88
5,62
6,69
7,124
8,41
9,41
Valor,Contagem
0,148
1,112
2,20
3,18
4,42
5,46
6,172
7,88
8,72
9,79
Valor,Contagem
0,122
1,222
2,63
3,71
4,48
5,16
6,68
7,83
8,72
9,32
Valor,Contagem
0,56
1,152
2,34
3,52
4,36
5,267
6,70
7,52
8,32
9,46
Valor,Contagem
0,103
1,120
2,40
3,95
4,22
5,25
6,126
7,44
8,91
9,131
Valor,Contagem
0,53
1,57
2,154
3,55
4,44
5,55
6,80
7,176
8,45
9,77
Valor,Contagem
0,56
1,39
2,77
3,139
4,96
5,178
6,46
7,42
8,85
9,37
Valor,Contagem
0,237
1,12
2,57
3,107
4,45
5,105
6,105
7,9
8,92
9,26
Valor,Contagem
0,80
1,56
2,14
3,80
4,41
5,39
6,150
7,145
8,82
9,109
Valor,Contagem
0,57
1,68
2,47
3,36
4,57
5,72
6,21
7,79
8,294
9,64
Valor,Contagem
0,97
1,41
2,107
3,128
4,156
5,94
6,59
7,72
8,16
9,26
Valor,Contagem
0,80
1,56
2,60
3,108
4,136
5,70
6,72
7,47
8,125
9,44
Valor,Contagem
0,112
1,92
2,19
3,72
4,114
5,38
6,115
7,43
8,135
9,56
Valor,Contagem
0,62
1,65
2,115
3,85
4,88
5,44
6,130
7,96
8,40
9,72
Valor,Contagem
0,80
1,44
2,30
3,63
4,230
5,64
6,79
7,30
8,95
9,82
Valor,Contagem
0,41
1,56
2,140
3,154
4,12
5,91
6,136
7,111
8,40
9,16
Valor,Contagem
0,75
1,131
2,156
3,56
4,55
5,84
6,80
7,58
8,41
9,60
Valor,Contagem
0,55
1,68
2,97
3,147
4,117
5,98
6,54
7,45
8,98
9,17
Valor,Contagem
0,128
1,71
2,67
3,12
4,91
5,97
6,80
7,44
8,52
9,154
Valor,Contagem
0,61
1,57
2,123
3,58
4,13
5,114
6,28
7,180
8,109
9,52
Valor,Contagem
0,64
1,40
2,28
3,37
4,58
5,68
6,14
7,196
8,27
9,264
Valor,Contagem
0,72
1,70
2,84
3,184
4,35
5,136
6,11
7,46
8,48
9,111
Valor,Contagem
0,27
1,12
2,56
3,28
4,85
5,44
6,133
7,280
8,90
9,40
Valor,Contagem
0,123
1,77
2,87
3,68
4,12
5,108
6,64
7,112
8,13
9,131
Valor,Contagem
0,68
1,40
2,43
3,90
4,41
5,92
6,131
7,136
8,84
9,69
Valor,Contagem
0,42
1,86
2,6
3,276
4,54
5,74
6,35
7,117
8,56
9,49
Valor,Contagem
0,127
1,15
2,124
3,50
4,15
5,12
6,237
7,108
8,40
9,68
Valor,Contagem
0,44
1,18
2,76
3,97
4,148
5,72
6,26
7,26
8,139
9,150
Valor,Contagem
0,1
1,48
2,77
3,72
4,112
5,99
6,80
7,68
8,146
9,92
Valor,Contagem
0,114
1,148
2,29
3,51
4,67
5,32
6,88
7,26
8,159
9,82
Valor,Contagem
0,172
1,83
2,22
3,21
4,112
5,126
6,53
7,35
8,68
9,103
Valor,Contagem
0,12
1,60
2,116
3,104
4,9
5,83
6,15
7,36
8,164
9,196
Valor,Contagem
0,201
1,146
2,5
3,22
4,10
5,80
6,110
7,52
8,107
9,62
Valor,Contagem
0,7
1,143
2,25
3,160
4,100
5,28
6,8
7,179
8,20
9,127
Valor,Contagem
0,243
1,18
2,28
3,22
4,64
5,157
6,4
7,56
8,37
9,166
Valor,Contagem
0,102
1,140
2,22
3,54
4,132
5,38
6,40
7,65
8,140
9,62
Valor,Contagem
0,92
1,49
2,84
3,57
4,60
5,148
6,90
7,95
8,32
9,88
Valor,Contagem
0,131
1,112
2,134
3,34
4,114
5,124
6,44
7,41
8,6
9,56
Valor,Contagem
0,100
1,2
2,8
3,136
4,172
5,49
6,30
7,74
8,124
9,100
Valor,Contagem
0,79
1,107
2,142
3,50
4,91
5,8
6,46
7,63
8,36
9,175
Valor,Contagem
0,163
1,32
2,52
3,65
4,72
5,80
6,86
7,73
8,136
9,37
Valor,Contagem
0,40
1,39
2,91
3,124
4,48
5,147
6,104
7,64
8,32
9,107
Valor,Contagem
0,44
1,34
2,50
3,131
4,59
5,119
6,120
7,16
8,106
9,117
Valor,Contagem
0,119
1,94
2,34
3,164
4,92
5,29
6,117
7,15
8,74
9,58
Valor,Contagem
0,60
1,33
2,91
3,120
4,128
5,36
6,165
7,48
8,19
9,96
Valor,Contagem
0,115
1,28
2,48
3,70
4,40
5,172
6,36
7,152
8,59
9,76
Valor,Contagem
0,17
1,13
2,77
3,42
4,158
5,109
6,72
7,88
8,209
9,10
Valor,Contagem
0,40
1,72
2,105
3,52
4,42
5,153
6,163
7,68
8,49
9,52
Valor,Contagem
0,6
1,155
2,96
3,28
4,96
5,39
6,168
7,20
8,76
9,111
Valor,Contagem
0,125
1,112
2,52
3,33
4,62
5,39
6,38
7,172
8,93
9,70
Valor,Contagem
0,125
1,31
2,10
3,16
4,128
5,84
6,75
7,107
8,133
9,88
Valor,Contagem
0,38
1,94
2,109
3,52
4,31
5,75
6,4
7,172
8,141
9,80
Valor,Contagem
0,80
1,52
2,18
3,90
4,134
5,72
6,28
7,55
8,60
9,208
Valor,Contagem
0,112
1,112
2,40
3,27
4,16
5,26
6,115
7,152
8,41
9,155
Valor,Contagem
0,12
1,17
2,113
3,90
4,186
5,180
6,4
7,44
8,20
9,130
Valor,Contagem
0,86
1,36
2,78
3,51
4,123
5,18
6,200
7,66
8,95
9,44
Valor,Contagem
0,54
1,243
2,14
3,95
4,62
5,16
6,23
7,124
8,24
9,140
Valor,Contagem
0,8
1,90
2,50
3,90
4,56
5,224
6,126
7,84
8,39
9,31
Valor,Contagem
0,60
1,111
2,80
3,24
4,75
5,48
6,45
7,120
8,192
9,40
Valor,Contagem
0,34
1,89
2,85
3,38
4,80
5,76
6,73
7,159
8,138
9,24
Valor,Contagem
0,28
1,20
2,105
3,97
4,38
5,64
6,33
7,128
8,84
9,197
Valor,Contagem
0,31
1,64
2,6
3,166
4,48
5,100
6,83
7,108
8,116
9,74
Valor,Contagem
0,155
1,57
2,12
3,39
4,86
5,50
6,163
7,114
8,78
9,42
Valor,Contagem
0,234
1,111
2,29
3,56
4,76
5,66
6,76
7,51
8,53
9,44
Valor,Contagem
0,100
1,85
2,52
3,9
4,82
5,42
6,128
7,139
8,60
9,98
Valor,Contagem
0,60
1,69
2,44
3,67
4,16
5,110
6,95
7,24
8,120
9,192
Valor,Contagem
0,213
1,154
2,74
3,34
4,70
5,50
6,19
7,107
8,20
9,56
Valor,Contagem
0,91
1,113
2,22
3,37
4,48
5,196
6,77
7,20
8,41
9,152
Valor,Contagem
0,47
1,106
2,70
3,52
4,215
5,72
6,36
7,111
8,29
9,58
Valor,Contagem
0,50
1,14
2,56
3,149
4,166
5,70
6,25
7,62
8,44
9,160
Valor,Contagem
0,11
1,32
2,10
3,71
4,150
5,90
6,51
7,209
8,70
9,102
Valor,Contagem
0,44
1,26
2,57
3,60
4,136
5,69
6,9
7,144
8,180
9,70
Valor,Contagem
0,55
1,85
2,186
3,51
4,122
5,99
6,28
7,26
8,116
9,28
Valor,Contagem
0,144
1,20
2,50
3,28
4,84
5,12
6,112
7,82
8,38
9,225
Valor,Contagem
0,4
1,181
2,32
3,77
4,164
5,15
6,55
7,43
8,193
9,32
Valor,Contagem
0,33
1,120
