Valor,Contagem
0,147
1,29
2,113
3,37
4,56
5,49
6,108
7,78
8,63
9,116
Valor,Contagem
0,69
1,108
2,76
3,96
4,34
5,52
6,44
7,152
8,115
9,50
Valor,Contagem
0,100
1,62
2,92
3,79
4,75
5,33
6,100
7,58
8,107
9,92
Valor,Contagem
0,104
1,51
2,83
3,75
4,72
5,99
6,83
7,46
8,99
9,84
Valor,Contagem
0,92
1,20
2,76
3,104
4,96
5,107
6,65
7,49
8,60
9,129
Valor,Contagem
0,100
1,81
2,54
3,46
4,137
5,79
6,52
7,68
8,75
9,104
Valor,Contagem
0,98
1,82
2,81
3,47
4,84
5,52
6,107
7,89
8,107
9,49
Valor,Contagem
0,54
1,80
2,68
3,61
4,193
5,50
6,60
7,139
8,37
9,52
Valor,Contagem
0,98
1,99
2,91
3,69
4,75
5,67
6,97
7,103
8,41
9,56
Valor,Contagem
0,120
1,42
2,37
3,20
4,50
5,67
6,204
7,102
8,71
9,83
Valor,Contagem
0,164
1,111
2,30
3,87
4,118
5,55
6,60
7,86
8,65
9,20
Valor,Contagem
0,84
1,57
2,72
3,45
4,43
5,37
6,184
7,48
8,112
9,112
Valor,Contagem
0,40
1,49
2,72
3,76
4,120
5,84
6,134
7,48
8,107
9,66
Valor,Contagem
0,99
1,134
2,67
3,71
4,52
5,91
6,57
7,107
8,91
9,28
Valor,Contagem
0,153
1,104
2,45
3,74
4,96
5,129
6,43
7,36
8,100
9,15
Valor,Contagem
0,166
1,50
2,36
3,73
4,141
5,100
6,48
7,61
8,49
9,72
Valor,Contagem
0,84
1,75
2,66
3,88
4,43
5,49
6,94
7,159
8,56
9,84
Valor,Contagem
0,36
1,115
2,18
3,156
4,66
5,81
6,54
7,73
8,94
9,102
Valor,Contagem
0,68
1,55
2,37
3,70
4,65
5,76
6,136
7,93
8,144
9,52
Valor,Contagem
0,139
1,64
2,96
3,96
4,73
5,68
6,31
7,30
8,37
9,163
Valor,Contagem
0,71
1,116
2,38
3,80
4,116
5,107
6,82
7,54
8,56
9,76
Valor,Contagem
0,102
1,85
2,72
3,56
4,63
5,63
6,151
7,42
8,82
9,81
Valor,Contagem
0,72
1,48
2,99
3,51
4,52
5,99
6,133
7,38
8,51
9,154
Valor,Contagem
0,59
1,67
2,66
3,98
4,117
5,68
6,71
7,52
8,41
9,158
Valor,Contagem
0,71
1,180
2,40
3,91
4,118
5,84
6,60
7,61
8,34
9,57
Valor,Contagem
0,88
1,46
2,80
3,47
4,50
5,40
6,135
7,71
8,145
9,94
Valor,Contagem
0,108
1,67
2,68
3,132
4,84
5,103
6,36
7,94
8,48
9,57
Valor,Contagem
0,75
1,101
2,98
3,87
4,51
5,91
6,100
7,76
8,69
9,48
Valor,Contagem
0,76
1,95
2,94
3,62
4,84
5,80
6,112
