
0,82
1,1
4,40
5,655
9,20

0,88
5,21
7,27
9,662

0,1
1,8
2,27
5,295
6,2
9,464

0,404
1,154
2,1
3,1
4,87
5,9
7,140

0,154
1,68
4,132
5,6
8,400
9,37

0,1
2,331
6,4
7,406
8,37
9,19

0,115
1,220
6,363
7,1
8,99

0,84
1,144
2,27
3,1
6,507
8,34

0,697
6,10
7,92

1,5
4,312
5,1
8,409
9,70

0,16
4,2
5,40
6,737
9,1

0,6
2,7
3,44
4,4
5,7
6,50
7,643
9,36

1,24
2,4
5,424
7,167
9,179

0,545
1,2
2,4
3,60
7,147
9,39

0,4
3,314
4,31
7,1
9,448

0,101
2,336
3,15
4,40
5,11
7,32
8,262

1,22
2,6
4,9
5,682
7,74
9,4

2,176
3,450
9,173

2,391
5,356
6,2
9,50

4,4
5,31
6,122
7,101
9,540

0,339
4,6
6,337
7,69
8,46

1,202
6,28
7,438
8,130

2,140
4,238
5,3
7,412
9,4

0,23
5,21
6,469
9,284

0,240
2,288
6,12
8,259

3,18
6,25
7,2
9,753

0,3
2,32
3,111
4,2
5,71
7,40
8,24
9,514

1,4
2,4
4,197
5,2
6,582
7,1
9,7

0,400
1,54
4,41
5,167
7,136

8,799

2,81
9,717

5,4
6,52
7,3
8,349
9,391

0,16
1,11
3,3
4,344
7,425

0,4
1,4
2,166
4,96
5,2
6,525

2,5
3,10
5,52
6,1
7,729

0,82
1,12
4,212
7,53
8,439

0,3
2,314
5,61
7,420

0,88
1,28
3,218
9,464

1,140
4,364
5,132
7,162

0,316
1,3
3,315
4,136
5,7
9,22

7,494
8,296
9,8

0,501
3,264
5,27
6,6

0,8
2,449
5,240
6,97
7,2

0,4
2,391
3,295
5,30
6,32
8,44

2,4
4,645
5,33
6,42
9,73

1,20
5,410
6,349
8,8
9,10

1,15
2,93
5,540
7,8
8,138
9,4

0,19
4,12
6,766

0,1
2,32
6,764

0,6
2,22
5,257
6,513

2,1
3,24
4,16
9,758

1,4
4,4
7,110
8,681

1,116
5,104
6,448
7,12
8,117

1,800

2,7
3,1
5,699
7,92

0,5
2,1
3,5
4,526
5,180
6,64
7,16

1,4
2,4
3,668
5,29
8,93

1,4
2,598
5,183
7,14

0,297
3,290
4,208
8,4

0,36
1,140
3,16
4,440
9,164

2,130
4,357
6,306
9,5

0,469
2,13
3,279
4,3
6,1
7,28
9,4

0,6
1,145
3,643
5,4

0,782
3,7
4,1
5,4
6,1
8,1

0,8
1,21
2,3
5,22
9,744

2,65
3,64
4,656
5,8
6,4

0,2
1,368
2,8
4,10
6,5
8,404

0,75
1,16
3,40
6,618
7,50

5,638
6,135
7,26

0,132
1,12
3,121
4,1
5,477
9,54

0,11
4,6
6,16
8,1
9,764

0,50
1,292
4,16
5,100
8,336
9,2

0,277
5,12
6,105
9,404

0,1
4,458
6,219
8,35
9,85

0,111
3,344
5,13
7,292
8,3
9,34

0,4
1,453
2,86
7,78
8,160
9,17

2,226
3,177
6,396

2,4
3,460
8,335

0,724
2,74

1,16
2,6
3,3
4,332
6,198
8,243

1,114
3,146
8,140
9,398

0,76
1,29
3,335
4,11
6,52
7,126
8,2
9,165

0,127
1,3
4,544
5,124

0,53
2,20
5,501
7,223

0,21
2,76
7,241
8,29
9,430

3,768
4,13
9,16

0,1
4,70
8,728

0,19
1,585
2,23
3,154
6,12
9,4

0,3
5,4
6,22
7,768

0,2
1,54
2,3
5,60
6,634
7,8
9,36

2,142
8,654
9,3

3,31
7,590
8,178

2,9
4,780
7,4
8,4

1,244
4,59
5,63
6,49
8,156
9,227

0,265
1,4
6,333
7,196

1,48
3,583
6,167

0,5
1,26
4,4
7,579
8,176
9,6

0,58
1,16
2,186
4,2
7,3
8,532

0,32
2,88
3,138
4,130
5,8
8,402

0,24
2,462
5,296
8,16

0,4
1,12
3,82
4,173
6,6
9,520

0,38
2,19
3,246
4,492
9,3

0,4
2,757
4,13
5,16
9,8

0,466
1,81
5,25
6,224

1,296
2,22
4,192
5,1
9,286

3,4
4,203
5,462
6,24
7,94
8,4
9,7

1,28
3,37
5,3
6,296
8,432

0,24
2,710
3,4
4,49
7,3
9,8

9,800

