Valor,Contagem
0,21
1,168
2,47
3,125
4,111
5,222
6,20
7,16
8,30
9,36
Valor,Contagem
0,69
1,32
2,130
3,45
4,210
5,56
6,54
7,91
8,14
9,94
Valor,Contagem
0,24
1,74
2,154
3,180
4,42
5,47
6,65
7,56
8,154
9,1
Valor,Contagem
0,84
1,17
2,56
3,23
4,201
5,119
6,69
7,120
8,80
9,27
Valor,Contagem
0,92
1,38
2,151
3,31
4,113
5,105
6,180
7,34
8,31
9,21
Valor,Contagem
0,52
1,52
2,54
3,127
4,124
5,16
6,84
7,234
8,29
9,24
Valor,Contagem
0,144
1,120
2,3
3,80
4,32
5,157
6,79
7,89
8,32
9,60
Valor,Contagem
0,125
1,160
2,160
3,154
4,20
5,18
6,34
7,49
8,25
9,50
Valor,Contagem
0,18
1,197
2,91
3,61
4,68
5,27
6,68
7,56
8,117
9,92
Valor,Contagem
0,182
1,110
2,77
3,18
4,112
5,44
6,30
7,188
8,12
9,22
Valor,Contagem
0,89
1,44
2,190
3,61
4,77
5,68
6,91
7,17
8,41
9,118
Valor,Contagem
0,48
1,117
2,73
3,80
4,133
5,132
6,83
7,16
8,94
9,20
Valor,Contagem
0,86
1,83
2,114
3,76
4,31
5,95
6,200
7,40
8,29
9,42
Valor,Contagem
0,88
1,105
2,31
3,108
4,86
5,84
6,56
7,74
8,119
9,44
Valor,Contagem
0,13
1,12
2,156
3,35
4,23
5,134
6,296
7,56
8,20
9,52
Valor,Contagem
0,185
1,26
2,19
3,18
4,38
5,16
6,135
7,93
8,178
9,88
Valor,Contagem
0,35
1,133
2,12
3,45
4,16
5,133
6,117
7,151
8,138
9,16
Valor,Contagem
0,154
1,206
2,16
3,44
4,79
5,26
6,68
7,40
8,80
9,82
Valor,Contagem
0,100
1,91
2,142
3,88
4,80
5,40
6,83
7,74
8,15
9,84
Valor,Contagem
0,24
1,48
2,105
3,69
4,43
5,83
6,192
7,62
8,60
9,109
Valor,Contagem
0,108
1,74
2,216
3,114
4,94
5,36
6,12
7,34
8,23
9,84
Valor,Contagem
0,137
1,136
2,76
3,76
4,65
5,53
6,40
7,55
8,77
9,79
Valor,Contagem
0,71
1,100
2,84
3,72
4,86
5,36
6,134
7,53
8,15
9,145
Valor,Contagem
0,31
1,4
2,75
3,118
4,90
5,39
6,202
7,20
8,94
9,124
Valor,Contagem
0,140
1,146
2,40
3,53
4,40
5,56
6,54
7,203
8,32
9,33
Valor,Contagem
0,88
1,67
2,99
3,162
4,102
5,44
6,44
7,152
8,22
9,16
Valor,Contagem
0,9
1,54
2,72
3,106
4,164
5,24
6,74
7,112
8,126
9,56
Valor,Contagem
0,132
1,16
2,168
3,44
4,58
5,10
6,181
7,68
8,34
9,84
Valor,Contagem
0,89
1,97
2,68
3,120
4,47
5,93
6,11
7,16
8,141
9,115
Valor,Contagem
0,78
1,176
2,77
3,36
4,68
5,104
6,33
7,71
8,13
9,141
Valor,Contagem
0,59
1,19
2,102
3,132
4,104
5,100
6,56
7,86
8,108
9,32
Valor,Contagem
0,60
1,115
2,56
3,53
4,71
5,190
6,52
7,11
8,165
9,23
Valor,Contagem
0,36
1,87
2,58
3,77
4,55
5,45
6,130
7,112
8,73
9,124
Valor,Contagem
0,68
1,51
2,98
3,143
4,103
5,64
6,96
7,60
8,14
9,99
Valor,Contagem
0,160
1,109
2,68
3,3
4,195
5,76
6,134
7,34
8,4
9,13
Valor,Contagem
0,192
1,71
2,57
3,58
4,52
5,76
6,2
7,84
8,137
9,68
Valor,Contagem
0,28
1,40
2,67
3,40
4,170
5,125
6,124
7,62
8,29
9,112
Valor,Contagem
0,57
1,5
2,32
3,71
4,96
5,13
6,23
7,222
8,44
9,233
Valor,Contagem
0,12
1,54
2,76
3,203
4,83
5,7
6,26
7,156
8,124
9,56
Valor,Contagem
0,32
1,90
2,220
3,123
4,96
5,27
6,44
7,90
8,41
9,34
Valor,Contagem
0,177
1,124
2,108
3,71
4,98
5,29
6,32
7,34
8,14
9,108
Valor,Contagem
0,30
1,54
2,89
3,79
4,117
5,116
6,79
7,120
8,60
9,52
Valor,Contagem
0,190
1,64
2,96
3,72
4,50
5,53
6,44
7,49
8,36
9,143
Valor,Contagem
0,104
1,39
2,43
3,23
4,91
5,40
6,150
7,77
8,186
9,44
Valor,Contagem
0,52
1,62
2,193
3,100
4,32
5,60
6,108
7,81
8,83
9,24
Valor,Contagem
0,26
1,77
2,110
3,55
4,128
5,58
6,89
7,50
8,41
9,161
Valor,Contagem
0,79
1,80
2,101
3,40
4,168
5,28
6,65
7,60
8,37
9,136
Valor,Contagem
0,104
1,81
2,104
3,38
4,137
5,84
6,44
7,85
8,88
9,30
Valor,Contagem
0,143
1,120
2,58
3,44
4,123
5,5
6,23
7,155
8,57
9,68
Valor,Contagem
0,78
1,67
2,10
3,48
4,272
5,62
6,20
7,123
8,38
9,77
Valor,Contagem
0,94
1,145
2,98
3,73
4,49
5,12
6,88
7,105
8,44
9,87
Valor,Contagem
0,40
1,146
2,42
3,99
4,29
5,57
6,168
7,93
8,100
9,22
Valor,Contagem
0,207
1,17
2,340
3,26
4,9
5,51
6,21
7,24
8,44
9,56
Valor,Contagem
0,37
1,62
2,16
3,117
4,37
5,74
6,66
7,68
8,160
9,158
Valor,Contagem
0,11
1,164
2,59
3,30
4,150
5,148
6,141
7,13
8,16
9,64
Valor,Contagem
0,60
1,28
2,73
3,34
4,237
5,28
6,19
7,85
8,120
9,112
Valor,Contagem
0,141
1,71
2,72
3,78
4,116
5,68
6,137
7,39
8,44
9,29
Valor,Contagem
0,8
1,299
2,60
3,22
4,44
5,96
6,64
7,107
8,23
9,73
Valor,Contagem
0,75
1,128
2,269
3,56
4,24
5,35
6,34
7,12
8,8
9,156
Valor,Contagem
0,105
1,68
2,79
3,41
4,33
5,16
6,85
7,138
8,143
9,88
Valor,Contagem
0,15
1,66
2,24
3,287
4,18
5,6
6,43
7,81
8,124
9,132
Valor,Contagem
0,161
1,69
2,40
3,61
4,80
5,43
6,56
7,60
8,148
9,76
Valor,Contagem
0,62
1,21
2,73
3,55
4,57
5,120
6,91
7,97
8,204
9,16
Valor,Contagem
0,98
1,82
2,36
3,190
4,54
5,60
6,23
7,100
8,132
9,22
Valor,Contagem
0,70
1,102
2,65
3,109
4,44
5,53
6,72
7,33
8,88
9,159
Valor,Contagem
0,52
1,63
2,54
3,122
4,142
5,114
6,76
7,74
8,40
9,60
Valor,Contagem
0,48
1,116
2,83
3,58
4,216
5,21
6,87
7,67
8,9
9,92
Valor,Contagem
0,60
1,184
2,100
3,18
4,141
5,31
6,37
7,31
8,116
9,78
Valor,Contagem
0,8
1,22
2,80
3,196
4,71
5,27
6,200
7,67
8,111
9,15
Valor,Contagem
0,24
1,137
2,21
3,68
4,19
5,154
6,53
7,163
8,37
9,120
Valor,Contagem
0,60
1,60
2,78
3,86
4,69
5,132
6,21
7,97
8,37
9,156
Valor,Contagem
0,87
1,133
2,64
3,154
4,53
5,25
6,139
7,4
8,92
9,46
Valor,Contagem
0,128
1,40
2,21
3,24
4,46
5,28
6,22
7,12
8,393
9,81
Valor,Contagem
0,114
1,104
2,56
3,26
4,76
5,60
6,64
7,168
8,31
9,98
Valor,Contagem
0,149
1,100
2,74
3,81
4,100
5,78
6,47
7,138
8,18
9,10
Valor,Contagem
0,24
1,151
2,48
3,130
4,116
5,159
6,34
7,46
8,61
9,28
Valor,Contagem
0,39
1,154
2,134
3,125
4,119
5,19
6,46
7,99
8,44
9,17
Valor,Contagem
0,23
1,56
2,67
3,140
4,162
5,126
6,41
7,86
8,22
9,74
Valor,Contagem
0,132
1,79
2,5
3,54
4,160
5,57
6,128
7,28
8,21
9,132
Valor,Contagem
0,18
1,71
2,46
3,142
4,163
5,68
6,74
7,74
8,102
9,38
Valor,Contagem
0,72
1,68
2,92
3,143
4,51
5,120
6,62
7,49
8,5
9,134
Valor,Contagem
0,67
1,2
2,38
3,141
4,127
5,65
6,163
7,38
8,47
9,108
Valor,Contagem
0,109
1,132
2,68
3,74
4,40
5,105
6,136
7,44
8,40
9,48
Valor,Contagem
0,206
1,152
2,23
3,35
4,32
5,23
6,93
7,64
8,93
9,75
Valor,Contagem
0,69
1,71
2,32
3,156
4,232
5,18
6,32
7,32
8,103
9,50
Valor,Contagem
0,33
1,42
2,145
3,40
4,32
5,53
6,114
7,9
8,267
9,60
Valor,Contagem
0,7
1,92
2,86
3,70
4,137
5,49
6,86
7,69
8,156
9,44
Valor,Contagem
0,104
1,87
2,95
3,33
4,21
5,76
6,11
7,74
8,131
9,164
Valor,Contagem
0,192
1,87
2,152
3,64
4,9
5,91
6,44
7,13
8,28
9,117
Valor,Contagem
0,80
1,204
2,60
3,27
4,79
5,38
6,31
7,108
8,67
9,102
Valor,Contagem
0,68
1,108
2,72
3,59
4,86
5,80
6,60
7,161
8,62
9,40
Valor,Contagem
0,72
1,146
2,80
3,24
4,8
5,30
6,14
7,148
8,49
9,225
Valor,Contagem
0,112
1,45
2,62
3,128
4,125
5,88
6,128
7,47
8,24
9,36
Valor,Contagem
0,54
1,207
2,23
3,16
4,49
5,115
6,138
7,31
8,50
9,114
Valor,Contagem
0,44
1,116
2,121
3,96
4,172
5,45
6,43
7,30
8,62
9,65
Valor,Contagem
0,43
1,79
2,102
3,53
4,80
5,151
6,71
7,41
8,38
9,139
Valor,Contagem
0,150
1,82
2,184
3,18
4,60
5,38
6,113
7,56
8,47
9,47
Valor,Contagem
0,83
1,183
2,71
3,53
4,64
5,161
6,126
7,25
8,8
9,22
Valor,Contagem
0,54
1,43
2,208
3,28
4,42
5,12
6,133
7,97
8,28
9,152
Valor,Contagem
0,113
1,36
2,73
3,173
4,43
5,32
6,98
7,32
8,143
9,53
Valor,Contagem
0,83
1,13
2,80
3,77
4,163
5,70
6,50
7,28
8,46
9,186
Valor,Contagem
0,146
1,202
2,93
3,21
4,67
5,33
6,18
7,33
8,113
9,69
Valor,Contagem
0,80
1,195
2,67
3,76
4,111
5,94
6,48
7,72
8,22
9,33
Valor,Contagem
0,53
1,58
2,47
3,13
4,216
5,17
6,31
7,78
8,129
9,154
Valor,Contagem
0,122
1,65
2,26
3,30
4,128
5,144
6,41
