Valor,Contagem
0,121
1,55
2,3
3,23
4,101
5,32
6,121
7,168
8,25
9,146
Valor,Contagem
0,72
1,65
2,82
3,20
4,80
5,107
6,99
7,25
8,22
9,223
Valor,Contagem
0,91
1,60
2,90
3,8
4,37
5,230
6,88
7,31
8,47
9,113
Valor,Contagem
0,76
1,64
2,132
3,70
4,45
5,106
6,53
7,40
8,73
9,138
Valor,Contagem
0,103
1,27
2,84
3,109
4,64
5,80
6,123
7,74
8,43
9,90
Valor,Contagem
0,125
1,58
2,59
3,96
4,31
5,33
6,39
7,116
8,49
9,189
Valor,Contagem
0,20
1,152
2,156
3,15
4,6
5,132
6,27
7,156
8,64
9,68
Valor,Contagem
0,195
1,18
2,118
3,33
5,30
6,90
7,148
8,155
9,9
Valor,Contagem
0,44
1,61
2,99
3,35
4,268
5,50
6,10
7,43
8,136
9,51
Valor,Contagem
0,137
1,131
2,40
3,27
4,128
5,34
6,20
7,205
8,68
9,8
Valor,Contagem
0,193
1,81
2,83
3,44
4,19
5,126
6,75
7,25
8,110
9,40
Valor,Contagem
0,60
1,99
2,30
3,168
4,65
5,116
6,35
7,36
8,12
9,176
Valor,Contagem
0,75
1,83
2,97
3,108
4,103
5,57
6,24
7,195
8,23
9,31
Valor,Contagem
0,131
1,144
2,75
3,36
4,62
5,88
6,90
7,9
8,4
9,156
Valor,Contagem
0,51
1,192
2,68
3,190
4,8
5,52
6,21
7,80
8,64
9,71
Valor,Contagem
0,42
1,59
2,117
3,90
4,124
5,49
6,24
7,163
8,62
9,65
Valor,Contagem
0,8
1,71
2,78
3,76
4,23
5,59
6,150
7,108
8,200
9,23
Valor,Contagem
0,184
1,153
2,39
3,214
4,45
5,24
6,56
7,25
8,44
9,12
Valor,Contagem
0,57
1,19
2,39
3,16
4,92
5,88
6,177
7,95
8,196
9,18
Valor,Contagem
0,122
1,241
2,105
3,82
4,55
5,59
6,6
7,32
8,75
9,19
Valor,Contagem
0,105
1,16
2,204
3,24
4,119
5,40
6,32
7,117
8,53
9,87
Valor,Contagem
0,148
1,41
2,125
3,89
4,51
5,70
6,89
7,70
8,44
9,68
Valor,Contagem
0,40
1,232
2,70
3,64
4,26
5,6
6,100
7,45
8,104
9,109
Valor,Contagem
0,122
1,100
2,53
3,40
4,72
5,18
6,44
7,89
8,61
9,196
Valor,Contagem
0,42
1,26
2,28
3,180
4,86
5,131
6,55
7,20
8,71
9,158
Valor,Contagem
0,29
1,152
2,23
3,40
4,94
5,109
6,89
7,31
8,25
9,203
Valor,Contagem
0,197
1,61
2,59
3,52
4,140
5,37
6,87
7,60
8,71
9,31
Valor,Contagem
0,116
1,69
2,99
3,30
4,43
5,55
6,188
7,65
8,36
9,96
Valor,Contagem
0,88
1,17
2,54
3,57
4,212
5,90
6,63
7,52
8,126
9,36
Valor,Contagem
0,102
1,150
2,106
3,14
4,54
5,49
6,155
7,37
8,71
9,58
Valor,Contagem
0,54
1,205
2,76
3,49
4,140
5,45
6,36
7,52
8,52
9,87
Valor,Contagem
0,59
1,13
2,164
3,148
4,29
5,23
6,108
7,48
8,104
9,100
Valor,Contagem
0,61
1,65
2,53
3,49
4,168
5,100
6,73
7,132
8,56
9,40
Valor,Contagem
0,45
1,20
2,76
3,111
4,115
5,148
6,21
7,41
8,53
9,167
Valor,Contagem
0,52
1,109
2,64
3,12
4,134
5,107
6,35
7,135
8,76
9,72
Valor,Contagem
0,134
1,9
2,139
3,28
4,97
5,60
6,96
7,77
8,125
9,29
Valor,Contagem
0,106
1,122
2,49
3,145
4,54
5,20
6,104
7,102
8,48
9,46
Valor,Contagem
0,143
1,81
2,44
3,48
4,122
5,34
6,56
7,60
8,97
9,111
Valor,Contagem
0,124
1,106
2,68
3,65
4,11
5,28
6,32
7,180
8,25
9,158
Valor,Contagem
0,34
1,18
2,172
3,50
4,76
5,42
6,32
7,14
8,272
9,87
Valor,Contagem
0,71
1,83
2,46
3,40
4,254
5,89
6,39
7,66
8,2
9,106
Valor,Contagem
0,39
1,41
2,94
3,110
4,139
5,106
6,20
7,46
8,115
9,87
Valor,Contagem
0,22
1,62
2,80
3,154
4,105
5,188
6,51
7,37
8,36
9,60
Valor,Contagem
0,19
1,80
2,96
3,51
4,203
5,30
6,143
7,17
8,106
9,52
Valor,Contagem
0,64
1,68
2,280
3,37
4,76
5,26
6,31
7,103
8,81
9,30
Valor,Contagem
0,64
1,110
2,104
3,39
4,101
5,10
6,107
7,40
8,158
9,64
Valor,Contagem
0,39
1,53
2,196
3,19
4,45
5,38
6,52
7,140
8,120
9,95
Valor,Contagem
0,28
1,108
2,35
3,324
4,14
5,66
6,115
7,33
8,8
9,64
Valor,Contagem
0,64
1,126
2,35
3,44
4,50
5,49
6,101
7,62
8,55
9,211
Valor,Contagem
0,83
1,45
2,80
3,124
4,108
5,6
6,94
7,60
8,57
9,140
Valor,Contagem
0,98
1,120
2,138
3,28
4,104
5,194
6,8
7,36
8,52
9,16
Valor,Contagem
0,88
1,48
2,84
3,27
4,45
5,123
6,142
7,22
8,156
9,62
Valor,Contagem
0,49
1,35
2,68
3,111
4,81
5,74
6,68
7,40
8,177
9,93
Valor,Contagem
0,52
1,145
2,114
3,48
4,144
5,38
6,92
7,84
8,7
9,72
Valor,Contagem
0,60
1,177
2,150
3,29
4,25
5,59
6,48
7,45
8,16
9,186
Valor,Contagem
0,4
1,64
2,18
3,69
4,189
5,105
6,46
7,145
8,128
9,28
Valor,Contagem
0,86
1,130
2,5
3,70
4,156
5,83
6,108
7,62
8,32
9,64
Valor,Contagem
0,155
1,80
2,112
3,22
4,65
5,80
6,21
7,49
8,104
9,107
Valor,Contagem
0,68
1,57
2,30
3,133
4,77
5,112
6,117
7,57
8,28
9,115
Valor,Contagem
0,152
1,107
2,196
3,75
4,11
5,62
6,48
7,40
8,35
9,71
Valor,Contagem
0,61
1,88
2,141
3,60
4,46
5,64
6,179
7,107
8,41
9,9
Valor,Contagem
0,192
1,64
2,20
3,4
4,25
5,152
6,101
7,34
8,76
9,127
Valor,Contagem
0,60
1,69
2,92
3,34
4,63
5,147
6,90
7,80
8,55
9,108
Valor,Contagem
0,30
1,100
2,144
3,56
4,185
5,64
6,64
7,91
8,20
9,44
Valor,Contagem
0,87
1,12
2,64
3,136
4,100
5,43
6,209
7,37
8,67
9,43
Valor,Contagem
0,21
1,222
2,52
3,4
4,96
5,82
6,104
7,47
8,77
9,89
Valor,Contagem
0,18
1,123
2,145
3,132
4,41
5,79
6,44
7,19
8,149
9,46
Valor,Contagem
0,44
1,17
2,47
3,132
4,56
5,68
6,83
7,80
8,122
9,148
Valor,Contagem
0,29
1,132
2,19
3,70
4,39
5,75
6,127
7,43
8,188
9,76
Valor,Contagem
0,43
1,258
2,28
3,47
4,44
5,31
6,143
7,99
8,50
9,54
Valor,Contagem
0,54
1,228
2,100
3,22
4,48
5,81
6,38
7,65
8,108
9,52
Valor,Contagem
0,19
1,111
2,123
3,64
4,46
5,66
6,170
7,110
8,59
9,29
Valor,Contagem
0,71
1,15
2,68
3,70
4,336
5,32
6,46
7,72
8,36
9,51
Valor,Contagem
0,84
1,126
2,112
3,18
4,112
5,43
6,71
7,68
8,113
9,48
Valor,Contagem
0,166
1,90
2,111
3,31
4,75
5,69
6,35
7,114
8,42
9,64
Valor,Contagem
0,96
1,134
2,69
3,120
4,72
5,44
6,11
7,115
8,100
9,36
Valor,Contagem
0,99
1,12
2,78
3,75
4,38
5,128
6,51
7,94
8,71
9,152
Valor,Contagem
0,72
1,66
2,67
3,164
4,56
5,64
6,53
7,118
8,46
9,89
Valor,Contagem
0,36
1,55
2,95
3,234
4,67
5,112
6,56
7,74
8,64
9,4
Valor,Contagem
0,10
1,37
2,104
3,33
4,33
5,152
6,102
7,95
8,173
9,56
Valor,Contagem
0,91
1,44
2,80
3,25
4,56
5,92
6,64
7,124
8,144
9,74
Valor,Contagem
0,30
1,113
2,36
3,147
4,61
5,49
6,116
7,134
8,11
9,99
Valor,Contagem
0,86
1,31
