Valor,Contagem
0,100
1,74
2,37
3,42
4,151
5,108
6,78
7,43
8,72
9,91
Valor,Contagem
0,52
1,77
2,80
3,90
4,128
5,62
6,62
7,64
8,91
9,89
Valor,Contagem
0,52
1,113
2,92
3,145
4,76
5,68
6,53
7,64
8,50
9,82
Valor,Contagem
0,56
1,168
2,72
3,40
4,80
5,74
6,62
7,48
8,55
9,140
Valor,Contagem
0,52
1,43
2,72
3,81
4,46
5,104
6,66
7,140
8,118
9,75
Valor,Contagem
0,52
1,85
2,68
3,122
4,126
5,42
6,85
7,72
8,78
9,65
Valor,Contagem
0,76
1,105
2,60
3,108
4,34
5,40
6,66
7,113
8,103
9,91
Valor,Contagem
0,57
1,40
2,123
3,188
4,52
5,94
6,60
7,92
8,16
9,75
Valor,Contagem
0,68
1,73
2,68
3,48
4,128
5,56
6,76
7,110
8,92
9,75
Valor,Contagem
0,59
1,64
2,68
3,65
4,107
5,37
6,117
7,111
8,94
9,75
Valor,Contagem
0,92
1,53
2,84
3,88
4,36
5,87
6,104
7,138
8,54
9,60
Valor,Contagem
0,136
1,44
2,88
3,83
4,105
5,72
6,81
7,59
8,84
9,45
Valor,Contagem
0,67
1,114
2,60
3,47
4,77
5,42
6,92
7,72
8,96
9,129
Valor,Contagem
0,130
1,18
2,47
3,37
4,60
5,92
6,100
7,71
8,149
9,92
Valor,Contagem
0,51
1,84
2,64
3,99
4,136
5,50
6,82
7,94
8,91
9,45
Valor,Contagem
0,91
1,40
2,52
3,47
4,152
5,192
6,75
7,42
8,36
9,70
Valor,Contagem
0,88
1,102
2,49
3,96
4,77
5,76
6,143
7,76
8,46
9,44
Valor,Contagem
0,125
1,50
2,35
3,37
4,44
5,76
6,77
7,52
8,116
9,184
Valor,Contagem
0,84
1,64
2,55
3,81
4,100
5,46
6,42
7,96
8,128
9,100
Valor,Contagem
0,56
1,90
2,66
3,107
4,48
5,103
6,155
7,40
8,97
9,36
Valor,Contagem
0,30
1,127
2,120
3,64
4,49
5,77
6,105
7,71
8,22
9,130
Valor,Contagem
0,86
1,108
2,44
3,101
4,58
5,126
6,100
7,24
8,94
9,54
Valor,Contagem
0,122
1,82
2,37
3,52
4,54
5,120
6,48
7,144
8,61
9,76
Valor,Contagem
0,87
1,72
2,124
3,30
4,109
5,74
6,36
7,176
8,64
9,23
Valor,Contagem
0,75
1,78
2,50
3,52
4,72
5,72
6,112
7,99
8,79
9,108
Valor,Contagem
0,41
1,124
2,98
3,87
4,84
5,40
6,98
7,28
8,153
9,42
Valor,Contagem
0,165
1,41
2,50
3,70
4,61
5,74
6,84
7,131
8,60
9,60
Valor,Contagem
0,88
1,119
2,144
3,95
4,78
5,69
6,44
7,88
8,37
9,34
Valor,Contagem
0,96
1,96
2,27
3,90
4,80
5,95
6,83
7,60
8,77
9,92
Valor,Contagem
0,164
1,43
2,45
3,74
4,64
5,112
6,28
7,60
8,160
9,44
Valor,Contagem
0,182
1,73
2,68
3,42
4,86
5,70
6,144
7,32
8,22
9,77
