Valor,Contagem
0,67
1,49
2,59
3,104
4,172
5,106
6,40
7,67
8,56
9,76
Valor,Contagem
0,63
1,52
2,64
3,80
4,88
5,58
6,96
7,116
8,88
9,88
Valor,Contagem
0,72
1,96
2,84
3,52
4,75
5,92
6,29
7,28
8,192
9,75
Valor,Contagem
0,87
1,133
2,42
3,110
4,56
5,135
6,36
7,84
8,54
9,58
Valor,Contagem
0,55
1,38
2,52
3,164
4,123
5,44
6,55
7,98
8,94
9,73
Valor,Contagem
0,53
1,125
2,36
3,149
4,49
5,88
6,61
7,84
8,56
9,94
Valor,Contagem
0,55
1,105
2,127
3,83
4,74
5,83
6,54
7,70
8,108
9,37
Valor,Contagem
0,47
1,104
2,60
3,57
4,127
5,74
6,132
7,39
8,94
9,61
Valor,Contagem
0,62
1,32
2,70
3,93
4,176
5,100
6,32
7,48
8,68
9,113
Valor,Contagem
0,82
1,101
2,62
3,88
4,80
5,132
6,72
7,53
8,68
9,59
Valor,Contagem
0,30
1,127
2,80
3,38
4,64
5,156
6,52
7,68
8,60
9,120
Valor,Contagem
0,68
1,20
2,50
3,109
4,40
5,102
6,133
7,62
8,96
9,115
Valor,Contagem
0,110
1,80
2,96
3,71
4,160
5,56
6,72
7,54
8,66
9,30
Valor,Contagem
0,47
1,83
2,71
3,113
4,127
5,95
6,60
7,61
8,95
9,45
Valor,Contagem
0,120
1,50
2,54
3,92
4,68
5,81
6,72
7,82
8,96
9,82
Valor,Contagem
0,84
1,84
2,64
3,166
4,76
5,35
6,102
7,51
8,53
9,80
Valor,Contagem
0,63
1,72
2,76
3,75
4,113
5,64
6,96
7,86
8,93
9,57
Valor,Contagem
0,49
1,47
2,102
3,47
4,127
5,121
6,106
7,104
8,59
9,35
Valor,Contagem
0,16
1,116
2,69
3,58
4,16
5,105
6,62
7,121
8,82
9,151
Valor,Contagem
0,66
1,82
2,79
3,74
4,82
5,32
6,124
7,88
8,139
9,30
Valor,Contagem
0,75
1,57
2,46
3,86
4,42
5,136
6,88
7,64
8,92
9,109
Valor,Contagem
0,50
1,111
2,66
3,68
4,64
5,80
6,76
7,137
8,80
9,64
Valor,Contagem
0,130
1,49
2,68
3,82
4,104
5,51
6,40
7,99
8,115
9,59
Valor,Contagem
0,44
1,47
2,71
3,62
4,96
5,52
6,79
7,156
8,137
9,52
Valor,Contagem
0,96
1,25
2,135
3,44
4,31
5,123
6,53
7,124
8,74
9,92
Valor,Contagem
0,34
1,160
2,156
3,48
4,47
5,16
6,107
7,65
8,56
9,106
Valor,Contagem
0,49
1,84
2,59
3,106
4,92
5,66
6,60
7,123
8,98
9,59
Valor,Contagem
0,52
1,76
2,68
3,44
4,140
5,120
6,77
7,55
8,53
9,111
Valor,Contagem
0,134
1,52
2,146
3,41
4,92
5,56
6,91
7,42
8,68
9,76
Valor,Contagem
0,95
1,94
2,54
3,132
4,71
5,131
6,49
7,38
8,62
9,71
Valor,Contagem
0,92
1,99
2,98
3,120
4,48
5,59
6,44
7,97
8,30
9,110
Valor,Contagem
0,183
1,115
2,35
3,36
4,40
5,56
6,53
7,93
8,58
9,126
Valor,Contagem
0,126
1,43
2,80
3,74
4,94
5,111
6,84
7,24
8,81
9,79
Valor,Contagem
0,140
1,27
2,102
3,59
4,40
5,78
6,44
7,91
8,112
9,104
Valor,Contagem
0,40
1,37
2,145
3,68
4,68
5,57
6,27
7,52
8,268
9,32
Valor,Contagem
0,56
1,54
2,59
3,79
4,101
5,34
6,156
7,56
8,81
9,120
Valor,Contagem
0,68
1,67
2,36
3,88
4,88
5,38
6,196
7,93
8,96
9,27
Valor,Contagem
0,127
1,101
2,82
3,51
4,21
5,107
6,87
7,47
8,56
9,118
Valor,Contagem
0,72
1,150
2,82
3,57
4,81
5,88
6,127
7,36
8,53
9,51
Valor,Contagem
0,98
1,48
2,86
3,61
4,71
5,83
6,68
7,101
8,104
9,76
Valor,Contagem
0,78
1,99
2,84
3,44
4,125
5,60
6,68
7,125
8,76
9,37
Valor,Contagem
0,163
1,79
2,51
3,78
4,53
5,115
6,77
7,64
8,76
9,40
Valor,Contagem
0,99
1,72
2,108
3,63
4,98
5,28
6,72
7,100
8,107
9,49
Valor,Contagem
0,56
1,123
2,110
3,102
4,15
5,128
6,57
7,98
8,36
9,70
Valor,Contagem
0,40
1,70
2,69
3,146
4,69
5,132
6,106
7,30
8,78
9,56
Valor,Contagem
0,40
1,62
2,66
3,72
4,74
5,152
6,59
7,60
8,114
9,96
Valor,Contagem
0,75
1,24
2,71
3,86
4,74
5,75
6,111
7,90
8,76
9,114
Valor,Contagem
0,39
1,62
2,80
3,88
4,58
5,68
6,103
7,105
8,118
9,76
Valor,Contagem
0,124
1,93
2,68
3,32
4,85
5,142
6,36
7,111
8,6
9,100
Valor,Contagem
0,71
1,84
2,160
3,144
4,32
5,62
6,97
7,44
8,68
9,35
Valor,Contagem
0,67
1,55
2,80
3,50
4,138
5,59
6,36
7,139
8,74
9,99
Valor,Contagem
0,50
1,158
2,71
3,80
4,40
5,24
6,112
7,72
8,94
9,96
Valor,Contagem
0,40
1,83
2,92
3,100
4,124
5,51
6,59
7,82
8,69
9,96
Valor,Contagem
0,45
1,71
2,116
3,146
4,69
5,25
6,70
7,75
8,60
9,119
Valor,Contagem
0,62
1,69
2,176
3,140
4,44
5,32
6,36
7,40
8,63
9,136
Valor,Contagem
0,62
1,85
2,78
3,95
4,88
5,34
6,105
