Valor,Contagem
0,88
1,75
2,48
3,104
4,118
5,102
6,66
7,60
8,81
9,55
Valor,Contagem
0,84
1,68
2,72
3,88
4,32
5,96
6,97
7,103
8,77
9,78
Valor,Contagem
0,92
1,64
2,43
3,26
4,140
5,73
6,73
7,96
8,111
9,78
Valor,Contagem
0,96
1,56
2,114
3,114
4,127
5,68
6,48
7,32
8,72
9,71
Valor,Contagem
0,115
1,110
2,13
3,88
4,60
5,128
6,67
7,46
8,92
9,79
Valor,Contagem
0,137
1,146
2,47
3,14
4,107
5,69
6,104
7,58
8,68
9,46
Valor,Contagem
0,88
1,180
2,35
3,67
4,60
5,92
6,41
7,46
8,71
9,116
Valor,Contagem
0,57
1,143
2,48
3,52
4,140
5,62
6,100
7,47
8,47
9,100
Valor,Contagem
0,93
1,52
2,42
3,108
4,158
5,76
6,45
7,128
8,48
9,44
Valor,Contagem
0,105
1,118
2,105
3,68
4,43
5,90
6,50
7,68
8,92
9,56
Valor,Contagem
0,107
1,62
2,95
3,74
4,35
5,72
6,57
7,110
8,95
9,89
Valor,Contagem
0,120
1,48
2,97
3,72
4,48
5,100
6,119
7,77
8,68
9,47
Valor,Contagem
0,96
1,115
2,73
3,83
4,100
5,115
6,76
7,68
8,40
9,28
Valor,Contagem
0,108
1,44
2,48
3,48
4,104
5,44
6,98
7,171
8,55
9,76
Valor,Contagem
0,128
1,40
2,120
3,75
4,42
5,104
6,61
7,68
8,75
9,83
Valor,Contagem
0,123
1,82
2,34
3,57
4,100
5,59
6,113
7,77
8,50
9,100
Valor,Contagem
0,76
1,44
2,128
3,102
4,86
5,101
6,54
7,76
8,34
9,95
Valor,Contagem
0,94
1,27
2,114
3,100
4,123
5,117
6,81
7,57
8,16
9,68
Valor,Contagem
0,89
1,32
2,76
3,85
4,37
5,114
6,112
7,57
8,92
9,102
Valor,Contagem
0,109
1,60
2,68
3,92
4,111
5,94
6,71
7,99
8,57
9,35
Valor,Contagem
0,81
1,83
2,36
3,60
4,63
5,96
6,72
7,94
8,136
9,76
Valor,Contagem
0,81
1,56
2,73
3,64
4,109
5,70
6,74
7,72
8,104
9,93
Valor,Contagem
0,56
1,200
2,47
3,70
4,55
5,84
6,52
7,124
8,42
9,66
Valor,Contagem
0,64
1,43
2,88
3,64
4,51
5,76
6,70
7,38
8,154
9,150
Valor,Contagem
0,80
1,96
2,38
3,62
4,82
5,101
6,80
7,92
8,115
9,51
Valor,Contagem
0,70
1,43
2,40
3,68
4,104
5,220
6,37
7,130
8,40
9,44
Valor,Contagem
0,54
1,88
2,164
3,66
4,47
5,148
6,104
7,27
8,45
9,54
Valor,Contagem
0,61
1,62
2,48
3,120
4,52
5,124
6,64
7,69
8,63
9,132
Valor,Contagem
0,67
1,65
2,40
3,109
4,109
5,81
6,103
7,106
8,55
9,60
Valor,Contagem
0,114
1,19
2,144
3,81
4,96
5,45
6,63
7,50
8,163
9,20
Valor,Contagem
0,40
1,83
2,63
3,104
4,66
5,135
6,52
7,87
8,76
9,90
Valor,Contagem
0,66
1,148
2,59
3,105
4,84
5,3
6,123
7,34
8,103
9,71
Valor,Contagem
0,69
1,36
2,106
