Valor,Contagem
0,556
3,11
6,156
7,72
9,4
Valor,Contagem
1,554
2,2
8,228
9,15
Valor,Contagem
0,20
1,205
3,243
6,214
7,101
8,13
Valor,Contagem
1,631
4,2
5,163
7,1
9,1
Valor,Contagem
3,447
5,195
6,4
7,38
8,113
Valor,Contagem
0,16
4,26
5,756
Valor,Contagem
1,104
5,355
8,98
9,241
Valor,Contagem
3,12
7,788
Valor,Contagem
0,57
1,1
2,352
4,3
5,220
7,41
8,20
9,101
Valor,Contagem
1,1
2,7
5,772
7,8
8,8
9,1
Valor,Contagem
2,4
3,1
5,4
7,699
8,12
9,77
Valor,Contagem
0,44
3,83
5,2
6,184
8,484
Valor,Contagem
2,58
3,449
4,2
5,228
6,20
8,40
Valor,Contagem
0,1
4,797
Valor,Contagem
1,92
2,521
5,175
7,3
9,8
Valor,Contagem
1,36
3,8
5,720
6,3
8,9
9,23
Valor,Contagem
5,27
6,104
7,666
Valor,Contagem
0,64
4,635
7,39
8,60
Valor,Contagem
4,366
7,12
8,421
Valor,Contagem
0,524
5,1
6,22
7,251
Valor,Contagem
3,3
7,770
8,26
Valor,Contagem
0,473
4,4
7,71
8,239
9,12
Valor,Contagem
0,136
5,7
6,134
7,1
9,520
Valor,Contagem
0,53
2,19
4,4
5,446
8,276
Valor,Contagem
1,14
2,1
5,1
6,137
7,476
9,167
Valor,Contagem
0,5
1,2
2,161
4,8
6,622
Valor,Contagem
0,2
3,106
5,32
6,658
Valor,Contagem
1,8
2,9
4,23
5,575
8,181
9,2
Valor,Contagem
0,24
1,25
2,216
3,216
5,69
6,21
7,226
Valor,Contagem
2,91
4,85
5,503
6,9
7,8
8,99
9,2
Valor,Contagem
1,1
6,60
8,737
Valor,Contagem
1,313
7,485
Valor,Contagem
1,4
7,382
8,413
Valor,Contagem
0,88
4,1
7,709
Valor,Contagem
3,40
4,306
7,1
8,451
Valor,Contagem
9,797
Valor,Contagem
0,115
2,632
3,36
4,13
9,1
Valor,Contagem
5,10
7,782
8,6
Valor,Contagem
0,12
2,33
3,293
4,1
5,74
7,372
8,12
Valor,Contagem
2,78
3,450
6,17
7,19
9,234
Valor,Contagem
2,28
3,48
4,524
5,123
7,71
8,4
Valor,Contagem
0,8
4,374
5,412
9,4
Valor,Contagem
1,3
2,8
3,2
4,32
5,392
7,354
8,7
Valor,Contagem
0,2
1,1
6,354
8,368
9,72
Valor,Contagem
0,281
2,1
3,6
4,81
7,4
8,1
9,423
Valor,Contagem
0,4
1,136
8,26
9,631
Valor,Contagem
1,11
2,320
3,1
5,4
6,129
7,99
8,1
9,232
Valor,Contagem
1,16
2,56
4,527
8,190
9,8
Valor,Contagem
1,29
4,229
9,540
Valor,Contagem
4,7
6,518
8,274
Valor,Contagem
2,39
3,3
4,4
5,6
6,540
7,33
8,172
Valor,Contagem
2,241
3,8
5,547
9,1
Valor,Contagem
3,23
4,772
7,4
Valor,Contagem
2,12
5,80
6,707
Valor,Contagem
2,17
4,12
6,705
8,63
Valor,Contagem
1,9
2,65
3,14
6,20
7,211
8,478
Valor,Contagem
0,418
1,148
6,18
7,5
9,208
Valor,Contagem
0,32
1,14
2,192
7,12
8,500
9,47
Valor,Contagem
0,117
2,621
3,60
Valor,Contagem
4,14
7,36
9,748
Valor,Contagem
0,139
1,1
3,1
6,79
8,578
Valor,Contagem
0,2
4,788
5,3
7,3
8,1
9,1
Valor,Contagem
1,18
2,577
3,47
4,96
6,51
9,9
Valor,Contagem
1,746
2,41
3,4
4,5
8,1
Valor,Contagem
0,125
3,273
4,1
5,3
6,392
7,2
Valor,Contagem
0,405
3,55
6,53
8,232
9,53
Valor,Contagem
0,61
2,6
3,503
5,2
6,38
7,136
8,50
Valor,Contagem
1,268
5,165
7,8
9,356
Valor,Contagem
0,536
2,20
3,241
Valor,Contagem
0,53
3,604
4,13
5,4
6,3
8,117
9,4
Valor,Contagem
0,56
1,3
3,22
4,2
6,714
Valor,Contagem
6,768
8,31
Valor,Contagem
1,4
2,141
4,303
5,165
7,151
8,33
Valor,Contagem
0,6
2,37
5,15
6,125
8,526
9,88
Valor,Contagem
0,132
2,209
5,361
6,32
7,2
8,60
Valor,Contagem
0,40
1,631
2,9
4,2
7,106
9,10
Valor,Contagem
0,220
1,27
2,78
4,5
7,463
8,5
Valor,Contagem
0,53
2,575
5,15
7,47
8,62
9,45
Valor,Contagem
0,43
1,582
3,11
4,140
5,23
Valor,Contagem
0,16
1,3
5,182
9,597
Valor,Contagem
0,2
1,20
3,28
4,744
6,3
Valor,Contagem
0,416
1,8
3,145
7,4
8,225
Valor,Contagem
0,221
1,232
3,73
4,247
6,2
7,22
Valor,Contagem
0,2
1,7
4,128
6,48
7,234
8,12
9,367
Valor,Contagem
0,313
3,98
4,348
7,8
8,30
Valor,Contagem
1,661
2,50
3,82
5,4
Valor,Contagem
1,372
3,5
4,44
5,3
6,57
9,315
Valor,Contagem
0,341
1,63
3,2
5,13
6,248
8,130
Valor,Contagem
1,122
3,275
6,8
7,316
8,78
Valor,Contagem
0,18
1,8
2,57
5,220
7,377
8,113
9,3
Valor,Contagem
1,8
2,10
3,104
5,564
7,109
9,1
Valor,Contagem
3,229
5,559
7,11
Valor,Contagem
0,2
2,49
3,640
8,107
Valor,Contagem
4,193
5,1
8,603
Valor,Contagem
1,4
3,782
4,7
7,4
