Valor,Contagem
0,9
1,12
2,33
3,208
4,46
5,84
6,148
7,95
8,61
9,99
Valor,Contagem
0,173
1,64
2,150
3,80
4,16
5,44
6,127
7,56
8,20
9,65
Valor,Contagem
0,144
1,85
2,28
3,123
4,19
5,64
6,46
7,68
8,117
9,102
Valor,Contagem
0,128
1,76
2,23
3,84
4,42
5,70
6,100
7,120
8,120
9,34
Valor,Contagem
0,4
1,21
2,140
3,81
4,57
5,12
6,382
7,34
8,41
9,23
Valor,Contagem
0,35
1,67
2,65
3,56
4,32
5,195
6,124
7,84
8,60
9,80
Valor,Contagem
0,36
1,123
2,57
3,100
4,65
5,144
6,77
7,55
8,76
9,62
Valor,Contagem
0,77
1,96
2,14
3,12
4,94
5,52
6,101
7,46
8,139
9,165
Valor,Contagem
0,30
1,191
2,72
3,54
4,106
5,80
6,120
7,29
8,95
9,19
Valor,Contagem
0,51
1,215
2,55
3,37
4,68
5,33
6,120
7,80
8,11
9,128
Valor,Contagem
0,145
1,11
2,40
3,112
4,84
5,124
6,20
7,103
8,109
9,48
Valor,Contagem
0,74
1,58
2,68
3,82
4,89
5,197
6,38
7,56
8,90
9,44
Valor,Contagem
0,208
1,58
2,83
3,50
4,41
5,74
6,63
7,20
8,38
9,162
Valor,Contagem
0,124
1,54
2,48
3,66
4,115
5,94
6,40
7,42
8,118
9,95
Valor,Contagem
0,178
1,36
2,100
3,8
4,34
5,40
6,53
7,132
8,13
9,203
Valor,Contagem
0,98
1,58
2,130
3,22
4,84
5,207
6,38
7,25
8,52
9,81
Valor,Contagem
0,126
1,18
2,142
3,64
4,65
5,135
6,83
7,30
8,21
9,112
Valor,Contagem
0,156
1,176
2,55
3,30
4,77
5,83
6,64
7,29
8,86
9,40
Valor,Contagem
0,84
1,24
2,57
3,91
4,148
5,76
6,88
7,26
8,93
9,108
Valor,Contagem
0,50
1,23
2,50
3,92
4,168
5,123
6,84
7,66
8,68
9,72
Valor,Contagem
0,55
1,78
2,23
3,20
4,34
5,88
6,52
7,271
8,107
9,69
Valor,Contagem
0,36
1,36
2,85
3,104
4,130
5,130
6,92
7,97
8,32
9,52
Valor,Contagem
0,124
1,37
2,17
3,68
4,215
5,58
6,67
7,60
8,41
9,109
Valor,Contagem
0,27
1,64
2,59
3,81
4,35
5,136
6,52
7,61
8,117
9,164
Valor,Contagem
0,70
1,108
2,105
3,126
4,16
5,20
6,164
7,29
8,120
9,36
Valor,Contagem
0,127
1,47
2,14
3,37
4,126
5,166
6,106
7,92
8,28
9,52
Valor,Contagem
0,24
1,11
2,20
3,40
4,33
5,165
6,64
7,76
8,239
9,124
Valor,Contagem
0,120
1,56
2,57
3,23
4,94
5,51
6,76
7,63
8,104
9,154
Valor,Contagem
0,80
1,164
2,36
3,78
4,63
5,24
6,141
7,60
8,83
9,68
Valor,Contagem
0,76
1,12
2,74
3,86
4,171
5,23
6,83
7,59
8,141
9,71
Valor,Contagem
0,74
1,44
2,40
3,32
4,96
5,89
6,85
7,116
8,154
9,67
Valor,Contagem
0,134
1,10
2,93
3,127
4,96
5,60
6,16
7,104
8,14
9,143
Valor,Contagem
0,50
1,7
2,28
3,21
4,30
5,134
6,176
7,84
8,110
9,156
