Valor,Contagem
0,90
1,52
2,128
3,52
4,101
5,85
6,85
7,96
8,78
9,28
Valor,Contagem
0,61
1,96
2,77
3,76
4,90
5,80
6,99
7,61
8,66
9,91
Valor,Contagem
0,74
1,39
2,46
3,82
4,108
5,44
6,96
7,167
8,42
9,100
Valor,Contagem
0,57
1,41
2,40
3,30
4,62
5,92
6,152
7,111
8,112
9,99
Valor,Contagem
0,74
1,76
2,68
3,72
4,136
5,132
6,47
7,105
8,39
9,48
Valor,Contagem
0,38
1,41
2,140
3,99
4,41
5,71
6,88
7,92
8,52
9,133
Valor,Contagem
0,106
1,118
2,103
3,66
4,77
5,82
6,59
7,35
8,31
9,120
Valor,Contagem
0,99
1,90
2,54
3,63
4,84
5,110
6,68
7,40
8,84
9,105
Valor,Contagem
0,109
1,40
2,86
3,74
4,60
5,71
6,102
7,36
8,96
9,123
Valor,Contagem
0,48
1,124
2,55
3,77
4,18
5,56
6,61
7,140
8,136
9,80
Valor,Contagem
0,59
1,23
2,55
3,66
4,100
5,60
6,138
7,33
8,98
9,165
Valor,Contagem
0,61
1,165
2,67
3,32
4,73
5,67
6,74
7,52
8,128
9,76
Valor,Contagem
0,86
1,101
2,112
3,53
4,107
5,62
6,128
7,36
8,60
9,51
Valor,Contagem
0,89
1,102
2,100
3,27
4,84
5,74
6,66
7,140
8,62
9,51
Valor,Contagem
0,48
1,95
2,175
3,38
4,21
5,79
6,116
7,47
8,114
9,64
Valor,Contagem
0,87
1,78
2,80
3,40
4,76
5,52
6,86
7,224
8,47
9,26
Valor,Contagem
0,184
1,78
2,68
3,72
4,95
5,72
6,29
7,80
8,68
9,51
Valor,Contagem
0,57
1,44
2,74
3,84
4,124
5,116
6,54
7,44
8,50
9,147
Valor,Contagem
0,81
1,90
2,96
3,37
4,39
5,138
6,60
7,100
8,61
9,93
Valor,Contagem
0,52
1,132
2,64
3,76
4,56
5,103
6,76
7,56
8,128
9,52
Valor,Contagem
0,109
1,57
2,117
3,54
4,47
5,99
6,173
7,57
8,43
9,40
Valor,Contagem
0,156
1,76
2,62
3,76
4,43
5,56
6,153
7,84
8,33
9,57
Valor,Contagem
0,29
1,126
2,66
3,64
4,121
5,64
6,110
7,44
8,59
9,113
Valor,Contagem
0,76
1,78
2,71
3,117
4,74
5,60
6,88
7,108
8,63
9,60
Valor,Contagem
0,119
1,68
2,61
3,60
4,141
5,80
6,70
7,101
8,38
9,57
Valor,Contagem
0,149
1,146
2,37
3,58
4,51
5,63
6,72
7,32
8,63
9,124
Valor,Contagem
0,98
1,66
2,66
3,68
4,44
5,100
6,58
7,56
8,145
9,95
Valor,Contagem
0,97
1,108
2,56
3,68
4,77
5,94
6,92
7,30
8,56
9,116
Valor,Contagem
0,67
1,55
2,20
3,40
4,89
5,242
6,132
7,61
8,32
9,58
Valor,Contagem
0,57
1,118
2,46
3,99
4,64
5,31
6,72
7,141
8,114
9,53
Valor,Contagem
0,51
1,104
2,56
3,75
4,61
5,196
6,43
7,112
8,32
9,68
Valor,Contagem
0,94
1,64
2,78
3,124
4,87
5,85
6,66
7,26
8,94
9,78
Valor,Contagem
0,55
1,76
2,72
3,36
4,144
5,94
6,45
7,67
8,149
9,57
Valor,Contagem
0,69
1,57
2,102
3,116
4,60
5,112
6,63
7,80
8,104
9,34
Valor,Contagem
0,113
1,40
2,84
3,44
4,87
5,52
6,191
7,32
8,48
9,105
Valor,Contagem
0,39
1,101
2,106
3,75
4,28
5,50
6,115
7,89
8,151
9,43
Valor,Contagem
0,121
1,81
2,55
3,94
4,36
5,74
6,73
7,76
8,72
9,114
Valor,Contagem
0,99
1,112
2,28
3,80
4,33
5,40
6,79
7,50
8,83
9,191
Valor,Contagem
0,61
1,41
2,94
3,52
4,49
5,29
6,149
7,75
8,156
9,89
Valor,Contagem
0,60
1,43
2,77
3,116
4,39
5,115
6,44
7,84
8,75
9,144
Valor,Contagem
0,165
1,54
2,59
3,62
4,122
5,12
6,106
7,49
8,138
9,29
Valor,Contagem
0,44
1,36
2,121
3,111
4,54
5,50
6,46
7,149
8,81
9,103
Valor,Contagem
0,24
1,92
2,151
3,76
4,48
5,43
6,83
7,53
8,52
9,175
Valor,Contagem
0,131
1,75
2,56
3,47
4,109
5,52
6,89
7,66
8,72
9,98
Valor,Contagem
0,70
1,73
2,84
3,52
4,80
5,59
6,160
7,80
8,24
9,113
Valor,Contagem
0,48
1,76
2,57
3,119
4,112
5,119
6,56
7,35
8,89
9,85
Valor,Contagem
0,87
1,108
2,32
3,32
4,77
5,87
6,88
7,105
8,73
9,106
Valor,Contagem
0,75
1,49
2,35
3,33
4,37
5,154
6,86
7,127
8,75
9,125
Valor,Contagem
0,74
1,127
2,15
3,139
4,71
5,79
6,92
7,40
8,64
9,96
Valor,Contagem
0,80
1,60
2,72
3,135
4,36
5,76
6,81
7,92
8,48
9,116
Valor,Contagem
0,71
1,81
2,62
3,61
4,93
5,100
6,55
7,42
8,179
9,52
Valor,Contagem
0,44
1,53
2,159
3,50
4,61
5,100
6,141
7,76
8,46
9,65
Valor,Contagem
0,118
1,94
2,62
3,51
4,60
5,42
6,106
7,88
8,100
9,75
Valor,Contagem
0,73
1,32
2,136
3,70
4,104
5,72
6,124
7,63
8,76
9,45
Valor,Contagem
0,75
1,100
2,29
3,99
4,37
5,136
6,138
7,56
8,21
9,104
Valor,Contagem
0,62
1,75
2,56
3,132
4,190
5,48
6,48
7,75
8,88
9,23
Valor,Contagem
0,71
1,108
2,55
3,110
4,103
5,65
6,45
7,105
8,81
9,53
Valor,Contagem
0,96
1,103
2,24
3,28
4,49
5,44
6,100
7,112
8,100
9,140
Valor,Contagem
0,86
1,50
2,37
3,76
4,45
5,132
6,56
7,96
8,111
9,108
Valor,Contagem
0,91
1,128
2,33
3,57
4,65
5,33
6,115
7,69
8,75
9,129
Valor,Contagem
0,57
1,49
2,86
3,143
4,40
5,92
6,132
7,22
8,108
9,68
Valor,Contagem
0,121
1,36
2,40
3,50
4,131
5,109
6,60
7,40
8,120
9,88
Valor,Contagem
0,25
1,26
2,80
3,151
4,109
5,59
6,45
7,40
8,136
9,124
Valor,Contagem
0,156
1,56
2,57
3,68
4,51
5,106
6,84
7,98
8,76
9,44
Valor,Contagem
0,83
1,53
2,30
3,102
4,91
5,152
6,67
7,69
8,73
9,76
Valor,Contagem
0,37
1,29
2,112
3,70
4,60
5,98
6,80
7,137
8,73
9,100
Valor,Contagem
0,60
1,78
2,83
3,48
4,73
5,117
6,36
7,156
8,69
9,76
Valor,Contagem
0,53
1,42
2,66
3,72
4,144
5,24
6,146
7,64
8,115
9,69
Valor,Contagem
0,28
1,51
2,94
3,79
4,86
5,46
6,40
7,172
8,113
9,88
Valor,Contagem
0,101
1,64
2,80
3,65
4,80
5,64
6,178
7,58
8,46
9,60
Valor,Contagem
0,112
1,101
2,51
3,118
4,103
5,52
6,113
7,54
8,25
9,67
Valor,Contagem
0,85
1,49
2,71
3,62
4,33
5,24
6,32
7,240
8,88
9,111
Valor,Contagem
0,40
1,156
2,98
3,44
4,104
5,47
6,92
7,97
8,36
9,81
Valor,Contagem
0,126
1,61
2,71
3,49
4,69
5,35
6,76
7,103
8,84
9,121
Valor,Contagem
0,30
1,60
2,68
3,132
4,81
5,52
6,121
7,127
8,73
9,53
Valor,Contagem
0,56
1,136
2,70
3,54
4,165
5,28
6,62
7,72
8,68
9,84
Valor,Contagem
0,142
1,72
2,62
3,80
4,44
5,121
6,64
7,61
8,100
9,50
Valor,Contagem
0,136
1,73
2,48
3,63
4,47
5,68
6,108
7,88
8,134
9,32
Valor,Contagem
0,61
1,122
2,74
3,69
4,127
5,92
6,66
7,63
8,60
9,62
Valor,Contagem
0,115
1,112
2,109
3,38
4,80
5,107
6,64
7,58
8,52
9,61
Valor,Contagem
0,24
1,94
2,35
3,121
4,58
5,103
6,82
7,108
8,111
9,61
Valor,Contagem
0,35
1,64
2,34
3,117
4,105
5,110
6,88
7,126
8,44
9,73
Valor,Contagem
0,122
1,20
2,83
3,74
4,94
5,46
6,53
7,69
8,85
9,149
Valor,Contagem
0,86
1,56
2,118
3,84
4,56
5,96
6,69
7,50
8,108
9,72
Valor,Contagem
0,42
1,90
2,77
3,98
4,44
5,108
6,118
7,92
8,73
9,52
Valor,Contagem
0,121
1,46
2,72
3,80
4,77
5,128
6,110
7,39
8,76
9,46
Valor,Contagem
0,64
1,56
2,92
3,48
4,83
5,137
6,89
7,66
8,77
9,84
Valor,Contagem
0,49
1,38
2,96
3,69
4,72
5,85
6,108
7,132
8,63
9,83
Valor,Contagem
0,120
1,92
2,98
3,100
4,36
5,120
6,69
7,78
8,32
9,51
Valor,Contagem
0,48
1,96
2,98
3,60
4,43
5,96
6,97
7,127
8,62
9,71
Valor,Contagem
0,48
1,106
2,46
3,101
4,119
5,71
6,68
7,68
8,93
9,76
Valor,Contagem
0,78
1,92
2,127
3,55
4,46
5,65
6,48
7,63
8,96
9,126
Valor,Contagem
0,41
1,47
2,101
3,116
4,63
5,86
6,97
7,80
8,69
9,96
Valor,Contagem
0,89
1,193
2,60
3,118
4,30
5,58
6,26
7,70
8,88
9,64
Valor,Contagem
0,119
1,48
2,88
3,112
4,55
5,79
6,42
7,68
8,98
9,88
Valor,Contagem
0,152
1,56
2,77
3,94
4,79
5,66
6,48
7,68
8,47
9,108
Valor,Contagem
0,93
1,40
2,88
3,85
4,84
5,62
6,116
7,112
8,79
9,36
Valor,Contagem
0,110
1,72
2,72
3,60
4,66
5,128
6,108
7,45
8,86
9,48
Valor,Contagem
0,152
1,88
2,77
3,63
4,35
5,31
6,104
7,68
8,44
9,134
Valor,Contagem
0,165
1,58
2,28
3,85
4,52
5,63
6,120
7,77
8,79
9,68
Valor,Contagem
0,62
1,27
2,84
3,87
4,44
5,108
6,108
7,59
8,64
9,152
Valor,Contagem
0,68
1,59
2,113
3,51
4,57
5,110
6,118
7,67
8,102
9,51
Valor,Contagem
0,113
1,94
2,36
3,106
4,89
5,31
6,62
7,63
8,158
9,44
Valor,Contagem
0,71
1,100
2,20
3,46
4,120
5,100
6,60
7,121
8,69
9,90
Valor,Contagem
0,161
1,49
2,64
3,19
4,74
5,76
6,104
7,94
8,79
9,76
Valor,Contagem
0,56
1,148
2,54
3,84
4,44
5,104
6,74
7,56
8,119
9,58
Valor,Contagem
0,70
1,55
2,99
3,88
4,60
5,54
6,83
7,56
8,167
9,65
Valor,Contagem
0,105
1,40
2,93
3,34
4,101
5,51
6,66
7,59
8,98
9,149
Valor,Contagem
0,60
1,92
2,60
3,124
4,68
5,64
6,108
7,60
8,96
9,63
Valor,Contagem
0,71
1,97
2,51
3,110
4,155
5,29
6,46
7,57
8,77
9,103
Valor,Contagem
0,39
1,102
2,186
3,92
4,51
5,32
6,38
7,64
8,60
9,132
Valor,Contagem
0,81
1,171
2,34
3,111
4,112
5,55
6,48
7,68
8,62
9,53
Valor,Contagem
0,108
1,62
2,48
3,120
4,46
5,76
6,25
7,98
8,116
9,97
Valor,Contagem
0,81
1,88
2,72
3,50
4,109
5,19
6,72
7,131
8,84
9,90
Valor,Contagem
0,73
1,67
2,101
3,35
4,60
5,55
6,58
7,95
8,228
9,24
Valor,Contagem
0,51
1,72
2,23
3,76
4,100
5,91
6,86
7,122
8,117
9,57
Valor,Contagem
0,69
1,52
2,115
3,105
4,86
5,95
6,65
7,94
8,98
9,17
Valor,Contagem
0,58
1,112
2,84
3,80
4,100
5,38
6,76
7,55
8,80
9,114
Valor,Contagem
0,45
1,36
2,67
3,132
4,168
5,109
6,29
7,40
8,109
9,61
Valor,Contagem
0,104
1,57
2,99
3,68
4,134
5,106
6,35
7,88
8,60
9,44
Valor,Contagem
0,32
1,73
2,52
3,100
4,68
5,202
6,68
7,109
8,33
9,60
Valor,Contagem
0,25
1,84
2,86
3,148
4,32
5,36
6,47
7,120
8,104
9,112
Valor,Contagem
0,42
1,108
2,116
3,83
4,46
5,36
6,170
7,90
8,83
9,24
Valor,Contagem
0,121
1,80
2,21
3,52
4,72
5,180
6,62
7,31
8,77
9,101
Valor,Contagem
0,128
1,52
2,43
3,24
4,82
5,51
6,197
7,40
8,95
9,84
Valor,Contagem
0,71
1,60
2,133
3,38
4,64
5,23
6,84
7,160
8,71
9,92
Valor,Contagem
0,35
1,71
2,52
3,127
4,96
5,24
6,160
7,50
8,64
9,118
Valor,Contagem
0,103
1,126
2,45
3,77
4,38
5,148
6,56
7,76
8,71
9,55
Valor,Contagem
0,43
1,91
2,58
3,84
4,81
5,92
6,129
7,48
8,66
9,103
Valor,Contagem
0,43
1,125
2,61
3,55
4,81
5,100
6,69
7,79
8,101
9,81
Valor,Contagem
0,131
1,75
2,16
3,106
4,117
5,150
6,60
7,38
8,51
9,53
Valor,Contagem
0,104
1,64
2,106
3,82
4,43
5,128
6,84
7,31
8,80
9,76
Valor,Contagem
0,39
1,180
2,56
3,78
4,116
5,82
6,67
7,54
8,72
9,52
Valor,Contagem
0,60
1,78
2,96
3,60
4,70
5,72
6,60
7,88
8,129
9,83
Valor,Contagem
0,30
1,94
2,66
3,143
4,34
5,120
6,78
7,36
8,73
9,122
Valor,Contagem
0,142
1,64
2,92
3,63
4,39
5,80
6,131
7,100
8,60
9,25
Valor,Contagem
0,57
1,185
2,79
3,96
4,52
5,87
6,20
7,80
8,56
9,84
Valor,Contagem
0,60
1,44
2,28
3,75
4,144
5,86
6,115
7,73
8,136
9,35
Valor,Contagem
0,132
1,119
2,54
3,98
4,79
5,43
6,62
7,114
8,48
9,47
Valor,Contagem
0,43
1,36
2,108
3,100
4,115
5,57
6,104
7,84
8,88
9,61
Valor,Contagem
0,36
1,88
2,42
3,36
4,52
5,151
6,88
7,71
8,111
9,122
Valor,Contagem
0,48
1,66
2,64
3,164
4,61
5,86
6,53
7,78
8,43
9,132
Valor,Contagem
0,76
1,56
2,105
3,76
4,86
5,113
6,69
7,27
8,103
9,84
Valor,Contagem
0,135
1,78
2,90
3,36
4,148
5,57
6,42
7,67
8,126
9,18
Valor,Contagem
0,74
1,88
2,108
3,92
4,58
5,92
6,61
7,80
8,60
9,82
Valor,Contagem
0,67
1,132
2,28
3,87
4,96
5,64
6,93
7,84
8,69
9,75
Valor,Contagem
0,57
1,80
2,40
3,131
4,80
5,76
6,180
7,67
8,51
9,35
Valor,Contagem
0,82
1,48
2,58
3,67
4,66
5,72
6,97
7,109
8,52
9,144
Valor,Contagem
0,49
1,64
2,39
3,124
4,60
5,93
6,128
7,80
8,97
9,62
Valor,Contagem
0,122
1,98
2,112
3,80
4,55
5,58
6,46
7,53
8,104
9,67
Valor,Contagem
0,85
1,60
