
0,82
1,52
2,89
3,35
4,81
5,101
6,45
7,96
8,118
9,96

0,62
1,94
2,66
3,62
4,81
5,93
6,49
7,98
8,85
9,105

0,76
1,88
2,96
3,73
4,128
5,102
6,68
7,55
8,51
9,60

0,46
1,86
2,80
3,97
4,57
5,92
6,76
7,104
8,64
9,93

0,92
1,91
2,104
3,20
4,56
5,96
6,82
7,112
8,90
9,53

0,72
1,100
2,75
3,59
4,86
5,119
6,108
7,38
8,68
9,72

0,86
1,76
2,81
3,81
4,64
5,88
6,108
7,109
8,46
9,56

0,72
1,81
2,101
3,80
4,95
5,58
6,121
7,56
8,71
9,60

0,54
1,80
2,64
3,80
4,90
5,132
6,65
7,41
8,42
9,148

0,86
1,90
2,56
3,178
4,61
5,74
6,41
7,64
8,74
9,71

0,92
1,127
2,86
3,93
4,82
5,76
6,51
7,90
8,49
9,51

0,74
1,132
2,77
3,83
4,76
5,101
6,48
7,70
8,76
9,58

0,84
1,50
2,104
3,77
4,88
5,59
6,72
7,100
8,83
9,79

0,47
1,84
2,108
3,112
4,78
5,64
6,76
7,90
8,53
9,85

0,65
1,117
2,79
3,104
4,52
5,114
6,69
7,53
8,48
9,96

0,96
1,119
2,81
3,36
4,59
5,112
6,67
7,84
8,69
9,73

0,56
1,86
2,80
3,100
4,114
5,68
6,88
7,64
8,76
9,64

0,76
1,64
2,123
3,79
4,76
5,68
6,101
7,61
8,70
9,77

0,72
1,67
2,87
3,84
4,68
5,99
6,57
7,91
8,48
9,124

0,107
1,117
2,46
3,72
4,80
5,108
6,116
7,52
8,48
9,51

0,41
1,75
2,33
3,40
4,132
5,126
6,60
7,69
8,77
9,143

0,68
1,45
2,76
3,92
4,80
5,67
6,108
7,97
8,76
9,86

0,70
1,42
2,104
3,44
4,88
5,83
6,91
7,85
8,96
9,92

0,131
1,64
2,63
3,78
4,92
5,72
6,79
7,56
8,64
9,97

0,77
1,68
2,84
3,105
4,103
5,61
6,59
7,60
8,97
9,82

0,56
1,69
2,115
3,60
4,97
5,76
6,77
7,100
8,101
9,43

0,56
1,100
2,72
3,61
4,118
5,81
6,64
7,96
8,95
9,52

0,72
1,52
2,77
3,102
4,63
5,97
6,119
7,88
8,68
9,58

0,61
1,81
2,80
3,72
4,128
5,85
6,52
7,74
8,44
9,118

0,60
1,117
2,72
3,63
4,106
5,72
6,108
7,76
8,69
9,52

0,56
1,85
2,78
3,96
4,64
5,83
6,74
7,112
8,80
9,67

0,121
1,71
2,57
3,83
4,78
5,70
6,87
7,57
8,72
9,100

0,56
1,57
2,107
3,98
4,72
5,56
6,106
7,90
8,77
9,76

0,128
1,63
2,64
3,42
4,58
5,133
6,64
7,96
8,84
9,66

0,142
1,49
2,117
3,71
4,104
5,92
6,44
7,52
8,72
9,54

0,108
1,54
2,89
3,44
4,68
5,80
6,98
7,61
8,56
9,136

0,121
1,65
2,88
3,52
4,64
5,80
6,79
7,105
8,71
9,71

0,96
1,103
2,46
3,98
4,88
5,104
6,36
7,80
8,84
9,62

0,119
1,78
2,81
3,76
4,94
5,92
6,80
7,66
8,26
9,84

0,48
1,97
2,54
3,59
4,142
5,56
6,87
7,65
8,72
9,116

0,102
1,81
2,74
3,63
4,51
5,92
6,60
7,123
8,68
9,82

0,49
1,72
2,44
3,36
4,116
5,76
6,147
7,92
8,72
9,92

0,52
1,84
2,68
3,110
4,78
5,86
6,106
7,83
8,57
9,72

0,71
1,48
2,44
3,96
4,61
5,133
6,101
7,46
8,112
9,84

0,120
1,83
2,42
3,74
4,74
5,60
6,112
7,112
8,73
9,44

0,45
1,81
2,135
3,88
4,49
5,56
6,130
7,84
8,28
9,100

0,59
1,124
2,88
3,41
4,68
5,105
6,84
7,80
8,98
9,49

0,75
1,95
2,94
3,28
4,78
5,51
6,56
7,140
8,89
9,91

0,112
1,96
2,56
3,72
4,90
5,44
6,44
7,93
8,94
9,93

0,76
1,50
2,48
3,98
4,75
5,90
6,132
7,79
8,73
9,75

0,64
1,84
2,52
3,57
4,92
5,95
6,75
7,100
8,94
9,83

0,85
1,121
2,102
3,55
4,104
5,77
6,56
7,56
8,56
9,84

0,75
1,87
2,62
3,63
4,112
5,62
6,107
7,68
8,59
9,101

0,68
1,76
2,60
3,62
4,35
5,74
6,151
7,139
8,88
9,44

0,61
1,138
2,122
3,84
4,62
5,76
6,48
7,64
8,65
9,75

0,76
1,58
2,72
3,96
4,96
5,121
6,85
7,74
8,65
9,54

0,56
1,74
2,80
3,67
4,110
5,99
6,83
7,76
8,81
9,70

0,69
1,76
2,57
3,64
4,104
5,70
6,155
7,52
8,81
9,68

0,57
1,101
2,96
3,107
4,116
5,55
6,23
7,71
8,87
9,84

0,90
1,82
2,104
3,47
4,94
5,71
6,92
7,96
8,87
9,33

0,72
1,78
2,68
3,76
4,68
5,101
6,55
7,75
8,108
9,96

0,73
1,66
2,120
3,38
4,101
5,82
6,68
7,59
8,122
9,66

0,42
1,48
2,86
3,141
4,129
5,60
6,53
7,89
8,52
9,96

0,120
1,73
2,78
3,48
4,68
5,72
6,64
7,78
8,86
9,108

0,90
1,135
2,71
3,55
4,52
5,93
6,95
7,72
8,60
9,72

0,74
1,96
2,101
3,76
4,64
5,119
6,73
7,92
8,49
9,52

0,120
1,61
2,113
3,56
4,76
5,37
6,52
7,128
8,76
9,76

0,111
1,76
2,95
3,71
4,95
5,101
6,66
7,28
8,92
9,60

0,50
1,96
2,116
3,73
4,74
5,93
6,59
7,72
8,68
9,95

0,66
1,54
2,103
3,59
4,113
5,75
6,118
7,60
8,84
9,65

0,57
1,78
2,68
3,79
4,162
5,75
6,29
7,109
8,76
9,63

0,80
1,72
2,73
3,91
4,101
5,69
6,79
7,116
8,56
9,60

0,142
1,82
2,75
3,54
4,48
5,44
6,135
7,48
8,97
9,72

0,57
1,40
2,87
3,98
4,68
5,74
6,102
7,113
8,112
