Valor,Contagem
0,40
1,151
2,63
3,75
4,69
5,121
6,124
7,8
8,113
9,32
Valor,Contagem
0,40
1,67
2,120
3,52
4,109
5,109
6,126
7,68
8,83
9,24
Valor,Contagem
0,119
1,57
2,120
3,116
4,68
5,53
6,42
7,58
8,79
9,84
Valor,Contagem
0,72
1,96
2,93
3,64
4,141
5,83
6,48
7,91
8,52
9,57
Valor,Contagem
0,64
1,47
2,80
3,86
4,78
5,111
6,71
7,144
8,71
9,45
Valor,Contagem
0,129
1,52
2,63
3,116
4,52
5,116
6,63
7,48
8,77
9,82
Valor,Contagem
0,96
1,44
2,100
3,57
4,53
5,174
6,76
7,56
8,75
9,65
Valor,Contagem
0,115
1,28
2,71
3,77
4,92
5,56
6,116
7,48
8,73
9,120
Valor,Contagem
0,40
1,137
2,81
3,50
4,116
5,38
6,128
7,46
8,96
9,64
Valor,Contagem
0,86
1,76
2,107
3,70
4,144
5,78
6,60
7,54
8,47
9,74
Valor,Contagem
0,137
1,146
2,77
3,113
4,76
5,78
6,50
7,31
8,33
9,54
Valor,Contagem
0,16
1,68
2,84
3,60
4,97
5,168
6,64
7,104
8,99
9,35
Valor,Contagem
0,139
1,121
2,71
3,46
4,42
5,117
6,60
7,70
8,100
9,30
Valor,Contagem
0,56
1,85
2,74
3,69
4,84
5,137
6,24
7,98
8,67
9,102
Valor,Contagem
0,95
1,139
2,62
3,71
4,68
5,114
6,35
7,68
8,124
9,22
Valor,Contagem
0,56
1,135
2,95
3,94
4,52
5,66
6,90
7,49
8,41
9,117
Valor,Contagem
0,121
1,73
2,100
3,89
4,80
5,42
6,77
7,48
8,47
9,117
Valor,Contagem
0,97
1,58
2,60
3,125
4,81
5,68
6,89
7,57
8,116
9,44
Valor,Contagem
0,122
1,76
2,24
3,60
4,55
5,139
6,72
7,56
8,117
9,76
Valor,Contagem
0,96
1,86
2,34
3,140
4,63
5,69
6,60
7,100
8,76
9,72
Valor,Contagem
0,56
1,72
2,67
3,149
4,92
5,43
6,99
7,61
8,104
9,55
Valor,Contagem
0,119
1,23
2,102
3,61
4,96
5,55
6,92
7,102
8,92
9,54
Valor,Contagem
0,36
1,64
2,103
3,106
4,98
5,51
6,52
7,135
8,91
9,61
Valor,Contagem
0,92
1,59
2,114
3,124
4,101
5,64
6,96
7,54
8,40
9,51
Valor,Contagem
0,71
1,147
2,79
3,36
4,95
5,36
6,57
7,54
8,145
9,77
Valor,Contagem
0,38
1,112
2,56
3,66
4,36
5,112
6,68
7,86
8,136
9,87
Valor,Contagem
0,88
1,50
2,60
3,106
4,81
5,108
6,84
7,76
8,116
9,27
Valor,Contagem
0,66
1,87
2,44
3,87
4,71
5,69
6,62
7,108
8,133
9,68
Valor,Contagem
0,136
1,104
2,39
3,40
4,86
5,36
6,73
7,151
8,101
9,30
Valor,Contagem
0,109
1,53
2,108
3,46
4,61
5,71
6,58
7,43
8,163
9,84
Valor,Contagem
0,58
1,121
2,60
3,84
4,50
5,87
6,92
7,36
8,80
9,128
Valor,Contagem
0,26
1,65
2,76
3,121
4,96
5,84
6,86
7,46
8,123
9,73
Valor,Contagem
0,37
1,52
2,99
3,95
4,29
5,88
6,69
7,100
8,126
9,101
Valor,Contagem
0,108
1,72
2,61
3,65
4,88
5,88
6,63
7,142
8,52
9,56
Valor,Contagem
0,105
1,80
2,56
3,36
4,126
5,80
6,58
7,101
8,80
9,72
Valor,Contagem
0,39
1,27
2,68
3,144
4,68
5,124
6,85
7,84
8,38
9,118
Valor,Contagem
0,96
1,112
2,54
3,87
4,32
5,143
6,156
7,58
8,10
9,48
Valor,Contagem
0,81
1,93
2,25
3,68
4,68
5,99
6,77
7,64
8,78
9,143
Valor,Contagem
0,58
1,52
2,92
3,56
4,77
5,70
6,64
7,124
8,77
9,125
Valor,Contagem
0,98
1,117
2,45
3,100
4,61
5,102
6,107
7,28
8,77
9,60
Valor,Contagem
0,63
1,34
2,117
3,28
4,77
5,99
6,59
7,149
8,53
9,116
Valor,Contagem
0,72
1,44
2,115
3,112
4,116
5,55
6,72
7,73
8,80
9,57
Valor,Contagem
0,84
1,131
2,57
3,69
4,53
5,84
6,129
7,68
8,80
9,40
Valor,Contagem
0,102
1,29
2,62
3,70
4,48
5,116
6,41
7,108
8,106
9,113
Valor,Contagem
0,72
1,128
2,73
3,63
4,54
5,115
6,84
7,56
8,39
9,112
Valor,Contagem
0,88
1,57
2,84
3,46
4,140
5,56
6,140
7,39
8,113
9,33
Valor,Contagem
0,84
1,77
2,156
3,136
4,105
5,39
6,64
7,64
8,55
9,15
Valor,Contagem
0,40
1,81
2,41
3,125
4,48
5,92
6,54
7,122
8,84
9,108
Valor,Contagem
0,52
1,48
2,100
3,72
4,76
5,105
6,132
7,42
8,82
9,87
Valor,Contagem
0,91
1,140
2,48
3,44
4,126
5,44
6,108
7,79
8,37
9,80
Valor,Contagem
0,68
1,118
2,43
3,73
4,79
5,152
6,99
7,72
8,54
9,39
Valor,Contagem
0,84
1,64
2,88
3,80
4,62
5,72
6,95
7,76
8,116
9,60
Valor,Contagem
0,83
1,72
2,104
3,44
4,105
5,131
6,64
7,68
8,56
9,70
Valor,Contagem
0,87
1,43
2,75
3,131
4,69
5,64
6,71
7,46
8,89
9,122
Valor,Contagem
0,76
1,62
2,64
3,96
4,93
5,76
6,103
7,115
8,67
9,44
Valor,Contagem
0,82
1,75
2,120
3,50
4,68
5,42
6,51
7,106
8,141
9,61
Valor,Contagem
0,9
1,138
2,38
3,45
4,80
5,77
6,96
7,118
8,115
9,80
Valor,Contagem
0,104
1,84
2,96
3,71
4,71
5,46
6,90
7,48
8,125
9,62
Valor,Contagem
0,83
