Valor,Contagem
0,76
1,91
2,78
3,86
4,40
5,70
6,47
7,78
8,168
9,63
Valor,Contagem
0,88
1,147
2,26
3,80
4,55
5,124
6,73
7,69
8,87
9,48
Valor,Contagem
0,97
1,54
2,106
3,54
4,89
5,50
6,120
7,89
8,65
9,71
Valor,Contagem
0,69
1,81
2,54
3,93
4,112
5,36
6,52
7,57
8,90
9,151
Valor,Contagem
0,108
1,26
2,33
3,76
4,114
5,76
6,61
7,113
8,68
9,121
Valor,Contagem
0,93
1,87
2,90
3,52
4,145
5,82
6,52
7,40
8,52
9,103
Valor,Contagem
0,82
1,130
2,29
3,38
4,91
5,55
6,60
7,94
8,124
9,94
Valor,Contagem
0,110
1,96
2,69
3,48
4,172
5,75
6,68
7,59
8,45
9,56
Valor,Contagem
0,109
1,57
2,104
3,24
4,40
5,87
6,154
7,80
8,9
9,131
Valor,Contagem
0,75
1,108
2,70
3,84
4,61
5,64
6,45
7,106
8,69
9,113
Valor,Contagem
0,60
1,86
2,55
3,65
4,159
5,65
6,96
7,78
8,100
9,32
Valor,Contagem
0,61
1,79
2,86
3,37
4,91
5,52
6,112
7,39
8,93
9,147
Valor,Contagem
0,124
1,148
2,80
3,100
4,51
5,111
6,20
7,74
8,60
9,29
Valor,Contagem
0,64
1,36
2,114
3,56
4,71
5,48
6,125
7,93
8,130
9,60
Valor,Contagem
0,85
1,38
2,91
3,140
4,40
5,56
6,64
7,84
8,136
9,63
Valor,Contagem
0,42
1,107
2,160
3,42
4,68
5,116
6,90
7,23
8,81
9,67
Valor,Contagem
0,178
1,76
2,45
3,55
4,56
5,37
6,98
7,91
8,54
9,106
Valor,Contagem
0,108
1,91
2,32
3,51
4,106
5,45
6,50
7,140
8,78
9,96
Valor,Contagem
0,62
1,80
2,152
3,40
4,78
5,77
6,42
7,128
8,46
9,92
Valor,Contagem
0,83
1,175
2,32
3,49
4,128
5,91
6,64
7,52
8,111
9,12
Valor,Contagem
0,21
1,108
2,80
3,55
4,43
5,84
6,211
7,56
8,85
9,52
Valor,Contagem
0,58
1,43
2,47
3,115
4,79
5,40
6,79
7,84
8,141
9,111
Valor,Contagem
0,100
1,112
2,76
3,39
4,64
5,111
6,126
7,60
8,42
9,67
Valor,Contagem
0,122
1,94
2,40
3,34
4,78
5,82
6,60
7,156
8,66
9,64
Valor,Contagem
0,80
1,168
2,16
3,113
4,30
5,88
6,93
7,93
8,45
9,70
Valor,Contagem
0,72
1,47
2,92
3,68
4,116
5,72
6,83
7,91
8,61
9,96
Valor,Contagem
0,101
1,78
2,81
3,44
4,91
5,85
6,88
7,87
8,88
9,53
Valor,Contagem
0,78
1,76
2,42
3,124
4,47
5,112
6,139
7,56
8,59
9,64
Valor,Contagem
0,104
1,80
2,36
3,56
4,102
5,89
6,96
7,99
8,94
9,40
Valor,Contagem
0,48
1,75
2,111
3,77
4,50
5,119
6,91
7,124
8,16
9,86
Valor,Contagem
0,72
1,113
2,102
3,35
4,49
5,195
6,31
7,85
8,36
9,78
Valor,Contagem
0,136
1,40
2,88
3,92
4,62
5,80
6,41
7,99
8,71
9,87
Valor,Contagem
0,156
1,31
2,128
3,97
4,77
5,48
6,37
7,79
8,52
9,92
Valor,Contagem
0,59
1,66
2,112
3,57
4,76
5,105
6,122
7,76
8,69
9,54
Valor,Contagem
0,140
1,45
2,63
3,53
4,66
5,37
6,152
7,107
8,62
9,72
Valor,Contagem
0,80
1,128
2,70
3,61
4,24
5,150
6,93
7,37
8,37
9,116
Valor,Contagem
0,148
1,87
2,18
3,44
4,41
5,69
6,110
7,108
8,63
9,108
Valor,Contagem
0,59
1,41
2,60
3,86
4,124
5,42
6,110
7,68
8,148
9,60
Valor,Contagem
0,110
1,29
2,204
3,50
4,117
5,76
6,33
7,26
8,121
9,29
Valor,Contagem
0,132
1,77
2,48
3,50
4,55
5,94
6,124
7,106
8,57
9,54
Valor,Contagem
0,120
1,105
2,35
3,70
4,63
5,60
6,64
7,96
8,68
9,116
Valor,Contagem
0,88
1,102
2,80
3,142
4,117
5,36
6,13
7,96
8,27
9,94
Valor,Contagem
0,34
1,113
2,73
3,127
4,29
5,114
6,96
7,104
8,56
9,48
Valor,Contagem
0,88
1,93
2,113
3,35
4,44
5,73
6,99
7,60
8,79
9,112
Valor,Contagem
0,43
1,144
2,69
3,120
4,62
5,79
6,69
7,32
8,88
9,89
Valor,Contagem
0,61
1,78
2,46
3,110
4,135
5,88
6,55
7,71
8,92
9,60
Valor,Contagem
0,66
1,91
2,68
3,131
4,37
5,116
6,100
7,98
8,37
9,52
Valor,Contagem
0,130
1,52
2,113
3,96
4,82
5,46
6,33
7,95
8,77
9,71
Valor,Contagem
0,66
1,192
2,80
3,75
4,40
5,32
6,115
7,40
8,85
9,72
Valor,Contagem
0,43
1,96
2,65
3,128
4,133
5,65
6,68
7,48
8,56
9,94
Valor,Contagem
0,95
1,76
2,30
3,81
4,117
5,124
6,68
7,87
8,48
9,69
Valor,Contagem
0,106
1,63
2,98
3,59
4,60
5,51
6,68
7,97
8,104
9,89
Valor,Contagem
0,79
1,75
2,52
3,74
4,61
5,158
6,148
7,98
8,32
9,18
Valor,Contagem
0,94
1,78
2,23
3,53
4,81
5,17
6,114
7,100
8,52
9,183
Valor,Contagem
0,121
1,61
2,108
3,73
4,51
5,32
6,146
7,58
8,39
9,107
Valor,Contagem
0,72
1,47
2,67
3,53
4,72
5,140
6,89
7,92
8,76
9,90
Valor,Contagem
0,49
1,76
2,117
3,45
4,76
5,87
6,80
7,81
8,83
9,102
Valor,Contagem
0,44
1,91
2,48
3,52
4,140
5,89
6,52
7,125
8,80
9,75
Valor,Contagem
0,130
1,62
2,106
3,43
4,61
5,94
6,44
7,64
8,105
9,87
Valor,Contagem
0,28
1,78
2,84
3,44
4,93
5,153
6,156
7,48
8,35
9,77
Valor,Contagem
0,151
1,124
2,20
3,60
4,42
5,60
6,77
7,88
8,117
9,56
Valor,Contagem
0,92
1,98
2,51
3,60
4,55
5,129
6,68
7,100
8,79
9,64
Valor,Contagem
0,150
1,124
2,52
3,115
4,38
5,44
6,105
7,72
8,49
9,46
Valor,Contagem
0,56
1,73
2,91
3,94
4,61
5,61
6,26
7,216
8,66
9,52
Valor,Contagem
0,64
1,84
2,58
3,127
4,79
5,52
6,84
7,100
8,55
9,95
Valor,Contagem
0,66
1,96
2,32
3,97
4,18
5,112
6,106
7,72
8,140
9,55
Valor,Contagem
0,87
1,85
2,65
3,48
4,110
5,72
6,47
7,36
8,61
9,184
Valor,Contagem
0,72
1,68
2,60
3,112
4,90
5,84
6,35
7,96
8,104
9,74
Valor,Contagem
0,30
1,90
2,158
3,88
4,32
5,48
6,80
7,82
8,94
9,94
Valor,Contagem
0,112
1,83
2,72
3,56
4,57
5,88
6,108
7,23
8,93
9,104
Valor,Contagem
0,100
1,42
2,60
3,55
4,81
5,72
6,215
7,48
8,60
9,64
Valor,Contagem
0,83
1,32
2,72
3,38
4,184
5,72
6,108
7,65
8,44
9,97
Valor,Contagem
0,84
1,68
2,71
3,54
4,72
5,101
6,134
7,76
8,58
9,80
Valor,Contagem
0,44
1,151
2,119
3,139
4,44
5,80
6,70
7,84
8,32
9,34
Valor,Contagem
0,106
1,108
2,56
3,132
4,95
5,98
6,73
7,40
8,58
9,31
Valor,Contagem
0,29
1,88
2,65
3,68
4,33
5,189
6,104
7,94
8,94
9,32
Valor,Contagem
0,132
1,60
2,81
3,41
4,56
5,82
6,85
7,156
8,53
9,48
Valor,Contagem
0,55
1,47
2,146
3,134
4,103
5,63
6,69
7,95
8,66
9,19
Valor,Contagem
0,52
1,122
2,52
3,194
4,53
5,68
6,59
7,71
8,61
9,64
Valor,Contagem
0,72
1,50
2,81
3,60
4,84
5,56
6,124
7,91
8,111
9,66
Valor,Contagem
0,73
1,53
2,52
3,103
4,128
5,97
6,81
7,124
8,62
9,23
Valor,Contagem
0,72
1,84
2,80
3,101
4,95
5,114
6,40
7,68
8,59
9,84
Valor,Contagem
0,72
1,92
2,104
3,34
4,104
5,97
6,67
7,51
8,144
9,31
Valor,Contagem
0,151
1,67
2,130
3,35
