Valor,Contagem
0,60
1,96
2,67
3,66
4,100
5,114
6,82
7,64
8,89
9,58
Valor,Contagem
0,96
1,44
2,40
3,136
4,68
5,58
6,86
7,86
8,85
9,96
Valor,Contagem
0,66
1,64
2,83
3,63
4,78
5,154
6,57
7,92
8,70
9,69
Valor,Contagem
0,56
1,92
2,112
3,68
4,85
5,136
6,41
7,51
8,86
9,69
Valor,Contagem
0,66
1,68
2,107
3,88
4,94
5,59
6,69
7,77
8,68
9,99
Valor,Contagem
0,61
1,45
2,72
3,89
4,65
5,93
6,81
7,117
8,112
9,60
Valor,Contagem
0,59
1,71
2,69
3,80
4,97
5,65
6,48
7,127
8,119
9,61
Valor,Contagem
0,208
1,84
2,44
3,54
4,78
5,68
6,40
7,108
8,39
9,73
Valor,Contagem
0,81
1,97
2,64
3,72
4,44
5,128
6,87
7,57
8,88
9,77
Valor,Contagem
0,114
1,56
2,89
3,52
4,86
5,94
6,96
7,48
8,80
9,82
Valor,Contagem
0,104
1,65
2,68
3,57
4,86
5,124
6,100
7,69
8,60
9,62
Valor,Contagem
0,136
1,139
2,64
3,91
4,27
5,45
6,76
7,56
8,72
9,91
Valor,Contagem
0,96
1,67
2,62
3,90
4,77
5,65
6,89
7,100
8,78
9,72
Valor,Contagem
0,48
1,98
2,67
3,80
4,140
5,75
6,80
7,74
8,59
9,75
Valor,Contagem
0,88
1,47
2,122
3,109
4,75
5,44
6,101
7,18
8,128
9,64
Valor,Contagem
0,62
1,100
2,110
3,52
4,94
5,61
6,88
7,72
8,99
9,59
Valor,Contagem
0,108
1,101
2,49
3,56
4,112
5,58
6,98
7,94
8,73
9,45
Valor,Contagem
0,71
1,85
2,64
3,134
4,100
5,58
6,39
7,107
8,91
9,48
Valor,Contagem
0,136
1,32
2,105
3,52
4,42
5,99
6,96
7,96
8,55
9,83
Valor,Contagem
0,76
1,25
2,137
3,84
4,69
5,48
6,98
7,89
8,65
9,104
Valor,Contagem
0,71
1,100
2,100
3,88
4,79
5,67
6,98
7,72
8,44
9,77
Valor,Contagem
0,60
1,121
2,88
3,78
4,53
5,91
6,84
7,83
8,92
9,47
Valor,Contagem
0,58
1,91
2,75
3,71
4,97
5,98
6,84
7,83
8,76
9,64
Valor,Contagem
0,37
1,34
2,45
3,171
4,75
5,92
6,81
7,95
8,48
9,118
Valor,Contagem
0,76
1,56
2,60
3,66
4,117
5,69
6,69
7,72
8,128
9,82
Valor,Contagem
0,75
1,84
2,47
3,64
4,116
5,48
6,94
7,80
8,116
9,73
Valor,Contagem
0,60
1,151
2,86
3,47
4,38
5,76
6,112
7,47
8,39
9,140
Valor,Contagem
0,76
1,86
2,125
3,69
4,102
5,35
6,83
7,84
8,75
9,60
Valor,Contagem
0,102
1,59
2,81
3,71
4,91
5,92
6,85
7,56
8,89
9,70
Valor,Contagem
0,92
1,48
2,79
3,73
4,57
5,40
6,114
7,88
8,57
9,148
Valor,Contagem
0,101
1,25
2,81
3,86
4,117
5,63
6,84
7,130
8,25
9,84
Valor,Contagem
0,60
1,87
2,54
3,99
4,76
5,100
6,93
7,34
8,105
9,89
Valor,Contagem
0,59
1,46
2,116
3,109
4,37
5,122
6,67
7,77
8,99
9,64
Valor,Contagem
0,94
1,86
2,62
3,118
4,114
5,88
6,41
7,68
8,60
9,65
Valor,Contagem
0,79
1,90
2,84
3,37
4,55
5,102
6,97
7,88
8,58
9,105
Valor,Contagem
0,68
1,78
2,52
3,156
4,86
5,59
6,76
7,84
8,57
9,78
Valor,Contagem
0,84
1,56
2,89
3,87
4,60
5,96
6,33
7,96
8,108
9,88
Valor,Contagem
0,46
1,112
2,68
3,77
4,84
5,100
6,125
7,54
8,52
9,79
Valor,Contagem
0,54
1,63
2,177
3,88
4,57
5,64
6,87
7,52
8,91
9,63
Valor,Contagem
0,68
1,86
2,50
3,77
4,54
5,79
6,97
7,67
8,100
9,117
Valor,Contagem
0,31
1,90
2,84
3,80
4,146
5,54
6,78
7,103
8,63
9,67
Valor,Contagem
0,70
1,85
2,136
3,72
4,56
5,64
6,48
7,114
8,48
9,104
Valor,Contagem
0,56
1,79
2,104
3,100
4,37
5,56
6,97
7,121
8,69
9,76
Valor,Contagem
0,51
1,53
2,72
3,100
4,64
5,116
6,63
7,112
8,116
9,49
Valor,Contagem
0,101
1,70
2,91
3,79
4,47
5,44
6,44
7,173
8,62
9,84
Valor,Contagem
0,93
1,70
2,31
3,107
4,87
5,78
6,60
7,78
8,66
9,126
Valor,Contagem
0,100
1,115
2,68
3,77
4,74
5,34
6,62
7,78
8,93
9,94
Valor,Contagem
0,49
1,169
2,46
3,77
4,79
5,114
6,68
7,39
8,96
9,59
Valor,Contagem
0,44
1,96
2,97
3,79
4,68
5,56
6,88
7,86
8,96
9,84
Valor,Contagem
0,72
1,51
2,68
3,77
4,108
5,96
6,116
7,51
8,104
