Valor,Contagem
0,13
1,42
2,220
3,140
4,94
5,101
6,46
8,136
9,2
Valor,Contagem
0,232
1,204
2,11
3,10
4,36
5,53
6,11
7,156
8,76
9,7
Valor,Contagem
0,2
1,6
2,212
4,72
5,92
6,64
7,2
8,347
Valor,Contagem
0,56
1,34
2,152
3,28
4,84
5,144
6,40
7,185
8,71
9,2
Valor,Contagem
0,43
2,76
3,48
5,23
6,40
7,29
8,320
9,217
Valor,Contagem
0,42
1,5
3,56
4,195
5,25
6,12
7,21
8,344
9,96
Valor,Contagem
0,4
1,38
2,40
4,92
5,20
6,442
7,4
8,145
9,11
Valor,Contagem
0,208
1,170
2,4
3,25
4,13
5,1
6,272
7,4
8,4
9,95
Valor,Contagem
0,6
1,204
2,41
3,253
4,1
5,36
7,66
9,190
Valor,Contagem
0,75
1,103
2,20
3,99
4,16
5,328
6,28
7,84
8,44
Valor,Contagem
0,44
1,72
2,25
3,36
4,20
5,72
6,149
7,32
8,21
9,324
Valor,Contagem
0,4
1,20
2,343
3,63
4,152
5,13
6,44
7,72
8,83
9,2
Valor,Contagem
0,2
1,156
2,156
3,48
4,148
5,15
6,98
7,20
8,21
9,133
Valor,Contagem
0,1
1,46
2,105
3,372
5,77
6,92
8,42
9,61
Valor,Contagem
0,4
1,217
2,133
3,20
4,30
5,36
6,16
7,10
8,301
9,28
Valor,Contagem
0,12
1,112
3,113
4,13
5,64
6,16
8,26
9,439
Valor,Contagem
0,67
1,74
2,37
3,288
5,5
6,18
7,176
8,86
9,44
Valor,Contagem
0,48
1,402
2,169
4,1
5,92
6,1
7,53
9,29
Valor,Contagem
0,95
1,68
2,31
3,26
4,24
5,113
6,7
8,27
9,407
Valor,Contagem
0,68
1,9
2,325
3,3
4,32
5,174
6,1
7,1
8,99
9,84
Valor,Contagem
0,49
1,30
2,4
3,12
4,279
5,57
6,111
7,71
8,160
9,23
Valor,Contagem
0,13
1,40
2,342
3,89
4,63
7,3
9,247
Valor,Contagem
0,7
1,12
2,143
3,90
4,109
6,124
7,208
8,28
9,76
Valor,Contagem
0,263
1,113
2,17
3,9
4,32
5,3
6,7
7,176
8,139
9,37
Valor,Contagem
0,96
1,113
2,336
3,7
4,94
6,8
8,13
9,129
Valor,Contagem
0,3
1,142
2,127
3,140
4,43
5,135
6,148
7,28
8,4
9,26
Valor,Contagem
0,165
1,64
2,14
3,14
4,124
5,19
6,84
8,12
9,300
Valor,Contagem
0,17
1,3
2,68
3,196
4,54
5,104
6,50
7,59
9,246
Valor,Contagem
0,215
1,80
2,56
3,37
4,2
5,4
6,55
7,326
8,8
9,12
Valor,Contagem
0,325
3,202
4,43
5,104
6,13
7,4
8,57
9,48
Valor,Contagem
0,43
2,383
3,8
4,4
5,177
6,73
7,14
8,91
9,4
Valor,Contagem
0,2
1,32
2,161
5,147
6,254
7,60
8,135
9,6
Valor,Contagem
0,4
1,47
2,108
4,204
5,1
6,338
7,32
8,14
9,50
Valor,Contagem
0,22
1,17
2,214
3,32
4,169
5,149
6,3
7,99
9,91
Valor,Contagem
0,184
1,18
2,25
4,140
5,94
6,186
7,15
8,12
9,122
Valor,Contagem
0,120
1,37
2,29
3,32
5,482
8,40
9,58
Valor,Contagem
0,23
2,24
3,264
4,51
5,34
7,42
8,329
9,31
Valor,Contagem
0,31
1,48
2,80
3,45
4,6
5,151
6,72
7,148
8,192
9,23
Valor,Contagem
0,221
2,51
3,216
4,48
5,8
6,11
7,81
8,73
9,88
Valor,Contagem
0,17
1,21
2,4
5,4
7,293
8,156
9,301
Valor,Contagem
0,24
1,8
2,26
3,12
4,31
5,8
6,87
7,135
8,30
9,436
Valor,Contagem
0,32
1,42
2,7
3,172
5,280
6,16
7,3
8,228
9,16
Valor,Contagem
0,140
1,233
2,24
3,36
4,157
5,2
6,92
7,5
8,74
9,32
Valor,Contagem
0,4
1,484
2,2
3,20
4,23
5,53
6,150
7,12
9,48
Valor,Contagem
0,3
2,31
3,173
4,60
5,74
6,196
7,117
8,4
9,136
Valor,Contagem
0,20
1,4
2,507
3,7
4,32
5,204
8,1
9,20
Valor,Contagem
1,96
3,132
4,33
5,17
6,213
7,245
8,8
9,53
Valor,Contagem
0,65
1,177
2,95
4,60
5,218
6,4
7,116
8,20
9,41
Valor,Contagem
1,44
2,129
3,19
4,168
5,84
6,9
7,8
8,247
9,87
Valor,Contagem
0,24
2,212
3,372
4,42
6,2
8,140
9,3
Valor,Contagem
0,163
1,72
2,112
3,152
5,229
6,14
7,16
8,4
9,35
Valor,Contagem
0,76
1,14
2,278
3,220
4,117
6,24
7,49
8,11
9,7
Valor,Contagem
0,197
1,40
2,156
5,50
7,189
8,19
9,146
Valor,Contagem
0,3
1,170
2,174
3,81
4,52
5,9
6,72
8,74
9,161
Valor,Contagem
0,46
1,279
2,191
3,34
4,51
5,117
7,12
8,44
9,24
Valor,Contagem
1,12
2,13
3,18
4,33
5,151
6,8
7,196
8,284
9,80
Valor,Contagem
0,77
1,16
2,179
3,99
4,28
5,198
6,87
7,5
8,28
9,78
Valor,Contagem
1,26
2,112
3,86
4,402
6,22
7,108
8,5
9,35
Valor,Contagem
0,255
1,162
2,111
5,9
6,2
7,8
8,184
9,66
Valor,Contagem
0,85
1,13
2,4
3,26
4,89
5,49
7,335
8,194
Valor,Contagem
0,30
1,368
2,53
3,42
4,4
5,84
6,23
7,44
8,40
9,108
Valor,Contagem
0,100
2,113
3,44
4,73
5,8
6,172
7,19
8,54
9,212
Valor,Contagem
0,129
2,93
4,71
5,34
6,100
7,13
8,187
9,169
Valor,Contagem
0,71
1,14
2,101
3,217
5,10
6,316
7,64
8,4
Valor,Contagem
0,220
1,5
2,140
3,1
4,4
5,37
6,124
7,15
8,13
9,237
Valor,Contagem
1,234
2,39
3,58
5,12
6,72
7,27
8,204
9,148
Valor,Contagem
0,25
2,49
3,184
4,351
5,80
6,48
7,4
8,45
9,9
Valor,Contagem
0,154
2,4
3,7
4,203
5,90
6,63
7,208
9,68
Valor,Contagem
0,8
1,35
2,33
3,41
4,1
5,209
6,65
7,73
8,266
9,64
Valor,Contagem
0,121
1,16
2,59
3,6
4,363
5,2
6,35
7,4
8,168
9,22
Valor,Contagem
0,19
1,15
2,215
3,2
4,164
5,11
6,25
7,39
8,301
9,5
Valor,Contagem
0,138
1,43
2,147
3,76
4,26
5,6
6,320
7,7
8,5
9,28
Valor,Contagem
0,105
2,1
3,323
4,72
5,36
6,2
7,28
8,38
9,190
Valor,Contagem
0,36
1,155
2,64
4,358
5,126
6,7
7,1
8,48
9,1
Valor,Contagem
0,176
1,23
2,65
3,101
4,26
5,124
6,2
7,142
8,57
9,80
Valor,Contagem
0,152
1,181
2,9
3,112
4,151
5,20
6,94
7,55
8,6
9,16
Valor,Contagem
0,21
1,13
2,63
3,57
4,32
5,246
6,12
7,268
8,4
9,79
Valor,Contagem
1,157
2,23
3,2
4,45
6,165
7,37
8,355
9,12
Valor,Contagem
0,34
1,115
2,39
3,28
4,12
5,165
7,43
8,2
9,357
Valor,Contagem
0,1
1,3
2,4
3,41
4,25
5,100
7,2
8,426
9,194
Valor,Contagem
0,181
1,12
2,66
3,132
4,13
5,138
6,28
7,88
8,7
9,131
Valor,Contagem
0,112
1,14
2,43
3,16
4,140
5,121
6,13
7,31
8,147
9,160
Valor,Contagem
1,1
2,61
3,144
4,2
5,24
6,259
7,34
8,252
9,20
Valor,Contagem
0,391
1,120
3,38
4,35
6,113
7,56
8,10
9,32
Valor,Contagem
0,102
1,52
3,70
4,20
5,112
6,122
7,97
8,53
9,168
Valor,Contagem
0,8
3,60
4,37
5,349
7,337
9,5
Valor,Contagem
0,25
1,110
2,75
3,70
4,19
5,279
6,108
7,14
8,26
9,70
Valor,Contagem
0,358
1,29
5,136
6,34
7,62
8,124
9,55
Valor,Contagem
0,110
1,48
2,156
3,146
4,9
5,1
6,93
7,8
8,49
9,175
Valor,Contagem
1,35
2,68
3,55
4,160
6,34
7,413
8,29
9,3
Valor,Contagem
0,15
1,191
2,12
3,68
4,144
5,112
6,173
7,1
8,46
9,34
Valor,Contagem
0,270
1,4
2,178
3,11
4,118
5,4
6,54
7,105
8,16
9,36
Valor,Contagem
0,17
1,240
2,34
3,276
4,27
5,38
6,4
7,8
9,152
Valor,Contagem
0,141
1,143
3,170
4,68
5,118
6,60
7,18
8,39
9,38
Valor,Contagem
0,147
1,360
2,58
3,32
4,18
5,40
6,16
7,88
8,3
9,33
Valor,Contagem
0,38
1,28
2,84
3,64
4,176
5,50
6,121
7,136
8,80
9,20
Valor,Contagem
0,2
1,55
2,295
3,3
4,4
5,285
7,63
8,72
9,17
Valor,Contagem
1,104
3,229
4,32
5,305
8,1
9,124
Valor,Contagem
0,355
1,1
2,2
3,39
4,60
5,96
6,28
8,192
9,23
Valor,Contagem
0,342
2,4
3,131
4,4
5,8
6,60
8,2
9,245
Valor,Contagem
0,1
1,59
4,316
5,15
6,77
7,46
8,162
9,120
Valor,Contagem
0,8
1,5
2,362
4,62
5,24
6,158
7,4
8,173
Valor,Contagem
0,55
1,71
2,79
3,172
4,26
5,56
6,14
7,118
8,131
9,76
Valor,Contagem
0,16
1,18
3,30
4,357
5,348
6,6
7,16
9,4
Valor,Contagem
0,13
2,18
3,93
4,5
5,2
7,450
8,12
9,204
Valor,Contagem
2,290
3,72
4,88
5,191
6,3
7,144
9,9
Valor,Contagem
0,241
1,104
2,114
3,17
4,29
6,99
7,11
8,165
9,16
Valor,Contagem
0,129
1,97
2,2
3,10
4,116
5,8
6,3
7,207
8,186
9,39
Valor,Contagem
0,75
1,44
2,5
