Valor,Contagem
0,62
1,184
2,288
3,4
4,52
5,8
6,27
7,28
8,7
9,136
Valor,Contagem
0,4
1,40
2,20
3,93
4,49
5,8
6,340
7,207
8,8
9,28
Valor,Contagem
0,18
1,33
2,148
4,16
5,142
6,234
7,50
8,6
9,149
Valor,Contagem
0,20
1,33
2,4
3,17
4,34
5,172
6,148
7,347
8,8
9,12
Valor,Contagem
0,1
1,3
2,85
3,67
4,122
5,8
6,265
8,245
Valor,Contagem
0,34
1,3
2,260
3,18
4,310
5,52
6,81
7,16
8,1
9,20
Valor,Contagem
0,12
1,86
2,17
3,39
4,148
5,5
7,332
8,28
9,129
Valor,Contagem
0,39
1,219
2,12
3,355
4,20
5,21
7,46
8,56
9,29
Valor,Contagem
0,231
1,8
2,41
3,10
4,27
5,227
6,20
7,192
8,39
Valor,Contagem
0,4
1,147
2,249
3,68
4,14
5,123
6,48
7,7
8,49
9,87
Valor,Contagem
0,2
1,22
2,132
3,267
4,12
5,162
6,87
7,60
8,52
9,1
Valor,Contagem
0,257
1,12
2,3
3,7
4,6
5,86
7,185
8,82
9,158
Valor,Contagem
0,10
1,253
2,36
3,76
4,68
5,18
7,140
8,3
9,193
Valor,Contagem
0,92
1,11
2,28
3,9
4,524
5,3
6,48
7,6
8,28
9,47
Valor,Contagem
0,57
1,62
3,11
4,280
6,68
7,288
8,28
9,2
Valor,Contagem
1,240
2,56
3,20
5,50
6,126
7,20
8,30
9,254
Valor,Contagem
0,32
1,33
2,201
3,15
4,69
5,156
6,91
7,133
8,42
9,24
Valor,Contagem
0,4
2,3
3,408
4,22
5,44
6,7
7,140
8,46
9,121
Valor,Contagem
0,300
1,144
2,8
3,2
4,42
5,67
6,4
7,101
8,29
9,100
Valor,Contagem
0,99
1,29
3,44
4,294
5,40
7,54
8,91
9,146
Valor,Contagem
0,126
1,143
2,1
3,1
4,24
5,444
6,15
9,41
Valor,Contagem
0,30
1,20
2,3
3,80
4,97
5,292
6,8
7,7
8,198
9,61
Valor,Contagem
0,23
1,96
2,181
3,14
4,232
5,140
7,4
8,107
Valor,Contagem
0,91
1,126
2,160
3,8
4,44
5,99
6,10
7,227
8,25
9,5
Valor,Contagem
0,46
1,68
2,284
4,12
5,13
6,84
7,44
8,215
9,31
Valor,Contagem
0,3
1,28
2,394
3,220
4,5
5,25
6,39
7,52
9,29
Valor,Contagem
0,9
1,11
2,23
3,164
4,144
6,325
7,28
8,14
9,78
Valor,Contagem
0,92
1,136
2,228
3,29
4,176
5,45
6,4
7,5
8,73
9,8
Valor,Contagem
0,121
1,15
2,44
3,52
4,66
6,208
7,2
8,240
9,49
Valor,Contagem
0,6
2,133
3,72
4,56
5,10
6,356
7,1
8,132
9,30
Valor,Contagem
0,26
1,162
2,44
3,23
4,6
5,24
6,4
7,289
8,28
9,189
Valor,Contagem
0,6
1,107
2,59
3,40
4,186
5,94
6,172
7,80
8,34
9,18
Valor,Contagem
0,76
1,36
2,107
3,37
4,68
5,73
6,124
7,24
9,252
Valor,Contagem
0,25
1,1
2,346
3,36
4,265
6,21
7,16
8,18
9,67
Valor,Contagem
0,179
1,8
2,40
3,416
4,16
5,5
6,120
7,11
9,1
Valor,Contagem
0,147
2,220
3,7
4,122
5,1
6,2
7,268
8,13
9,17
Valor,Contagem
0,278
1,194
2,59
3,3
4,8
5,166
6,13
7,35
8,19
9,21
Valor,Contagem
1,9
2,90
4,15
5,173
6,210
7,132
8,86
9,80
Valor,Contagem
0,70
1,14
2,65
3,44
5,1
6,33
7,108
8,425
9,36
Valor,Contagem
1,19
2,38
4,79
6,155
7,324
8,93
9,90
Valor,Contagem
0,55
1,212
2,24
3,7
4,124
5,177
6,8
7,101
8,64
9,24
Valor,Contagem
1,292
2,108
3,257
4,76
5,55
6,7
7,3
Valor,Contagem
0,3
1,45
2,6
3,87
4,10
5,16
6,482
7,78
8,26
9,43
Valor,Contagem
0,8
1,65
2,41
3,71
4,49
5,56
6,4
7,8
8,436
9,58
Valor,Contagem
0,44
1,12
2,63
3,4
4,2
5,54
6,220
7,134
8,216
9,47
Valor,Contagem
1,125
2,26
3,5
4,2
5,70
6,64
7,187
8,310
9,8
Valor,Contagem
0,74
1,409
2,236
4,57
6,7
7,3
8,1
9,9
Valor,Contagem
0,54
1,58
2,187
4,3
5,4
6,56
7,25
8,53
9,356
Valor,Contagem
0,16
1,24
2,185
3,34
4,98
5,40
6,44
7,256
8,19
9,80
Valor,Contagem
0,95
1,19
2,60
3,376
4,12
5,74
6,15
7,20
8,112
9,14
Valor,Contagem
1,96
2,12
3,208
4,129
5,262
7,4
8,30
9,56
Valor,Contagem
0,40
1,240
2,51
3,20
4,24
5,43
6,294
7,5
9,80
Valor,Contagem
0,4
1,37
2,56
3,1
4,112
5,3
6,10
7,38
8,55
9,481
Valor,Contagem
0,78
1,228
2,28
3,44
4,126
5,170
8,110
9,13
Valor,Contagem
0,13
1,3
2,295
3,97
4,302
5,68
7,16
8,2
Valor,Contagem
0,199
1,48
2,8
3,1
4,90
5,24
6,272
7,105
8,3
9,46
Valor,Contagem
0,387
1,3
2,16
3,70
4,28
5,54
6,59
7,1
8,33
9,146
Valor,Contagem
0,6
1,12
2,45
3,2
4,4
5,35
6,67
7,38
8,88
9,500
Valor,Contagem
0,42
1,88
2,32
3,94
5,12
6,241
7,256
9,32
Valor,Contagem
0,34
1,15
2,151
3,72
4,68
5,2
6,90
7,56
8,264
9,43
Valor,Contagem
0,18
2,183
3,172
4,46
5,50
6,23
7,44
8,252
9,8
Valor,Contagem
0,75
1,1
2,112
3,12
4,27
5,20
6,58
7,261
8,53
9,178
Valor,Contagem
0,1
1,62
2,8
3,33
4,71
5,72
6,4
7,427
8,101
9,17
Valor,Contagem
0,64
1,90
3,4
4,106
5,120
6,103
7,28
8,16
9,265
