Valor,Contagem
0,95
1,54
2,64
3,84
4,52
5,97
6,55
7,68
8,110
9,118
Valor,Contagem
0,101
1,70
2,54
3,71
4,96
5,68
6,62
7,127
8,53
9,93
Valor,Contagem
0,88
1,55
2,72
3,203
4,66
5,58
6,112
7,56
8,38
9,48
Valor,Contagem
0,84
1,87
2,87
3,97
4,72
5,43
6,86
7,104
8,70
9,67
Valor,Contagem
0,124
1,88
2,78
3,54
4,81
5,40
6,88
7,87
8,56
9,100
Valor,Contagem
0,100
1,113
2,73
3,81
4,123
5,56
6,54
7,50
8,86
9,60
Valor,Contagem
0,92
1,69
2,92
3,52
4,42
5,72
6,128
7,95
8,64
9,91
Valor,Contagem
0,60
1,83
2,91
3,83
4,100
5,77
6,74
7,61
8,88
9,79
Valor,Contagem
0,108
1,53
2,100
3,51
4,66
5,129
6,65
7,77
8,82
9,64
Valor,Contagem
0,52
1,109
2,96
3,101
4,45
5,99
6,104
7,47
8,85
9,59
Valor,Contagem
0,57
1,62
2,129
3,80
4,61
5,85
6,128
7,62
8,77
9,54
Valor,Contagem
0,103
1,91
2,67
3,52
4,84
5,96
6,79
7,56
8,96
9,74
Valor,Contagem
0,81
1,131
2,119
3,104
4,74
5,75
6,34
7,64
8,44
9,71
Valor,Contagem
0,53
1,73
2,63
3,92
4,114
5,91
6,62
7,80
8,98
9,69
Valor,Contagem
0,58
1,121
2,72
3,68
4,72
5,101
6,50
7,86
8,73
9,95
Valor,Contagem
0,98
1,78
2,37
3,72
4,62
5,116
6,67
7,63
8,58
9,144
Valor,Contagem
0,72
1,63
2,50
3,48
4,74
5,120
6,60
7,133
8,57
9,120
Valor,Contagem
0,68
1,72
2,95
3,51
4,87
5,61
6,75
7,88
8,121
9,78
Valor,Contagem
0,76
1,44
2,116
3,74
4,106
5,82
6,68
7,70
8,72
9,89
Valor,Contagem
0,43
1,56
2,56
3,153
4,94
5,102
6,67
7,92
8,68
9,66
Valor,Contagem
0,79
1,89
2,70
3,92
4,43
5,77
6,86
7,84
8,120
9,56
Valor,Contagem
0,57
1,73
2,84
3,91
4,81
5,47
6,128
7,120
8,73
9,41
Valor,Contagem
0,83
1,124
2,109
3,76
4,72
5,89
6,90
7,52
8,60
9,41
Valor,Contagem
0,68
1,90
2,31
3,92
4,136
5,56
6,84
7,80
8,80
9,78
Valor,Contagem
0,64
1,61
2,53
3,77
4,71
5,124
6,104
7,108
8,80
9,53
Valor,Contagem
0,46
1,156
2,84
3,67
4,87
5,32
6,97
7,89
8,94
9,44
Valor,Contagem
0,72
1,67
2,51
3,102
4,104
5,67
6,67
7,34
8,88
9,146
Valor,Contagem
0,51
1,80
2,60
3,63
4,107
5,62
6,104
7,91
8,88
9,89
Valor,Contagem
0,120
1,92
2,74
3,91
4,96
5,72
6,72
7,30
8,44
9,104
Valor,Contagem
0,79
1,117
2,76
3,69
4,104
5,69
6,82
7,35
8,62
9,103
Valor,Contagem
0,93
1,72
2,84
3,56
4,75
5,147
6,66
7,92
8,75
9,37
Valor,Contagem
0,69
1,41
2,93
3,130
4,65
5,33
6,80
7,86
8,112
9,86
Valor,Contagem
0,64
1,98
2,89
3,96
4,60
5,96
6,85
7,90
8,72
9,46
Valor,Contagem
0,97
1,24
2,44
3,80
4,88
5,77
6,97
7,72
8,78
9,136
Valor,Contagem
0,48
1,122
2,60
3,139
4,47
5,72
6,101
7,64
8,92
9,52
Valor,Contagem
0,78
1,61
2,117
3,83
4,73
5,112
6,73
7,88
8,52
9,59
Valor,Contagem
0,120
1,127
2,113
3,88
4,26
5,55
6,92
7,65
8,36
9,73
Valor,Contagem
0,56
1,116
2,93
3,52
4,95
5,51
6,94
7,60
8,93
9,85
Valor,Contagem
0,61
1,76
2,63
3,62
4,83
5,121
6,87
7,60
8,92
9,92
Valor,Contagem
0,92
1,66
2,116
3,99
4,93
5,87
6,84
7,67
8,57
9,36
Valor,Contagem
0,141
1,103
2,44
3,74
4,101
5,86
6,50
7,88
8,80
9,28
Valor,Contagem
0,60
1,123
2,120
3,82
4,77
5,73
6,71
7,84
8,36
9,70
Valor,Contagem
0,72
1,90
2,95
3,50
4,103
5,65
6,95
7,87
8,56
9,84
Valor,Contagem
0,68
1,80
2,123
3,69
4,95
5,37
6,67
7,60
8,84
9,113
Valor,Contagem
0,81
1,47
2,38
3,67
4,127
5,90
6,92
7,92
8,80
9,81
Valor,Contagem
0,87
1,58
2,82
3,94
4,81
5,86
6,83
7,44
8,100
9,80
Valor,Contagem
0,88
1,73
2,35
3,93
4,51
5,103
6,118
7,71
8,124
9,41
Valor,Contagem
0,74
1,58
2,85
3,120
4,83
5,106
6,30
7,87
8,41
9,112
Valor,Contagem
0,105
1,73
2,44
3,90
4,81
5,60
6,116
7,64
8,87
9,74
Valor,Contagem
0,84
1,50
2,55
3,47
4,92
5,81
6,106
7,120
8,84
9,77
Valor,Contagem
0,54
1,119
2,93
3,73
4,63
5,68
6,76
7,107
8,57
9,87
Valor,Contagem
0,127
1,82
2,51
3,58
4,122
5,84
6,48
7,39
8,109
9,76
Valor,Contagem
0,31
1,82
2,56
