Valor,Contagem
0,63
1,18
2,4
3,153
4,208
5,84
6,15
7,16
9,237
Valor,Contagem
0,75
1,296
2,12
3,77
4,53
5,192
6,20
7,2
8,36
9,32
Valor,Contagem
1,22
2,2
3,65
4,186
5,321
6,74
7,12
9,114
Valor,Contagem
0,86
1,35
2,91
3,4
4,266
5,20
6,75
7,108
8,112
Valor,Contagem
0,93
1,118
2,52
3,32
4,21
5,21
8,83
9,375
Valor,Contagem
0,12
1,440
2,28
3,210
4,32
5,4
6,16
7,30
9,23
Valor,Contagem
0,380
1,8
2,120
3,6
4,47
6,71
7,18
8,99
9,48
Valor,Contagem
1,24
2,2
4,220
5,216
6,132
7,8
8,131
9,63
Valor,Contagem
0,17
1,2
2,131
3,8
4,4
5,1
6,124
8,313
9,195
Valor,Contagem
1,102
3,19
5,5
6,536
7,8
8,78
9,49
Valor,Contagem
1,250
2,39
3,206
4,156
5,24
7,4
8,88
9,30
Valor,Contagem
0,22
1,8
2,25
3,65
4,52
5,16
7,105
8,403
9,100
Valor,Contagem
0,311
2,76
3,133
4,9
5,124
6,16
8,23
9,104
Valor,Contagem
0,128
1,40
2,28
3,10
4,3
5,263
6,213
7,34
8,38
9,40
Valor,Contagem
0,2
1,328
2,86
3,16
4,132
5,15
6,127
7,19
8,17
9,54
Valor,Contagem
0,2
1,278
2,12
3,7
4,7
5,16
6,475
Valor,Contagem
0,4
1,10
2,34
3,18
4,79
5,15
6,118
7,517
8,1
Valor,Contagem
1,22
2,64
3,226
4,58
5,62
6,41
7,58
8,129
9,136
Valor,Contagem
0,86
1,125
2,211
3,202
4,9
5,80
6,7
7,72
8,5
Valor,Contagem
0,120
1,44
2,9
4,103
5,111
6,22
7,11
8,65
9,311
Valor,Contagem
0,48
1,80
2,2
3,2
4,168
5,5
6,84
7,263
8,141
9,4
Valor,Contagem
0,126
1,116
2,39
3,29
4,7
5,20
6,91
7,297
8,55
9,16
Valor,Contagem
0,243
3,169
5,27
6,30
7,272
8,51
9,4
Valor,Contagem
0,378
1,140
2,20
3,103
5,6
8,107
9,44
Valor,Contagem
0,52
1,238
3,68
4,105
5,172
6,76
8,44
9,41
Valor,Contagem
0,163
1,19
2,200
3,29
4,18
5,198
6,19
7,145
9,6
Valor,Contagem
0,25
1,333
2,47
3,48
4,140
5,129
6,4
7,11
9,59
Valor,Contagem
0,12
1,4
2,12
3,49
4,124
5,85
6,126
7,163
8,42
9,179
Valor,Contagem
0,244
1,28
2,76
3,56
4,92
5,24
6,26
7,4
8,204
9,43
Valor,Contagem
0,148
1,121
2,4
3,18
4,21
5,88
6,41
8,24
9,331
Valor,Contagem
1,18
2,32
3,111
4,143
5,40
6,48
7,46
8,312
9,47
Valor,Contagem
0,73
1,14
2,137
3,94
4,204
5,200
6,19
8,28
9,26
Valor,Contagem
0,6
1,35
2,7
3,72
4,104
5,21
6,105
7,286
8,160
Valor,Contagem
0,58
1,48
2,196
3,5
4,80
5,78
6,8
7,246
8,5
9,72
Valor,Contagem
0,68
1,37
2,11
3,10
4,111
5,2
6,288
7,196
8,14
9,59
Valor,Contagem
0,99
2,14
3,1
4,26
5,17
6,102
7,11
8,25
9,501
Valor,Contagem
0,400
1,7
2,47
3,3
4,69
5,88
7,118
8,59
9,6
Valor,Contagem
0,2
1,84
2,340
3,13
4,8
5,56
6,3
7,66
8,168
9,56
Valor,Contagem
0,57
2,40
3,189
4,100
6,13
7,68
8,321
9,8
Valor,Contagem
0,50
1,156
2,40
3,115
4,16
5,16
6,16
7,142
8,213
9,32
Valor,Contagem
0,23
1,8
2,79
3,7
4,6
5,555
6,44
7,20
8,40
9,15
Valor,Contagem
0,9
1,135
2,4
4,156
5,147
6,12
7,256
8,2
9,76
Valor,Contagem
0,24
1,12
2,31
3,296
4,2
5,12
6,368
7,12
9,40
Valor,Contagem
0,91
1,141
3,384
4,51
5,72
6,17
7,38
9,4
Valor,Contagem
0,191
1,44
2,16
3,8
4,169
5,150
7,2
8,125
9,91
Valor,Contagem
0,3
1,40
2,40
3,53
4,4
5,557
6,94
9,5
Valor,Contagem
0,35
1,4
2,5
3,72
4,164
5,5
6,76
7,200
8,85
9,150
Valor,Contagem
0,647
1,1
3,61
4,3
5,34
6,11
7,30
8,2
9,8
Valor,Contagem
0,10
1,217
2,146
3,86
4,226
5,13
6,48
7,10
8,32
9,8
Valor,Contagem
1,115
2,23
3,12
4,413
5,188
9,46
Valor,Contagem
0,68
1,68
2,116
3,20
4,59
5,68
7,216
8,173
9,8
Valor,Contagem
0,50
1,225
2,9
3,5
4,312
5,22
6,46
7,56
8,29
9,42
Valor,Contagem
0,42
2,19
3,2
5,590
6,2
7,60
8,20
9,61
Valor,Contagem
2,15
4,136
5,34
6,28
7,86
8,38
9,460
Valor,Contagem
2,85
3,70
5,147
6,64
7,21
8,6
9,403
Valor,Contagem
1,161
2,235
3,120
4,49
6,6
7,88
8,4
9,132
Valor,Contagem
0,124
1,5
2,60
3,220
4,72
5,48
6,28
7,214
8,26
Valor,Contagem
0,4
1,11
2,43
3,7
4,352
5,48
6,179
7,12
8,140
9,2
Valor,Contagem
0,12
1,56
2,32
3,88
4,16
5,351
6,133
7,2
8,1
9,104
Valor,Contagem
1,245
2,168
3,90
4,78
5,5
6,80
7,56
8,71
9,4
Valor,Contagem
0,45
1,4
2,96
3,1
4,158
5,7
7,452
9,33
Valor,Contagem
0,306
1,23
2,88
3,5
4,164
5,5
6,36
7,4
8,94
9,71
Valor,Contagem
0,164
3,284
4,3
5,8
6,154
7,31
8,4
9,149
Valor,Contagem
0,268
2,261
3,8
4,11
5,4
6,12
7,2
8,210
9,20
