0,312,18
2,44,18
4,72,18
5,9,18
8,356,18
9,4,18
1,2,8
6,15,8
7,28,8
8,139,8
9,614,8
2,1,11
3,34,11
5,66,11
7,14,11
8,328,11
9,353,11
2,464,15
4,60,15
7,9,15
8,152,15
9,112,15
1,367,14
6,417,14
7,1,14
8,9,14
9,3,14
4,359,17
5,2,17
6,46,17
8,392,17
0,80,9
1,717,9
3,2,9
0,23,1
1,157,1
5,445,1
6,148,1
7,20,1
8,3,1
9,2,1
0,4,16
2,75,16
3,2,16
4,36,16
6,128,16
7,485,16
8,68,16
2,728,4
3,62,4
5,9,4
1,312,12
3,72,12
4,3,12
6,307,12
7,64,12
8,2,12
9,37,12
1,450,6
2,96,6
4,99,6
5,25,6
6,76,6
7,51,6
0,10,18
2,55,18
4,715,18
8,18,18
1,6,19
2,11,19
3,778,19
5,4,19
0,107,7
2,1,7
3,236,7
6,3,7
7,74,7
8,376,7
0,467,0
1,308,0
6,3,0
8,20,0
0,79,13
1,215,13
8,505,13
1,1,2
2,766,2
5,31,2
0,407,5
4,40,5
5,1,5
6,66,5
7,1,5
9,282,5
1,216,3
5,583,3
6,780,10
9,19,10
1,420,14
3,192,14
6,182,14
7,3,14
8,1,14
1,3,9
5,170,9
8,1,9
9,623,9
0,40,8
1,15,8
3,2,8
4,716,8
6,5,8
7,9,8
8,9,8
0,215,4
2,230,4
3,10,4
5,1,4
7,340,4
8,1,4
0,4,7
1,30,7
2,540,7
3,10,7
9,213,7
1,12,0
5,8,0
6,16,0
7,742,0
9,19,0
0,354,11
1,3,11
3,111,11
5,308,11
6,3,11
7,16,11
9,1,11
0,25,16
1,575,16
3,99,16
6,73,16
7,17,16
8,7,16
9,1,16
0,1,1
1,20,1
2,439,1
4,125,1
5,205,1
8,6,1
2,18,15
5,44,15
6,152,15
8,584,15
2,352,10
3,274,10
4,123,10
6,44,10
7,2,10
9,2,10
5,745,5
6,54,5
2,675,6
3,4,6
5,39,6
6,3,6
9,77,6
0,84,12
1,56,12
2,3,12
3,123,12
5,183,12
6,31,12
7,152,12
8,166,12
1,48,19
2,596,19
6,14,19
7,56,19
8,3,19
9,81,19
1,506,18
4,33,18
8,260,18
0,4,17
1,508,17
2,45,17
3,29,17
4,40,17
7,144,17
9,27,17
0,756,3
2,41,3
9,2,3
0,76,13
3,653,13
4,48,13
9,22,13
0,263,2
2,261,2
4,1,2
5,36,2
6,10,2
8,86,2
9,140,2
1,541,2
2,20,2
3,26,2
6,5,2
7,5,2
8,182,2
9,18,2
0,40,14
1,612,14
2,30,14
3,105,14
6,11,14
4,799,10
0,736,3
1,16,3
2,31,3
3,1,3
4,2,3
5,4,3
9,6,3
2,790,8
5,1,8
6,3,8
9,4,8
3,227,13
4,4,13
5,4,13
6,558,13
8,5,13
2,223,12
6,22,12
7,21,12
8,532,12
0,2,15
1,8,15
4,6,15
5,740,15
7,40,15
9,2,15
2,388,0
3,318,0
4,88,0
6,4,0
2,12,16
3,476,16
4,63,16
5,64,16
9,184,16
6,292,5
7,504,5
2,4,4
3,436,4
5,148,4
6,4,4
7,200,4
8,7,4
2,359,9
3,437,9
9,3,9
1,29,17
2,3,17
3,27,17
6,67,17
7,670,17
8,2,17
0,332,1
3,8,1
4,3,1
5,369,1
8,86,1
2,428,7
3,1,7
4,144,7
5,40,7
8,86,7
9,98,7
0,111,11
1,117,11
3,3,11
4,18,11
5,139,11
6,267,11
8,143,11
1,2,19
3,20,19
4,15,19
6,332,19
7,427,19
8,3,19
3,5,18
4,4,18
5,278,18
9,511,18
0,51,6
2,264,6
3,215,6
6,3,6
7,266,6
4,7,4
6,3,4
7,787,4
9,1,4
0,788,10
3,7,10
6,4,10
2,4,14
3,536,14
4,240,14
9,18,14
1,681,5
2,16,5
8,49,5
9,51,5
0,9,7
1,167,7
2,64,7
4,11,7
6,1,7
7,544,7
2,6,2
4,3,2
5,4,2
6,140,2
7,642,2
9,3,2
0,8,9
1,11,9
3,4,9
4,135,9
5,556,9
6,2,9
8,57,9
9,24,9
2,4,8
3,1,8
4,41,8
5,5,8
6,536,8
7,44,8
8,164,8
0,4,18
2,268,18
5,218,18
7,256,18
8,8,18
9,43,18
1,29,17
4,764,17
8,5,17
1,9,15
2,3,15
3,3,15
5,39,15
6,251,15
8,492,15
1,5,19
5,389,19
6,66,19
8,337,19
1,1,3
2,4,3
4,790,3
9,2,3
0,164,1
1,3,1
3,32,1
6,156,1
7,427,1
9,15,1
3,56,16
4,560,16
5,97,16
6,44,16
7,6,16
8,31,16
9,3,16
2,123,0
3,676,0
3,796,13
4,2,13
1,65,6
7,8,6
8,2,6
9,723,6
0,47,11
1,8,11
3,5,11
4,570,11
6,33,11
8,134,11
0,4,12
1,116,12
2,53,12
3,32,12
4,240,12
5,16,12
7,284,12
8,2,12
9,48,12
0,122,8
3,534,8
4,54,8
6,86,8
7,1,8
0,1,3
1,18,3
3,54,3
6,14,3
8,711,3
1,3,1
2,6,1
4,524,1
7,23,1
8,242,1
0,2,17
3,624,17
5,43,17
6,64,17
9,64,17
5,60,18
7,736,18
9,3,18
2,133,4
3,11,4
4,62,4
7,2,4
9,590,4
1,561,5
4,8,5
9,230,5
1,35,2
2,5,2
4,122,2
8,43,2
9,593,2
1,14,19
3,104,19
5,429,19
7,228,19
9,22,19
0,28,9
3,507,9
4,60,9
9,204,9
0,2,13
1,51,13
3,2,13
4,220,13
7,4,13
9,517,13
0,24,12
2,637,12
3,132,12
4,3,12
9,3,12
0,77,10
1,6,10
2,184,10
3,60,10
8,180,10
9,291,10
0,133,0
2,88,0
4,54,0
6,384,0
7,139,0
0,625,16
4,169,16
9,4,16
0,788,7
1,4,7
4,6,7
2,244,6
4,5,6
5,519,6
6,11,6
7,19,6
4,711,14
6,14,14
9,73,14
0,332,11
1,148,11
3,16,11
6,12,11
7,180,11
8,75,11
9,35,11
0,108,15
3,9,15
5,386,15
6,236,15
7,7,15
8,51,15
0,583,18
1,172,18
7,9,18
9,35,18
2,196,12
3,12,12
4,1,12
8,589,12
0,84,17
1,124,17
4,547,17
5,32,17
8,11,17
1,1,15
2,105,15
3,16,15
5,11,15
6,99,15
7,9,15
8,556,15
3,14,9
4,59,9
5,292,9
6,411,9
8,23,9
3,447,16
4,17,16
8,104,16
9,230,16
2,345,10
3,162,10
4,9,10
7,102,10
9,180,10
1,604,7
4,16,7
