Valor,Contagem
0,208
1,158
2,116
3,57
4,56
5,35
6,40
7,71
8,48
9,8
Valor,Contagem
0,91
1,62
2,18
3,133
4,85
5,76
6,33
7,16
8,55
9,226
Valor,Contagem
0,47
1,56
2,93
3,136
4,127
5,72
6,198
7,54
8,7
9,6
Valor,Contagem
0,36
1,77
2,128
3,35
4,163
5,120
6,32
7,47
8,92
9,67
Valor,Contagem
0,144
1,37
2,83
3,48
4,217
5,18
6,50
7,45
8,108
9,45
Valor,Contagem
0,105
1,6
2,79
3,123
4,162
5,22
6,88
7,36
8,46
9,129
Valor,Contagem
0,98
1,82
2,16
3,96
4,48
5,64
6,107
7,145
8,71
9,69
Valor,Contagem
0,162
1,19
2,14
3,29
4,136
5,168
6,82
7,72
8,44
9,69
Valor,Contagem
0,36
1,44
2,166
3,73
4,84
5,129
6,111
7,36
8,28
9,88
Valor,Contagem
0,139
1,45
2,91
3,41
4,122
5,152
6,88
7,14
8,26
9,79
Valor,Contagem
0,23
1,91
2,56
3,177
4,61
5,77
6,25
7,153
8,116
9,16
Valor,Contagem
0,66
1,78
2,100
3,163
4,22
5,59
6,125
7,124
8,9
9,50
Valor,Contagem
0,109
1,52
2,59
3,46
4,76
5,64
6,25
7,124
8,226
9,15
Valor,Contagem
0,28
1,80
2,105
3,51
4,60
5,86
6,140
7,73
8,119
9,55
Valor,Contagem
0,116
1,64
2,69
3,112
4,90
5,130
6,13
7,36
8,108
9,58
Valor,Contagem
0,56
1,104
2,82
3,33
4,84
5,86
6,165
7,12
8,46
9,127
Valor,Contagem
0,64
1,24
2,268
3,18
4,55
5,42
6,83
7,31
8,106
9,106
Valor,Contagem
0,131
1,73
2,12
3,50
4,45
5,2
6,206
7,60
8,161
9,56
Valor,Contagem
0,136
1,98
2,104
3,4
4,24
5,20
6,200
7,33
8,108
9,69
Valor,Contagem
0,39
1,24
2,51
3,140
4,35
5,84
6,143
7,110
8,52
9,119
Valor,Contagem
0,192
1,14
2,41
3,36
4,91
5,143
6,52
7,24
8,157
9,46
Valor,Contagem
0,36
1,84
2,12
3,97
4,43
5,94
6,48
7,75
8,218
9,90
Valor,Contagem
0,34
1,132
2,72
3,29
4,84
5,30
6,26
7,152
8,116
9,120
Valor,Contagem
0,32
1,97
2,146
3,81
4,5
5,94
6,129
7,120
8,15
9,77
Valor,Contagem
0,29
1,56
2,88
3,4
4,60
5,108
6,102
7,134
8,44
9,170
Valor,Contagem
0,65
1,68
2,38
3,78
4,52
5,93
6,152
7,64
8,26
9,160
Valor,Contagem
0,148
1,59
2,68
3,34
4,40
5,139
6,69
7,87
8,78
9,75
Valor,Contagem
0,91
1,89
2,4
3,263
4,106
5,33
6,111
7,41
8,19
9,39
Valor,Contagem
0,50
1,78
2,106
3,106
4,60
5,66
6,96
7,30
8,128
9,76
Valor,Contagem
0,78
1,36
2,24
3,76
4,232
5,36
6,56
7,159
8,46
9,53
Valor,Contagem
0,136
1,95
2,88
3,31
4,20
5,149
6,32
7,128
8,37
9,81
Valor,Contagem
0,98
1,21
2,151
3,14
4,40
5,114
6,100
7,76
8,118
9,64
Valor,Contagem
0,112
1,100
2,59
3,64
4,57
5,179
6,66
7,117
