Valor,Contagem
0,89
1,28
2,40
3,90
4,42
5,68
6,142
7,54
8,172
9,71
Valor,Contagem
0,49
1,62
2,109
3,66
4,71
5,93
6,61
7,105
8,48
9,131
Valor,Contagem
0,95
1,72
2,60
3,124
4,61
5,75
6,97
7,115
8,27
9,71
Valor,Contagem
0,120
1,81
2,27
3,73
4,70
5,57
6,54
7,90
8,78
9,146
Valor,Contagem
0,47
1,117
2,156
3,65
4,112
5,53
6,80
7,55
8,53
9,58
Valor,Contagem
0,59
1,63
2,131
3,36
4,85
5,47
6,118
7,56
8,93
9,108
Valor,Contagem
0,76
1,75
2,78
3,146
4,110
5,56
6,44
7,92
8,41
9,77
Valor,Contagem
0,32
1,70
2,64
3,75
4,35
5,65
6,137
7,123
8,58
9,136
Valor,Contagem
0,159
1,43
2,44
3,77
4,60
5,139
6,50
7,68
8,96
9,62
Valor,Contagem
0,54
1,127
2,46
3,95
4,108
5,110
6,77
7,43
8,82
9,55
Valor,Contagem
0,95
1,43
2,38
3,163
4,60
5,69
6,64
7,71
8,117
9,77
Valor,Contagem
0,61
1,84
2,116
3,50
4,105
5,73
6,128
7,100
8,41
9,38
Valor,Contagem
0,130
1,43
2,116
3,72
4,72
5,95
6,67
7,83
8,73
9,46
Valor,Contagem
0,73
1,164
2,108
3,124
4,40
5,53
6,80
7,71
8,48
9,35
Valor,Contagem
0,81
1,65
2,54
3,125
4,195
5,64
6,22
7,26
8,47
9,116
Valor,Contagem
0,72
1,195
2,73
3,68
4,72
5,58
6,76
7,74
8,65
9,43
Valor,Contagem
0,113
1,33
2,144
3,51
4,54
5,36
6,108
7,82
8,80
9,93
Valor,Contagem
0,30
1,72
2,92
3,48
4,133
5,76
6,88
7,158
8,48
9,52
Valor,Contagem
0,87
1,38
2,47
3,58
4,47
5,132
6,141
7,103
8,96
9,48
Valor,Contagem
0,89
1,60
2,68
3,91
4,52
5,29
6,130
7,119
8,96
9,62
Valor,Contagem
0,49
1,48
2,116
3,46
4,160
5,111
6,52
7,111
8,52
9,52
Valor,Contagem
0,163
1,91
2,78
3,83
4,39
5,88
6,73
7,88
8,42
9,52
Valor,Contagem
0,118
1,70
2,29
3,61
4,64
5,100
6,124
7,30
8,116
9,84
Valor,Contagem
0,136
1,49
2,40
3,72
4,113
5,100
6,27
7,132
8,76
9,51
Valor,Contagem
0,36
1,125
2,88
3,74
4,53
5,77
6,84
7,107
8,96
9,56
Valor,Contagem
0,132
1,63
2,103
3,99
4,73
5,60
6,71
7,28
8,80
9,88
Valor,Contagem
0,58
1,58
2,53
3,33
4,104
5,85
6,81
7,113
8,101
9,108
Valor,Contagem
0,84
1,76
2,47
3,55
4,106
5,78
6,47
7,124
8,82
9,98
Valor,Contagem
0,124
1,83
2,40
3,74
4,56
5,59
6,91
7,64
8,130
9,76
Valor,Contagem
0,76
1,58
2,48
3,116
4,67
5,85
6,127
7,84
8,57
9,77
Valor,Contagem
0,122
1,67
2,83
3,98
4,85
5,36
6,70
7,89
8,75
9,72
Valor,Contagem
0,194
1,94
2,45
3,21
4,36
5,69
6,68
7,76
8,80
9,111
Valor,Contagem
0,86
1,68
2,67
3,73
4,102
5,41
6,71
7,96
8,112
9,80
Valor,Contagem
0,76
1,72
2,94
3,88
4,76
5,64
6,55
7,126
8,75
9,69
Valor,Contagem
0,153
1,88
2,70
3,43
4,73
5,87
6,118
7,84
8,46
9,35
Valor,Contagem
0,78
1,80
2,92
3,88
4,89
5,68
6,90
7,61
8,28
9,121
Valor,Contagem
0,92
1,52
2,89
3,134
4,156
5,42
6,20
7,69
8,76
9,66
Valor,Contagem
0,100
1,120
2,56
3,123
4,80
5,76
6,68
7,41
8,91
9,41
Valor,Contagem
0,74
1,98
2,110
3,103
4,70
5,24
6,60
7,92
8,83
9,81
Valor,Contagem
0,109
1,60
2,56
3,110
4,62
5,115
6,84
7,30
8,93
9,77
Valor,Contagem
0,28
1,64
2,112
3,156
4,22
5,132
6,59
7,116
8,43
9,64
Valor,Contagem
0,76
1,78
2,65
3,168
4,75
5,58
6,32
7,90
8,66
9,88
Valor,Contagem
0,32
1,90
2,83
3,64
4,107
5,72
6,129
7,37
8,102
9,79
Valor,Contagem
0,121
1,68
2,69
3,52
4,81
5,69
6,97
7,91
8,95
9,52
Valor,Contagem
0,85
1,95
2,69
3,52
4,30
5,176
6,52
7,83
8,50
9,104
Valor,Contagem
0,48
1,165
2,95
3,80
4,60
5,58
6,47
7,127
8,46
9,71
Valor,Contagem
0,70
1,75
2,59
3,52
4,106
5,121
6,99
7,76
8,63
9,76
Valor,Contagem
0,89
1,42
2,81
3,98
4,58
5,79
6,89
7,68
8,126
9,66
Valor,Contagem
0,32
1,55
2,51
3,110
4,70
5,78
6,152
7,75
8,104
9,68
Valor,Contagem
0,68
1,48
2,60
3,41
4,71
5,129
6,135
7,130
8,103
9,12
Valor,Contagem
0,105
1,78
2,44
3,131
4,87
5,81
6,46
7,52
8,74
9,99
Valor,Contagem
0,47
1,41
2,110
3,102
4,59
5,48
6,166
7,106
8,38
9,79
Valor,Contagem
0,88
1,151
2,53
3,120
4,57
5,87
6,62
7,55
8,56
9,68
Valor,Contagem
0,95
1,99
2,93
3,43
4,44
5,51
6,112
7,167
8,53
9,39
Valor,Contagem
0,84
1,96
2,80
3,64
4,68
5,107
6,110
7,38
8,45
9,103
Valor,Contagem
0,32
1,64
2,35
3,103
4,258
5,71
6,104
7,35
8,52
9,43
Valor,Contagem
0,85
1,96
2,60
3,77
4,119
5,92
6,31
7,77
8,88
9,71
Valor,Contagem
0,60
1,101
2,32
3,119
4,57
5,100
6,54
7,111
8,64
9,98
Valor,Contagem
0,80
1,104
2,116
3,84
4,73
5,85
6,72
7,83
8,69
9,30
Valor,Contagem
0,88
1,55
2,60
3,24
4,77
5,110
6,87
7,47
8,105
9,143
Valor,Contagem
0,102
1,24
2,136
3,47
4,72
5,71
6,73
7,65
8,43
9,162
Valor,Contagem
0,84
1,126
2,52
3,110
4,72
5,24
6,76
7,89
8,48
9,114
Valor,Contagem
0,40
1,68
2,83
3,111
4,62
5,66
6,144
7,56
8,129
9,37
Valor,Contagem
0,58
1,99
2,63
3,46
4,36
5,43
6,137
7,57
8,120
9,137
Valor,Contagem
0,70
1,85
2,77
3,64
4,42
5,79
6,91
7,105
8,82
9,101
Valor,Contagem
0,213
1,77
2,15
3,91
4,39
5,49
6,120
7,55
8,105
9,32
Valor,Contagem
0,64
1,140
2,102
3,34
4,86
5,40
6,92
7,66
8,104
9,68
Valor,Contagem
0,105
1,48
2,43
3,72
4,28
5,117
6,95
7,92
8,108
9,88
Valor,Contagem
0,96
1,142
2,48
3,92
4,96
5,17
6,41
7,44
8,116
9,104
Valor,Contagem
0,48
1,76
2,129
3,97
4,36
5,61
6,104
7,72
8,83
