Valor,Contagem
0,16
1,82
2,32
3,4
4,92
5,54
6,156
7,109
8,18
9,232
Valor,Contagem
0,85
1,141
2,153
3,54
4,68
5,101
7,15
8,89
9,89
Valor,Contagem
0,67
1,43
2,9
3,128
4,94
5,28
6,145
7,65
8,35
9,182
Valor,Contagem
0,4
1,59
2,104
3,69
5,6
6,100
7,156
9,300
Valor,Contagem
0,378
1,29
2,21
3,25
4,7
5,58
6,112
7,35
8,60
9,71
Valor,Contagem
0,23
1,46
2,16
3,442
4,35
6,123
7,1
9,110
Valor,Contagem
0,452
1,5
2,2
3,10
5,4
6,76
7,6
8,112
9,127
Valor,Contagem
0,32
1,31
2,120
3,157
5,29
6,1
7,407
8,2
9,16
Valor,Contagem
0,45
1,55
2,152
3,74
4,75
5,20
7,1
8,43
9,332
Valor,Contagem
0,4
1,34
2,3
3,197
4,157
5,196
6,1
7,186
8,3
9,15
Valor,Contagem
0,148
1,40
2,86
3,200
4,46
5,38
6,36
7,66
8,137
Valor,Contagem
1,1
3,61
4,284
5,8
6,296
9,146
Valor,Contagem
0,7
1,20
2,4
3,17
4,140
5,371
7,36
8,198
9,3
Valor,Contagem
0,22
2,119
4,242
5,142
6,148
8,124
Valor,Contagem
0,49
1,134
2,125
3,260
5,28
7,43
8,18
9,139
Valor,Contagem
0,106
1,213
2,57
3,18
4,4
5,64
7,68
8,144
9,121
Valor,Contagem
0,118
1,82
2,126
3,39
4,26
5,6
6,294
7,28
8,74
9,3
Valor,Contagem
0,153
1,12
2,20
3,4
4,309
5,24
6,2
7,72
8,157
9,42
Valor,Contagem
1,2
2,324
4,68
5,95
6,122
7,11
8,16
9,159
Valor,Contagem
0,18
1,237
2,104
3,196
4,2
5,64
6,3
7,77
8,25
9,68
Valor,Contagem
1,176
2,44
3,248
4,6
5,37
6,124
7,25
8,5
9,131
Valor,Contagem
0,2
1,129
2,136
3,162
4,6
5,53
7,28
8,152
9,129
Valor,Contagem
0,221
1,34
2,5
3,4
4,152
5,301
6,2
7,51
9,24
Valor,Contagem
0,16
1,40
2,352
3,44
4,49
5,3
6,76
7,15
8,98
9,104
Valor,Contagem
0,7
1,28
2,37
3,120
4,41
5,140
6,108
7,2
8,219
9,93
Valor,Contagem
0,96
1,16
2,135
3,123
4,158
5,29
6,10
7,12
8,193
9,24
Valor,Contagem
1,104
2,12
4,24
5,6
6,78
7,34
8,315
9,222
Valor,Contagem
0,104
1,249
2,133
3,277
4,5
8,29
Valor,Contagem
0,68
1,337
2,37
4,24
5,24
6,11
7,61
8,232
9,3
Valor,Contagem
0,1
1,45
2,284
3,7
4,36
5,72
6,12
7,235
8,102
Valor,Contagem
0,9
2,79
3,4
4,53
5,85
6,72
7,12
8,448
9,32
Valor,Contagem
0,13
1,24
2,189
3,48
4,3
5,165
6,103
7,8
8,11
9,231
Valor,Contagem
0,10
1,36
2,65
3,72
4,235
6,68
7,257
8,53
Valor,Contagem
0,65
1,17
2,7
3,13
4,596
5,4
6,15
7,2
8,68
9,8
Valor,Contagem
0,4
1,168
2,138
3,237
4,184
6,26
7,29
8,2
9,8
Valor,Contagem
0,28
1,34
2,285
3,13
4,10
5,12
7,56
8,160
9,197
Valor,Contagem
0,135
1,39
2,9
4,311
5,80
6,49
7,2
8,4
9,168
Valor,Contagem
0,2
1,43
2,10
3,95
4,15
5,64
7,17
8,345
9,204
Valor,Contagem
0,24
1,84
2,3
3,1
4,88
5,140
6,111
7,130
9,216
Valor,Contagem
0,29
1,16
2,114
4,61
5,89
6,32
7,162
8,234
9,59
Valor,Contagem
0,46
1,144
2,2
3,62
4,366
5,12
6,82
7,36
8,8
9,37
Valor,Contagem
0,4
1,144
2,127
3,75
4,218
5,79
6,33
7,111
9,5
Valor,Contagem
0,216
1,132
2,131
3,5
4,48
6,212
7,20
8,3
9,29
Valor,Contagem
0,12
1,56
2,13
3,379
4,102
5,28
6,3
8,180
9,24
Valor,Contagem
0,119
1,2
3,72
4,3
5,100
6,163
7,231
8,99
9,8
Valor,Contagem
