Valor,Contagem
0,67
1,114
2,120
3,63
4,76
5,56
6,92
7,61
8,46
9,101
Valor,Contagem
0,85
1,78
2,108
3,54
4,90
5,80
6,100
7,55
8,72
9,73
Valor,Contagem
0,66
1,80
2,114
3,96
4,48
5,57
6,103
7,100
8,48
9,83
Valor,Contagem
0,60
1,31
2,144
3,119
4,55
5,64
6,69
7,70
8,78
9,106
Valor,Contagem
0,93
1,94
2,40
3,107
4,63
5,110
6,109
7,39
8,55
9,86
Valor,Contagem
0,80
1,95
2,86
3,52
4,91
5,82
6,86
7,84
8,78
9,64
Valor,Contagem
0,72
1,83
2,59
3,114
4,64
5,125
6,69
7,112
8,44
9,52
Valor,Contagem
0,97
1,90
2,48
3,64
4,129
5,92
6,101
7,31
8,57
9,86
Valor,Contagem
0,73
1,106
2,104
3,63
4,109
5,60
6,47
7,98
8,68
9,68
Valor,Contagem
0,73
1,70
2,78
3,110
4,60
5,75
6,65
7,97
8,64
9,104
Valor,Contagem
0,52
1,113
2,106
3,71
4,69
5,74
6,96
7,44
8,68
9,104
Valor,Contagem
0,64
1,42
2,91
3,125
4,44
5,73
6,104
7,120
8,71
9,63
Valor,Contagem
0,124
1,54
2,88
3,46
4,55
5,92
6,115
7,74
8,83
9,67
Valor,Contagem
0,59
1,139
2,32
3,49
4,104
5,40
6,60
7,88
8,107
9,119
Valor,Contagem
0,120
1,103
2,59
3,72
4,87
5,83
6,49
7,68
8,141
9,16
Valor,Contagem
0,89
1,36
2,81
3,80
4,61
5,72
6,109
7,112
8,86
9,68
Valor,Contagem
0,48
1,83
2,81
3,79
4,48
5,84
6,140
7,95
8,62
9,76
Valor,Contagem
0,118
1,100
2,40
3,109
4,106
5,52
6,68
7,79
8,52
9,71
Valor,Contagem
0,75
1,82
2,84
3,93
4,68
5,89
6,63
7,96
8,84
9,62
Valor,Contagem
0,59
1,70
2,71
3,115
4,83
5,72
6,61
7,72
8,90
9,103
Valor,Contagem
0,92
1,52
2,69
3,93
4,80
5,58
6,78
7,84
8,119
9,71
Valor,Contagem
0,91
1,96
2,36
3,66
4,126
5,97
6,84
7,62
8,79
9,60
Valor,Contagem
0,53
1,103
2,64
3,143
4,105
5,36
6,86
7,52
8,84
9,71
Valor,Contagem
0,60
1,115
2,57
3,34
4,141
5,75
6,52
7,76
8,139
9,47
Valor,Contagem
0,84
1,110
2,122
3,92
4,79
5,46
6,70
7,54
8,78
9,61
Valor,Contagem
0,88
1,36
2,62
3,84
4,53
5,67
6,88
7,50
8,171
9,96
Valor,Contagem
0,105
1,131
2,64
3,64
4,55
5,98
6,113
7,32
8,73
9,61
Valor,Contagem
0,90
1,80
2,93
3,67
4,120
5,45
6,36
7,132
8,81
9,51
Valor,Contagem
0,92
1,124
2,126
3,60
4,61
5,56
6,112
7,90
8,29
9,47
Valor,Contagem
0,60
1,35
2,98
3,124
4,76
5,84
6,122
7,70
8,79
9,49
Valor,Contagem
0,68
1,76
2,89
3,72
4,117
5,62
6,76
7,64
8,119
9,52
Valor,Contagem
0,88
1,96
2,77
3,60
4,75
5,48
6,89
7,156
8,61
9,46
Valor,Contagem
0,60
1,80
2,122
3,112
4,68
5,53
6,70
7,88
8,52
9,92
Valor,Contagem
0,97
1,67
2,110
3,68
4,117
5,64
6,74
7,43
8,100
9,56
Valor,Contagem
0,70
1,64
2,47
3,101
4,51
5,117
6,76
7,127
8,60
9,84
Valor,Contagem
0,80
1,80
2,88
3,125
4,93
5,68
6,89
7,74
8,29
9,69
Valor,Contagem
0,74
1,64
2,71
3,59
4,60
5,83
6,74
7,64
8,108
9,141
Valor,Contagem
0,44
1,98
2,88
3,114
4,96
5,48
6,71
7,84
8,96
9,57
Valor,Contagem
0,123
1,100
2,49
3,36
4,57
5,70
6,92
7,76
8,95
9,98
Valor,Contagem
0,100
1,53
2,126
3,103
4,46
5,94
6,62
7,53
8,81
9,77
Valor,Contagem
0,94
1,36
2,125
3,52
4,116
5,78
6,79
7,81
8,74
9,61
Valor,Contagem
0,58
1,116
2,75
3,44
4,76
5,128
6,72
7,56
8,84
9,87
Valor,Contagem
0,72
1,112
2,65
3,44
4,101
5,48
6,113
7,65
8,90
9,85
Valor,Contagem
0,63
1,80
2,78
3,43
4,79
5,59
6,137
7,70
8,68
9,119
Valor,Contagem
0,87
1,49
2,55
3,93
4,76
5,36
6,96
7,92
8,116
9,94
Valor,Contagem
0,130
1,64
2,91
3,52
4,98
5,70
6,74
7,44
8,64
9,109
Valor,Contagem
0,31
1,71
2,71
3,80
4,63
5,76
6,120
7,102
8,67
9,116
Valor,Contagem
0,130
1,61
2,76
3,61
4,45
5,122
6,71
7,100
8,61
9,69
Valor,Contagem
0,68
1,71
2,56
3,90
4,78
5,147
6,65
7,90
8,47
9,84
Valor,Contagem
0,56
1,76
2,71
3,52
4,78
5,59
6,116
7,82
8,113
9,94
Valor,Contagem
0,56
1,84
2,74
3,91
4,52
5,96
6,88
7,101
8,103
9,52
Valor,Contagem
0,80
1,80
2,125
3,59
4,64
5,36
6,80
7,111
8,43
9,118
Valor,Contagem
0,40
1,54
2,66
3,71
4,104
5,86
6,93
7,85
8,88
9,108
Valor,Contagem
0,103
1,82
2,112
3,61
4,73
5,45
6,64
7,77
8,100
9,80
Valor,Contagem
0,87
1,104
2,42
3,49
4,63
5,143
6,66
7,108
8,75
9,60
Valor,Contagem
0,69
1,105
2,96
3,70
4,66
5,82
6,96
7,53
8,48
9,110
Valor,Contagem
0,76
1,90
2,34
3,88
4,83
5,170
6,105
7,48
8,33
9,69
Valor,Contagem
0,31
1,70
2,88
3,129
4,87
5,56
6,92
7,88
8,80
9,76
Valor,Contagem
0,69
1,55
2,69
3,52
4,69
5,128
6,67
7,65
8,150
9,72
Valor,Contagem
0,48
1,89
2,111
3,78
4,102
5,92
6,93
7,56
8,35
9,92
Valor,Contagem
0,90
1,104
2,80
3,96
4,54
5,64
6,78
7,100
8,69
9,62
Valor,Contagem
0,96
1,87
2,67
3,101
4,68
5,56
6,57
7,111
8,66
9,88
Valor,Contagem
0,45
1,46
2,40
3,42
4,140
5,140
6,95
7,115
8,96
9,38
Valor,Contagem
0,116
1,85
2,91
3,88
4,62
5,84
6,62
7,47
8,111
9,51
Valor,Contagem
0,96
1,68
2,112
3,146
4,32
5,59
6,92
7,66
8,68
9,58
Valor,Contagem
0,100
1,78
2,100
3,88
4,110
5,48
6,60
7,88
8,48
9,76
Valor,Contagem
0,76
1,135
2,68
3,82
4,115
5,96
6,53
7,75
8,53
9,44
Valor,Contagem
0,82
1,64
2,58
3,56
4,92
5,88
6,68
7,97
8,74
9,117
Valor,Contagem
0,68
1,103
2,129
3,60
4,96
5,85
6,61
7,69
8,56
9,69
Valor,Contagem
0,64
1,50
2,82
3,106
4,58
5,59
6,97
7,112
8,88
9,80
Valor,Contagem
0,94
1,76
2,117
3,70
4,86
5,93
6,76
7,85
8,44
9,54
Valor,Contagem
0,131
1,52
2,68
3,60
4,116
5,45
6,108
7,49
8,68
9,100
Valor,Contagem
0,126
1,46
2,105
3,90
4,59
5,111
6,38
7,93
8,48
9,80
Valor,Contagem
0,46
1,96
2,73
3,72
4,105
5,66
6,157
7,71
8,52
9,59
Valor,Contagem
0,124
1,78
2,56
3,38
4,107
5,68
6,56
7,88
8,52
9,129
Valor,Contagem
0,88
1,77
2,76
3,74
4,126
5,64
6,60
7,61
8,64
9,105
Valor,Contagem
0,69
1,124
2,68
3,66
4,76
5,85
6,103
7,63
8,53
9,88
Valor,Contagem
0,73
1,97
2,92
3,116
4,72
5,84
6,43
7,80
8,82
9,58
Valor,Contagem
0,64
1,104
2,114
3,61
4,117
5,80
6,72
7,96
8,44
9,46
Valor,Contagem
0,76
1,79
2,96
3,56
4,68
5,76
6,74
7,67
8,137
9,67
Valor,Contagem
0,32
1,112
2,106
3,57
4,144
5,51
6,96
7,38
8,60
9,100
Valor,Contagem
0,95
1,65
2,71
3,114
4,51
5,63
6,124
7,102
8,68
9,44
Valor,Contagem
0,59
1,116
2,90
3,80
4,66
5,82
6,97
7,113
8,40
9,54
Valor,Contagem
0,85
1,64
2,98
3,78
4,57
5,73
6,60
7,66
8,89
9,125
Valor,Contagem
0,124
1,104
2,75
3,68
4,75
5,59
6,100
7,83
8,40
9,69
Valor,Contagem
0,73
1,68
2,77
3,116
4,69
5,54
6,75
7,66
8,120
9,79
Valor,Contagem
0,101
1,70
2,47
3,100
4,72
5,38
6,72
7,108
8,96
9,92
Valor,Contagem
0,136
1,40
2,96
3,108
4,84
5,56
6,77
7,55
8,55
9,90
Valor,Contagem
0,88
1,78
2,86
3,90
4,128
5,100
6,118
7,35
8,37
9,36
Valor,Contagem
0,131
1,59
2,73
3,78
4,75
5,83
6,76
7,77
8,87
9,57
Valor,Contagem
0,96
1,108
2,64
3,76
4,68
5,73
6,50
7,46
8,80
9,136
Valor,Contagem
0,79
1,40
2,108
3,81
4,87
5,100
6,80
7,42
8,108
9,71
Valor,Contagem
0,125
1,92
2,89
3,97
4,59
5,72
6,43
7,61
8,96
9,61
Valor,Contagem
0,107
1,72
2,91
3,81
4,65
5,60
6,50
7,85
8,85
9,99
Valor,Contagem
0,95
1,52
2,74
3,89
4,118
5,81
6,102
7,44
8,68
9,73
Valor,Contagem
0,68
1,53
2,68
3,180
4,100
5,79
6,44
7,80
8,69
9,53
Valor,Contagem
0,109
1,92
2,76
3,108
4,68
5,48
6,117
7,73
8,59
9,45
Valor,Contagem
0,50
1,25
2,120
3,84
4,140
5,52
6,72
7,100
8,78
9,74
Valor,Contagem
0,79
1,65
2,69
3,111
4,70
5,80
6,84
7,56
8,117
9,64
Valor,Contagem
0,75
1,56
2,77
3,83
4,119
5,93
6,69
7,49
8,72
9,104
Valor,Contagem
0,93
1,49
2,68
3,81
4,69
5,103
6,80
7,52
8,127
9,75
Valor,Contagem
0,86
1,48
2,92
3,52
4,59
5,126
6,103
7,92
8,69
9,71
Valor,Contagem
0,78
1,85
2,72
3,60
4,84
5,68
6,68
7,94
8,107
9,80
Valor,Contagem
0,118
1,74
2,70
3,88
4,78
5,24
6,92
7,83
8,118
9,51
Valor,Contagem
0,61
1,54
2,127
3,62
4,72
5,101
6,68
7,82
8,89
9,80
Valor,Contagem
0,46
1,80
2,91
3,65
4,108
5,60
6,116
7,62
8,73
9,93
Valor,Contagem
0,74
1,58
2,68
3,115
4,72
5,99
6,80
7,100
8,85
9,47
Valor,Contagem
0,58
1,56
2,104
3,74
4,32
5,89
6,89
7,133
8,50
9,110
Valor,Contagem
0,70
1,96
2,130
3,60
4,58
5,66
6,87
7,59
8,122
9,48
Valor,Contagem
0,74
1,85
2,61
3,104
4,56
5,116
6,54
7,88
8,67
9,89
Valor,Contagem
0,81
1,108
2,76
3,60
4,76
5,76
6,96
7,44
8,88
9,91
Valor,Contagem
0,76
1,66
2,117
3,66
4,85
5,68
6,64
7,84
8,99
9,70
Valor,Contagem
0,79
1,99
2,101
3,44
4,72
5,82
6,78
7,73
8,68
9,100
Valor,Contagem
0,63
1,76
2,75
3,168
4,68
5,74
6,56
7,67
8,92
9,57
Valor,Contagem
0,168
1,100
2,67
3,90
4,53
5,80
6,76
7,38
8,88
9,35
Valor,Contagem
0,120
1,45
2,76
3,100
4,92
5,52
6,88
7,80
8,60
9,84
Valor,Contagem
0,132
1,84
2,156
3,72
4,45
5,35
6,61
7,79
8,80
9,52
Valor,Contagem
0,77
1,96
2,43
3,78
4,68
5,91
6,60
7,92
8,85
9,106
Valor,Contagem
0,122
1,80
2,89
3,40
4,115
5,48
6,128
7,37
8,52
9,84
Valor,Contagem
0,91
1,77
2,106
3,58
4,52
5,101
6,83
7,36
8,107
9,85
Valor,Contagem
0,123
1,64
2,52
3,83
4,56
5,42
6,84
7,92
8,136
9,64
Valor,Contagem
0,54
1,29
2,64
3,84
4,171
5,119
6,57
7,62
8,91
9,66
Valor,Contagem
0,90
1,75
2,67
3,88
4,52
5,87
6,43
7,92
8,105
9,97
Valor,Contagem
0,56
1,71
2,67
3,112
4,103
5,88
6,84
7,72
8,77
9,68
Valor,Contagem
0,68
1,96
2,96
3,37
4,69
5,81
6,96
7,84
8,73
9,95
Valor,Contagem
0,90
1,110
2,105
3,72
4,45
5,88
6,77
7,49
8,84
9,74
Valor,Contagem
0,106
1,46
2,61
3,78
4,52
5,90
6,122
7,59
8,81
9,100
Valor,Contagem
0,76
1,118
2,73
3,97
4,100
5,66
6,60
7,51
8,58
9,98
Valor,Contagem
0,68
1,82
2,78
3,105
4,73
5,110
6,108
7,64
8,33
9,75
Valor,Contagem
0,118
1,76
2,52
3,74
4,60
5,66
6,74
7,75
8,90
9,112
Valor,Contagem
0,118
1,84
2,80
3,83
4,55
5,37
6,99
7,91
8,77
9,72
Valor,Contagem
0,84
1,90
2,76
3,74
4,80
5,116
6,92
7,44
8,80
9,60
Valor,Contagem
0,99
1,87
2,122
3,76
4,41
5,85
6,52
7,59
8,88
9,88
Valor,Contagem
0,68
1,92
2,72
3,106
4,61
5,71
6,61
7,64
8,73
9,128
Valor,Contagem
0,77
1,69
2,109
3,112
4,59
5,59
6,57
7,153
8,56
9,44
Valor,Contagem
0,77
1,89
2,76
3,76
4,73
5,72
6,76
7,121
8,76
9,60
Valor,Contagem
0,65
1,62
2,92
3,69
4,75
5,76
6,94
7,63
8,71
9,129
Valor,Contagem
0,80
1,100
2,88
3,82
4,55
5,84
6,50
7,106
8,72
9,80
Valor,Contagem
0,52
1,76
2,88
3,132
4,65
5,102
6,73
7,37
8,64
9,107
Valor,Contagem
0,81
1,75
2,49
3,104
4,76
5,96
6,75
7,81
8,102
9,56
Valor,Contagem
0,64
1,78
2,104
3,56
4,119
5,77
6,56
7,64
8,84
9,95
Valor,Contagem
0,84
1,63
2,66
3,69
4,75
5,102
6,127
7,67
8,53
9,90
Valor,Contagem
0,109
1,125
2,44
3,88
4,63
5,77
6,88
7,45
8,63
9,93
Valor,Contagem
0,104
1,98
2,74
3,48
4,75
5,84
6,84
7,104
8,59
9,66
