Valor,Contagem
0,72
1,4
2,68
3,120
4,97
6,329
7,82
8,15
9,8
Valor,Contagem
0,24
1,8
2,3
3,21
4,31
5,172
6,94
7,388
8,8
9,47
Valor,Contagem
0,100
1,100
2,151
3,8
4,100
5,141
6,8
7,125
8,44
9,20
Valor,Contagem
0,28
1,96
2,78
3,57
4,131
5,145
6,39
7,179
8,44
Valor,Contagem
0,24
1,16
2,138
3,28
4,179
5,257
6,39
7,92
8,12
9,9
Valor,Contagem
0,53
1,35
2,55
3,9
4,191
5,14
6,288
7,44
8,32
9,76
Valor,Contagem
0,4
2,8
3,184
4,12
5,58
6,276
7,36
8,185
9,34
Valor,Contagem
0,15
1,2
2,4
3,219
5,337
6,40
7,11
9,168
Valor,Contagem
0,1
1,21
3,79
4,227
6,29
7,122
8,76
9,240
Valor,Contagem
0,167
1,144
2,162
4,128
5,132
6,21
7,3
8,19
9,20
Valor,Contagem
0,11
1,22
2,60
3,14
4,178
5,40
6,14
7,16
9,441
Valor,Contagem
0,2
1,128
2,74
3,57
4,1
5,8
6,246
7,42
8,236
Valor,Contagem
0,180
1,85
2,136
3,145
4,123
5,90
6,2
7,11
8,2
9,22
Valor,Contagem
0,24
1,2
2,180
3,59
4,87
5,221
6,2
7,77
9,144
Valor,Contagem
0,75
2,272
3,96
4,4
5,71
6,101
7,16
8,162
Valor,Contagem
0,9
1,4
2,15
3,161
4,40
5,20
6,365
7,67
8,114
Valor,Contagem
0,171
1,4
2,68
3,2
4,188
5,32
6,46
7,23
8,24
9,240
Valor,Contagem
0,92
1,356
2,3
3,11
4,75
5,123
6,20
7,68
8,4
9,43
Valor,Contagem
0,28
1,20
2,4
3,121
4,337
5,13
6,228
7,3
8,8
9,34
Valor,Contagem
1,44
2,6
3,40
4,60
5,584
7,52
8,4
9,4
Valor,Contagem
0,136
1,55
2,57
3,47
4,54
5,1
6,184
7,74
8,24
9,164
Valor,Contagem
0,58
1,35
3,49
4,2
5,392
6,60
7,191
8,3
9,6
Valor,Contagem
0,16
1,2
2,91
3,7
4,219
5,80
6,276
7,67
8,17
9,22
Valor,Contagem
0,38
1,2
2,307
3,4
4,11
5,137
7,208
8,16
9,75
Valor,Contagem
0,18
1,131
2,107
3,43
4,138
5,8
7,1
8,257
9,94
Valor,Contagem
0,64
1,73
2,40
3,68
4,127
5,172
6,92
7,41
9,120
Valor,Contagem
1,30
2,6
3,21
4,208
5,25
6,242
7,44
8,204
9,16
Valor,Contagem
0,254
1,35
2,113
3,16
4,13
5,59
6,119
7,117
8,12
9,58
Valor,Contagem
0,104
1,60
2,52
3,64
4,67
5,31
6,292
8,119
9,8
Valor,Contagem
0,345
1,1
2,52
3,11
4,24
5,308
6,30
7,19
9,5
Valor,Contagem
0,218
1,4
3,24
4,105
5,46
6,388
7,9
8,2
Valor,Contagem
1,75
2,27
4,10
5,237
6,328
7,32
8,30
9,59
Valor,Contagem
1,53
2,257
3,99
4,146
6,44
7,22
9,175
Valor,Contagem
0,37
1,156
2,2
3,91
4,229
5,116
6,7
8,112
9,46
Valor,Contagem
0,14
1,507
2,130
3,4
5,1
6,41
7,5
8,84
9,11
Valor,Contagem
0,30
1,138
2,4
4,52
5,194
6,37
7,171
8,58
9,113
Valor,Contagem
0,186
1,76
2,77
3,52
4,23
5,108
6,150
7,40
8,40
9,44
Valor,Contagem
0,35
1,72
2,50
3,3
4,193
5,2
6,11
7,88
8,18
