Valor,Contagem
0,72
1,71
2,29
3,53
4,162
5,151
6,34
7,164
8,33
9,26
Valor,Contagem
0,33
1,61
2,57
3,46
4,149
5,90
6,132
7,83
8,54
9,90
Valor,Contagem
0,67
1,96
2,14
3,8
4,212
5,149
6,9
7,147
8,8
9,85
Valor,Contagem
0,56
1,132
2,247
3,24
4,31
5,47
6,94
7,34
8,20
9,113
Valor,Contagem
0,13
1,52
2,20
3,34
4,13
5,118
6,62
7,256
8,65
9,163
Valor,Contagem
0,104
1,84
2,133
3,35
4,80
5,116
6,17
8,24
9,203
Valor,Contagem
0,25
1,129
2,113
3,273
4,52
5,49
6,102
7,16
8,11
9,25
Valor,Contagem
0,153
1,52
2,124
3,105
4,72
5,33
6,52
7,64
8,124
9,16
Valor,Contagem
0,197
1,100
2,106
3,96
4,124
5,57
6,60
7,22
8,21
9,12
Valor,Contagem
0,78
1,72
2,84
3,12
4,70
5,36
6,134
7,27
8,118
9,164
Valor,Contagem
0,86
1,59
2,61
3,56
4,30
5,141
6,50
7,161
8,27
9,125
Valor,Contagem
0,105
1,128
2,56
3,47
4,86
5,4
6,39
7,35
8,68
9,228
Valor,Contagem
0,59
1,154
2,59
3,65
4,50
5,55
6,120
7,36
8,72
9,128
Valor,Contagem
0,62
1,64
2,77
3,48
4,128
5,12
6,104
7,140
8,115
9,48
Valor,Contagem
0,68
1,45
2,247
3,72
4,11
5,107
6,48
7,40
8,68
9,92
Valor,Contagem
0,64
1,8
2,63
3,168
4,36
5,72
6,68
7,108
8,88
9,121
Valor,Contagem
0,48
1,76
2,153
3,44
4,215
5,24
6,72
7,17
8,70
9,77
Valor,Contagem
0,20
1,73
2,192
3,101
4,88
5,37
6,9
7,28
8,178
9,69
Valor,Contagem
0,52
1,151
2,94
3,32
4,24
5,52
6,65
7,126
8,112
9,88
Valor,Contagem
0,90
1,73
2,74
3,73
4,34
5,181
6,49
7,118
8,51
9,52
Valor,Contagem
0,83
1,59
2,40
3,57
4,103
5,70
6,33
7,144
8,72
9,136
Valor,Contagem
0,59
1,24
2,140
3,31
4,40
5,140
6,64
7,44
8,114
9,140
Valor,Contagem
0,71
1,193
2,159
3,13
4,53
5,23
6,66
7,90
8,103
9,25
Valor,Contagem
0,72
1,56
2,36
3,153
4,47
5,134
6,25
7,123
8,116
9,34
Valor,Contagem
0,35
1,101
2,116
3,44
4,188
5,80
6,55
7,36
8,54
9,87
Valor,Contagem
0,43
1,160
2,164
3,96
4,50
5,89
6,52
7,20
8,71
9,52
Valor,Contagem
0,68
1,33
2,74
3,43
4,90
5,94
6,124
7,117
8,42
9,112
Valor,Contagem
0,48
1,52
2,72
3,91
4,14
5,105
6,172
7,23
8,114
9,104
Valor,Contagem
0,40
1,72
2,52
3,209
4,20
5,155
6,12
7,13
8,139
9,83
Valor,Contagem
1,21
2,43
3,112
4,136
5,34
6,196
7,54
8,92
9,108
Valor,Contagem
0,128
1,26
2,11
3,57
4,267
5,47
6,84
7,44
8,64
9,67
Valor,Contagem
0,29
1,52
2,83
3,60
4,18
5,232
6,74
7,59
8,113
9,77
Valor,Contagem
0,4
1,55
2,260
3,100
4,69
5,40
6,49
7,30
8,98
9,92
Valor,Contagem
0,28
1,21
2,55
3,180
4,137
5,196
6,4
7,20
8,82
9,73
Valor,Contagem
0,74
1,15
2,148
3,45
4,39
5,90
6,105
7,240
8,13
9,27
Valor,Contagem
0,83
1,164
2,25
3,68
4,161
5,35
6,36
7,89
8,124
9,12
Valor,Contagem
0,54
1,27
2,30
3,126
4,43
5,53
6,93
7,54
8,162
9,154
Valor,Contagem
0,36
1,156
2,76
3,31
4,87
5,32
6,163
7,36
8,132
9,47
Valor,Contagem
0,84
1,239
2,98
3,96
4,55
5,43
6,8
7,112
8,22
9,40
Valor,Contagem
0,113
1,60
2,52
3,47
4,235
5,20
6,104
7,136
8,20
9,8
Valor,Contagem
0,33
1,44
2,44
3,73
4,60
5,70
6,112
7,165
8,117
9,76
Valor,Contagem
0,92
1,1
2,100
3,116
4,155
5,52
6,29
7,48
8,66
9,136
Valor,Contagem
0,42
1,54
2,16
3,56
4,169
5,136
6,37
7,43
8,198
9,44
Valor,Contagem
0,68
1,28
2,44
3,164
4,81
5,85
6,160
7,74
8,36
9,56
Valor,Contagem
0,81
1,49
2,92
3,40
4,5
5,35
6,120
7,215
8,48
9,112
Valor,Contagem
0,32
1,60
2,160
3,60
4,92
5,52
6,95
7,72
8,108
9,64
Valor,Contagem
0,20
1,44
2,32
3,149
4,57
5,52
6,40
7,214
8,51
9,136
Valor,Contagem
0,112
1,88
2,105
3,56
4,100
5,34
6,114
7,37
8,82
9,68
Valor,Contagem
0,40
1,26
2,40
3,98
4,57
5,354
6,24
7,19
8,63
9,75
Valor,Contagem
0,46
1,193
2,64
3,66
4,64
5,88
6,109
7,47
8,61
9,57
Valor,Contagem
0,132
1,2
2,88
3,94
4,109
5,29
6,159
7,24
8,140
9,20
Valor,Contagem
0,104
1,8
2,39
3,62
4,16
5,35
6,195
7,60
8,20
