
0,29
1,51
2,154
3,81
4,33
5,56
6,275
7,51
8,20
9,45

0,132
1,34
2,32
3,200
4,58
5,56
6,60
7,154
8,32
9,39

0,112
1,36
2,48
3,160
4,105
5,80
6,30
7,16
8,104
9,103

0,190
1,36
2,66
3,79
4,16
5,60
6,56
7,120
8,76
9,97

0,46
1,159
2,8
3,79
4,104
5,109
6,131
7,21
8,66
9,73

0,156
1,75
2,73
3,82
4,90
5,20
6,104
7,80
8,11
9,105

0,52
1,43
2,112
3,151
4,38
5,67
6,17
7,219
8,44
9,54

0,45
1,18
2,111
3,20
4,70
5,68
6,72
7,161
8,134
9,98

0,44
1,32
2,29
3,70
4,110
5,59
6,88
7,26
8,180
9,160

0,36
1,41
2,120
3,9
4,168
5,86
6,32
7,73
8,161
9,69

0,72
1,15
2,95
3,71
4,147
5,160
6,92
7,60
8,40
9,45

0,208
1,62
2,23
3,36
4,48
5,126
6,83
7,96
8,33
9,82

0,31
1,154
2,76
3,54
4,56
5,88
6,70
7,31
8,68
9,168

0,71
1,22
2,129
3,266
4,46
5,18
6,93
7,22
8,21
9,108

0,104
1,124
2,56
3,106
4,22
5,28
6,64
7,14
8,127
9,151

0,12
1,112
2,47
3,9
4,89
5,164
6,76
7,36
8,192
9,59

0,39
1,59
2,47
3,198
4,153
5,41
6,19
7,35
8,132
9,73

0,64
1,95
2,84
3,79
4,134
5,128
6,4
7,97
8,52
9,59

0,60
1,91
2,48
3,70
4,144
5,105
6,92
7,9
8,36
9,140

0,72
1,104
2,122
3,145
4,72
5,60
6,62
7,66
8,49
9,44

0,56
1,41
2,28
3,35
4,41
5,236
6,60
7,57
8,96
9,144

0,25
1,64
2,141
3,124
4,37
5,44
6,107
7,75
8,117
9,61

0,84
1,177
2,40
3,53
4,199
5,84
6,41
7,43
8,63
9,12

0,107
1,20
2,62
3,62
4,155
5,89
6,55
7,76
8,29
9,141

0,92
1,108
2,63
3,88
4,84
5,12
6,112
7,60
8,118
9,59

0,59
1,175
2,88
3,59
4,96
5,47
6,32
7,51
8,71
9,120

0,116
1,35
2,97
3,148
4,16
5,86
6,47
7,153
8,64
9,36

0,40
1,54
2,19
3,118
4,63
5,23
6,141
7,135
8,130
9,73

0,49
1,85
2,93
3,59
4,84
5,67
6,112
7,30
8,88
9,128

0,16
1,22
2,28
3,127
4,168
5,145
6,93
7,94
8,50
9,52

0,81
1,65
2,64
3,76
4,9
5,118
6,101
7,62
8,101
9,118

0,112
1,51
2,80
3,40
4,63
5,34
6,132
7,172
8,88
9,23

0,4
1,53
2,172
3,23
4,104
5,54
6,96
7,157
8,56
9,76

0,84
1,188
2,96
3,129
4,36
5,60
6,83
7,39
8,38
9,44

0,98
1,120
2,129
3,62
4,39
5,42
6,76
7,130
8,33
9,68

0,136
1,88
2,157
3,118
4,54
5,152
6,49
7,24
8,3
9,16

0,83
1,75
2,32
3,53
4,216
5,49
6,104
7,36
8,39
9,109

0,32
1,182
2,124
3,92
4,89
5,31
6,63
7,37
8,94
9,52

0,30
1,33
2,65
3,46
4,65
5,92
6,126
7,173
8,33
9,132

0,84
1,137
2,108
3,35
4,56
5,23
6,90
7,42
8,108
9,113

0,52
1,114
2,72
3,89
4,8
5,173
6,36
7,80
8,109
9,60

0,102
1,173
2,58
3,8
4,100
5,36
6,53
7,112
8,85
9,68

0,91
1,42
2,98
3,103
4,91
5,69
6,54
7,89
8,122
9,37

1,49
2,62
3,97
4,8
5,200
6,88
7,121
8,88
9,83

0,77
1,105
2,50
3,60
4,16
5,93
6,15
7,51
8,103
9,226

0,148
1,23
2,75
3,174
4,29
5,20
6,128
7,12
8,69
9,119

0,124
1,116
2,129
3,160
4,36
5,9
6,15
7,19
8,153
9,36

0,36
1,73
2,151
3,136
4,36
5,37
6,80
7,17
8,71
9,159

0,17
1,84
2,78
3,96
4,117
5,119
6,41
7,59
8,81
9,103

0,84
1,132
2,9
3,322
4,29
5,48
6,76
7,38
8,21
9,36

0,159
1,70
2,9
3,135
4,76
5,36
6,30
7,163
8,91
9,27

0,193
1,87
2,90
3,130
4,34
5,32
6,13
7,76
8,98
9,44

0,103
1,61
2,15
3,7
4,160
5,30
6,211
7,117
8,90
9,2

0,65
1,57
2,24
3,51
4,140
5,108
6,87
7,30
8,186
9,48

0,126
1,55
2,85
3,32
4,59
5,65
6,94
7,120
8,96
9,64

0,99
1,64
2,35
3,88
4,97
5,42
6,15
7,132
8,125
9,99

0,16
1,36
2,68
3,72
4,35
5,56
6,112
7,205
8,108
9,89

0,11
1,150
2,204
3,46
4,95
5,68
6,127
7,56
8,12
9,26

0,138
1,102
2,172
3,114
4,31
5,4
6,112
7,17
8,52
9,53

0,34
1,107
2,53
3,212
4,16
5,97
6,116
7,35
8,77
9,50

0,61
1,26
2,47
3,64
4,88
5,83
6,159
7,51
8,40
9,177

0,35
1,80
2,82
3,75
4,223
5,24
6,40
7,73
8,99
9,66

0,132
1,44
2,51
3,148
4,120
5,18
6,41
7,59
8,116
9,67

0,81
1,88
2,49
3,72
4,64
5,45
6,146
7,92
8,75
9,83

0,156
1,35
2,104
3,136
4,39
5,111
6,59
7,110
8,6
9,40

0,176
1,23
2,36
3,57
4,47
5,45
6,172
7,100
8,104
9,37

0,40
1,145
2,1
3,62
4,115
5,116
6,28
7,144
8,75
9,70

0,134
1,101
2,124
3,27
4,84
5,119
6,18
7,102
8,55
9,32

0,51
1,73
2,151
3,22
4,93
5,78
6,79
7,64
8,28
9,157

0,32
1,137
2,63
3,143
4,74
5,78
6,56
7,129
8,24
9,60

0,63
1,76
2,119
3,60
4,63
5,121
6,16
7,100
8,60
9,118

0,71
1,76
2,145
3,103
4,20
5,96
6,43
7,96
8,110
9,36

0,43
1,31
2,163
3,25
4,156
5,27
6,69
7,132
8,35
9,116

0,200
1,48
2,87
3,53
4,57
5,32
6,73
7,79
8,64
9,103

0,83
1,35
2,109
3,180
4,68
5,71
6,24
7,94
8,9
9,124

0,60
1,104
2,68
3,42
4,120
5,103
6,143
7,56
8,24
9,76

0,180
1,104
2,8
3,9
4,21
5,89
6,29
7,119
8,34
9,203

0,23
1,80
2,103
3,41
4,121
5,70
6,82
7,160
8,52
9,63

0,81
1,83
2,8
3,143
4,32
5,52
6,59
7,212
8,78
9,49

0,120
1,205
2,47
3,58
4,56
5,20
6,24
7,76
8,148
9,43

0,275
1,62
2,24
3,46
4,17
5,17
6,72
7,105
8,120
9,57

0,88
1,53
2,99
3,52
4,122
5,48
6,85
7,32
8,106
9,111

0,151
1,132
2,78
3,104
4,143
5,38
6,48
7,32
8,12
9,60

0,96
1,24
2,10
3,107
4,96
5,94
6,259
7,8
8,22
9,80

0,84
1,78
2,16
3,232
4,50
5,51
6,58
7,125
8,56
9,45

0,72
1,40
2,101
3,25
4,40
5,49
6,104
7,76
8,54
9,233

0,119
1,25
2,58
3,54
4,90
5,76
6,108
7,120
8,93
9,52

0,40
1,58
2,31
3,145
4,85
5,77
6,52
7,52
8,224
9,32

0,48
1,21
2,56
3,93
4,40
5,89
6,64
7,266
8,88
9,32

0,109
1,116
2,42
3,184
4,57
5,64
6,28
7,41
8,141
9,12

0,125
1,40
2,48
3,96
4,38
5,72
6,60
7,120
8,158
9,39

0,4
1,168
2,156
3,65
4,76
5,64
6,99
7,26
8,28
9,111

0,80
1,24
2,69
3,56
4,85
5,100
6,121
7,118
8,70
9,73

0,85
1,36
2,34
3,218
4,115
5,54
6,175
7,21
8,13
9,44

0,32
1,62
2,94
3,118
4,120
5,135
6,94
7,28
8,19
9,94

0,64
1,4
2,130
3,208
4,49
5,14
6,74
7,135
8,44
9,73

0,100
1,114
2,100
3,96
4,142
5,51
6,52
7,28
8,100
9,12

0,47
1,198
2,9
3,58
4,160
5,52
6,55
7,45
8,28
9,144

0,39
1,104
2,58
3,163
4,120
5,21
6,62
7,33
8,108
9,87

0,104
1,9
2,10
3,192
4,166
5,176
6,40
7,7
8,28
9,64

0,192
1,129
2,22
3,152
4,9
5,62
6,15
7,22
8,156
9,36

0,23
1,66
2,111
3,199
4,17
5,39
6,198
7,65
8,2
9,76

0,215
1,72
2,161
3,56
4,92
5,71
6,28
7,36
8,46
9,20

0,42
1,68
2,129
3,8
4,23
5,80
6,277
7,5
8,80
9,83

0,59
1,65
2,39
3,26
4,62
5,175
6,168
7,30
8,98
9,74

0,108
1,71
2,29
3,28
4,82
5,98
6,170
7,34
8,72
9,104

0,27
1,56
2,130
3,61
4,76
5,76
6,134
7,108
8,75
9,52

0,96
1,35
2,52
3,96
4,62
5,128
6,28
7,144
8,47
9,110

0,34
1,16
2,50
3,252
4,102
5,167
6,46
7,5
8,42
9,82

0,16
1,242
2,58
3,80
4,28
5,80
6,153
7,20
8,44
9,75

0,62
1,44
2,56
3,53
4,48
5,78
6,52
7,44
8,98
9,260

0,113
1,16
2,55
3,28
4,124
5,48
6,116
7,48
8,101
9,148

0,28
1,56
2,52
3,78
4,52
5,152
6,164
7,62
8,57
9,96

0,121
1,31
2,55
3,264
4,64
5,60
6,56
7,24
8,95
9,27

0,48
1,60
2,101
3,73
4,39
5,180
6,12
7,207
8,48
9,28

0,88
1,111
2,92
3,88
4,13
5,204
6,111
7,24
8,9
9,55

0,47
1,73
2,128
3,46
4,52
5,79
6,75
7,98
8,140
9,59

0,64
1,22
2,52
3,128
4,55
5,80
6,24
7,248
8,65
9,58

0,14
1,155
2,48
3,235
4,64
5,32
6,24
7,71
8,128
9,28

0,116
1,43
2,94
3,12
4,78
5,39
6,60
7,269
8,32
9,53

0,54
1,59
2,68
3,75
4,49
5,60
6,104
7,203
8,76
9,49

0,21
1,98
2,75
3,68
4,142
5,133
6,44
7,62
8,44
9,109

0,27
1,132
2,37
3,34
4,29
5,110
6,23
7,208
8,141
9,54

0,14
1,117
2,24
3,189
4,74
5,143
6,106
7,60
8,35
9,34

0,34
1,58
2,104
3,194
4,52
5,97
6,17
7,77
8,127
9,35

0,72
1,108
2,48
3,33
4,57
5,63
6,31
7,248
8,131
9,4

0,168
1,65
2,21
3,41
4,84
5,212
6,19
7,124
8,33
9,29

0,226
1,72
2,22
3,12
4,24
5,18
6,187
7,57
8,48
9,130

0,2
1,81
2,72
3,119
4,16
5,120
6,54
7,136
8,125
9,71

0,76
1,98
2,63
3,112
4,63
5,100
6,28
7,90
8,80
9,88

0,192
1,33
2,29
3,108
4,16
5,105
6,201
7,28
8,54
9,30

0,95
1,139
2,28
3,117
4,73
5,73
6,56
7,56
8,97
9,62

0,28
1,60
2,44
3,118
4,24
5,163
6,33
7,46
8,122
9,159

0,90
1,190
2,40
3,81
4,58
5,28
6,109
7,100
8,91
9,10

0,168
1,81
2,113
3,9
4,74
5,49
6,36
7,41
8,136
9,88

0,77
1,84
2,64
3,76
4,166
5,26
6,11
7,11
8,240
9,42

0,103
1,166
2,145
3,28
4,34
5,59
6,24
7,48
8,120
9,68

0,34
1,25
2,4
3,38
4,43
5,346
6,116
7,107
8,16
9,67

0,16
1,51
2,172
3,16
4,100
5,42
6,132
7,141
8,52
9,74

0,165
1,149
2,50
3,84
4,44
5,81
6,66
7,75
8,65
9,16

0,12
1,81
2,83
3,106
4,128
5,74
6,67
7,3
8,34
9,208

0,147
1,94
2,60
3,44
4,45
5,44
6,73
7,76
8,14
9,198

0,118
1,50
2,58
3,76
4,77
5,137
6,117
7,24
8,66
9,72

0,114
1,50
2,35
3,153
4,58
5,28
6,28
7,179
8,64
9,87

0,73
1,78
2,35
3,59
4,177
5,76
6,54
7,59
8,82
9,104

0,43
1,114
2,53
3,136
4,148
5,40
6,72
7,55
8,68
9,67

0,142
1,120
2,35
3,76
4,141
5,111
6,78
7,3
8,36
9,55

0,144
1,20
2,82
4,88
5,64
6,100
7,53
8,84
9,161

0,26
1,40
2,24
3,120
4,217
5,46
6,148
7,37
8,110
9,28

0,21
1,10
2,252
3,36
4,15
5,74
6,89
7,167
8,86
9,47

0,146
1,52
2,56
3,38
4,39
5,95
6,58
7,108
8,61
9,143

0,36
1,80
2,49
3,52
4,85
5,188
6,46
7,188
8,54
9,17

0,71
1,64
2,78
3,134
4,164
5,50
6,75
7,70
8,58
9,32

0,26
1,133
2,70
3,1
4,16
5,256
6,64
7,108
8,69
9,54

0,70
1,103
2,35
3,36
4,84
5,48
6,18
7,146
8,51
9,206

0,50
1,44
2,56
3,104
4,132
5,49
6,155
7,65
8,123
9,17

0,112
1,78
2,95
3,66
4,19
5,117
6,60
7,152
8,32
9,66

0,26
