Valor,Contagem
0,111
1,92
2,57
3,52
4,116
5,68
6,118
7,76
8,43
9,64
Valor,Contagem
0,68
1,116
2,116
3,48
4,76
5,102
6,83
7,32
8,84
9,72
Valor,Contagem
0,31
1,117
2,103
3,69
4,52
5,147
6,84
7,67
8,42
9,85
Valor,Contagem
0,112
1,50
2,83
3,105
4,212
5,34
6,25
7,77
8,30
9,68
Valor,Contagem
0,28
1,66
2,124
3,74
4,92
5,119
6,28
7,57
8,96
9,113
Valor,Contagem
0,119
1,45
2,93
3,76
4,104
5,24
6,102
7,107
8,64
9,60
Valor,Contagem
0,45
1,25
2,114
3,90
4,74
5,101
6,112
7,50
8,73
9,112
Valor,Contagem
0,71
1,27
2,96
3,58
4,113
5,143
6,147
7,54
8,45
9,43
Valor,Contagem
0,98
1,61
2,91
3,88
4,102
5,70
6,56
7,92
8,42
9,97
Valor,Contagem
0,111
1,93
2,106
3,41
4,56
5,79
6,61
7,52
8,142
9,55
Valor,Contagem
0,67
1,29
2,124
3,110
4,36
5,56
6,39
7,119
8,88
9,127
Valor,Contagem
0,47
1,61
2,58
3,178
4,127
5,63
6,45
7,56
8,90
9,72
Valor,Contagem
0,60
1,15
2,70
3,62
4,95
5,119
6,59
7,122
8,82
9,112
Valor,Contagem
0,97
1,65
2,120
3,80
4,48
5,69
6,110
7,48
8,58
9,100
Valor,Contagem
0,120
1,56
2,38
3,70
4,108
5,181
6,60
7,56
8,60
9,47
Valor,Contagem
0,112
1,24
2,113
3,47
4,29
5,105
6,56
7,45
8,139
9,125
Valor,Contagem
0,41
1,57
2,123
3,85
4,73
5,76
6,82
7,84
8,116
9,58
Valor,Contagem
0,65
1,104
2,151
3,88
4,41
5,76
6,78
7,72
8,86
9,35
Valor,Contagem
0,31
1,66
2,63
3,89
4,131
5,178
6,52
7,108
8,44
9,35
Valor,Contagem
0,48
1,14
2,108
3,103
4,236
5,77
6,86
7,29
8,36
9,59
Valor,Contagem
0,190
1,111
2,108
3,74
4,72
5,90
6,24
7,64
8,25
9,37
Valor,Contagem
0,57
1,56
2,41
3,107
4,105
5,108
6,35
7,68
8,98
9,120
Valor,Contagem
0,104
1,48
2,37
3,185
4,60
5,96
6,63
7,54
8,50
9,99
Valor,Contagem
0,49
1,112
2,40
3,66
4,91
5,78
6,76
7,108
8,100
9,75
Valor,Contagem
0,37
1,76
2,125
3,56
4,84
5,32
6,170
7,64
8,82
9,68
Valor,Contagem
0,36
1,152
2,109
3,92
4,107
5,79
6,30
7,88
8,40
9,63
Valor,Contagem
0,111
1,92
2,59
3,60
4,90
5,68
6,47
7,71
8,134
9,65
Valor,Contagem
0,52
1,65
2,64
3,200
4,57
5,38
6,129
7,60
8,80
9,52
Valor,Contagem
0,36
1,110
2,43
3,73
4,119
5,81
6,20
7,85
8,104
9,124
Valor,Contagem
0,42
1,84
2,120
3,49
4,42
5,44
6,156
7,74
8,79
9,106
Valor,Contagem
0,40
1,84
2,101
3,93
4,98
5,56
6,100
7,96
8,81
9,47
Valor,Contagem
0,84
1,107
2,28
3,43
4,37
5,145
6,27
7,98
8,175
9,52
Valor,Contagem
0,110
1,26
2,124
3,95
4,45
5,130
6,51
7,52
8,61
9,101
Valor,Contagem
0,86
1,20
2,119
3,35
4,74
5,118
6,88
7,111
8,98
9,48
Valor,Contagem
0,70
1,43
2,131
3,37
4,70
5,129
6,114
7,65
8,47
9,90
Valor,Contagem
0,68
1,103
2,79
3,52
4,55
5,76
6,116
7,121
8,26
9,100
Valor,Contagem
0,165
1,61
2,77
3,76
4,105
5,71
6,76
7,58
8,39
9,68
Valor,Contagem
0,49
1,125
2,88
3,125
4,28
5,79
6,72
7,50
8,73
9,107
Valor,Contagem
0,96
1,64
2,82
3,61
4,164
5,110
6,51
7,53
8,64
9,50
Valor,Contagem
0,150
1,68
2,72
3,97
4,135
5,56
6,84
7,60
8,49
9,24
Valor,Contagem
0,45
1,91
2,88
3,98
4,87
5,90
6,26
7,127
8,85
9,59
Valor,Contagem
0,86
1,88
2,88
3,88
4,61
5,76
6,59
7,99
8,90
9,63
Valor,Contagem
0,92
1,111
2,43
3,81
4,119
5,68
6,96
7,46
8,77
9,63
Valor,Contagem
0,56
1,80
2,78
3,71
4,45
5,83
6,103
7,88
8,112
9,82
Valor,Contagem
0,60
1,58
2,75
3,84
4,119
5,72
6,56
7,78
8,56
9,140
Valor,Contagem
0,51
1,80
2,60
3,83
4,42
5,62
6,130
7,107
8,75
9,107
Valor,Contagem
0,55
1,57
2,43
3,156
4,46
5,48
6,184
7,109
8,44
9,54
Valor,Contagem
0,33
1,164
2,56
3,99
4,76
5,89
6,108
7,20
8,72
9,79
Valor,Contagem
0,86
1,27
2,82
3,52
4,77
5,96
6,38
7,101
8,134
9,103
Valor,Contagem
0,108
1,113
2,20
3,26
4,48
5,111
6,141
7,33
8,127
9,68
Valor,Contagem
0,93
1,73
2,104
3,128
4,21
5,93
6,78
7,62
8,49
9,95
Valor,Contagem
0,70
1,109
2,92
3,35
4,80
5,45
6,128
7,63
8,79
9,94
Valor,Contagem
0,132
1,84
2,35
3,82
4,114
5,66
6,52
7,78
8,80
9,74
Valor,Contagem
0,36
1,107
2,136
3,62
4,45
5,97
6,86
7,35
8,106
9,86
Valor,Contagem
0,108
1,31
2,133
3,55
4,97
5,88
6,40
7,34
8,140
9,69
Valor,Contagem
0,65
1,58
2,86
3,185
4,61
5,72
6,60
7,56
8,89
9,63
Valor,Contagem
0,53
1,112
2,52
3,90
4,144
5,132
6,33
7,42
8,96
9,41
Valor,Contagem
0,78
1,38
2,48
3,89
4,76
5,92
6,144
7,64
8,67
9,100
Valor,Contagem
0,111
1,117
2,66
3,94
4,91
5,62
6,51
7,75
8,76
9,53
Valor,Contagem
0,106
1,89
2,138
3,72
4,36
5,84
6,90
7,69
8,95
9,16
Valor,Contagem
0,116
1,78
2,65
3,43
4,112
5,44
6,28
7,102
8,32
9,176
Valor,Contagem
0,29
1,111
2,66
3,83
4,76
5,29
6,142
7,87
8,56
9,117
Valor,Contagem
0,158
1,48
2,84
3,32
4,79
5,51
6,104
7,70
8,101
9,71
Valor,Contagem
0,59
1,73
2,50
3,52
4,55
5,116
6,100
7,97
8,42
9,153
Valor,Contagem
0,39
1,75
2,36
3,88
4,65
5,63
6,126
7,106
8,124
9,75
Valor,Contagem
0,53
1,42
2,136
3,92
4,93
5,92
6,76
7,37
8,27
9,148
Valor,Contagem
0,134
1,85
2,50
3,81
4,124
5,28
6,92
7,38
8,107
9,56
Valor,Contagem
0,68
1,48
2,63
3,57
4,57
5,128
6,112
7,40
8,152
9,72
Valor,Contagem
0,115
1,84
2,69
3,112
4,72
5,78
6,69
7,88
8,68
9,40
Valor,Contagem
0,53
1,84
2,52
3,193
4,64
5,23
6,88
7,101
8,58
9,79
Valor,Contagem
0,50
1,44
2,94
3,64
4,72
5,123
6,106
7,51
8,130
9,62
Valor,Contagem
0,147
1,67
2,41
3,60
4,55
5,115
6,44
7,76
8,112
9,80
Valor,Contagem
0,89
1,97
2,46
3,28
4,121
5,74
6,67
7,18
8,104
9,152
Valor,Contagem
0,23
1,50
2,137
3,61
4,78
5,124
6,124
7,41
8,104
9,53
Valor,Contagem
0,128
1,96
2,45
3,45
4,76
5,94
6,61
7,78
8,126
9,47
Valor,Contagem
0,110
1,81
2,128
3,64
4,67
5,67
6,30
7,92
8,97
9,60
Valor,Contagem
0,84
1,56
2,85
3,141
4,76
5,102
6,33
7,84
8,40
9,95
Valor,Contagem
0,80
1,46
2,125
3,102
4,114
5,78
6,76
7,57
8,68
9,51
Valor,Contagem
0,72
1,128
2,40
3,37
4,72
5,87
6,123
7,79
8,96
9,62
Valor,Contagem
0,40
1,100
2,83
3,110
4,102
5,74
6,48
7,42
8,154
9,44
Valor,Contagem
0,50
1,112
2,81
3,132
4,73
5,27
6,94
7,38
8,128
9,61
Valor,Contagem
0,116
1,45
2,51
3,96
4,82
5,56
6,29
7,119
8,133
9,69
Valor,Contagem
0,72
1,41
2,47
3,43
4,64
5,68
6,102
7,121
8,68
9,172
Valor,Contagem
0,112
1,120
2,38
3,75
4,68
5,100
6,32
7,84
8,122
9,44
Valor,Contagem
0,34
1,81
2,54
3,61
4,133
5,21
6,71
7,26
8,133
9,181
Valor,Contagem
0,103
1,47
2,56
3,76
4,48
5,76
6,112
7,80
8,136
9,63
Valor,Contagem
0,120
1,15
2,54
3,79
4,101
5,73
6,109
7,53
8,77
9,115
Valor,Contagem
0,54
1,96
2,114
3,78
4,49
5,88
6,107
7,111
8,33
9,65
Valor,Contagem
0,78
1,133
2,61
3,23
4,36
5,89
6,126
7,98
8,48
9,104
Valor,Contagem
0,182
1,90
2,79
3,87
4,55
5,79
6,72
7,53
8,56
9,44
Valor,Contagem
0,101
1,35
2,198
3,128
4,40
5,41
6,80
7,59
8,40
9,74
Valor,Contagem
0,109
1,86
2,80
3,47
4,53
5,42
6,70
7,114
8,125
9,70
Valor,Contagem
0,32
1,74
2,144
3,68
4,139
5,108
6,44
7,84
8,54
9,50
Valor,Contagem
0,92
1,108
2,72
3,27
4,44
5,76
6,44
7,98
8,178
9,56
Valor,Contagem
0,88
1,38
2,140
3,89
4,84
5,50
6,75
7,100
8,76
9,55
Valor,Contagem
0,92
1,56
2,129
3,49
4,54
5,96
6,103
7,54
8,44
9,120
Valor,Contagem
0,136
1,69
2,83
3,40
4,84
5,103
6,102
7,19
8,96
9,64
Valor,Contagem
0,59
1,68
2,63
3,36
4,127
5,135
6,84
7,67
8,76
9,82
Valor,Contagem
0,89
1,97
2,74
3,87
4,53
5,56
6,144
7,52
8,45
9,99
Valor,Contagem
0,80
1,62
2,104
