Valor,Contagem
0,52
1,96
2,70
3,61
4,103
5,89
6,105
7,67
8,61
9,92
Valor,Contagem
0,79
1,56
2,100
3,70
4,99
5,85
6,64
7,112
8,49
9,80
Valor,Contagem
0,69
1,56
2,46
3,131
4,113
5,72
6,82
7,48
8,84
9,94
Valor,Contagem
0,87
1,122
2,56
3,109
4,72
5,64
6,85
7,64
8,62
9,76
Valor,Contagem
0,52
1,91
2,55
3,118
4,48
5,126
6,95
7,83
8,83
9,45
Valor,Contagem
0,72
1,85
2,30
3,59
4,54
5,95
6,113
7,89
8,100
9,99
Valor,Contagem
0,76
1,95
2,56
3,91
4,72
5,88
6,88
7,85
8,42
9,103
Valor,Contagem
0,64
1,77
2,67
3,63
4,76
5,86
6,66
7,104
8,132
9,62
Valor,Contagem
0,99
1,89
2,81
3,52
4,104
5,60
6,68
7,48
8,93
9,102
Valor,Contagem
0,83
1,80
2,72
3,64
4,68
5,79
6,109
7,72
8,69
9,100
Valor,Contagem
0,49
1,74
2,127
3,71
4,90
5,79
6,37
7,110
8,92
9,67
Valor,Contagem
0,63
1,78
2,82
3,60
4,92
5,76
6,133
7,48
8,130
9,34
Valor,Contagem
0,96
1,44
2,84
3,131
4,58
5,69
6,105
7,56
8,94
9,58
Valor,Contagem
0,91
1,106
2,64
3,71
4,68
5,63
6,77
7,81
8,60
9,116
Valor,Contagem
0,54
1,61
2,92
3,61
4,100
5,97
6,85
7,90
8,73
9,82
Valor,Contagem
0,99
1,112
2,88
3,118
4,71
5,96
6,40
7,60
8,42
9,70
Valor,Contagem
0,107
1,82
2,68
3,64
4,88
5,81
6,40
7,98
8,99
9,69
Valor,Contagem
0,86
1,76
2,58
3,117
4,77
5,42
6,50
7,96
8,110
9,84
Valor,Contagem
0,46
1,94
2,38
3,95
4,88
5,81
6,64
7,75
8,94
9,121
Valor,Contagem
0,71
1,82
2,80
3,80
4,97
5,80
6,55
7,105
8,59
9,88
Valor,Contagem
0,132
1,63
2,55
3,60
4,107
5,59
6,90
7,52
8,101
9,77
Valor,Contagem
0,55
1,61
2,104
3,46
4,98
5,86
6,81
7,91
8,88
9,87
Valor,Contagem
0,130
1,63
2,108
3,75
4,84
5,92
6,72
7,40
8,86
9,46
Valor,Contagem
0,69
1,74
2,80
3,89
4,70
5,87
6,97
7,94
8,80
9,55
Valor,Contagem
0,111
1,53
2,59
3,88
4,59
5,88
6,56
7,136
8,60
9,86
Valor,Contagem
0,57
1,43
2,78
3,77
4,116
5,126
6,66
7,86
8,61
9,85
Valor,Contagem
0,52
1,85
2,57
3,96
4,100
5,85
6,83
7,80
8,115
9,43
Valor,Contagem
0,84
1,107
2,85
3,103
4,100
5,52
6,61
7,82
8,63
9,59
Valor,Contagem
0,121
1,98
2,61
3,92
4,125
5,56
6,64
7,24
8,77
9,76
Valor,Contagem
0,80
1,63
2,88
3,53
4,84
5,102
6,111
7,52
8,64
9,100
Valor,Contagem
0,76
1,48
2,96
3,58
4,111
5,68
6,80
7,120
8,91
9,47
Valor,Contagem
0,86
1,78
2,130
3,61
4,45
5,76
6,80
7,55
8,107
9,77
Valor,Contagem
0,59
1,72
2,84
3,46
4,123
5,69
6,101
7,56
8,69
9,118
Valor,Contagem
0,130
1,102
2,42
3,132
4,61
5,61
6,66
7,52
8,98
9,52
Valor,Contagem
0,88
1,102
2,53
3,141
4,70
5,80
6,36
7,94
8,71
9,60
Valor,Contagem
0,88
1,66
2,39
3,140
4,121
5,62
6,54
7,109
8,67
9,50
Valor,Contagem
0,95
1,58
2,92
3,64
4,39
5,96
6,116
7,69
8,69
9,99
Valor,Contagem
0,79
1,107
2,60
3,65
4,64
5,75
6,80
7,111
8,75
9,80
Valor,Contagem
0,73
1,42
2,104
3,39
4,103
5,72
6,76
7,128
8,79
9,80
Valor,Contagem
0,64
1,141
2,58
3,100
4,75
5,79
6,87
7,64
8,68
9,60
Valor,Contagem
0,104
1,121
2,34
3,25
4,85
5,74
6,110
7,112
8,99
9,32
Valor,Contagem
0,92
1,73
2,31
3,81
4,73
5,66
6,71
7,132
8,100
9,77
Valor,Contagem
0,36
1,111
2,62
3,83
4,63
5,142
6,42
7,65
8,106
9,86
Valor,Contagem
0,66
1,57
2,52
3,71
4,112
5,74
6,96
7,96
8,70
9,102
Valor,Contagem
0,126
1,92
2,82
3,66
4,88
5,65
6,72
7,26
8,118
9,60
Valor,Contagem
0,60
1,55
2,82
3,164
4,60
5,54
6,79
7,120
8,57
9,64
Valor,Contagem
0,101
1,100
2,123
3,52
4,70
5,44
6,63
7,80
8,109
9,54
Valor,Contagem
0,49
1,75
2,66
3,68
4,107
5,119
6,47
7,101
8,103
9,62
Valor,Contagem
0,117
1,76
2,62
3,44
4,69
5,76
6,110
7,56
8,76
9,110
Valor,Contagem
0,121
1,64
2,65
3,58
4,83
5,75
6,86
7,84
8,84
9,77
Valor,Contagem
0,58
1,88
2,122
3,36
4,48
5,84
6,95
7,80
8,55
9,131
Valor,Contagem
0,42
1,101
2,56
3,70
4,85
5,37
6,92
7,88
8,144
9,82
Valor,Contagem
0,64
1,69
2,74
3,100
4,63
5,95
6,64
7,84
8,94
9,88
Valor,Contagem
0,43
1,46
2,75
3,63
4,116
5,112
6,78
7,69
8,116
9,79
Valor,Contagem
0,60
1,106
2,51
3,72
4,60
5,50
6,134
7,96
8,88
9,78
Valor,Contagem
0,68
1,80
2,49
3,81
4,86
5,92
6,95
7,132
8,66
9,48
Valor,Contagem
0,58
1,64
2,127
3,59
4,66
5,92
6,108
7,99
8,74
9,48
Valor,Contagem
0,95
1,93
2,99
3,145
4,66
5,91
6,48
7,80
8,41
9,38
Valor,Contagem
0,100
1,70
2,65
3,80
4,68
5,80
6,75
7,99
8,68
9,91
Valor,Contagem
0,105
1,81
2,72
3,80
4,78
5,87
6,116
7,47
8,56
9,75
Valor,Contagem
0,93
1,59
2,46
3,84
4,87
5,60
6,93
7,86
8,96
9,92
Valor,Contagem
0,52
1,124
