Valor,Contagem
0,76
1,68
2,67
3,80
4,72
5,85
6,82
7,114
8,76
9,76
Valor,Contagem
0,36
1,108
2,40
3,148
4,80
5,82
6,75
7,117
8,69
9,41
Valor,Contagem
0,49
1,75
2,84
3,120
4,100
5,52
6,35
7,76
8,97
9,108
Valor,Contagem
0,59
1,49
2,88
3,89
4,64
5,55
6,116
7,76
8,121
9,78
Valor,Contagem
0,56
1,56
2,54
3,83
4,120
5,54
6,112
7,72
8,54
9,136
Valor,Contagem
0,66
1,61
2,99
3,71
4,78
5,85
6,66
7,138
8,51
9,81
Valor,Contagem
0,105
1,84
2,75
3,77
4,48
5,115
6,78
7,63
8,90
9,61
Valor,Contagem
0,72
1,94
2,95
3,71
4,63
5,88
6,77
7,108
8,68
9,60
Valor,Contagem
0,77
1,75
2,75
3,109
4,93
5,116
6,75
7,68
8,48
9,60
Valor,Contagem
0,111
1,88
2,72
3,68
4,66
5,86
6,118
7,56
8,59
9,72
Valor,Contagem
0,68
1,80
2,93
3,81
4,110
5,69
6,61
7,54
8,63
9,116
Valor,Contagem
0,143
1,112
2,51
3,68
4,56
5,61
6,78
7,96
8,72
9,59
Valor,Contagem
0,68
1,55
2,116
3,100
4,75
5,64
6,117
7,61
8,53
9,88
Valor,Contagem
0,86
1,120
2,87
3,61
4,68
5,101
6,96
7,60
8,73
9,44
Valor,Contagem
0,72
1,35
2,86
3,90
4,88
5,77
6,100
7,35
8,84
9,129
Valor,Contagem
0,144
1,104
2,68
3,49
4,119
5,55
6,49
7,40
8,84
9,85
Valor,Contagem
0,80
1,89
2,64
3,103
4,95
5,84
6,64
7,95
8,71
9,51
Valor,Contagem
0,88
1,81
2,92
3,56
4,44
5,64
6,70
7,68
8,112
9,123
Valor,Contagem
0,69
1,88
2,72
3,98
4,139
5,106
6,93
7,51
8,60
9,20
Valor,Contagem
0,117
1,37
2,99
3,112
4,108
5,46
6,53
7,86
8,57
9,81
Valor,Contagem
0,78
1,49
2,61
3,68
4,52
5,103
6,103
7,39
8,96
9,147
Valor,Contagem
0,104
1,66
2,70
3,56
4,61
5,88
6,64
7,141
8,77
9,68
Valor,Contagem
0,89
1,52
2,68
3,112
4,83
5,82
6,40
7,112
8,92
9,67
Valor,Contagem
0,96
1,84
2,59
3,121
4,61
5,76
6,120
7,45
8,66
9,68
Valor,Contagem
0,40
1,90
2,100
3,97
4,80
5,73
6,55
7,116
8,100
9,46
Valor,Contagem
0,86
1,44
2,68
3,116
4,70
5,68
6,76
7,110
8,60
9,98
Valor,Contagem
0,106
1,63
2,121
3,89
4,45
5,108
6,50
7,75
8,77
9,61
Valor,Contagem
0,62
1,41
2,57
3,157
4,69
5,85
6,87
7,112
8,70
9,56
Valor,Contagem
0,98
1,66
2,83
3,113
4,62
5,85
6,80
7,76
8,90
9,43
Valor,Contagem
0,68
1,61
2,69
3,79
4,122
5,51
6,87
7,76
8,89
9,93
Valor,Contagem
0,119
1,80
2,78
3,86
4,43
5,85
6,86
7,83
8,72
9,65
Valor,Contagem
0,127
1,59
2,48
3,68
4,113
5,60
6,99
7,107
8,40
9,76
Valor,Contagem
0,56
1,87
2,97
3,45
4,99
5,66
6,128
7,76
8,63
9,79
Valor,Contagem
0,66
1,81
2,91
3,50
4,94
5,68
6,81
7,101
8,95
9,68
Valor,Contagem
0,67
1,91
2,79
3,44
4,126
5,103
6,70
7,63
8,80
9,75
Valor,Contagem
0,68
1,84
2,76
3,135
4,63
5,101
6,77
7,62
8,42
9,88
Valor,Contagem
0,71
1,111
2,74
3,75
4,91
5,48
6,100
7,51
8,93
9,83
Valor,Contagem
0,99
1,54
2,72
3,88
