Valor,Contagem
0,34
1,85
2,18
3,8
4,1
5,594
6,21
7,8
8,13
9,13
Valor,Contagem
0,28
1,24
2,67
3,32
4,12
5,306
7,2
8,316
9,9
Valor,Contagem
1,7
2,1
3,376
4,40
5,28
6,56
7,282
8,4
9,2
Valor,Contagem
0,28
1,15
2,97
3,150
4,1
5,58
6,72
7,127
8,222
9,26
Valor,Contagem
0,324
2,53
3,55
4,81
5,2
6,106
7,13
8,10
9,152
Valor,Contagem
0,24
1,56
2,260
3,17
4,193
5,45
6,62
7,80
8,51
9,8
Valor,Contagem
0,44
1,46
3,161
4,207
6,138
7,28
8,102
9,70
Valor,Contagem
1,71
2,52
3,140
4,110
5,75
7,196
8,107
9,48
Valor,Contagem
0,1
1,168
2,25
4,19
7,319
8,229
9,36
Valor,Contagem
0,26
1,87
2,19
3,40
4,61
5,80
6,67
7,5
8,402
9,10
Valor,Contagem
2,12
3,72
4,84
5,122
6,2
7,54
8,219
9,233
Valor,Contagem
0,93
1,28
2,18
4,331
5,13
6,40
7,79
8,2
9,192
Valor,Contagem
0,7
1,73
2,252
3,27
4,73
5,26
6,106
7,8
8,222
9,3
Valor,Contagem
1,28
2,2
3,4
4,4
5,4
6,189
7,21
8,56
9,488
Valor,Contagem
0,75
2,204
3,200
4,7
5,2
6,152
7,14
8,40
9,103
Valor,Contagem
0,136
1,20
2,28
3,368
4,89
6,57
7,53
9,45
Valor,Contagem
0,129
1,3
2,97
3,193
4,8
5,24
6,1
7,160
8,27
9,153
Valor,Contagem
0,12
1,58
2,62
4,144
5,80
6,79
7,55
8,185
9,121
Valor,Contagem
0,148
1,4
2,2
3,8
4,210
5,292
6,10
8,12
9,112
Valor,Contagem
0,8
1,227
2,213
3,4
5,75
6,12
7,201
8,50
9,6
Valor,Contagem
1,212
2,34
3,5
4,7
5,415
6,69
7,3
8,50
9,1
Valor,Contagem
0,20
1,12
3,172
4,83
5,272
6,78
8,140
9,18
Valor,Contagem
0,92
1,112
2,191
3,98
5,133
6,73
7,11
8,33
9,53
Valor,Contagem
0,55
1,7
2,1
3,207
4,164
5,50
6,28
7,69
8,199
9,16
Valor,Contagem
0,24
1,12
2,102
3,330
4,125
5,4
6,24
7,61
8,7
9,106
Valor,Contagem
0,44
1,78
2,4
3,85
4,62
5,107
6,84
7,172
8,84
9,76
Valor,Contagem
1,53
2,101
3,23
4,90
5,7
6,92
7,44
8,383
9,4
Valor,Contagem
0,7
1,43
2,4
3,18
4,301
5,41
6,275
7,5
8,96
9,5
Valor,Contagem
1,10
2,71
3,140
4,69
5,146
6,87
7,84
8,25
9,164
Valor,Contagem
1,76
2,384
4,43
5,164
7,32
8,78
9,20
Valor,Contagem
0,5
1,172
2,7
3,89
4,144
6,183
7,40
8,144
9,13
Valor,Contagem
0,187
1,16
3,41
4,20
5,212
6,108
7,172
8,12
9,28
Valor,Contagem
0,13
1,34
2,256
3,27
4,190
5,134
6,10
7,28
9,104
Valor,Contagem
0,56
1,52
2,206
3,4
4,17
5,147
6,136
8,144
9,35
Valor,Contagem
0,420
1,27
2,111
3,87
4,14
6,26
7,4
8,88
9,20
Valor,Contagem
0,119
1,34
2,14
3,28
4,31
5,1
8,200
9,371
Valor,Contagem
0,143
1,108
2,204
3,14
4,118
6,35
7,119
8,54
9,2
Valor,Contagem
0,2
1,8
2,311
3,1
4,119
5,125
6,72
7,4
8,72
9,84
Valor,Contagem
0,48
1,77
2,84
3,6
4,1
5,21
6,310
7,53
8,39
9,156
Valor,Contagem
0,208
1,69
2,127
3,52
4,6
5,172
6,41
7,11
8,64
9,46
Valor,Contagem
0,12
1,31
2,8
3,19
4,84
5,236
6,136
7,215
8,20
9,36
Valor,Contagem
0,136
2,44
3,56
5,20
6,431
7,102
8,3
9,4
Valor,Contagem
0,3
2,448
3,49
4,83
5,93
6,23
7,44
8,51
9,1
Valor,Contagem
0,84
1,264
2,53
3,204
4,2
5,36
6,78
7,28
8,36
9,13
Valor,Contagem
0,162
1,18
2,4
3,216
4,138
5,114
6,6
7,124
9,15
Valor,Contagem
0,84
1,16
2,17
3,160
4,150
5,17
6,23
7,163
8,156
9,10
Valor,Contagem
1,58
3,394
4,27
5,24
7,240
8,13
9,41
Valor,Contagem
0,34
1,1
2,22
3,18
4,166
5,101
6,400
7,5
8,5
9,43
Valor,Contagem
0,59
1,72
2,176
3,26
6,76
7,5
8,372
9,9
Valor,Contagem
0,102
2,16
3,143
4,64
5,282
6,97
7,63
8,18
9,12
Valor,Contagem
0,184
1,264
2,20
3,144
4,119
5,5
6,12
7,3
8,42
9,3
Valor,Contagem
0,67
2,88
3,143
4,94
5,10
6,23
7,137
8,215
9,20
Valor,Contagem
0,22
1,52
3,16
4,640
5,9
7,23
8,32
9,3
Valor,Contagem
0,1
2,28
3,23
4,15
5,5
6,262
7,30
8,393
9,39
Valor,Contagem
0,89
1,140
2,26
3,10
4,3
5,1
6,65
7,157
8,149
9,156
Valor,Contagem
0,114
1,162
2,42
3,187
4,4
6,121
7,68
8,20
9,78
Valor,Contagem
0,17
1,6
2,4
3,163
5,52
6,204
7,147
8,200
9,4
Valor,Contagem
0,98
1,4
2,10
3,17
4,82
5,180
6,125
7,28
8,159
9,92
Valor,Contagem
0,116
1,175
2,43
3,25
4,22
5,4
6,336
7,12
9,63
Valor,Contagem
0,89
1,99
3,1
4,24
5,372
