Valor,Contagem
0,115
1,108
2,84
3,61
4,87
5,58
6,63
7,63
8,92
9,66
Valor,Contagem
0,69
1,133
2,60
3,83
4,56
5,102
6,75
7,71
8,60
9,88
Valor,Contagem
0,107
1,81
2,102
3,51
4,144
5,26
6,51
7,88
8,98
9,49
Valor,Contagem
0,31
1,109
2,97
3,84
4,167
5,60
6,76
7,68
8,48
9,56
Valor,Contagem
0,64
1,108
2,89
3,95
4,154
5,36
6,33
7,44
8,58
9,115
Valor,Contagem
0,120
1,116
2,52
3,75
4,48
5,57
6,72
7,102
8,111
9,45
Valor,Contagem
0,151
1,93
2,27
3,27
4,84
5,116
6,82
7,115
8,64
9,37
Valor,Contagem
0,92
1,83
2,97
3,90
4,63
5,72
6,65
7,47
8,68
9,119
Valor,Contagem
0,73
1,127
2,108
3,95
4,96
5,69
6,64
7,43
8,86
9,35
Valor,Contagem
0,136
1,123
2,39
3,89
4,92
5,75
6,60
7,56
8,55
9,72
Valor,Contagem
0,59
1,67
2,120
3,63
4,159
5,68
6,40
7,112
8,64
9,44
Valor,Contagem
0,61
1,45
2,79
3,105
4,133
5,104
6,60
7,55
8,112
9,41
Valor,Contagem
0,130
1,83
2,46
3,29
4,99
5,87
6,63
7,72
8,72
9,116
Valor,Contagem
0,76
1,55
2,36
3,94
4,100
5,67
6,88
7,123
8,64
9,94
Valor,Contagem
0,45
1,76
2,90
3,46
4,152
5,152
6,58
7,52
8,51
9,75
Valor,Contagem
0,108
1,174
2,26
3,22
4,64
5,109
6,85
7,111
8,43
9,54
Valor,Contagem
0,52
1,56
2,44
3,68
4,86
5,72
6,109
7,100
8,16
9,193
Valor,Contagem
0,71
1,44
2,67
3,70
4,144
5,49
6,144
7,51
8,80
9,76
Valor,Contagem
0,71
1,96
2,28
3,136
4,95
5,41
6,80
7,88
8,120
9,40
Valor,Contagem
0,37
1,98
2,73
3,60
4,91
5,29
6,92
7,132
8,77
9,106
Valor,Contagem
0,68
1,55
2,101
3,43
4,217
5,62
6,64
7,59
8,78
9,49
Valor,Contagem
0,106
1,49
2,92
3,87
4,38
5,105
6,51
7,55
8,111
9,103
Valor,Contagem
0,58
1,88
2,24
3,28
4,160
5,74
6,41
7,52
8,180
9,90
Valor,Contagem
0,93
1,70
2,20
3,76
4,44
5,130
6,53
7,90
8,101
9,119
Valor,Contagem
0,48
1,47
2,116
3,60
4,49
5,112
6,144
7,45
8,68
9,108
Valor,Contagem
0,77
1,108
2,28
3,126
4,31
5,40
6,68
7,152
8,110
9,56
Valor,Contagem
0,66
1,63
2,61
3,51
4,122
5,75
6,118
7,52
8,120
9,68
Valor,Contagem
0,128
1,96
2,100
3,14
4,58
5,44
6,106
7,56
8,40
9,156
Valor,Contagem
0,84
1,62
2,127
3,75
4,92
5,119
6,49
7,47
8,57
9,84
Valor,Contagem
0,79
1,64
2,109
3,80
4,64
5,55
6,14
7,113
8,179
9,40
Valor,Contagem
0,70
1,45
2,109
3,36
4,66
5,104
6,56
7,60
8,75
9,176
Valor,Contagem
0,143
1,100
2,140
3,55
4,43
5,37
6,25
7,104
8,50
9,98
Valor,Contagem
0,103
1,88
2,40
3,48
4,27
5,102
6,191
7,57
8,41
9,100
Valor,Contagem
0,69
1,99
2,65
3,120
4,68
5,93
6,57
7,77
8,76
9,71
Valor,Contagem
0,50
1,130
2,62
3,77
4,29
5,100
6,87
7,51
8,143
9,67
Valor,Contagem
0,128
1,94
2,24
3,38
4,81
5,91
6,121
7,106
8,22
9,91
Valor,Contagem
0,55
1,39
2,139
3,107
4,125
5,47
6,100
7,68
8,70
9,47
Valor,Contagem
0,49
1,158
2,95
3,66
4,74
5,56
6,64
7,89
8,103
9,42
Valor,Contagem
0,117
1,69
2,51
3,30
4,102
5,95
6,80
7,57
8,124
9,71
Valor,Contagem
0,35
1,113
2,41
3,87
4,160
5,37
6,98
7,81
8,67
9,77
Valor,Contagem
0,60
1,100
2,54
3,108
4,131
5,88
6,77
7,45
8,68
9,64
Valor,Contagem
0,48
1,166
2,88
3,44
4,132
5,81
6,52
7,29
8,67
9,88
Valor,Contagem
0,55
1,52
2,92
3,119
4,97
5,104
6,84
7,51
8,68
9,76
Valor,Contagem
0,92
1,107
2,126
3,93
4,99
5,31
6,95
7,42
8,76
9,36
Valor,Contagem
0,136
1,137
2,76
3,112
4,26
5,53
6,39
7,40
8,85
9,91
Valor,Contagem
0,100
1,80
2,85
3,82
4,109
5,35
6,119
7,34
8,94
9,58
Valor,Contagem
0,32
1,105
2,79
3,52
4,85
5,141
6,70
7,112
8,88
9,32
Valor,Contagem
0,56
1,136
2,56
3,102
4,85
5,82
6,112
7,48
8,83
9,36
Valor,Contagem
0,119
1,11
2,126
3,111
4,47
5,94
6,124
7,33
8,87
9,44
Valor,Contagem
0,84
1,100
2,69
3,82
4,115
5,84
6,50
7,34
8,100
9,79
Valor,Contagem
0,55
1,87
2,44
3,130
4,240
5,55
6,51
7,28
8,73
9,34
Valor,Contagem
0,75
1,121
2,95
3,84
4,56
5,120
6,53
7,59
8,75
9,59
Valor,Contagem
0,51
1,61
2,78
3,101
4,100
5,66
6,60
7,115
8,92
9,72
Valor,Contagem
0,81
1,87
2,36
3,28
4,58
5,29
6,216
7,88
8,96
9,77
Valor,Contagem
0,110
1,117
2,88
3,39
4,69
5,100
6,60
7,43
8,67
9,103
Valor,Contagem
0,117
1,75
2,80
3,69
4,40
5,165
6,71
7,93
8,44
9,43
Valor,Contagem
0,56
1,109
2,146
3,52
4,116
5,43
6,40
7,79
8,76
9,78
Valor,Contagem
0,141
1,85
2,85
3,104
4,67
5,88
6,46
7,49
8,90
9,41
Valor,Contagem
0,93
1,88
2,86
3,106
4,112
5,44
6,94
7,51
8,78
9,44
Valor,Contagem
0,71
1,48
2,188
3,24
4,48
5,76
6,82
7,26
8,41
9,190
Valor,Contagem
0,55
1,101
2,81
3,36
4,75
5,76
6,68
7,88
8,65
9,150
Valor,Contagem
0,141
1,42
2,45
3,98
4,108
5,96
6,36
7,72
8,84
9,74
Valor,Contagem
0,131
1,90
2,33
3,77
4,51
5,104
6,72
7,63
8,85
9,89
Valor,Contagem
0,71
1,45
2,88
3,132
4,114
5,11
6,111
7,55
8,80
9,90
Valor,Contagem
0,42
1,72
2,95
3,72
4,69
5,116
6,28
7,120
8,60
9,124
Valor,Contagem
0,63
1,48
2,106
3,38
4,80
5,71
6,100
7,48
8,145
9,97
Valor,Contagem
0,108
1,77
2,98
3,81
4,64
5,58
6,104
7,59
8,68
9,79
Valor,Contagem
0,76
1,87
2,65
3,104
4,46
5,60
6,50
7,188
8,46
9,75
