Valor,Contagem
0,82
1,1
4,40
5,655
9,20
Valor,Contagem
0,88
5,21
7,27
9,662
Valor,Contagem
0,1
1,8
2,27
5,295
6,2
9,464
Valor,Contagem
0,404
1,154
2,1
3,1
4,87
5,9
7,140
Valor,Contagem
0,154
1,68
4,132
5,6
8,400
9,37
Valor,Contagem
0,1
2,331
6,4
7,406
8,37
9,19
Valor,Contagem
0,115
1,220
6,363
7,1
8,99
Valor,Contagem
0,84
1,144
2,27
3,1
6,507
8,34
Valor,Contagem
0,697
6,10
7,92
Valor,Contagem
1,5
4,312
5,1
8,409
9,70
Valor,Contagem
0,16
4,2
5,40
6,737
9,1
Valor,Contagem
0,6
2,7
3,44
4,4
5,7
6,50
7,643
9,36
Valor,Contagem
1,24
2,4
5,424
7,167
9,179
Valor,Contagem
0,545
1,2
2,4
3,60
7,147
9,39
Valor,Contagem
0,4
3,314
4,31
7,1
9,448
Valor,Contagem
0,101
2,336
3,15
4,40
5,11
7,32
8,262
Valor,Contagem
1,22
2,6
4,9
5,682
7,74
9,4
Valor,Contagem
2,176
3,450
9,173
Valor,Contagem
2,391
5,356
6,2
9,50
Valor,Contagem
4,4
5,31
6,122
7,101
9,540
Valor,Contagem
0,339
4,6
6,337
7,69
8,46
Valor,Contagem
1,202
6,28
7,438
8,130
Valor,Contagem
2,140
4,238
5,3
7,412
9,4
Valor,Contagem
0,23
5,21
6,469
9,284
Valor,Contagem
0,240
2,288
6,12
8,259
Valor,Contagem
3,18
6,25
7,2
9,753
Valor,Contagem
0,3
2,32
3,111
4,2
5,71
7,40
8,24
9,514
Valor,Contagem
1,4
2,4
4,197
5,2
6,582
7,1
9,7
Valor,Contagem
0,400
1,54
4,41
5,167
7,136
Valor,Contagem
8,799
Valor,Contagem
2,81
9,717
Valor,Contagem
5,4
6,52
7,3
8,349
9,391
Valor,Contagem
0,16
1,11
3,3
4,344
7,425
Valor,Contagem
0,4
1,4
2,166
4,96
5,2
6,525
Valor,Contagem
2,5
3,10
5,52
6,1
7,729
Valor,Contagem
0,82
1,12
4,212
7,53
8,439
Valor,Contagem
0,3
2,314
5,61
7,420
Valor,Contagem
0,88
1,28
3,218
9,464
Valor,Contagem
1,140
4,364
5,132
7,162
Valor,Contagem
0,316
1,3
3,315
4,136
5,7
9,22
Valor,Contagem
7,494
8,296
9,8
Valor,Contagem
0,501
3,264
5,27
6,6
Valor,Contagem
0,8
2,449
5,240
6,97
7,2
Valor,Contagem
0,4
2,391
3,295
5,30
6,32
8,44
Valor,Contagem
2,4
4,645
5,33
6,42
9,73
Valor,Contagem
1,20
5,410
6,349
8,8
9,10
Valor,Contagem
1,15
2,93
5,540
7,8
8,138
9,4
Valor,Contagem
0,19
4,12
6,766
Valor,Contagem
0,1
2,32
6,764
Valor,Contagem
0,6
2,22
5,257
6,513
Valor,Contagem
2,1
3,24
4,16
9,758
Valor,Contagem
1,4
4,4
7,110
8,681
Valor,Contagem
1,116
5,104
6,448
7,12
8,117
Valor,Contagem
1,800
Valor,Contagem
2,7
3,1
5,699
7,92
Valor,Contagem
0,5
2,1
3,5
4,526
5,180
6,64
7,16
Valor,Contagem
1,4
2,4
3,668
5,29
8,93
Valor,Contagem
1,4
2,598
5,183
7,14
Valor,Contagem
0,297
3,290
4,208
8,4
Valor,Contagem
0,36
1,140
3,16
4,440
9,164
Valor,Contagem
2,130
4,357
6,306
9,5
Valor,Contagem
0,469
2,13
3,279
4,3
6,1
7,28
9,4
Valor,Contagem
0,6
1,145
3,643
5,4
Valor,Contagem
0,782
3,7
4,1
