
1,65
2,8
4,21
5,419
6,34
7,189
8,28
9,32

0,3
1,37
2,111
3,3
5,200
6,128
7,63
8,40
9,212

0,53
1,238
2,209
3,3
4,44
5,14
6,15
7,15
9,206

0,33
1,62
2,186
3,176
4,54
5,28
6,17
7,18
8,212
9,9

0,500
1,14
2,12
3,52
4,4
5,88
7,86
8,40

0,56
1,1
2,3
3,290
4,48
5,299
6,4
7,32
9,63

0,202
1,8
2,264
3,4
4,3
5,44
6,144
7,105
9,23

0,3
1,39
3,73
4,75
5,188
6,311
7,4
8,18
9,85

0,93
1,36
2,211
3,193
4,42
5,133
6,64
8,1
9,23

1,181
3,93
4,99
5,135
7,20
8,243
9,25

0,104
1,7
3,186
4,23
5,295
6,18
7,40
8,43
9,81

0,20
2,283
3,86
4,62
5,93
6,36
7,146
8,44
9,26

0,2
1,20
2,7
3,203
4,64
5,87
6,356
7,44
8,8
9,5

0,138
1,252
2,136
3,6
4,8
5,90
6,14
7,53
8,67
9,31

0,80
1,68
2,228
3,164
4,12
5,120
6,69
7,1
8,1
9,52

0,4
1,20
2,189
3,4
4,52
5,93
6,64
7,40
8,13
9,316

0,56
1,260
2,115
3,7
4,23
6,42
7,5
8,289

0,151
1,10
2,68
3,11
4,157
5,2
6,2
7,13
8,380
9,1

0,176
1,43
2,110
3,72
4,5
5,56
6,36
7,90
8,60
9,148

0,15
1,88
2,28
3,60
4,7
5,47
6,43
7,325
8,75
9,108

2,20
3,46
5,3
6,141
7,3
8,212
9,371

1,7
2,88
3,44
4,337
5,67
7,96
8,19
9,138

0,31
1,200
2,46
3,12
4,15
5,268
6,122
7,79
8,9
9,14

0,136
1,68
2,268
3,13
4,75
5,153
8,84

0,4
1,151
2,36
3,40
4,20
5,8
6,208
7,325
9,4

0,4
1,88
2,24
3,429
4,11
5,173
6,29
7,1
8,24
9,13

1,347
2,56
3,51
4,73
5,44
6,204
7,13
8,6
9,2

0,51
1,25
3,132
4,225
5,56
6,218
7,3
8,83
9,3

0,21
1,256
2,12
4,16
5,272
6,145
7,18
8,53
9,1

0,333
1,1
2,26
3,15
4,2
5,38
6,56
7,45
8,212
9,67

0,354
1,180
2,25
3,40
4,84
5,50
6,3
7,30
9,32

0,73
2,171
3,3
4,45
5,121
6,44
7,180
8,2
9,157

0,1
1,20
2,140
3,99
4,1
5,43
6,12
7,286
8,104
9,90

0,57
1,240
2,39
3,3
4,256
5,94
6,22
7,32
8,2
9,51

1,67
2,165
3,225
4,25
5,55
6,8
7,83
8,9
9,159

0,131
1,14
2,232
3,10
4,4
5,33
6,220
7,79
8,74

0,2
1,108
2,96
3,89
4,56
5,80
6,4
8,360
9,1

0,14
1,59
2,60
3,249
4,5
5,133
6,1
7,120
8,155

0,40
1,251
3,172
4,60
5,172
6,52
8,13
9,36

0,20
2,492
3,43
6,213
7,8
8,4
9,16

0,53
1,14
2,3
3,96
4,237
5,172
6,145
7,47
8,8
9,20

0,83
1,258
2,2
3,16
4,119
6,189
7,116
8,11
9,3

0,190
1,200
3,105
4,2
5,158
6,18
7,17
8,19
9,88

0,64
1,70
2,41
3,118
4,285
5,1
6,28
7,2
9,186

0,114
1,17
2,84
3,9
5,206
6,8
7,28
8,160
9,169

0,138
1,5
2,26
3,24
4,4
5,86
6,187
7,257
9,69

0,168
1,176
2,29
3,8
4,11
5,150
6,3
7,38
9,212

2,284
3,323
4,14
6,12
7,27
8,64
9,73

0,37
1,4
2,89
3,65
4,143
5,3
6,12
7,216
8,221
9,7

0,260
1,111
2,228
4,4
5,9
6,5
7,122
8,24
9,32

0,43
1,150
2,411
4,92
5,5
6,36
7,12
8,43
9,6

0,95
1,194
2,11
3,8
4,216
5,75
6,14
8,122
9,60

0,73
2,26
3,94
4,73
5,113
6,36
7,156
8,4
9,220

0,132
1,366
2,76
3,7
4,74
5,73
6,6
7,23
8,40

1,19
2,20
3,49
4,7
5,287
6,15
7,184
8,216

0,24
1,122
2,5
3,3
4,140
5,2
6,8
7,76
8,244
9,171

0,80
1,68
2,66
3,20
4,36
5,16
6,302
7,27
8,133
9,50

0,42
1,63
2,49
3,7
4,28
5,16
6,165
7,64
8,138
9,223

0,99
1,180
2,58
3,195
4,52
6,107
7,74
8,10
9,23

0,12
1,470
2,28
3,145
4,1
5,21
6,21
7,69
8,6
9,21

0,132
1,19
2,4
3,370
5,211
6,48
7,11

0,14
1,32
2,72
3,54
4,289
5,36
6,25
8,12
9,261

0,155
1,2
2,207
3,19
4,54
5,44
7,225
9,91

0,19
1,185
2,92
3,1
4,425
5,2
6,13
7,14
8,20
9,24

0,21
1,308
2,66
3,152
4,17
5,3
6,183
7,3
8,40
9,2

0,128
1,45
2,2
3,37
4,82
5,307
6,60
7,77
8,26
9,32

0,9
1,49
2,312
3,76
5,20
6,58
8,112
9,158

0,4
1,52
2,3
3,155
4,32
5,76
6,128
7,29
8,240
9,78

0,65
1,2
2,46
3,68
4,31
5,90
6,185
7,189
8,63
9,56

1,244
2,66
3,8
6,110
8,317
9,52

0,11
1,71
2,93
3,42
4,115
5,11
6,164
7,27
8,4
9,258

1,252
2,7
3,60
4,99
5,247
6,104
7,10
8,2
9,16

0,18
1,54
2,176
3,116
4,32
6,36
7,155
8,188
9,23

0,36
1,420
2,86
3,3
5,125
7,5
8,48
9,72

1,115
2,1
3,230
4,121
5,112
6,40
7,23
8,112
9,42

0,16
1,26
2,297
3,58
4,181
5,128
6,25
7,11
8,34
9,20

0,30
1,292
2,84
3,3
4,172
5,76
6,29
7,21
8,58
9,30

0,101
1,1
2,9
3,92
4,464
5,10
6,43
7,43
8,19
9,13

1,84
2,145
3,29
4,201
5,22
6,116
7,16
8,48
9,136

0,5
1,6
2,2
3,85
4,83
5,53
6,101
7,212
8,192
9,56

0,1
1,8
2,4
3,572
4,14
5,72
6,19
7,48
8,40
9,18

0,100
1,72
2,192
3,150
4,51
5,1
6,68
7,93
8,68
9,1

0,217
1,92
2,1
3,53
4,36
5,110
6,60
7,121
8,20
9,84

0,24
1,349
2,4
3,48
4,24
5,8
6,80
7,214
8,8
9,38

1,13
2,238
3,37
4,42
5,1
6,257
7,193
8,14

0,285
1,21
2,8
4,25
5,8
6,127
7,49
8,83
9,191

0,102
1,169
2,113
3,135
4,26
5,7
7,4
8,236
9,3

0,254
1,45
2,49
3,4
4,48
5,3
6,6
7,256
8,58
9,73

0,236
1,46
2,5
3,92
4,1
5,90
6,2
7,76
8,244
9,2

0,10
1,501
2,1
3,32
4,196
5,32
7,2
8,4
9,16

0,16
1,104
2,37
3,8
4,157
5,27
6,136
7,182
8,110
9,17

0,7
2,9
3,176
4,84
5,158
6,314
7,11
8,37
9,1

0,12
1,80
2,23
3,115
4,319
5,25
6,190
7,10
8,8
9,15

0,112
1,100
2,152
3,143
4,5
5,36
6,12
7,8
8,49
9,179

0,7
1,228
2,11
4,172
5,94
6,14
7,84
8,80
9,106

0,92
1,10
2,40
3,99
4,402
5,57
7,96

0,43
1,161
2,124
3,53
4,1
5,8
6,167
8,146
9,92

0,346
1,31
2,29
3,39
4,8
5,16
6,3
7,3
8,147
9,175

0,2
1,219
2,16
3,20
4,203
5,3
6,39
7,4
8,7
9,285

0,10
1,18
2,116
3,66
4,254
5,84
6,1
7,152
8,2
9,93

0,47
1,16
2,11
3,68
4,89
5,1
6,503
7,1
8,34
9,26

0,556
2,30
3,92
4,18
5,3
6,38
7,11
8,17
9,31

0,130
1,9
3,16
5,503
6,76
7,27
8,16
9,19

0,49
1,40
2,6
3,5
4,31
5,21
