Valor,Contagem
0,84
1,80
2,60
3,61
4,61
5,105
6,72
7,72
8,85
9,115
Valor,Contagem
0,27
1,142
2,56
3,108
4,80
5,97
6,40
7,44
8,96
9,108
Valor,Contagem
0,81
1,60
2,63
3,102
4,67
5,92
6,64
7,138
8,94
9,36
Valor,Contagem
0,137
1,130
2,65
3,65
4,60
5,33
6,76
7,28
8,141
9,60
Valor,Contagem
0,63
1,116
2,57
3,88
4,157
5,66
6,144
7,48
8,36
9,21
Valor,Contagem
0,84
1,153
2,17
3,40
4,60
5,91
6,97
7,48
8,121
9,84
Valor,Contagem
0,102
1,137
2,52
3,64
4,119
5,72
6,19
7,61
8,128
9,41
Valor,Contagem
0,116
1,45
2,76
3,100
4,94
5,61
6,100
7,114
8,52
9,39
Valor,Contagem
0,92
1,71
2,76
3,48
4,129
5,77
6,86
7,72
8,44
9,101
Valor,Contagem
0,86
1,172
2,46
3,53
4,18
5,69
6,85
7,146
8,76
9,44
Valor,Contagem
0,45
1,43
2,64
3,70
4,92
5,53
6,94
7,100
8,130
9,104
Valor,Contagem
0,112
1,36
2,92
3,138
4,64
5,88
6,76
7,81
8,62
9,47
Valor,Contagem
0,50
1,118
2,160
3,52
4,41
5,80
6,103
7,107
8,59
9,26
Valor,Contagem
0,38
1,58
2,22
3,112
4,60
5,156
6,86
7,119
8,64
9,80
Valor,Contagem
0,131
1,39
2,48
3,106
4,75
5,52
6,71
7,44
8,134
9,97
Valor,Contagem
0,104
1,79
2,53
3,114
4,18
5,36
6,98
7,84
8,79
9,132
Valor,Contagem
0,56
1,103
2,44
3,64
4,39
5,150
6,89
7,95
8,95
9,60
Valor,Contagem
0,24
1,39
2,123
3,140
4,54
5,87
6,68
7,129
8,84
9,48
Valor,Contagem
0,47
1,21
2,61
3,60
4,115
5,73
6,50
7,86
8,150
9,132
Valor,Contagem
0,154
1,49
2,36
3,70
4,65
5,52
6,133
7,88
8,80
9,68
Valor,Contagem
0,100
1,76
2,115
3,93
4,67
5,30
6,124
7,63
8,77
9,52
Valor,Contagem
0,86
1,56
2,61
3,101
4,20
5,76
6,130
7,56
8,82
9,127
Valor,Contagem
0,45
1,46
2,139
3,140
4,105
5,31
6,87
7,22
8,143
9,39
Valor,Contagem
0,87
1,60
2,45
3,62
4,95
5,97
6,44
7,80
8,140
9,86
Valor,Contagem
0,75
1,92
2,91
3,89
4,77
5,97
6,148
7,31
8,46
9,51
Valor,Contagem
0,86
1,79
2,188
3,41
4,44
5,49
6,84
7,56
8,92
9,78
Valor,Contagem
0,74
1,44
2,89
3,79
4,70
5,75
6,51
7,86
8,153
9,76
Valor,Contagem
0,53
1,56
2,79
3,155
4,75
5,67
6,36
7,169
8,18
9,88
Valor,Contagem
0,57
1,81
2,28
3,47
4,72
5,63
6,30
7,176
8,84
9,157
Valor,Contagem
0,22
1,77
2,72
3,71
4,115
5,108
6,43
7,130
8,93
9,65
Valor,Contagem
0,64
1,16
2,51
3,147
4,89
5,55
6,164
7,49
8,111
9,52
Valor,Contagem
0,47
1,108
2,62
3,59
4,55
5,95
6,136
7,47
8,111
9,77
Valor,Contagem
0,77
1,66
2,75
3,100
4,76
5,47
6,152
7,75
8,47
9,81
Valor,Contagem
0,56
1,116
2,174
3,66
4,150
5,40
6,18
7,70
8,31
9,76
Valor,Contagem
0,26
1,51
2,36
3,148
4,96
5,100
6,131
7,38
8,56
9,113
Valor,Contagem
0,118
1,96
2,70
3,121
4,40
5,105
6,48
7,55
8,38
9,106
Valor,Contagem
0,58
1,59
2,45
3,62
4,149
5,70
6,100
7,80
8,112
9,61
Valor,Contagem
0,94
1,115
2,64
3,145
4,32
5,105
6,65
7,28
8,70
9,76
Valor,Contagem
0,54
1,98
2,106
3,63
4,67
5,100
6,53
7,98
8,49
9,108
Valor,Contagem
0,109
1,39
2,58
3,63
4,92
5,157
6,67
7,55
8,90
9,66
Valor,Contagem
0,77
1,71
2,101
3,103
4,56
5,80
6,63
7,48
8,53
9,143
Valor,Contagem
0,87
1,87
2,48
3,89
4,89
5,58
6,81
7,90
8,111
9,56
Valor,Contagem
0,82
1,45
2,72
3,116
4,36
5,103
6,84
7,76
8,67
9,115
Valor,Contagem
0,72
1,85
2,100
3,28
4,98
5,76
6,86
7,110
8,60
9,80
Valor,Contagem
0,109
1,28
2,139
3,105
4,80
5,48
6,108
7,86
8,50
9,44
Valor,Contagem
0,115
1,188
2,53
3,48
4,32
5,107
6,70
7,44
8,43
9,96
Valor,Contagem
0,76
1,44
2,44
3,156
4,68
5,42
6,89
7,116
8,79
9,80
Valor,Contagem
0,114
1,53
2,83
3,136
4,88
5,62
6,59
7,64
8,28
9,109
Valor,Contagem
0,56
1,93
2,74
3,72
4,132
5,86
6,53
7,75
8,44
9,111
Valor,Contagem
0,33
1,71
2,184
3,87
4,82
5,67
6,68
7,46
8,48
9,110
Valor,Contagem
0,42
1,60
2,130
3,67
4,78
5,140
6,46
7,87
8,32
9,113
Valor,Contagem
0,29
1,140
2,98
3,121
4,51
5,141
6,72
7,42
8,25
9,77
Valor,Contagem
0,84
1,70
2,118
3,63
4,99
5,88
6,66
7,53
8,88
9,68
Valor,Contagem
0,76
1,77
2,69
3,102
4,123
5,103
6,39
7,62
8,108
9,37
Valor,Contagem
0,64
1,88
2,31
3,92
4,116
5,120
6,30
7,113
8,36
9,104
Valor,Contagem
0,42
1,53
2,105
3,50
4,101
5,114
6,56
7,100
8,51
9,124
Valor,Contagem
0,50
1,69
2,61
3,59
4,35
5,138
6,48
7,112
8,120
9,105
Valor,Contagem
0,32
1,89
2,64
3,71
4,79
5,133
6,75
7,108
8,41
9,104
Valor,Contagem
0,92
1,107
2,70
3,44
4,40
5,85
6,56
7,124
8,53
9,124
Valor,Contagem
0,43
1,87
2,113
3,56
4,79
5,48
6,105
7,78
8,94
9,92
Valor,Contagem
0,60
1,45
2,121
3,73
4,97
5,106
6,82
7,88
8,85
9,39
Valor,Contagem
0,63
